strategy,period_start,n_holdings,max_weight,top3_weight,top5_weight,effective_n,herfindahl
FINAL_OPTIMIZER,2026-01-30,29,0.2242166545036026,0.5554948153837137,0.7619264271795885,7.2070082551915595,0.13875383024289603
FINAL_OPTIMIZER,2026-02-27,29,0.21053569993297225,0.5286687634341806,0.7119416852237888,7.690863073159577,0.13002441864943745
FINAL_OPTIMIZER,2026-03-31,29,0.22388166448387867,0.5412242072250211,0.7244971152784776,7.451918801678901,0.13419362537534657
FINAL_OPTIMIZER,2026-04-30,29,0.23392374260091423,0.5512662683654572,0.7294645708955594,7.487373036274538,0.13355819125816737
FINAL_OPTIMIZER,2026-05-29,29,0.23179027520638099,0.5649827384273501,0.7663396462069683,6.95561388594602,0.1437687623835077
FINAL_OPTIMIZER,2026-06-30,29,0.21195748956577223,0.6271993522816798,0.824684818132067,6.45059222306582,0.15502452572094577
FINAL_OPTIMIZER,2026-07-31,29,0.21195752816205066,0.5731105853506453,0.7620048115648016,7.385504237581589,0.13540036913274506
FINAL_OPTIMIZER,2026-08-31,58,0.20822799464756395,0.6197310650802181,1.0256692152545521,3.5624579341074076,0.2807050689429559
FULL_ALPHA_CONVICTION,2014-01-31,8,0.507863682604273,0.9995896914208207,1.0,2.212806609303147,0.45191477456537343
FULL_ALPHA_CONVICTION,2014-02-28,8,0.6181248721068532,0.9981062608594105,1.0,1.9861819360943143,0.5034785493852738
FULL_ALPHA_CONVICTION,2014-03-31,8,0.6486752034245424,0.9999584847869808,1.0,1.8433961572390531,0.5424769906745114
FULL_ALPHA_CONVICTION,2014-04-30,8,0.8992955230393695,0.999475801502775,0.9999999999999999,1.2279126357754702,0.8143901861295406
FULL_ALPHA_CONVICTION,2014-05-30,8,0.7918600184520195,0.99917600414313,1.0,1.4975583528327119,0.6677536124775681
FULL_ALPHA_CONVICTION,2014-06-30,8,0.8952127081757134,0.9816226205650315,1.0,1.2407723185245643,0.8059496372300817
FULL_ALPHA_CONVICTION,2014-07-31,8,0.6164649031396832,0.9722110515355245,0.9999999999999999,2.09917487604379,0.47637765267305887
FULL_ALPHA_CONVICTION,2014-08-29,8,0.677809023219324,0.9971406069158828,1.0000000000000002,1.7978896076611262,0.5562076757876695
FULL_ALPHA_CONVICTION,2014-09-30,8,0.6302087527456457,0.9998074185270215,1.0,2.0551619188517085,0.4865796659752898
FULL_ALPHA_CONVICTION,2014-10-31,8,0.703486409519527,0.9997126155891382,1.0,1.7661187969224121,0.5662133270664302
FULL_ALPHA_CONVICTION,2014-11-28,8,0.650626597854848,0.9991493898117783,1.0000000000000002,2.045088861321752,0.48897630753985655
FULL_ALPHA_CONVICTION,2014-12-31,8,0.8341237519167705,0.9997516874262014,1.0,1.4064733095866309,0.7109982060689831
FULL_ALPHA_CONVICTION,2015-01-30,8,0.5088663277119391,0.9999976227914081,1.0,2.103734179377446,0.47534522650382005
FULL_ALPHA_CONVICTION,2015-02-27,8,0.6369864139613634,0.9998207688591726,1.0,2.031765637685003,0.49218275053583516
FULL_ALPHA_CONVICTION,2015-03-31,8,0.578393684601024,0.9997124104260581,1.0,1.9560866943442736,0.5112247851239659
FULL_ALPHA_CONVICTION,2015-04-30,8,0.7542123039317296,0.9998373081604873,1.0,1.59188834114119,0.6281847628101365
FULL_ALPHA_CONVICTION,2015-05-29,8,0.8865931808779227,0.9996019974740397,0.9999999999999999,1.25563250428339,0.7964113676483043
FULL_ALPHA_CONVICTION,2015-06-30,8,0.4917714268640833,0.9953239374303237,1.0,2.384229882424704,0.41942264350072833
FULL_ALPHA_CONVICTION,2015-07-31,8,0.8505157575923893,0.999579927225683,1.0,1.3527878396377975,0.7392142143055819
FULL_ALPHA_CONVICTION,2015-08-31,8,0.7661997383859773,0.9998847003988173,1.0,1.586736150281498,0.6302245019265447
FULL_ALPHA_CONVICTION,2015-09-30,8,0.8526780440312792,0.9989067033968487,1.0,1.3451894960927075,0.7433896881477597
FULL_ALPHA_CONVICTION,2015-10-30,8,0.8860855359990867,0.9982237326221215,1.0,1.2616997726787929,0.7925815805426025
FULL_ALPHA_CONVICTION,2015-11-30,8,0.9530549729627662,0.9980401254141675,1.0,1.0991073671746663,0.9098292212985263
FULL_ALPHA_CONVICTION,2015-12-31,8,0.8485347635059574,0.9742990675325677,1.0000000000000002,1.3712982734463213,0.7292359506052747
FULL_ALPHA_CONVICTION,2016-01-29,8,0.565630156010743,0.9881381907401692,1.0,2.1144163971776897,0.4729437405682221
FULL_ALPHA_CONVICTION,2016-02-29,8,0.6546403462296244,0.9987057306087653,1.0,2.0143740200121765,0.4964321372621532
FULL_ALPHA_CONVICTION,2016-03-31,8,0.9358900866507384,0.999977894603775,1.0,1.1372520382872058,0.8793125589874355
FULL_ALPHA_CONVICTION,2016-04-29,8,0.786378570731921,0.9983351757459586,1.0,1.530174279558118,0.6535203299122103
FULL_ALPHA_CONVICTION,2016-05-31,8,0.900899379233164,0.9975084243634305,1.0,1.2250504671456286,0.8162929012467569
FULL_ALPHA_CONVICTION,2016-06-30,8,0.701812950308805,0.9999395806159865,1.0,1.722012640246997,0.5807158302023642
FULL_ALPHA_CONVICTION,2016-07-29,8,0.77144444182194,0.9999999876296959,1.0,1.5462681142170691,0.64671837361552
FULL_ALPHA_CONVICTION,2016-08-31,8,0.8718560097134207,0.9992072083119636,1.0,1.300158529146305,0.769136976439795
FULL_ALPHA_CONVICTION,2016-09-30,8,0.9827550201296236,0.9984034749943222,1.0,1.035259411463343,0.9659414721827994
FULL_ALPHA_CONVICTION,2016-10-31,8,0.5769221497126412,0.9978925827015783,1.0,2.065071218379935,0.4842448004212213
FULL_ALPHA_CONVICTION,2016-11-30,8,0.7130281292981283,0.9977901715927012,1.0,1.796321210515317,0.5566933097188818
FULL_ALPHA_CONVICTION,2016-12-30,8,0.4509450431625543,0.9985847259387439,1.0000000000000002,2.767429080183431,0.3613462065426146
FULL_ALPHA_CONVICTION,2017-01-31,8,0.707174201127311,0.9999978045421228,0.9999999999999999,1.7403511302774386,0.5745966906348288
FULL_ALPHA_CONVICTION,2017-02-28,8,0.9619542018741546,0.9961368226265944,1.0,1.079928949480461,0.9259868443021981
FULL_ALPHA_CONVICTION,2017-03-31,8,0.8070952020212662,0.9916264724749024,1.0,1.491223702344924,0.6705901994633783
FULL_ALPHA_CONVICTION,2017-04-28,8,0.6091830064618855,0.9999002285839225,0.9999999999999999,2.231376924567478,0.4481537784988237
FULL_ALPHA_CONVICTION,2017-05-31,8,0.7601652248925014,0.9907200862792674,1.0,1.6515656589906533,0.6054860698733258
FULL_ALPHA_CONVICTION,2017-06-30,8,0.6744253397217185,0.9835812150080324,1.0,1.856492314293082,0.5386502234892265
FULL_ALPHA_CONVICTION,2017-07-31,8,0.8010994143678506,0.9999044209208693,1.0,1.468021380769343,0.6811889888660423
FULL_ALPHA_CONVICTION,2017-08-31,8,0.6558102615826514,0.9904440041222867,1.0,2.032432880589357,0.49202116810372787
FULL_ALPHA_CONVICTION,2017-09-29,8,0.5170803001134702,0.9999781158577259,1.0,2.1614696334294394,0.46264818368665955
FULL_ALPHA_CONVICTION,2017-10-31,8,0.5540936425326066,0.9980203032638739,1.0,2.1239482768779334,0.47082125816638776
FULL_ALPHA_CONVICTION,2017-11-30,8,0.6655934732026733,0.9954572697219538,1.0,1.8534072628402931,0.5395468227892497
FULL_ALPHA_CONVICTION,2017-12-29,8,0.5262193719768038,0.9938119090493855,1.0000000000000002,2.5715886565854538,0.3888646799864938
FULL_ALPHA_CONVICTION,2018-01-31,8,0.5100372436464579,0.9997304599055905,1.0,2.218992000177606,0.45065507217689876
