path,suffix,blocked_by_contamination_boundary,relevant_columns,all_columns,size_bytes
data/cache/delisted_prices_yahoo/NFBK__2007-11-08__2026-07-21.parquet,.parquet,False,adj_close,"date,ticker,provider_symbol,close,adj_close",3424
data/cache/delisted_prices_yahoo/NMIH__2024-05-13__2024-05-20.parquet,.parquet,False,adj_close,"date,ticker,provider_symbol,close,adj_close",3630
data/cache/delisted_prices_yahoo/NORD__2014-03-26__2023-05-19.parquet,.parquet,False,adj_close,"date,ticker,provider_symbol,close,adj_close",24815
data/cache/delisted_prices_yahoo/NRCIB__1997-10-13__2018-04-17.parquet,.parquet,False,adj_close,"date,ticker,provider_symbol,close,adj_close",86094
data/cache/delisted_prices_yahoo/NSA__2015-04-23__2026-07-22.parquet,.parquet,False,adj_close,"date,ticker,provider_symbol,close,adj_close",3360
data/cache/delisted_prices_yahoo/NYRT__2014-04-15__2018-11-06.parquet,.parquet,False,adj_close,"date,ticker,provider_symbol,close,adj_close",22135
data/cache/delisted_prices_yahoo/OA__1990-10-03__2018-06-06.parquet,.parquet,False,adj_close,"date,ticker,provider_symbol,close,adj_close",130753
data/cache/delisted_prices_yahoo/OCIP__2013-10-04__2018-07-16.parquet,.parquet,False,adj_close,"date,ticker,provider_symbol,close,adj_close",23964
data/cache/delisted_prices_yahoo/OCLR__2000-04-11__2018-12-10.parquet,.parquet,False,adj_close,"date,ticker,provider_symbol,close,adj_close",56058
data/cache/delisted_prices_yahoo/OLPX__2021-09-30__2026-07-08.parquet,.parquet,False,adj_close,"date,ticker,provider_symbol,close,adj_close",3395
data/cache/delisted_prices_yahoo/ONSM__1997-07-30__2019-02-07.parquet,.parquet,False,adj_close,"date,ticker,provider_symbol,close,adj_close",79326
data/cache/delisted_prices_yahoo/OZ__2021-10-18__2021-10-18.parquet,.parquet,False,adj_close,"date,ticker,provider_symbol,close,adj_close",3440
data/cache/delisted_prices_yahoo/PARA__2006-01-03__2025-08-07.parquet,.parquet,False,adj_close,"date,ticker,provider_symbol,close,adj_close",18735
data/cache/delisted_prices_yahoo/PD__2019-05-15__2019-07-01.parquet,.parquet,False,adj_close,"date,ticker,provider_symbol,close,adj_close",4146
data/cache/delisted_prices_yahoo/PERY__1993-05-28__2018-10-22.parquet,.parquet,False,adj_close,"date,ticker,provider_symbol,close,adj_close",101931
data/cache/delisted_prices_yahoo/PFH__1999-04-05__2020-12-04.parquet,.parquet,False,adj_close,"date,ticker,provider_symbol,close,adj_close",4561
data/cache/delisted_prices_yahoo/PGEM__2013-05-23__2018-04-12.parquet,.parquet,False,adj_close,"date,ticker,provider_symbol,close,adj_close",22627
data/cache/delisted_prices_yahoo/PLAG__2008-04-29__2020-10-02.parquet,.parquet,False,adj_close,"date,ticker,provider_symbol,close,adj_close",36774
data/cache/delisted_prices_yahoo/POWR__2008-01-14__2016-05-17.parquet,.parquet,False,adj_close,"date,ticker,provider_symbol,close,adj_close",22499
data/cache/delisted_prices_yahoo/PROP__2010-06-28__2026-09-03.parquet,.parquet,False,adj_close,"date,ticker,provider_symbol,close,adj_close",52396
data/cache/delisted_prices_yahoo/PRSS__2012-03-29__2018-11-09.parquet,.parquet,False,adj_close,"date,ticker,provider_symbol,close,adj_close",28231
data/cache/delisted_prices_yahoo/PTN__1997-10-15__2025-11-11.parquet,.parquet,False,adj_close,"date,ticker,provider_symbol,close,adj_close",84770
data/cache/delisted_prices_yahoo/PULS__1972-06-01__2019-07-02.parquet,.parquet,False,adj_close,"date,ticker,provider_symbol,close,adj_close",7870
data/cache/delisted_prices_yahoo/P__2011-06-15__2019-02-26.parquet,.parquet,False,adj_close,"date,ticker,provider_symbol,close,adj_close",19170
data/cache/delisted_prices_yahoo/QCP__2016-11-01__2018-07-27.parquet,.parquet,False,adj_close,"date,ticker,provider_symbol,close,adj_close",11514
data/cache/delisted_prices_yahoo/QTNA__2016-10-28__2019-06-18.parquet,.parquet,False,adj_close,"date,ticker,provider_symbol,close,adj_close",15351
data/cache/delisted_prices_yahoo/RGP__2006-01-31__2015-05-08.parquet,.parquet,False,adj_close,"date,ticker,provider_symbol,close,adj_close",46347
data/cache/delisted_prices_yahoo/RGS__1991-06-21__2026-09-03.parquet,.parquet,False,adj_close,"date,ticker,provider_symbol,close,adj_close",151412
data/cache/delisted_prices_yahoo/RILYI__2018-09-12__2021-10-21.parquet,.parquet,False,adj_close,"date,ticker,provider_symbol,close,adj_close",15144
data/cache/delisted_prices_yahoo/RLJE__2011-04-08__2018-10-31.parquet,.parquet,False,adj_close,"date,ticker,provider_symbol,close,adj_close",32781
data/cache/delisted_prices_yahoo/RLOGQ__2004-11-17__2018-03-02.parquet,.parquet,False,adj_close,"date,ticker,provider_symbol,close,adj_close",46187
data/cache/delisted_prices_yahoo/RMAX__2013-10-02__2026-08-25.parquet,.parquet,False,adj_close,"date,ticker,provider_symbol,close,adj_close",3372
data/cache/delisted_prices_yahoo/RMGN__2011-06-17__2018-09-28.parquet,.parquet,False,adj_close,"date,ticker,provider_symbol,close,adj_close",30173
data/cache/delisted_prices_yahoo/RSPP__2014-01-17__2018-07-19.parquet,.parquet,False,adj_close,"date,ticker,provider_symbol,close,adj_close",25311
data/cache/delisted_prices_yahoo/RSVRW__2021-01-07__2026-07-27.parquet,.parquet,False,adj_close,"date,ticker,provider_symbol,close,adj_close",3501
data/cache/delisted_prices_yahoo/RSYS__1995-10-20__2018-12-11.parquet,.parquet,False,adj_close,"date,ticker,provider_symbol,close,adj_close",92790
data/cache/delisted_prices_yahoo/RTCJF__2022-12-30__2025-08-15.parquet,.parquet,False,adj_close,"date,ticker,provider_symbol,close,adj_close",15967
data/cache/delisted_prices_yahoo/RUM__2022-09-16__2022-12-27.parquet,.parquet,False,adj_close,"date,ticker,provider_symbol,close,adj_close",4998
data/cache/delisted_prices_yahoo/SACC__2019-11-12__2026-09-03.parquet,.parquet,False,adj_close,"date,ticker,provider_symbol,close,adj_close",24352
data/cache/delisted_prices_yahoo/SAFE__1989-11-16__2023-04-06.parquet,.parquet,False,adj_close,"date,ticker,provider_symbol,close,adj_close",137710
data/cache/delisted_prices_yahoo/SATCQ__2016-01-04__2016-08-01.parquet,.parquet,False,adj_close,"date,ticker,provider_symbol,close,adj_close",4999
data/cache/delisted_prices_yahoo/SCCB__2019-06-28__2024-06-28.parquet,.parquet,False,adj_close,"date,ticker,provider_symbol,close,adj_close",23300
data/cache/delisted_prices_yahoo/SCG__1987-12-30__2018-12-31.parquet,.parquet,False,adj_close,"date,ticker,provider_symbol,close,adj_close",21294
data/cache/delisted_prices_yahoo/SDRL__2005-12-28__2023-10-18.parquet,.parquet,False,adj_close,"date,ticker,provider_symbol,close,adj_close",8634
data/cache/delisted_prices_yahoo/SEP__2007-07-26__2018-12-14.parquet,.parquet,False,adj_close,"date,ticker,provider_symbol,close,adj_close",59557
data/cache/delisted_prices_yahoo/SEVN__2021-12-23__2022-01-10.parquet,.parquet,False,adj_close,"date,ticker,provider_symbol,close,adj_close",3741
data/cache/delisted_prices_yahoo/SGI__2009-05-19__2016-11-02.parquet,.parquet,False,adj_close,"date,ticker,provider_symbol,close,adj_close",41536
data/cache/delisted_prices_yahoo/SIRI__2024-09-09__2024-09-09.parquet,.parquet,False,adj_close,"date,ticker,provider_symbol,close,adj_close",3524
data/cache/delisted_prices_yahoo/SKYT__2021-04-21__2026-07-31.parquet,.parquet,False,adj_close,"date,ticker,provider_symbol,close,adj_close",3405
data/cache/delisted_prices_yahoo/SLAIY__2013-11-22__2026-09-03.parquet,.parquet,False,adj_close,"date,ticker,provider_symbol,close,adj_close",58386
data/cache/delisted_prices_yahoo/SMTK__2022-02-03__2026-09-03.parquet,.parquet,False,adj_close,"date,ticker,provider_symbol,close,adj_close",12834
data/cache/delisted_prices_yahoo/SNMX__2004-06-22__2018-11-05.parquet,.parquet,False,adj_close,"date,ticker,provider_symbol,close,adj_close",57332
data/cache/delisted_prices_yahoo/SOJA__2015-10-09__2020-10-19.parquet,.parquet,False,adj_close,"date,ticker,provider_symbol,close,adj_close",21939
data/cache/delisted_prices_yahoo/SOJB__2016-09-20__2021-10-15.parquet,.parquet,False,adj_close,"date,ticker,provider_symbol,close,adj_close",23796
data/cache/delisted_prices_yahoo/SOS__2025-09-05__2026-09-03.parquet,.parquet,False,adj_close,"date,ticker,provider_symbol,close,adj_close",7353
data/cache/delisted_prices_yahoo/SPLS__1990-03-26__2026-04-10.parquet,.parquet,False,adj_close,"date,ticker,provider_symbol,close,adj_close",4590
data/cache/delisted_prices_yahoo/SREA__2001-01-02__2019-10-25.parquet,.parquet,False,adj_close,"date,ticker,provider_symbol,close,adj_close",4997
data/cache/delisted_prices_yahoo/SRZNW__2021-08-12__2026-08-07.parquet,.parquet,False,adj_close,"date,ticker,provider_symbol,close,adj_close",3382
data/cache/delisted_prices_yahoo/STDY__2015-03-20__2018-08-30.parquet,.parquet,False,adj_close,"date,ticker,provider_symbol,close,adj_close",15824
data/cache/delisted_prices_yahoo/STEX__2026-05-28__2026-05-28.parquet,.parquet,False,adj_close,"date,ticker,provider_symbol,close,adj_close",3436
data/cache/delisted_prices_yahoo/STRD__2025-06-06__2026-09-03.parquet,.parquet,False,adj_close,"date,ticker,provider_symbol,close,adj_close",9785
data/cache/delisted_prices_yahoo/STRP__2013-07-24__2018-03-01.parquet,.parquet,False,adj_close,"date,ticker,provider_symbol,close,adj_close",25996
data/cache/delisted_prices_yahoo/STRRP__2019-09-13__2025-08-21.parquet,.parquet,False,adj_close,"date,ticker,provider_symbol,close,adj_close",25321
data/cache/delisted_prices_yahoo/STRR__2004-06-10__2025-08-21.parquet,.parquet,False,adj_close,"date,ticker,provider_symbol,close,adj_close",86041
data/cache/delisted_prices_yahoo/STRS__1993-03-04__2026-09-03.parquet,.parquet,False,adj_close,"date,ticker,provider_symbol,close,adj_close",125419
data/cache/delisted_prices_yahoo/SUNE__1995-07-13__2016-04-21.parquet,.parquet,False,adj_close,"date,ticker,provider_symbol,close,adj_close",84014
data/cache/delisted_prices_yahoo/SVU__1985-07-01__2018-12-14.parquet,.parquet,False,adj_close,"date,ticker,provider_symbol,close,adj_close",143374
data/cache/delisted_prices_yahoo/SWSH__2016-01-04__2016-06-07.parquet,.parquet,False,adj_close,"date,ticker,provider_symbol,close,adj_close",4886
data/cache/delisted_prices_yahoo/TALK__2020-07-30__2026-08-17.parquet,.parquet,False,adj_close,"date,ticker,provider_symbol,close,adj_close",3513
data/cache/delisted_prices_yahoo/TBIO__2018-06-28__2022-02-28.parquet,.parquet,False,adj_close,"date,ticker,provider_symbol,close,adj_close",6943
data/cache/delisted_prices_yahoo/TBRG__2002-05-21__2026-07-10.parquet,.parquet,False,adj_close,"date,ticker,provider_symbol,close,adj_close",3389
data/cache/delisted_prices_yahoo/TC__2006-06-08__2020-04-29.parquet,.parquet,False,adj_close,"date,ticker,provider_symbol,close,adj_close",8459
data/cache/delisted_prices_yahoo/TEAD__2026-05-28__2026-05-28.parquet,.parquet,False,adj_close,"date,ticker,provider_symbol,close,adj_close",3466
data/cache/delisted_prices_yahoo/TEL__2007-06-14__2024-09-27.parquet,.parquet,False,adj_close,"date,ticker,provider_symbol,close,adj_close",95010
data/cache/delisted_prices_yahoo/TEN__1982-01-04__2022-11-16.parquet,.parquet,False,adj_close,"date,ticker,provider_symbol,close,adj_close",96513
data/cache/delisted_prices_yahoo/TMHC__2013-04-10__2026-07-24.parquet,.parquet,False,adj_close,"date,ticker,provider_symbol,close,adj_close",3396
data/cache/delisted_prices_yahoo/TRAK__1999-10-27__2024-10-07.parquet,.parquet,False,adj_close,"date,ticker,provider_symbol,close,adj_close",84782
data/cache/delisted_prices_yahoo/TSRO__2012-06-28__2019-01-18.parquet,.parquet,False,adj_close,"date,ticker,provider_symbol,close,adj_close",37659
data/cache/delisted_prices_yahoo/TVPT__2014-09-25__2019-05-30.parquet,.parquet,False,adj_close,"date,ticker,provider_symbol,close,adj_close",23184
data/cache/delisted_prices_yahoo/TW__2016-01-04__2020-04-08.parquet,.parquet,False,adj_close,"date,ticker,provider_symbol,close,adj_close",8547
data/cache/delisted_prices_yahoo/UDWKQ__2014-02-18__2017-12-13.parquet,.parquet,False,adj_close,"date,ticker,provider_symbol,close,adj_close",13707
data/cache/delisted_prices_yahoo/UHAL-B__2022-11-10__2022-12-23.parquet,.parquet,False,adj_close,"date,ticker,provider_symbol,close,adj_close",4043
data/cache/delisted_prices_yahoo/UHGWW__2021-03-24__2026-05-05.parquet,.parquet,False,adj_close,"date,ticker,provider_symbol,close,adj_close",3382
data/cache/delisted_prices_yahoo/UPGI__2006-12-21__2018-06-15.parquet,.parquet,False,adj_close,"date,ticker,provider_symbol,close,adj_close",38932
data/cache/delisted_prices_yahoo/UWMC__2020-03-24__2021-03-04.parquet,.parquet,False,adj_close,"date,ticker,provider_symbol,close,adj_close",6746
data/cache/delisted_prices_yahoo/UZB__2014-12-09__2021-05-11.parquet,.parquet,False,adj_close,"date,ticker,provider_symbol,close,adj_close",28129
data/cache/delisted_prices_yahoo/VIASP__2017-03-10__2026-09-03.parquet,.parquet,False,adj_close,"date,ticker,provider_symbol,close,adj_close",3425
data/cache/delisted_prices_yahoo/VIP__2026-07-23__2026-07-23.parquet,.parquet,False,adj_close,"date,ticker,provider_symbol,close,adj_close",3472
data/cache/delisted_prices_yahoo/VISN__2026-01-13__2026-02-09.parquet,.parquet,False,adj_close,"date,ticker,provider_symbol,close,adj_close",3905
data/cache/delisted_prices_yahoo/VLNWF__2020-09-23__2026-09-03.parquet,.parquet,False,adj_close,"date,ticker,provider_symbol,close,adj_close",3382
data/cache/delisted_prices_yahoo/VLN__2020-09-23__2021-09-30.parquet,.parquet,False,adj_close,"date,ticker,provider_symbol,close,adj_close",3411
data/cache/delisted_prices_yahoo/VLTO__2026-05-28__2026-05-28.parquet,.parquet,False,adj_close,"date,ticker,provider_symbol,close,adj_close",3464
data/cache/delisted_prices_yahoo/VS__2016-02-03__2021-01-14.parquet,.parquet,False,adj_close,"date,ticker,provider_symbol,close,adj_close",22997
data/cache/delisted_prices_yahoo/VVC__1987-11-05__2019-02-26.parquet,.parquet,False,adj_close,"date,ticker,provider_symbol,close,adj_close",47280
data/cache/delisted_prices_yahoo/VZA__2014-02-26__2019-03-08.parquet,.parquet,False,adj_close,"date,ticker,provider_symbol,close,adj_close",20339
data/cache/delisted_prices_yahoo/WBS__1986-12-12__2026-08-20.parquet,.parquet,False,adj_close,"date,ticker,provider_symbol,close,adj_close",3605
data/cache/delisted_prices_yahoo/WES__2008-05-09__2019-02-28.parquet,.parquet,False,adj_close,"date,ticker,provider_symbol,close,adj_close",34884
data/cache/delisted_prices_yahoo/WMG__2006-12-28__2020-09-29.parquet,.parquet,False,adj_close,"date,ticker,provider_symbol,close,adj_close",5085
data/cache/delisted_prices_yahoo/WOLF__1993-02-09__2025-09-26.parquet,.parquet,False,adj_close,"date,ticker,provider_symbol,close,adj_close",3396
data/cache/delisted_prices_yahoo/WSCI__1990-03-27__2018-11-07.parquet,.parquet,False,adj_close,"date,ticker,provider_symbol,close,adj_close",99713
data/cache/delisted_prices_yahoo/XCRA__1990-03-26__2018-10-01.parquet,.parquet,False,adj_close,"date,ticker,provider_symbol,close,adj_close",106790
data/cache/delisted_prices_yahoo/XPLR__2008-03-07__2018-08-13.parquet,.parquet,False,adj_close,"date,ticker,provider_symbol,close,adj_close",37624
data/cache/delisted_prices_yahoo/ZAIS__2013-03-22__2018-05-18.parquet,.parquet,False,adj_close,"date,ticker,provider_symbol,close,adj_close",21535
data/cache/market_ohlcv_6y.parquet,.parquet,False,adj_close,"date,open,high,low,close,volume,ticker,adj_close",11588511
data/research_closure/delisted_historical_prices.parquet,.parquet,False,adj_close,"date,ticker,provider_symbol,close,adj_close",4927420
data/state/corporate_actions.json,.json,True,,,2568
data/validation/locked_final_economic_split.csv,.csv,True,,"signal,sample,months,ann_excess_vs_universe,excess_hit_rate,information_ratio,nw_tstat_excess,bootstrap_ci_ann_low,bootstrap_ci_ann_high",688
