signal_date,held_ticker,candidate_ticker,held_score,candidate_score,held_expected_return,candidate_expected_return,expected_incremental_return,estimated_total_cost,uncertainty_buffer,net_edge,trade,candidate_resolved_20d,candidate_realized_20d,held_resolved_20d,held_realized_20d,realized_incremental_return_20d
2025-08-19,MDB,COIN,0.8405797101449275,0.961352657004831,0.020465291723,0.025995974122207735,0.005530682399207735,0.002,0.00863607727384847,-0.005105394874640736,False,True,0.12727089710586825,True,0.4870709559527464,-0.35980005884687816
2025-08-20,MDB,COIN,0.8309178743961353,0.966183574879227,0.020465291723,0.026548123590806758,0.006082831867806757,0.002,0.00878061989978475,-0.004697788031977994,False,True,0.14046887187708812,True,0.5259010305297434,-0.38543215865265523
2025-08-21,MDB,COIN,0.8405797101449275,0.966183574879227,0.020465291723,0.026548123590806758,0.006082831867806757,0.002,0.00865740049166245,-0.004574568623855692,False,True,0.03783025128222017,True,0.47717520288631143,-0.43934495160409126
2025-08-22,ORLY,COIN,0.8543689320388349,0.970873786407767,0.020465291723,0.027084191036048547,0.006618899313048546,0.002,0.008509364768100776,-0.003890465455052229,False,True,0.045980416092218146,True,0.012296302539478221,0.033684113552739925
2025-08-25,MDB,COIN,0.8543689320388349,0.9660194174757282,0.020465291723,0.026529361230223304,0.006064069507223303,0.002,0.008486748161737697,-0.004422678654514393,False,True,0.04308213678043726,True,0.47102730792214076,-0.4279451711417035
2025-08-26,ADSK,COIN,0.8585365853658536,0.975609756097561,0.020465291723,0.027555796371,0.007090504647999998,0.002,0.008479461290113765,-0.0033889566421137665,False,True,-0.007379353239113429,True,0.11967127036150438,-0.1270506236006178
2025-08-27,ADSK,COIN,0.8585365853658536,0.9707317073170731,0.020465291723,0.027067952114902438,0.006602660391902437,0.002,0.00845917673492912,-0.0038565163430266825,False,True,0.013356226216110212,True,0.119206959730209,-0.1058507335140988
2025-08-28,ADSK,COIN,0.8634146341463415,0.9707317073170731,0.020465291723,0.027067952114902438,0.006602660391902437,0.002,0.008402184176284659,-0.003799523784382222,False,True,0.09670316169676285,True,0.02329198057813686,0.07341118111862599
2025-08-29,ADSK,COIN,0.7951219512195122,0.9609756097560975,0.019017849499243903,0.02595287952953658,0.006935030030292676,0.002,0.008412314136369272,-0.0034772841060765956,False,True,0.11177359648394392,True,-0.00466847417370142,0.11644207065764534
2025-09-02,ADSK,COIN,0.7902439024390244,0.9658536585365853,0.018781532401487805,0.02651041582221951,0.007728883420731705,0.002,0.008370767134457693,-0.0026418837137259866,False,True,0.14508291562749154,True,-0.005606118624766565,0.1506890342522581
2025-09-03,MA,COIN,0.8634146341463415,0.9609756097560975,0.020465291723,0.02595287952953658,0.005487587806536579,0.002,0.008355448128689873,-0.004867860322153293,False,True,0.21274453105680946,True,-0.030740022533314093,0.24348455359012355
2025-09-04,MA,COIN,0.8780487804878049,0.9609756097560975,0.020549179384463413,0.02595287952953658,0.005403700145073166,0.002,0.008226351409004039,-0.004822651263930873,False,True,0.27067234997488754,True,-0.00645282284587112,0.27712517282075866
2025-09-05,MA,COIN,0.8731707317073171,0.9658536585365853,0.020465291723,0.02651041582221951,0.00604512409921951,0.002,0.008267324504838965,-0.004222200405619456,False,True,0.27753140876688587,True,-0.01327992508690412,0.29081133385379
2025-09-08,MA,COIN,0.8682926829268293,0.9658536585365853,0.020465291723,0.02651041582221951,0.00604512409921951,0.002,0.008322459230664199,-0.004277335131444689,False,True,0.17880670123053477,True,-0.007123251656325547,0.18592995288686032
2025-09-09,ORLY,COIN,0.824390243902439,0.9658536585365853,0.02043575208578049,0.02651041582221951,0.006074663736439022,0.002,0.0088472571490222,-0.004772593412583178,False,True,0.2281029793591658,True,-0.04138520073124885,0.26948818009041464
2025-09-10,ORLY,COIN,0.8097560975609757,0.9658536585365853,0.019726800792512197,0.02651041582221951,0.006783615029707313,0.002,0.008636226771750178,-0.003852611742042865,False,True,0.19462875572504856,True,-0.07512519474167578,0.26975395046672435
2025-09-11,ORLY,COIN,0.8195121951219512,0.9658536585365853,0.02019943498802439,0.02651041582221951,0.00631098083419512,0.002,0.008775901457552205,-0.004464920623357085,False,True,0.10515725706458201,True,-0.04976742766624276,0.15492468473082477
2025-09-12,ORLY,COIN,0.8195121951219512,0.9658536585365853,0.02019943498802439,0.02651041582221951,0.00631098083419512,0.002,0.008775901457552205,-0.004464920623357085,False,True,0.09164577771253657,True,-0.032173148637395954,0.12381892634993252
2025-09-15,MA,COIN,0.824390243902439,0.9853658536585366,0.02043575208578049,0.027555796371,0.00712004428521951,0.002,0.00888600956892219,-0.0037659652837026786,False,True,0.041596730744800636,True,-0.030268831342791014,0.07186556208759165
2025-09-16,MA,COIN,0.8292682926829268,0.9804878048780488,0.020465291723,0.027555796371,0.007090504647999998,0.002,0.00883979116586691,-0.0037492865178669122,False,True,0.0491015421582599,True,-0.058595409929442455,0.10769695208770236
2025-09-17,ORLY,COIN,0.8341463414634146,0.9804878048780488,0.020465291723,0.027555796371,0.007090504647999998,0.002,0.008777537279700964,-0.003687032631700966,False,True,-0.0375368073311203,True,-0.024303252127754083,-0.01323355520336622
2025-09-18,ORLY,COIN,0.824390243902439,0.9853658536585366,0.02043575208578049,0.027555796371,0.00712004428521951,0.002,0.00888600956892219,-0.0037659652837026786,False,True,-0.01880512352419128,True,-0.022418953374511386,0.003613829850320105
2025-09-19,ORLY,COIN,0.8341463414634146,0.9853658536585366,0.020465291723,0.027555796371,0.007090504647999998,0.002,0.008777537279700964,-0.003687032631700966,False,True,0.035637855512074657,True,-0.023972893191865907,0.059610748703940564
2025-09-22,ORLY,COIN,0.8048780487804879,0.9853658536585366,0.0194904836947561,0.027555796371,0.0080653126762439,0.002,0.008609777971932691,-0.002544465295688792,False,True,0.057956032644377986,True,-0.02332985365875906,0.08128588630313704
2025-09-23,ORLY,COIN,0.824390243902439,0.9853658536585366,0.02043575208578049,0.027555796371,0.00712004428521951,0.002,0.00888600956892219,-0.0037659652837026786,False,True,-0.0044752540341637115,True,-0.021842100218109062,0.01736684618394535
2025-09-24,ORLY,COIN,0.824390243902439,0.9853658536585366,0.02043575208578049,0.027555796371,0.00712004428521951,0.002,0.00888600956892219,-0.0037659652837026786,False,True,0.05239821055884919,True,-0.06033663298440051,0.1127348435432497
2025-09-25,ORLY,COIN,0.8292682926829268,0.9853658536585366,0.020465291723,0.027555796371,0.007090504647999998,0.002,0.00883979116586691,-0.0037492865178669122,False,True,0.13394540966668878,True,-0.08322339263000478,0.21716880229669355
2025-09-26,ORLY,COIN,0.8292682926829268,0.9853658536585366,0.020465291723,0.027555796371,0.007090504647999998,0.002,0.00883979116586691,-0.0037492865178669122,False,True,0.08215815815962157,True,-0.10934450769444459,0.19150266585406617
2025-09-29,ORLY,COIN,0.8146341463414634,0.9902439024390244,0.019963117890268292,0.027555796371,0.0075926784807317065,0.002,0.008745757663165182,-0.003153079182433477,False,True,0.05253492399586501,True,-0.10676184739342343,0.15929677138928844
2025-09-30,ORLY,COIN,0.8260869565217391,0.9903381642512077,0.020465291723,0.027555796371,0.007090504647999998,0.002,0.008880815603279548,-0.0037903109552795498,False,True,0.007048478577528439,True,-0.10560185115331422,0.11265032973084266
2025-10-01,ORLY,COIN,0.8300970873786407,0.9902912621359223,0.020465291723,0.027555796371,0.007090504647999998,0.002,0.00882915779599363,-0.003738653147993632,False,True,-0.11707473513347699,True,-0.09355053425385151,-0.02352420087962548
2025-10-02,ORLY,COIN,0.8252427184466019,0.9854368932038835,0.020465291723,0.027555796371,0.007090504647999998,0.002,0.008891756904707934,-0.003801252256707936,False,True,-0.09536337898549652,True,-0.098768951080212,0.003405572094715481
2025-10-03,ORLY,COIN,0.8203883495145631,0.9854368932038835,0.02024188029199029,0.027555796371,0.007313916079009709,0.002,0.00882799203466083,-0.003514075955651121,False,True,-0.14414482565528564,True,-0.1122943442480202,-0.03185048140726543
2025-10-06,ORLY,COIN,0.8155339805825242,0.9854368932038835,0.02000671036461165,0.027555796371,0.007549086006388348,0.002,0.008758521854149024,-0.0032094358477606755,False,True,-0.18218104124079804,True,-0.07874321809738849,-0.10343782314340955
2025-10-07,ORLY,COIN,0.8155339805825242,0.9854368932038835,0.02000671036461165,0.027555796371,0.007549086006388348,0.002,0.008758521854149024,-0.0032094358477606755,False,True,-0.17551063379275578,True,-0.05776101202295936,-0.11774962176979642
2025-10-08,ORLY,COIN,0.8058252427184466,0.9854368932038835,0.019536370509854368,0.027555796371,0.00801942586114563,0.002,0.008622779139627331,-0.0026033532784817005,False,True,-0.23715761958474646,True,-0.0473325427489385,-0.18982507683580796
2025-10-09,ORLY,COIN,0.8106796116504854,0.9854368932038835,0.01977154043723301,0.027555796371,0.007784255933766988,0.002,0.008690097797323697,-0.0029058418635567107,False,True,-0.1340858626026029,True,-0.04953504760062455,-0.08455081500197836
2025-10-10,ORLY,COIN,0.8203883495145631,0.9854368932038835,0.02024188029199029,0.027555796371,0.007313916079009709,0.002,0.00882799203466083,-0.003514075955651121,False,True,-0.10941482570127425,True,-0.04646188673122331,-0.06295293897005094
2025-10-13,ORLY,COIN,0.8349514563106796,0.9854368932038835,0.020465291723,0.027555796371,0.007090504647999998,0.002,0.008767340322538337,-0.0036768356745383378,False,True,-0.10991064081108581,True,-0.03716644073393216,-0.07274420007715365
2025-10-14,ORLY,COIN,0.8203883495145631,0.9902912621359223,0.02024188029199029,0.027555796371,0.007313916079009709,0.002,0.00882799203466083,-0.003514075955651121,False,True,-0.09604516492832316,True,-0.039463438114980764,-0.05658172681334239
2025-10-15,ORLY,COIN,0.8058252427184466,0.9902912621359223,0.019536370509854368,0.027555796371,0.00801942586114563,0.002,0.008622779139627331,-0.0026033532784817005,False,True,-0.14264946359292208,True,-0.02787387314285661,-0.11477559045006547
2025-10-16,TEAM,COIN,0.7864077669902912,0.9854368932038835,0.018595690800339803,0.027555796371,0.008960105570660196,0.002,0.008365868923090344,-0.001405763352430148,False,True,-0.1548121859249132,True,-0.0010530020751752245,-0.15375918384973797
2025-10-17,TEAM,COIN,0.7912621359223301,0.9854368932038835,0.018830860727718446,0.027555796371,0.008724935643281553,0.002,0.008428101487220913,-0.0017031658439393598,False,True,-0.232212423223364,True,-0.08042061561562575,-0.15179180760773825
2025-10-20,MCO,COIN,0.7961165048543689,0.9805825242718447,0.019066030655097085,0.027555796371,0.008489765715902913,0.002,0.008491712720278611,-0.002001947004375698,False,True,-0.2268914644147838,True,-0.03043796760281392,-0.19645349681196989
