ticker,unresolved_1d,unresolved_5d,unresolved_10d,unresolved_20d,unresolved_40d,unresolved_60d,unresolved_120d,unresolved_252d,unresolved_total_across_horizons,first_unresolved_signal,last_unresolved_signal,return_price_first_date,return_price_last_date,return_price_rows,target_price_source,panel_first_date,panel_last_date,panel_rows,panel_delisting_date,panel_source_state,lifecycle_status,lifecycle_delisting_date,lifecycle_name,av_active_status,av_active_delisting_date,av_active_name,av_delisted_status,av_delisted_delisting_date,av_delisted_name,cache_filename_delisting_date,cache_has_parquet,cache_files,calendar_days_before_sample_end,classification,reason,repair_priority
BODI,0,4,9,19,39,59,119,251,500,2023-03-03,2024-03-01,2021-01-15,2024-03-05,788,PHASE2_EXISTING_ADJ_CLOSE,2021-01-15,2024-03-05,788,2024-03-01,delisted,Delisted,2024-03-01,Beachbody Company Inc (The) - Class A,Active,,The Beachbody Company Inc Class A,Delisted,2024-03-01,Beachbody Company Inc (The) - Class A,2024-03-01,True,BODI__2021-01-15__2024-03-01.parquet,913,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,delisting evidence within 4 calendar days of terminal price,2
BUFF,0,4,9,19,39,59,119,251,500,2017-05-08,2018-05-04,2016-10-21,2018-05-08,388,PHASE2_EXISTING_ADJ_CLOSE,2016-10-21,2018-05-08,388,2018-05-04,delisted,Delisted,2018-05-04,Blue Buffalo Pet Products Inc,Active,,Innovator Laddered Allocation Power Buffer ETF,Delisted,2018-05-04,Blue Buffalo Pet Products Inc,2018-05-04,True,BUFF__2015-07-22__2018-05-04.parquet,3041,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,delisting evidence within 4 calendar days of terminal price,2
CAFD,0,4,9,19,39,59,119,251,500,2017-06-22,2018-06-20,2015-06-19,2018-06-22,759,PHASE2_EXISTING_ADJ_CLOSE,2015-06-19,2018-06-22,759,2018-06-20,delisted,Delisted,2018-06-20,8point3 Energy Partners LP,,,,Delisted,2018-06-20,8point3 Energy Partners LP,2018-06-20,True,CAFD__2015-06-19__2018-06-20.parquet,2996,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,delisting evidence within 2 calendar days of terminal price,2
CMLSQ,0,4,9,19,39,59,119,251,500,2025-03-21,2026-03-20,2018-08-07,2026-03-24,1917,PHASE2_EXISTING_ADJ_CLOSE,2018-08-07,2026-03-24,1917,2026-03-20,delisted,Delisted,2026-03-20,Cumulus Media Inc. Class A,,,,Delisted,2026-03-20,Cumulus Media Inc. Class A,2026-03-20,True,CMLSQ__2017-12-01__2026-03-20.parquet,164,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,delisting evidence within 4 calendar days of terminal price,2
CVG,0,4,9,19,39,59,119,251,500,2017-12-08,2018-12-14,2013-12-23,2018-12-18,1231,PHASE2_EXISTING_ADJ_CLOSE,2013-12-23,2018-12-18,1231,2018-12-14,delisted,Delisted,2018-12-14,Convergys Corp,,,,Delisted,2018-12-14,Convergys Corp,2018-12-14,True,CVG__1998-08-13__2018-12-14.parquet,2817,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,delisting evidence within 4 calendar days of terminal price,2
DSY,0,4,9,19,39,59,119,251,500,2025-02-21,2026-02-20,2024-06-03,2026-02-24,433,PHASE2_EXISTING_ADJ_CLOSE,2024-06-03,2026-02-24,433,2026-02-20,delisted,Delisted,2026-02-20,Big Tree Cloud Holdings Ltd,Active,,Big Tree Cloud Holdings Ltd - Class A,Delisted,2026-02-20,Big Tree Cloud Holdings Ltd,2026-02-20,True,DSY__2024-06-06__2026-02-20.parquet,192,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,delisting evidence within 4 calendar days of terminal price,2
DWCH,0,4,9,19,39,59,119,251,500,2017-12-14,2018-12-13,2013-12-23,2018-12-17,1255,PHASE2_EXISTING_ADJ_CLOSE,2013-12-23,2018-12-17,1255,2018-12-13,delisted,Delisted,2018-12-13,Datawatch Corp,,,,Delisted,2018-12-13,Datawatch Corp,2018-12-13,True,DWCH__1992-05-29__2018-12-13.parquet,2818,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,delisting evidence within 4 calendar days of terminal price,2
EGC,0,4,9,19,39,59,119,251,500,2017-10-23,2018-10-19,2017-01-10,2018-10-23,451,PHASE2_EXISTING_ADJ_CLOSE,2017-01-10,2018-10-23,451,2018-10-19,delisted,Delisted,2018-10-19,Energy XXI Gulf Coast Inc,,,,Delisted,2018-10-19,Energy XXI Gulf Coast Inc,2018-10-19,True,EGC__2017-01-09__2018-10-19.parquet,2873,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,delisting evidence within 4 calendar days of terminal price,2
ELEC,0,4,9,19,39,59,119,251,500,2017-06-08,2018-06-06,2015-09-24,2018-06-08,682,PHASE2_EXISTING_ADJ_CLOSE,2015-09-24,2018-06-08,682,2018-06-06,delisted,Delisted,2018-06-06,Electrum Special Acquisition Corp,,,,Delisted,2018-06-06,Electrum Special Acquisition Corp,2018-06-06,True,ELEC__2015-09-24__2018-06-06.parquet,3010,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,delisting evidence within 2 calendar days of terminal price,2
ETP,0,4,9,19,39,59,119,251,500,2017-10-16,2018-10-19,2014-07-30,2018-10-23,1046,PHASE2_EXISTING_ADJ_CLOSE,2014-07-30,2018-10-23,1046,2018-10-19,delisted,Delisted,2018-10-19,Energy Transfer Partners LP,,,,Delisted,2018-10-19,Energy Transfer Partners LP,2018-10-19,True,ETP__2002-02-05__2018-10-19.parquet,2873,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,delisting evidence within 4 calendar days of terminal price,2
EXAC,0,4,9,19,39,59,119,251,500,2017-02-14,2018-02-14,2013-12-23,2018-02-16,1044,PHASE2_EXISTING_ADJ_CLOSE,2013-12-23,2018-02-16,1044,2018-02-14,delisted,Delisted,2018-02-14,Exactech Inc,,,,Delisted,2018-02-14,Exactech Inc,2018-02-14,True,EXAC__1996-05-30__2018-02-14.parquet,3122,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,delisting evidence within 2 calendar days of terminal price,2
GAME,0,4,9,19,39,59,119,251,500,2020-06-25,2021-06-23,2018-01-26,2021-06-25,860,PHASE2_EXISTING_ADJ_CLOSE,2018-01-26,2021-06-25,860,2021-06-23,delisted,Delisted,2021-06-23,Shanda Games LimitedADR,Active,,GameSquare Holdings Inc,Delisted,2021-06-23,Shanda Games LimitedADR,2021-06-23,True,GAME__2009-09-25__2021-06-23.parquet,1897,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,delisting evidence within 2 calendar days of terminal price,2
GMLPF,0,4,9,19,39,59,119,251,500,2020-05-26,2021-05-21,2017-10-31,2021-05-25,897,PHASE2_EXISTING_ADJ_CLOSE,2017-10-31,2021-05-25,897,2021-05-21,delisted,Delisted,2021-05-21,Golar LNG Partners LP,,,,Delisted,2021-05-21,Golar LNG Partners LP,2021-05-21,True,GMLPF__2017-10-25__2021-05-21.parquet,1928,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,delisting evidence within 4 calendar days of terminal price,2
GTES,0,4,9,19,39,59,119,251,500,2025-07-18,2026-07-17,2018-01-25,2026-07-21,2132,PHASE2_EXISTING_ADJ_CLOSE,2018-01-25,2026-07-21,2132,2026-07-17,delisted,Delisted,2026-07-17,Gates Industrial Corporation plc,Active,,Gates Industrial Corporation Ltd,Delisted,2026-07-17,Gates Industrial Corporation plc,2026-07-17,True,GTES__2018-01-25__2026-07-17.parquet,45,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,delisting evidence within 4 calendar days of terminal price,2
HUT,0,4,9,19,39,59,119,251,500,2022-12-02,2023-12-01,2018-03-08,2023-12-05,1447,PHASE2_EXISTING_ADJ_CLOSE,2018-03-08,2023-12-05,1447,2023-12-01,delisted,Delisted,2023-12-01,Hut 8 Mining Corp,Active,,Hut 8 Corp,Delisted,2023-12-01,Hut 8 Mining Corp,2023-12-01,True,HUT__2018-03-08__2023-12-01.parquet,1004,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,delisting evidence within 4 calendar days of terminal price,2
IAUX,0,4,9,19,39,59,119,251,500,2021-05-21,2022-05-18,2021-04-22,2022-05-20,274,PHASE2_EXISTING_ADJ_CLOSE,2021-04-22,2022-05-20,274,2022-05-18,delisted,Delisted,2022-05-18,i-80 Gold Corp,Active,,i80 Gold Corp,Delisted,2022-05-18,i-80 Gold Corp,2022-05-18,True,IAUX__2021-04-22__2022-05-18.parquet,1568,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,delisting evidence within 2 calendar days of terminal price,2
ILG,0,4,9,19,39,59,119,251,500,2017-08-31,2018-08-30,2013-12-23,2018-09-04,1182,PHASE2_EXISTING_ADJ_CLOSE,2013-12-23,2018-09-04,1182,2018-08-31,delisted,Delisted,2018-08-31,ILG Inc,,,,Delisted,2018-08-31,ILG Inc,2018-08-31,True,ILG__2008-08-12__2018-08-31.parquet,2922,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,delisting evidence within 4 calendar days of terminal price,2
INTX,0,4,9,19,39,59,119,251,500,2018-01-12,2019-01-11,2013-12-23,2019-01-15,1274,PHASE2_EXISTING_ADJ_CLOSE,2013-12-23,2019-01-15,1274,2019-01-11,delisted,Delisted,2019-01-11,Intersections Inc,,,,Delisted,2019-01-11,Intersections Inc,2019-01-11,True,INTX__2004-04-30__2019-01-11.parquet,2789,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,delisting evidence within 4 calendar days of terminal price,2
JMBA,0,4,9,19,39,59,119,251,500,2017-09-15,2018-09-13,2013-12-23,2018-09-17,1191,PHASE2_EXISTING_ADJ_CLOSE,2013-12-23,2018-09-17,1191,2018-09-13,delisted,Delisted,2018-09-13,Jamba Inc,,,,Delisted,2018-09-13,Jamba Inc,2018-09-13,True,JMBA__2005-07-28__2018-09-13.parquet,2909,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,delisting evidence within 4 calendar days of terminal price,2
KERX,0,4,9,19,39,59,119,251,500,2017-12-13,2018-12-12,2013-12-23,2018-12-14,1252,PHASE2_EXISTING_ADJ_CLOSE,2013-12-23,2018-12-14,1252,2018-12-12,delisted,Delisted,2018-12-12,Keryx Biopharmaceuticals,,,,Delisted,2018-12-12,Keryx Biopharmaceuticals,2018-12-12,True,KERX__2000-07-28__2018-12-12.parquet,2821,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,delisting evidence within 2 calendar days of terminal price,2
KS,0,4,9,19,39,59,119,251,500,2017-12-08,2018-12-14,2013-12-23,2018-12-18,1231,PHASE2_EXISTING_ADJ_CLOSE,2013-12-23,2018-12-18,1231,2018-12-14,delisted,Delisted,2018-12-14,KapStone Paper and Packaging Corp,,,,Delisted,2018-12-14,KapStone Paper and Packaging Corp,2018-12-14,True,KS__2005-09-14__2018-12-14.parquet,2817,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,delisting evidence within 4 calendar days of terminal price,2
LTCH,0,4,9,19,39,59,119,251,500,2025-05-29,2026-05-28,2024-03-28,2026-06-01,545,PHASE2_EXISTING_ADJ_CLOSE,2024-03-28,2026-06-01,545,2026-05-28,delisted,Delisted,2026-05-28,LITCHFIELD FINANCIAL CORP,,,,Delisted,2026-05-28,LITCHFIELD FINANCIAL CORP,2026-05-28,True,LTCH__2024-04-02__2026-05-28.parquet,95,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,delisting evidence within 4 calendar days of terminal price,2
MGAM,0,4,9,19,39,59,119,251,500,2025-05-29,2026-05-28,2022-07-29,2026-06-01,963,PHASE2_EXISTING_ADJ_CLOSE,2022-07-29,2026-06-01,963,2026-05-28,delisted,Delisted,2026-05-28,Multimedia Games Holding Company Inc,,,,Delisted,2026-05-28,Multimedia Games Holding Company Inc,2026-05-28,True,MGAM__1995-02-01__2026-05-28.parquet,95,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,delisting evidence within 4 calendar days of terminal price,2
NCRA,0,4,9,19,39,59,119,251,500,2021-08-12,2022-08-10,2021-01-08,2022-08-12,402,PHASE2_EXISTING_ADJ_CLOSE,2021-01-08,2022-08-12,402,2022-08-10,delisted,Delisted,2022-08-10,Nocera Inc,Active,,Nocera Inc,Delisted,2022-08-10,Nocera Inc,2022-08-10,True,NCRA__2016-02-02__2022-08-10.parquet,1484,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,delisting evidence within 2 calendar days of terminal price,2
NORD,0,4,9,19,39,59,119,251,500,2022-05-20,2023-05-19,2014-03-21,2023-05-23,2310,PHASE2_EXISTING_ADJ_CLOSE,2014-03-21,2023-05-23,2310,2023-05-19,delisted,Delisted,2023-05-19,Nord Anglia Education Inc,,,,Delisted,2023-05-19,Nord Anglia Education Inc,2023-05-19,True,NORD__2014-03-26__2023-05-19.parquet,1200,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,delisting evidence within 4 calendar days of terminal price,2
PARA,0,4,9,19,39,59,119,251,500,2024-08-07,2025-08-07,2021-02-12,2025-08-11,1128,PHASE2_EXISTING_ADJ_CLOSE,2021-02-12,2025-08-11,1128,2025-08-07,delisted,Delisted,2025-08-07,Paramount Global - Class B,Active,,Banzai International Inc - Class A,Delisted,2025-08-07,Paramount Global - Class B,2025-08-07,True,PARA__2006-01-03__2025-08-07.parquet,389,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,delisting evidence within 4 calendar days of terminal price,2
PLAG,0,4,9,19,39,59,119,251,500,2019-10-07,2020-10-02,2013-12-23,2020-10-06,1709,PHASE2_EXISTING_ADJ_CLOSE,2013-12-23,2020-10-06,1709,2020-10-02,delisted,Delisted,2020-10-02,Planet Green Holdings Corp,Active,,Planet Green Holdings Corp,Delisted,2020-10-02,Planet Green Holdings Corp,2020-10-02,True,PLAG__2008-04-29__2020-10-02.parquet,2159,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,delisting evidence within 4 calendar days of terminal price,2
PRSS,0,4,9,19,39,59,119,251,500,2017-11-13,2018-11-09,2013-12-23,2018-11-13,1233,PHASE2_EXISTING_ADJ_CLOSE,2013-12-23,2018-11-13,1233,2018-11-09,delisted,Delisted,2018-11-09,CafePress Inc,,,,Delisted,2018-11-09,CafePress Inc,2018-11-09,True,PRSS__2012-03-29__2018-11-09.parquet,2852,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,delisting evidence within 4 calendar days of terminal price,2
PULS,0,4,9,19,39,59,119,251,500,2018-07-03,2019-07-02,2018-04-10,2019-07-05,312,PHASE2_EXISTING_ADJ_CLOSE,2018-04-10,2019-07-05,312,2019-07-02,delisted,Delisted,2019-07-02,Pulse Electronics Inc,Active,,PGIM ULTRA SHORT BOND ETF ,Delisted,2019-07-02,Pulse Electronics Inc,2019-07-02,True,PULS__1972-06-01__2019-07-02.parquet,2618,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,delisting evidence within 3 calendar days of terminal price,2
RMGN,0,4,9,19,39,59,119,251,500,2017-10-02,2018-09-28,2013-12-23,2018-10-02,1203,PHASE2_EXISTING_ADJ_CLOSE,2013-12-23,2018-10-02,1203,2018-09-28,delisted,Delisted,2018-09-28,RMG NETWORKS HOLDING CORPORATION,,,,Delisted,2018-09-28,RMG NETWORKS HOLDING CORPORATION,2018-09-28,True,RMGN__2011-06-17__2018-09-28.parquet,2894,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,delisting evidence within 4 calendar days of terminal price,2
RTCJF,0,4,9,19,39,59,119,251,500,2024-08-15,2025-08-15,2022-12-27,2025-08-19,663,PHASE2_EXISTING_ADJ_CLOSE,2022-12-27,2025-08-19,663,2025-08-15,delisted,Delisted,2025-08-15,Baijiayun Group Ltd,,,,Delisted,2025-08-15,Baijiayun Group Ltd,2025-08-15,True,RTCJF__2022-12-30__2025-08-15.parquet,381,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,delisting evidence within 4 calendar days of terminal price,2
SDRL,0,4,9,19,39,59,119,251,500,2022-10-19,2023-10-18,2022-10-14,2023-10-20,256,PHASE2_EXISTING_ADJ_CLOSE,2022-10-14,2023-10-20,256,2023-10-18,delisted,Delisted,2023-10-18,Seadrill Ltd,Active,,Seadrill Ltd,Delisted,2023-10-18,Seadrill Ltd,2023-10-18,True,SDRL__2005-12-28__2023-10-18.parquet,1050,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,delisting evidence within 2 calendar days of terminal price,2
STRRP,0,4,9,19,39,59,119,251,500,2024-08-21,2025-08-21,2019-09-13,2025-08-25,1495,PHASE2_EXISTING_ADJ_CLOSE,2019-09-13,2025-08-25,1495,2025-08-21,delisted,Delisted,2025-08-21,Star Equity Holdings Inc,Active,,Hudson Global Inc,Delisted,2025-08-21,Star Equity Holdings Inc,2025-08-21,True,STRRP__2019-09-13__2025-08-21.parquet,375,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,delisting evidence within 4 calendar days of terminal price,2
TEN,0,4,9,19,39,59,119,251,500,2021-11-18,2022-11-16,2013-12-23,2022-11-18,2244,PHASE2_EXISTING_ADJ_CLOSE,2013-12-23,2022-11-18,2244,2022-11-16,delisted,Delisted,2022-11-16,Tenneco Inc - Class A,Active,,Tsakos Energy Navigation Ltd,Delisted,2022-11-16,Tenneco Inc - Class A,2022-11-16,True,TEN__1982-01-04__2022-11-16.parquet,1386,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,delisting evidence within 2 calendar days of terminal price,2
UDWKQ,0,4,9,19,39,59,119,251,500,2016-12-15,2017-12-13,2014-02-13,2017-12-15,968,PHASE2_EXISTING_ADJ_CLOSE,2014-02-13,2017-12-15,968,2017-12-13,delisted,Delisted,2017-12-13,US Dataworks Inc,,,,Delisted,2017-12-13,US Dataworks Inc,2017-12-13,True,UDWKQ__2014-02-18__2017-12-13.parquet,3185,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,delisting evidence within 2 calendar days of terminal price,2
VZA,0,4,9,19,39,59,119,251,500,2018-03-09,2019-03-08,2014-02-26,2019-03-12,1269,PHASE2_EXISTING_ADJ_CLOSE,2014-02-26,2019-03-12,1269,2019-03-08,delisted,Delisted,2019-03-08,Verizon Communications Inc,,,,Delisted,2019-03-08,Verizon Communications Inc,2019-03-08,True,VZA__2014-02-26__2019-03-08.parquet,2733,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,delisting evidence within 4 calendar days of terminal price,2
WSCI,0,4,9,19,39,59,119,251,500,2017-11-09,2018-11-07,2013-12-23,2018-11-09,1230,PHASE2_EXISTING_ADJ_CLOSE,2013-12-23,2018-11-09,1230,2018-11-07,delisted,Delisted,2018-11-07,WSI Industries Inc,,,,Delisted,2018-11-07,WSI Industries Inc,2018-11-07,True,WSCI__1990-03-27__2018-11-07.parquet,2856,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,delisting evidence within 2 calendar days of terminal price,2
ZAIS,0,4,9,19,39,59,119,251,500,2017-05-22,2018-05-18,2013-12-23,2018-05-22,1110,PHASE2_EXISTING_ADJ_CLOSE,2013-12-23,2018-05-22,1110,2018-05-18,delisted,Delisted,2018-05-18,ZAIS Group Holdings Inc,,,,Delisted,2018-05-18,ZAIS Group Holdings Inc,2018-05-18,True,ZAIS__2013-03-22__2018-05-18.parquet,3027,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,delisting evidence within 4 calendar days of terminal price,2
AIFU,0,3,8,18,38,58,118,250,493,2024-05-21,2025-05-20,2013-12-23,2025-05-23,2872,PHASE2_EXISTING_ADJ_CLOSE,2013-12-23,2025-05-23,2872,2025-05-20,delisted,Delisted,2025-05-20,AIFU Inc,Active,,AIFU Inc - Class A,Delisted,2025-05-20,AIFU Inc,2025-05-20,True,AIFU__2007-11-01__2025-05-20.parquet,469,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,delisting evidence within 3 calendar days of terminal price,2
AIP,0,3,8,18,38,58,118,250,493,2022-03-30,2023-03-28,2021-10-27,2023-03-31,359,PHASE2_EXISTING_ADJ_CLOSE,2021-10-27,2023-03-31,359,2023-03-28,active | delisted,Delisted,2023-03-28,Infinya Ltd,Active,,Arteris Inc,Delisted,2023-03-28,Infinya Ltd,2023-03-28,True,AIP__2011-12-27__2023-03-28.parquet,1253,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,delisting evidence within 3 calendar days of terminal price,2
CLPT,0,3,8,18,38,58,118,250,493,2019-02-14,2020-02-11,2013-12-23,2020-02-14,1547,PHASE2_EXISTING_ADJ_CLOSE,2013-12-23,2020-02-14,1547,2020-02-11,delisted,Delisted,2020-02-11,MRI Interventions Inc,Active,,ClearPoint Neuro Inc,Delisted,2020-02-11,MRI Interventions Inc,2020-02-11,True,CLPT__2012-05-22__2020-02-11.parquet,2394,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,delisting evidence within 3 calendar days of terminal price,2
CORI,0,3,8,18,38,58,118,250,493,2017-11-30,2018-11-27,2014-04-03,2018-11-30,1176,PHASE2_EXISTING_ADJ_CLOSE,2014-04-03,2018-11-30,1176,2018-11-27,delisted,Delisted,2018-11-27,Corium International Inc,,,,Delisted,2018-11-27,Corium International Inc,2018-11-27,True,CORI__2014-04-03__2018-11-27.parquet,2835,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,delisting evidence within 3 calendar days of terminal price,2
CTP,0,3,8,18,38,58,118,250,493,2014-06-26,2015-06-23,2013-12-23,2015-06-26,380,PHASE2_EXISTING_ADJ_CLOSE,2013-12-23,2015-06-26,380,2015-06-23,delisted,Delisted,2015-06-23,CTPartners Executive Search Inc,,,,Delisted,2015-06-23,CTPartners Executive Search Inc,2015-06-23,True,CTP__2010-12-08__2015-06-23.parquet,4088,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,delisting evidence within 3 calendar days of terminal price,2
ELECU,0,3,8,18,38,58,118,250,493,2017-06-02,2018-05-30,2015-06-11,2018-06-04,751,PHASE2_EXISTING_ADJ_CLOSE,2015-06-11,2018-06-04,751,2018-05-31,delisted,Delisted,2018-05-31,Electrum Special Acquisition Corp,,,,Delisted,2018-05-31,Electrum Special Acquisition Corp,2018-05-31,True,ELECU__2015-06-11__2018-05-31.parquet,3014,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,delisting evidence within 4 calendar days of terminal price,2
FUN,0,3,8,18,38,58,118,250,493,2023-07-19,2024-07-16,2013-12-23,2024-07-19,2660,PHASE2_EXISTING_ADJ_CLOSE,2013-12-23,2024-07-19,2660,2024-07-16,delisted,Delisted,2024-07-16,CEDAR FAIR L.P.,Active,,Six Flags Entertainment Corp,Delisted,2024-07-16,CEDAR FAIR L.P.,2024-07-16,True,FUN__1987-04-23__2024-07-16.parquet,777,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,delisting evidence within 3 calendar days of terminal price,2
HIVE,0,3,8,18,38,58,118,250,493,2018-08-22,2019-08-20,2014-03-24,2019-08-23,1366,PHASE2_EXISTING_ADJ_CLOSE,2014-03-24,2019-08-23,1366,2019-08-20,delisted,Delisted,2019-08-20,Aerohive Networks Inc,Active,,HIVE Digital Technologies Ltd,Delisted,2019-08-20,Aerohive Networks Inc,2019-08-20,True,HIVE__2014-03-28__2019-08-20.parquet,2569,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,delisting evidence within 3 calendar days of terminal price,2
JUNO,0,3,8,18,38,58,118,250,493,2017-03-09,2018-03-06,2014-12-19,2018-03-09,810,PHASE2_EXISTING_ADJ_CLOSE,2014-12-19,2018-03-09,810,2018-03-06,delisted,Delisted,2018-03-06,Juno Therapeutics Inc,,,,Delisted,2018-03-06,Juno Therapeutics Inc,2018-03-06,True,JUNO__2014-12-19__2018-03-06.parquet,3101,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,delisting evidence within 3 calendar days of terminal price,2
MITL,0,3,8,18,38,58,118,250,493,2017-12-04,2018-11-29,2013-12-23,2018-12-04,1246,PHASE2_EXISTING_ADJ_CLOSE,2013-12-23,2018-12-04,1246,2018-11-30,delisted,Delisted,2018-11-30,Mitel Networks Corp,,,,Delisted,2018-11-30,Mitel Networks Corp,2018-11-30,True,MITL__2010-04-22__2018-11-30.parquet,2831,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,delisting evidence within 4 calendar days of terminal price,2
MPU,0,3,8,18,38,58,118,250,493,2023-10-11,2024-10-08,2013-12-23,2024-10-11,2719,PHASE2_EXISTING_ADJ_CLOSE,2013-12-23,2024-10-11,2719,2024-10-08,delisted,Delisted,2024-10-08,Mega Matrix Corp,Active,,Mega Matrix Inc - Class A,Delisted,2024-10-08,Mega Matrix Corp,2024-10-08,True,MPU__1998-01-20__2024-10-08.parquet,693,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,delisting evidence within 3 calendar days of terminal price,2
NRCIB,0,3,8,18,38,58,118,250,493,2017-04-20,2018-04-17,2013-12-23,2018-04-20,1089,PHASE2_EXISTING_ADJ_CLOSE,2013-12-23,2018-04-20,1089,2018-04-17,delisted,Delisted,2018-04-17,National Research Corp,,,,Delisted,2018-04-17,National Research Corp,2018-04-17,True,NRCIB__1997-10-13__2018-04-17.parquet,3059,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,delisting evidence within 3 calendar days of terminal price,2
POWR,0,3,8,18,38,58,118,250,493,2015-05-21,2016-05-17,2013-12-23,2016-05-20,607,PHASE2_EXISTING_ADJ_CLOSE,2013-12-23,2016-05-20,607,2016-05-17,delisted,Delisted,2016-05-17,PowerSecure International Inc,Active,,ISHARES U.S. POWER INFRASTRUCTURE ETF ,Delisted,2016-05-17,PowerSecure International Inc,2016-05-17,True,POWR__2008-01-14__2016-05-17.parquet,3759,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,delisting evidence within 3 calendar days of terminal price,2
PTN,0,3,8,18,38,58,118,250,493,2024-11-12,2025-11-11,2013-12-23,2025-11-14,2993,PHASE2_EXISTING_ADJ_CLOSE,2013-12-23,2025-11-14,2993,2025-11-11,delisted,Delisted,2025-11-11,Palatin Technologies Inc,Active,,Palatin Technologies Inc,Delisted,2025-11-11,Palatin Technologies Inc,2025-11-11,True,PTN__1997-10-15__2025-11-11.parquet,294,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,delisting evidence within 3 calendar days of terminal price,2
RLJE,0,3,8,18,38,58,118,250,493,2017-11-02,2018-10-30,2013-12-23,2018-11-02,1226,PHASE2_EXISTING_ADJ_CLOSE,2013-12-23,2018-11-02,1226,2018-10-31,delisted,Delisted,2018-10-31,RLJ Entertainment Inc,,,,Delisted,2018-10-31,RLJ Entertainment Inc,2018-10-31,True,RLJE__2011-04-08__2018-10-31.parquet,2863,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,delisting evidence within 2 calendar days of terminal price,2
RSYS,0,3,8,18,38,58,118,250,493,2017-12-13,2018-12-11,2013-12-23,2018-12-14,1254,PHASE2_EXISTING_ADJ_CLOSE,2013-12-23,2018-12-14,1254,2018-12-11,delisted,Delisted,2018-12-11,RadiSys Corp,,,,Delisted,2018-12-11,RadiSys Corp,2018-12-11,True,RSYS__1995-10-20__2018-12-11.parquet,2821,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,delisting evidence within 3 calendar days of terminal price,2
VVC,0,3,8,18,38,58,118,250,493,2018-02-21,2019-02-26,2013-12-23,2019-03-01,1279,PHASE2_EXISTING_ADJ_CLOSE,2013-12-23,2019-03-01,1279,2019-02-26,delisted,Delisted,2019-02-26,Vectren Corp,,,,Delisted,2019-02-26,Vectren Corp,2019-02-26,True,VVC__1987-11-05__2019-02-26.parquet,2744,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,delisting evidence within 3 calendar days of terminal price,2
