ticker,first_date,last_date,rows,adj_close_rows,dominant_market_source,adj_close_coverage,needs_adjusted_history
RGS,2013-12-23,2026-09-03,3193,3193,DELISTED,1.0,False
RILYI,2018-10-01,2021-10-21,771,771,DELISTED,1.0,False
RLJE,2013-12-23,2018-10-30,1223,1223,DELISTED,1.0,False
RLOGQ,2013-12-23,2018-03-02,1055,1055,DELISTED,1.0,False
RMAX,2026-07-17,2026-07-17,1,1,DELISTED,1.0,False
RMGN,2013-12-23,2018-09-28,1201,1201,DELISTED,1.0,False
RSPP,2014-01-31,2018-07-18,1123,1123,DELISTED,1.0,False
RSVRW,2026-07-17,2026-07-27,7,7,DELISTED,1.0,False
RSYS,2013-12-23,2018-12-11,1251,1251,DELISTED,1.0,False
RTCJF,2023-01-03,2025-08-15,657,657,DELISTED,1.0,False
RUM,2022-09-12,2022-12-30,78,78,DELISTED,1.0,False
SACC,2019-12-02,2024-12-27,1277,1277,DELISTED,1.0,False
SAFE,2013-12-23,2023-04-06,2338,2338,DELISTED,1.0,False
SATCQ,2016-02-01,2016-08-01,127,127,DELISTED,1.0,False
SCCB,2019-07-01,2024-06-28,1258,1258,DELISTED,1.0,False
SCG,2015-07-16,2018-12-28,871,871,DELISTED,1.0,False
SDRL,2022-10-14,2023-10-18,254,254,DELISTED,1.0,False
SEP,2013-12-23,2018-12-14,1253,1253,DELISTED,1.0,False
SEVN,2021-12-20,2022-01-14,19,19,DELISTED,1.0,False
SGI,2013-12-23,2016-11-04,724,724,DELISTED,1.0,False
SIRI,2024-09-04,2024-09-13,8,8,DELISTED,1.0,False
SKYT,2026-07-17,2026-07-17,1,1,DELISTED,1.0,False
SLAIY,2013-12-23,2026-09-03,3193,3193,DELISTED,1.0,False
SMTK,2024-05-31,2026-09-03,567,567,DELISTED,1.0,False
SNMX,2013-12-23,2018-11-05,1226,1226,DELISTED,1.0,False
SOJA,2015-11-02,2020-10-19,1250,1250,DELISTED,1.0,False
SOJB,2016-09-30,2021-10-15,1270,1270,DELISTED,1.0,False
SOS,2025-09-30,2026-09-03,234,234,DELISTED,1.0,False
SPLS,2026-01-16,2026-04-10,58,58,DELISTED,1.0,False
SRZNW,2026-07-17,2026-07-17,1,1,DELISTED,1.0,False
STDY,2015-03-31,2018-08-30,863,863,DELISTED,1.0,False
STEX,2026-05-26,2026-06-01,5,5,DELISTED,1.0,False
STRD,2025-06-30,2026-09-03,298,298,DELISTED,1.0,False
STRP,2013-12-23,2018-02-27,1051,1051,DELISTED,1.0,False
STRR,2013-12-23,2025-08-25,2935,2935,DELISTED,1.0,False
STRRP,2019-09-30,2025-08-21,1482,1482,DELISTED,1.0,False
STRS,2013-12-23,2026-09-03,3193,3193,DELISTED,1.0,False
SUNE,2013-12-23,2016-04-25,588,588,DELISTED,1.0,False
SVU,2013-12-23,2018-10-22,1216,1216,DELISTED,1.0,False
SWSH,2016-02-01,2016-06-07,89,89,DELISTED,1.0,False
TALK,2026-07-17,2026-08-17,10,10,DELISTED,1.0,False
TBIO,2021-06-18,2022-02-25,175,175,DELISTED,1.0,False
TBRG,2026-07-09,2026-07-10,2,2,DELISTED,1.0,False
TC,2018-11-20,2020-05-01,363,363,DELISTED,1.0,False
TEAD,2026-05-26,2026-06-01,5,5,DELISTED,1.0,False
TEL,2013-12-23,2024-10-01,2711,2711,DELISTED,1.0,False
TEN,2013-12-23,2022-11-16,2242,2242,DELISTED,1.0,False
TMHC,2026-07-17,2026-07-23,2,2,DELISTED,1.0,False
TRAK,2013-12-23,2024-10-07,2715,2715,DELISTED,1.0,False
TSRO,2013-12-23,2019-01-17,1274,1274,DELISTED,1.0,False
TVPT,2014-09-30,2019-05-30,1154,1154,DELISTED,1.0,False
TW,2019-04-04,2020-04-08,256,256,DELISTED,1.0,False
UDWKQ,2014-02-28,2017-12-13,956,956,DELISTED,1.0,False
UHAL-B,2022-11-30,2022-12-23,18,18,DELISTED,1.0,False
UHGWW,2026-05-04,2026-05-04,1,1,DELISTED,1.0,False
UPGI,2013-12-23,2018-06-15,1128,1128,DELISTED,1.0,False
UWMC,2020-05-01,2021-03-04,212,212,DELISTED,1.0,False
UZB,2015-01-02,2021-05-11,1600,1600,DELISTED,1.0,False
VIASP,2026-06-30,2026-07-09,7,7,DELISTED,1.0,False
VIP,2026-07-20,2026-07-27,6,6,DELISTED,1.0,False
VISN,2026-01-08,2026-02-13,26,26,DELISTED,1.0,False
VLTO,2026-05-26,2026-06-01,5,5,DELISTED,1.0,False
VS,2016-02-29,2021-01-14,1230,1230,DELISTED,1.0,False
VVC,2013-12-23,2019-02-26,1276,1276,DELISTED,1.0,False
VZA,2014-02-28,2019-03-08,1265,1265,DELISTED,1.0,False
WBS,2026-07-17,2026-08-20,13,13,DELISTED,1.0,False
WES,2013-12-23,2019-03-04,1306,1306,DELISTED,1.0,False
WMG,2020-06-03,2020-10-02,86,86,DELISTED,1.0,False
WOLF,2025-09-30,2025-09-30,1,1,DELISTED,1.0,False
WSCI,2013-12-23,2018-11-07,1228,1228,DELISTED,1.0,False
XCRA,2013-12-23,2018-10-01,1202,1202,DELISTED,1.0,False
XPLR,2013-12-23,2018-08-13,1168,1168,DELISTED,1.0,False
ZAIS,2013-12-23,2018-05-18,1108,1108,DELISTED,1.0,False
