ensemble,top_n,policy,hold_floor,score_edge,fold,cost_bps,days,total_return,cagr,max_drawdown,annual_turnover,trade_days,execution_skips,positive_month_share,total_cost_fraction_sum,execution_skip_rate,benchmark_total_return,benchmark_cagr,benchmark_max_drawdown
H60,10,WEEKLY,,,WF_2019_2020,40.0,505,1.7599409206824106,0.6596379551565756,-0.39942536593852673,10.471041833318179,105,0,0.6666666666666666,0.08393454167977274,0.0,,,
H60,10,WEEKLY,,,WF_2021_2022,20.0,503,-0.13652288855227734,-0.07090088572195419,-0.42616787949100143,8.795593048789458,104,0,0.4583333333333333,0.035112565901119816,0.0,,,
H60,10,WEEKLY,,,WF_2021_2022,40.0,503,-0.16633565591806987,-0.08711288764445613,-0.4343347941512733,8.795593048789458,104,0,0.4583333333333333,0.07022513180223963,0.0,,,
H60,10,DAILY,,,WF_2019_2020,20.0,505,1.7817840673917185,0.6661794874738629,-0.4173272959728357,26.206778613651846,504,0,0.6666666666666666,0.10503510476106495,0.0,,,
H60,10,DAILY,,,WF_2019_2020,40.0,505,1.5042781900016138,0.5810534434412769,-0.4216864319638022,26.206778613651846,504,0,0.6666666666666666,0.2100702095221299,0.0,,,
H60,10,DAILY,,,WF_2021_2022,20.0,503,-0.1743815720348646,-0.09153758427152281,-0.43776256046200046,21.17485365961781,502,0,0.5,0.08453136024434729,0.0,,,
H60,10,DAILY,,,WF_2021_2022,40.0,503,-0.24133211315257186,-0.12922366481813963,-0.457633852351203,21.17485365961781,502,0,0.5,0.16906272048869458,0.0,,,
H60,10,EVENT_LOOSE,0.7,0.03,WF_2019_2020,20.0,505,1.1267418238132274,0.45724614749533354,-0.3796287832478702,6.755317601063876,107,0,0.7083333333333334,0.02707488403600998,0.0,,,
H60,10,EVENT_LOOSE,0.7,0.03,WF_2019_2020,40.0,505,1.0699077074873586,0.43768144632427286,-0.38105453844421666,6.755317601063876,107,0,0.7083333333333334,0.05414976807201996,0.0,,,
H60,10,EVENT_LOOSE,0.7,0.03,WF_2021_2022,20.0,503,-0.08545340617972019,-0.0437656168274948,-0.37484923554388805,4.598806176259858,70,0,0.5416666666666666,0.018358726243323083,0.0,,,
H60,10,EVENT_LOOSE,0.7,0.03,WF_2021_2022,40.0,503,-0.10209797701012047,-0.05252451264678759,-0.3800397867657177,4.598806176259858,70,0,0.5416666666666666,0.036717452486646165,0.0,,,
H60,10,EVENT_BALANCED,0.8,0.05,WF_2019_2020,20.0,505,1.6390657882688866,0.6229600550132821,-0.35669812028881,4.292875867845399,65,0,0.7083333333333334,0.017205573914777193,0.0,,,
H60,10,EVENT_BALANCED,0.8,0.05,WF_2019_2020,40.0,505,1.5940253061818264,0.6090784883432234,-0.3578988837996314,4.292875867845399,65,0,0.7083333333333334,0.03441114782955439,0.0,,,
H60,10,EVENT_BALANCED,0.8,0.05,WF_2021_2022,20.0,503,-0.17560614795034768,-0.09221289968817037,-0.4280380074801897,2.144296601642845,35,0,0.5416666666666666,0.008560168179574215,0.0,,,
H60,10,EVENT_BALANCED,0.8,0.05,WF_2021_2022,40.0,503,-0.1826364125968688,-0.09609959515700273,-0.42937610018463324,2.144296601642845,35,0,0.5416666666666666,0.01712033635914843,0.0,,,
H60,10,EVENT_STRICT,0.85,0.1,WF_2019_2020,20.0,505,1.3416151259814297,0.5289451317961724,-0.3978107237442168,3.9287884550515684,60,0,0.7083333333333334,0.01574633468096065,0.0,,,
H60,10,EVENT_STRICT,0.85,0.1,WF_2019_2020,40.0,505,1.3050144838451723,0.516972634943643,-0.3987759095813611,3.9287884550515684,60,0,0.7083333333333334,0.0314926693619213,0.0,,,
H60,10,EVENT_STRICT,0.85,0.1,WF_2021_2022,20.0,503,-0.2205749458004923,-0.11736813833167292,-0.44354173062962843,1.463656388618246,22,0,0.5416666666666666,0.0058430092339283955,0.0,,,
H60,10,EVENT_STRICT,0.85,0.1,WF_2021_2022,40.0,503,-0.22511846233972155,-0.11994958373803566,-0.4444614269452273,1.463656388618246,22,0,0.5416666666666666,0.011686018467856791,0.0,,,
H60,15,MONTHLY,,,WF_2019_2020,20.0,505,1.6178377652471765,0.6164324472715974,-0.3499822621376113,4.2877862253279195,24,0,0.75,0.01718517495071904,0.0,,,
H60,15,MONTHLY,,,WF_2019_2020,40.0,505,1.5731831945014565,0.6026140525362094,-0.3503657454048743,4.2877862253279195,24,0,0.75,0.03437034990143808,0.0,,,
H60,15,MONTHLY,,,WF_2021_2022,20.0,503,-0.030170148408601882,-0.015230591953667494,-0.37283904434105486,3.9331983037245024,24,0,0.5833333333333334,0.015701577355344644,0.0,,,
H60,15,MONTHLY,,,WF_2021_2022,40.0,503,-0.04529549629003149,-0.022955206743296985,-0.3772386845427571,3.9331983037245024,24,0,0.5833333333333334,0.03140315471068929,0.0,,,
H60,15,WEEKLY,,,WF_2019_2020,20.0,505,1.6744120436584011,0.633770918822268,-0.4096594827374098,10.594600007633131,105,0,0.6666666666666666,0.04246248415757724,0.0,,,
H60,15,WEEKLY,,,WF_2019_2020,40.0,505,1.563143963621601,0.5994909020960919,-0.4114119049147812,10.594600007633131,105,0,0.6666666666666666,0.08492496831515448,0.0,,,
H60,15,WEEKLY,,,WF_2021_2022,20.0,503,-0.012201282998259066,-0.006131493173744507,-0.3536887193910644,9.312995942609813,104,0,0.5416666666666666,0.03717807110422807,0.0,,,
H60,15,WEEKLY,,,WF_2021_2022,40.0,503,-0.04827455531777314,-0.024483813177722302,-0.3638289302722145,9.312995942609813,104,0,0.5416666666666666,0.07435614220845614,0.0,,,
H60,15,DAILY,,,WF_2019_2020,20.0,505,1.4898872330187407,0.5765130934900353,-0.4043482675764226,24.7693851905571,504,0,0.7083333333333334,0.09927412318437567,0.0,,,
H60,15,DAILY,,,WF_2019_2020,40.0,505,1.254475752411552,0.5002831591161356,-0.40957007804582213,24.7693851905571,504,0,0.6666666666666666,0.19854824636875135,0.0,,,
H60,15,DAILY,,,WF_2021_2022,20.0,503,-0.09862469906982241,-0.05069011881210994,-0.38712129889707914,20.243459389338,502,0,0.5416666666666666,0.08081317518124614,0.0,,,
H60,15,DAILY,,,WF_2021_2022,40.0,503,-0.16862657709935547,-0.08837055743199695,-0.4090644880722928,20.243459389338,502,0,0.5416666666666666,0.1616263503624923,0.0,,,
H60,15,EVENT_LOOSE,0.7,0.03,WF_2019_2020,20.0,505,1.8445047102571963,0.6848211942254925,-0.36398268679484125,8.513714435137633,193,0,0.75,0.034122426902734156,0.0,,,
H60,15,EVENT_LOOSE,0.7,0.03,WF_2019_2020,40.0,505,1.7490494433906512,0.6563665112957926,-0.3653775819934988,8.513714435137633,193,0,0.75,0.06824485380546831,0.0,,,
H60,15,EVENT_LOOSE,0.7,0.03,WF_2021_2022,20.0,503,-0.11682193112984962,-0.06034050162736948,-0.3794552331659867,6.349312650512068,151,0,0.5416666666666666,0.025346859231806112,0.0,,,
H60,15,EVENT_LOOSE,0.7,0.03,WF_2021_2022,40.0,503,-0.13893322273538888,-0.07220112661799394,-0.3864490043083967,6.349312650512068,151,0,0.5416666666666666,0.050693718463612224,0.0,,,
H60,15,EVENT_BALANCED,0.8,0.05,WF_2019_2020,20.0,505,1.6532469102689413,0.6273060974736653,-0.3705681738274681,5.326431588108384,124,0,0.7083333333333334,0.021347999619005825,0.0,,,
H60,15,EVENT_BALANCED,0.8,0.05,WF_2019_2020,40.0,505,1.5971869107723458,0.610056822474651,-0.3716101259249167,5.326431588108384,124,0,0.7083333333333334,0.04269599923801165,0.0,,,
H60,15,EVENT_BALANCED,0.8,0.05,WF_2021_2022,20.0,503,-0.0980514051476511,-0.0503876759496934,-0.39371820332737695,2.980824039811098,69,0,0.5833333333333334,0.011899638825595098,0.0,,,
H60,15,EVENT_BALANCED,0.8,0.05,WF_2021_2022,40.0,503,-0.1087246617847698,-0.056034211252324106,-0.3962923892907143,2.980824039811098,69,0,0.5833333333333334,0.023799277651190196,0.0,,,
H60,15,EVENT_STRICT,0.85,0.1,WF_2019_2020,20.0,505,1.5424479026538944,0.593033070489412,-0.37920108975132816,4.553513913675093,103,0,0.75,0.018250194654015253,0.0,,,
H60,15,EVENT_STRICT,0.85,0.1,WF_2019_2020,40.0,505,1.496452290828731,0.5785859968840819,-0.380300058458215,4.553513913675093,103,0,0.75,0.036500389308030505,0.0,,,
H60,15,EVENT_STRICT,0.85,0.1,WF_2021_2022,20.0,503,-0.08132619603739089,-0.04160608564267365,-0.40717178759551964,2.0433929540092484,42,0,0.5416666666666666,0.008157354411640092,0.0,,,
H60,15,EVENT_STRICT,0.85,0.1,WF_2021_2022,40.0,503,-0.08879287122881929,-0.04551652829891539,-0.40878071711276864,2.0433929540092484,42,0,0.5416666666666666,0.016314708823280184,0.0,,,
H60,20,MONTHLY,,,WF_2019_2020,20.0,505,1.7724335076733082,0.6633823663185121,-0.34477011943327496,3.989330238834824,24,0,0.7083333333333334,0.015988982306441163,0.0,,,
H60,20,MONTHLY,,,WF_2019_2020,40.0,505,1.7284098642978631,0.6501491948447351,-0.3449926363964736,3.989330238834824,24,0,0.7083333333333334,0.031977964612882326,0.0,,,
H60,20,MONTHLY,,,WF_2021_2022,20.0,503,-0.021219970019673684,-0.010687968913450918,-0.3456580933965613,3.651815690029978,24,0,0.625,0.014578280095913327,0.0,,,
H60,20,MONTHLY,,,WF_2021_2022,40.0,503,-0.03539923746722062,-0.017894277897026023,-0.3498324891497946,3.651815690029978,24,0,0.625,0.029156560191826653,0.0,,,
H60,20,WEEKLY,,,WF_2019_2020,20.0,505,1.7577217043317113,0.6589719004827226,-0.3937355112918005,9.925137248339645,105,0,0.7083333333333334,0.03977931992390096,0.0,,,
H60,20,WEEKLY,,,WF_2019_2020,40.0,505,1.650098156398827,0.6263421161398481,-0.3953535475417166,9.925137248339645,105,0,0.7083333333333334,0.07955863984780193,0.0,,,
H60,20,WEEKLY,,,WF_2021_2022,20.0,503,-0.05036236003567074,-0.02555652515734641,-0.35768032638274805,8.846109549065137,104,0,0.625,0.03531423097761717,0.0,,,
H60,20,WEEKLY,,,WF_2021_2022,40.0,503,-0.08333253083132908,-0.042655278962632326,-0.3675458454059112,8.846109549065137,104,0,0.625,0.07062846195523434,0.0,,,
H60,20,DAILY,,,WF_2019_2020,20.0,505,1.59899361465405,0.6106156251549202,-0.40300633819127574,23.048368542610838,504,0,0.7083333333333334,0.09237639773030534,0.0,,,
H60,20,DAILY,,,WF_2019_2020,40.0,505,1.3695692581395833,0.5380262352663487,-0.4079432997070639,23.048368542610838,504,0,0.7083333333333334,0.18475279546061069,0.0,,,
H60,20,DAILY,,,WF_2021_2022,20.0,503,-0.13413700519035887,-0.0696156171576997,-0.39816554524332015,19.920752100603153,502,0,0.5833333333333334,0.07952490719526498,0.0,,,
H60,20,DAILY,,,WF_2021_2022,40.0,503,-0.20034934962969675,-0.10596684084230756,-0.42027268983223065,19.920752100603153,502,0,0.5833333333333334,0.15904981439052995,0.0,,,
H60,20,EVENT_LOOSE,0.7,0.03,WF_2019_2020,20.0,505,1.4877494062973455,0.5758374882583488,-0.39552232254072717,9.466469077344872,255,0,0.75,0.03794100701634254,0.0,,,
H60,20,EVENT_LOOSE,0.7,0.03,WF_2019_2020,40.0,505,1.395104540280586,0.5462747646837935,-0.3970839343572331,9.466469077344872,255,0,0.75,0.07588201403268507,0.0,,,
H60,20,EVENT_LOOSE,0.7,0.03,WF_2021_2022,20.0,503,-0.09615997784666275,-0.04939052774352837,-0.3973818859285465,6.683337950142749,202,0,0.5833333333333334,0.02668030943588732,0.0,,,
H60,20,EVENT_LOOSE,0.7,0.03,WF_2021_2022,40.0,503,-0.1199619103970525,-0.062015704191718646,-0.40454831271926917,6.683337950142749,202,0,0.5416666666666666,0.05336061887177464,0.0,,,
H60,20,EVENT_BALANCED,0.8,0.05,WF_2019_2020,20.0,505,1.5039372472875945,0.5809460273444265,-0.3926337255419565,6.859634494997803,193,0,0.75,0.027492979523602308,0.0,,,
H60,20,EVENT_BALANCED,0.8,0.05,WF_2019_2020,40.0,505,1.4360155319940078,0.559398725641358,-0.3938685439386582,6.859634494997803,193,0,0.75,0.054985959047204616,0.0,,,
H60,20,EVENT_BALANCED,0.8,0.05,WF_2021_2022,20.0,503,-0.060525640429588634,-0.030795297792024612,-0.3830196306804522,3.7068916819081292,113,0,0.625,0.01479814695237928,0.0,,,
H60,20,EVENT_BALANCED,0.8,0.05,WF_2021_2022,40.0,503,-0.07432968104274562,-0.03795624295993816,-0.38700409973398364,3.7068916819081292,113,0,0.625,0.02959629390475856,0.0,,,
H60,20,EVENT_STRICT,0.85,0.1,WF_2019_2020,20.0,505,1.621869157032903,0.6176741326461341,-0.3994262150021862,6.102696889991171,171,0,0.75,0.024459221662266203,0.0,,,
H60,20,EVENT_STRICT,0.85,0.1,WF_2019_2020,40.0,505,1.5585001507796639,0.5980441641299419,-0.40075474708232284,6.102696889991171,171,0,0.75,0.04891844332453241,0.0,,,
H60,20,EVENT_STRICT,0.85,0.1,WF_2021_2022,20.0,503,0.014828286407164937,0.007401600172755263,-0.3602411070672513,3.1717616498781775,92,0,0.625,0.01266187388800574,0.0,,,
H60,20,EVENT_STRICT,0.85,0.1,WF_2021_2022,40.0,503,0.002055692431471856,0.0010293619576280388,-0.3635120810535558,3.1717616498781775,92,0,0.625,0.02532374777601148,0.0,,,
H120,5,MONTHLY,,,WF_2019_2020,20.0,505,2.1807102863133316,0.7814125519595083,-0.4004036660619268,4.71264398086742,24,0,0.5833333333333334,0.01888797785982577,0.0,,,
H120,5,MONTHLY,,,WF_2019_2020,40.0,505,2.121108072780146,0.7646760390355709,-0.4006599066703358,4.71264398086742,24,0,0.5833333333333334,0.03777595571965154,0.0,,,
H120,5,MONTHLY,,,WF_2021_2022,20.0,503,-0.5111697879884967,-0.30133332025295745,-0.6687512472457787,3.3913237787760675,24,0,0.375,0.013538379847018746,0.0,,,
H120,5,MONTHLY,,,WF_2021_2022,40.0,503,-0.5177508622748173,-0.30606164797627633,-0.6716604562388434,3.3913237787760675,24,0,0.375,0.027076759694037493,0.0,,,
H120,5,WEEKLY,,,WF_2019_2020,20.0,505,2.698080201733325,0.9205508484568432,-0.37668944075028654,12.80646682370431,105,0,0.6666666666666666,0.0513275059204022,0.0,,,
H120,5,WEEKLY,,,WF_2019_2020,40.0,505,2.512870757661842,0.8719352668618321,-0.37726095472232957,12.80646682370431,105,0,0.6666666666666666,0.1026550118408044,0.0,,,
H120,5,WEEKLY,,,WF_2021_2022,20.0,503,-0.3341939621589586,-0.18436046958841978,-0.5751025283913497,8.828615857008796,104,0,0.375,0.035244395048217664,0.0,,,
H120,5,WEEKLY,,,WF_2021_2022,40.0,503,-0.3572707659491404,-0.19864823101126783,-0.5843678180384598,8.828615857008796,104,0,0.375,0.07048879009643533,0.0,,,
H120,5,DAILY,,,WF_2019_2020,20.0,505,2.2664674224716785,0.80522016931087,-0.3674335849841823,32.79060432034875,504,0,0.625,0.13142266017282633,0.0,,,
H120,5,DAILY,,,WF_2019_2020,40.0,505,1.8638952925657852,0.6905426621347361,-0.3701921601665189,32.79060432034875,504,0,0.625,0.26284532034565267,0.0,,,
H120,5,DAILY,,,WF_2021_2022,20.0,503,-0.4774347785377777,-0.2775794809291072,-0.6291187590878424,21.88918464803696,502,0,0.375,0.08738301490446498,0.0,,,
H120,5,DAILY,,,WF_2021_2022,40.0,503,-0.5211862455952351,-0.30854267310927075,-0.6508106400857001,21.88918464803696,502,0,0.375,0.17476602980892997,0.0,,,
H120,5,EVENT_LOOSE,0.7,0.03,WF_2019_2020,20.0,505,2.264578780896928,0.8046992463882954,-0.3844377779586433,3.6243209249686443,33,0,0.75,0.014526048151660044,0.0,,,
H120,5,EVENT_LOOSE,0.7,0.03,WF_2019_2020,40.0,505,2.2174623388037724,0.791654428873396,-0.3850257720514694,3.6243209249686443,33,0,0.75,0.029052096303320087,0.0,,,
H120,5,EVENT_LOOSE,0.7,0.03,WF_2021_2022,20.0,503,-0.4409410715014722,-0.25272963807183824,-0.6098388624632206,2.7178067875044567,19,0,0.4583333333333333,0.010849657254878901,0.0,,,
H120,5,EVENT_LOOSE,0.7,0.03,WF_2021_2022,40.0,503,-0.4469793704989299,-0.25678418621159904,-0.6133535578706641,2.7178067875044567,19,0,0.4583333333333333,0.021699314509757803,0.0,,,
H120,5,EVENT_BALANCED,0.8,0.05,WF_2019_2020,20.0,505,1.7729541676436242,0.6635382403891341,-0.4268745409433009,3.2812981995645334,28,0,0.625,0.013151234847461026,0.0,,,
H120,5,EVENT_BALANCED,0.8,0.05,WF_2019_2020,40.0,505,1.736695149415517,0.6526478150176924,-0.4275300732271208,3.2812981995645334,28,0,0.625,0.026302469694922052,0.0,,,
H120,5,EVENT_BALANCED,0.8,0.05,WF_2021_2022,20.0,503,-0.4758345089340106,-0.2764719806744875,-0.6092725786846471,0.5992929079759354,4,0,0.375,0.0023924153389832973,0.0,,,
H120,5,EVENT_BALANCED,0.8,0.05,WF_2021_2022,40.0,503,-0.4770883291682466,-0.27733956997362963,-0.6096580091082578,0.5992929079759354,4,0,0.375,0.004784830677966595,0.0,,,
H120,5,EVENT_STRICT,0.85,0.1,WF_2019_2020,20.0,505,1.9471148516240029,0.7148801799697628,-0.4517843657659585,2.8546521817179467,23,0,0.6666666666666666,0.011441264696567963,0.0,,,
H120,5,EVENT_STRICT,0.85,0.1,WF_2019_2020,40.0,505,1.913558770945186,0.7051086827684305,-0.4522919824634618,2.8546521817179467,23,0,0.6666666666666666,0.022882529393135925,0.0,,,
H120,5,EVENT_STRICT,0.85,0.1,WF_2021_2022,20.0,503,-0.41422173953238695,-0.23504525385502606,-0.5583373003007657,0.47715340783071575,3,0,0.4583333333333333,0.0019048266995146828,0.0,,,
H120,5,EVENT_STRICT,0.85,0.1,WF_2021_2022,40.0,503,-0.4153377249361314,-0.23577572009213077,-0.5585576276325215,0.47715340783071575,3,0,0.4583333333333333,0.0038096533990293656,0.0,,,
H120,10,MONTHLY,,,WF_2019_2020,20.0,505,2.1093738586272663,0.761362218861936,-0.38817584991675147,4.843177867517914,24,0,0.6666666666666666,0.01941114938965513,0.0,,,
H120,10,MONTHLY,,,WF_2019_2020,40.0,505,2.0495192129850746,0.7443605247946279,-0.3884642508411127,4.843177867517914,24,0,0.6666666666666666,0.03882229877931026,0.0,,,
H120,10,MONTHLY,,,WF_2021_2022,20.0,503,-0.32729326676585935,-0.18013614556346447,-0.5726535042826717,3.4120194919767264,24,0,0.4583333333333333,0.013620998448129314,0.0,,,
H120,10,MONTHLY,,,WF_2021_2022,40.0,503,-0.3364029912406269,-0.18571735910197107,-0.5756553091390206,3.4120194919767264,24,0,0.4583333333333333,0.027241996896258627,0.0,,,
H120,10,WEEKLY,,,WF_2019_2020,20.0,505,2.444859570052894,0.8537617136421431,-0.3429608971102013,9.882441198509456,105,0,0.7083333333333334,0.03960819686704187,0.0,,,
H120,10,WEEKLY,,,WF_2019_2020,40.0,505,2.310986543588513,0.8174559706953644,-0.34367619764679536,9.882441198509456,105,0,0.7083333333333334,0.07921639373408373,0.0,,,
H120,10,WEEKLY,,,WF_2021_2022,20.0,503,-0.23510258402798778,-0.12564883247623648,-0.5131513490579411,8.800801323155035,104,0,0.5,0.035133357663071296,0.0,,,
H120,10,WEEKLY,,,WF_2021_2022,40.0,503,-0.26152644506213674,-0.1409140941776218,-0.5220797270247033,8.800801323155035,104,0,0.4583333333333333,0.07026671532614259,0.0,,,
H120,10,DAILY,,,WF_2019_2020,20.0,505,2.3210776693548163,0.8202179732760426,-0.3674161297566957,26.846534141812185,504,0,0.7083333333333334,0.10759920429853298,0.0,,,
H120,10,DAILY,,,WF_2019_2020,40.0,505,1.9821238896203415,0.7250155467679884,-0.37056458030098627,26.846534141812185,504,0,0.6666666666666666,0.21519840859706596,0.0,,,
H120,10,DAILY,,,WF_2021_2022,20.0,503,-0.27710241257795576,-0.1500403579557653,-0.5052321970333409,20.385373895997947,502,0,0.5416666666666666,0.08137970690227751,0.0,,,
H120,10,DAILY,,,WF_2021_2022,40.0,503,-0.33362401467133573,-0.18401074577230048,-0.5256268278738442,20.385373895997947,502,0,0.5416666666666666,0.16275941380455503,0.0,,,
H120,10,EVENT_LOOSE,0.7,0.03,WF_2019_2020,20.0,505,2.7326813141065416,0.9294969614726205,-0.35382436193116584,6.792260222593322,113,0,0.7083333333333334,0.027222947717536722,0.0,,,
H120,10,EVENT_LOOSE,0.7,0.03,WF_2019_2020,40.0,505,2.6323920184538676,0.9034510382837715,-0.3545692882542937,6.792260222593322,113,0,0.7083333333333334,0.054445895435073444,0.0,,,
H120,10,EVENT_LOOSE,0.7,0.03,WF_2021_2022,20.0,503,-0.25401304907515554,-0.13654619901383547,-0.502849153995438,3.1529259107611187,47,0,0.5,0.012586680421530497,0.0,,,
H120,10,EVENT_LOOSE,0.7,0.03,WF_2021_2022,40.0,503,-0.2633482778529851,-0.14197654854392916,-0.506147439783405,3.1529259107611187,47,0,0.5,0.025173360843060995,0.0,,,
H120,10,EVENT_BALANCED,0.8,0.05,WF_2019_2020,20.0,505,2.4524128324539007,0.855788872506402,-0.34310696513430283,4.0698469206862,63,0,0.7083333333333334,0.0163116880551312,0.0,,,
H120,10,EVENT_BALANCED,0.8,0.05,WF_2019_2020,40.0,505,2.396527485543497,0.8407372005505871,-0.34361849441406644,4.0698469206862,63,0,0.7083333333333334,0.0326233761102624,0.0,,,
H120,10,EVENT_BALANCED,0.8,0.05,WF_2021_2022,20.0,503,-0.35953053317834904,-0.20006100563518248,-0.5649348581732994,1.3034164297433517,19,0,0.4166666666666667,0.005203321144134174,0.0,,,
H120,10,EVENT_BALANCED,0.8,0.05,WF_2021_2022,40.0,503,-0.36285640608647385,-0.20214482672297096,-0.5656888595535323,1.3034164297433517,19,0,0.4166666666666667,0.010406642288268347,0.0,,,
H120,10,EVENT_STRICT,0.85,0.1,WF_2019_2020,20.0,505,2.5130385494412146,0.8719798841633724,-0.3558806838609073,3.7684962639686748,54,0,0.7083333333333334,0.015103893756382386,0.0,,,
H120,10,EVENT_STRICT,0.85,0.1,WF_2019_2020,40.0,505,2.4603490566614306,0.8579164190670665,-0.3565221263818422,3.7684962639686748,54,0,0.7083333333333334,0.03020778751276477,0.0,,,
H120,10,EVENT_STRICT,0.85,0.1,WF_2021_2022,20.0,503,-0.23943498680647846,-0.12813344763837853,-0.4924418281201568,0.8853420283584141,12,0,0.5,0.0035343415893990663,0.0,,,
H120,10,EVENT_STRICT,0.85,0.1,WF_2021_2022,40.0,503,-0.24212016517074453,-0.12967693271009684,-0.4930606004995227,0.8853420283584141,12,0,0.5,0.007068683178798133,0.0,,,
H120,15,MONTHLY,,,WF_2019_2020,20.0,505,2.090047654083162,0.7558906833590548,-0.3721671642931208,4.526822085365832,24,0,0.75,0.018143215500870995,0.0,,,
H120,15,MONTHLY,,,WF_2019_2020,40.0,505,2.034421268457167,0.7400456174793695,-0.3725459660082515,4.526822085365832,24,0,0.7083333333333334,0.03628643100174199,0.0,,,
H120,15,MONTHLY,,,WF_2021_2022,20.0,503,-0.18975506557426436,-0.10005219171114454,-0.5039961431519095,3.3238919358312606,24,0,0.5416666666666666,0.013269187648596222,0.0,,,
H120,15,MONTHLY,,,WF_2021_2022,40.0,503,-0.20044517208619717,-0.10602051511559496,-0.5067400876381671,3.3238919358312606,24,0,0.5416666666666666,0.026538375297192444,0.0,,,
H120,15,WEEKLY,,,WF_2019_2020,20.0,505,2.345647798770562,0.8269254373087926,-0.3558169025986938,10.784583476313301,105,0,0.75,0.04322392583760489,0.0,,,
H120,15,WEEKLY,,,WF_2019_2020,40.0,505,2.204016615930809,0.7879142753084567,-0.35735469088787963,10.784583476313301,105,0,0.7083333333333334,0.08644785167520978,0.0,,,
H120,15,WEEKLY,,,WF_2021_2022,20.0,503,-0.12834031257040734,-0.06650029867686724,-0.4602231532430695,7.381504023033218,104,0,0.5416666666666666,0.0294674327268707,0.0,,,
H120,15,WEEKLY,,,WF_2021_2022,40.0,503,-0.15366548052936446,-0.08018814724991474,-0.4669211121083804,7.381504023033218,104,0,0.5416666666666666,0.0589348654537414,0.0,,,
H120,15,DAILY,,,WF_2019_2020,20.0,505,2.0065229155114768,0.7320440300937598,-0.3838952307704443,28.719139956042326,504,0,0.7083333333333334,0.11510448950636012,0.0,,,
H120,15,DAILY,,,WF_2019_2020,40.0,505,1.6794910910012617,0.635318479938938,-0.3872967471872034,28.719139956042326,504,0,0.7083333333333334,0.23020897901272025,0.0,,,
H120,15,DAILY,,,WF_2021_2022,20.0,503,-0.238025635807933,-0.12732441741564493,-0.500872868607817,18.78993826941131,502,0,0.5416666666666666,0.07501062658344355,0.0,,,
H120,15,DAILY,,,WF_2021_2022,40.0,503,-0.2931090591005092,-0.1595217892231815,-0.5165637379357944,18.78993826941131,502,0,0.5416666666666666,0.1500212531668871,0.0,,,
H120,15,EVENT_LOOSE,0.7,0.03,WF_2019_2020,20.0,505,2.1182828177485367,0.7638787394994,-0.364432066515467,8.497928825824456,192,0,0.7083333333333334,0.034059159182867865,0.0,,,
H120,15,EVENT_LOOSE,0.7,0.03,WF_2019_2020,40.0,505,2.0138317767241,0.734143883915473,-0.3653119304972079,8.497928825824456,192,0,0.7083333333333334,0.06811831836573573,0.0,,,
H120,15,EVENT_LOOSE,0.7,0.03,WF_2021_2022,20.0,503,-0.2591858605881824,-0.13955103255427748,-0.47441794328402465,3.464963403570261,81,0,0.5,0.013832353904728898,0.0,,,
H120,15,EVENT_LOOSE,0.7,0.03,WF_2021_2022,40.0,503,-0.2693659957082126,-0.14549530514185904,-0.47811761767181604,3.464963403570261,81,0,0.5,0.027664707809457796,0.0,,,
H120,15,EVENT_BALANCED,0.8,0.05,WF_2019_2020,20.0,505,1.912351941755539,0.7047562077677012,-0.3522701744993786,4.7085736284456345,105,0,0.75,0.018871664145754332,0.0,,,
H120,15,EVENT_BALANCED,0.8,0.05,WF_2019_2020,40.0,505,1.8578874520403166,0.6887720438156797,-0.35289810440921343,4.7085736284456345,105,0,0.75,0.037743328291508664,0.0,,,
H120,15,EVENT_BALANCED,0.8,0.05,WF_2021_2022,20.0,503,-0.23767477017627525,-0.1271231210364242,-0.4987428469809667,1.641813768603691,37,0,0.5416666666666666,0.006554224806409973,0.0,,,
H120,15,EVENT_BALANCED,0.8,0.05,WF_2021_2022,40.0,503,-0.24265702247048315,-0.12998585435484333,-0.5000857057385699,1.641813768603691,37,0,0.5416666666666666,0.013108449612819945,0.0,,,
H120,15,EVENT_STRICT,0.85,0.1,WF_2019_2020,20.0,505,2.20918661607678,0.7893533264064223,-0.3927053300280705,4.62195756468651,96,0,0.75,0.01852451246164038,0.0,,,
H120,15,EVENT_STRICT,0.85,0.1,WF_2019_2020,40.0,505,2.1502633293597415,0.7728827573241117,-0.39330450168880604,4.62195756468651,96,0,0.75,0.03704902492328076,0.0,,,
H120,15,EVENT_STRICT,0.85,0.1,WF_2021_2022,20.0,503,-0.14688095595306272,-0.07650140406229267,-0.49000352158894256,1.4945026135879624,31,0,0.625,0.0059661493224979776,0.0,,,
H120,15,EVENT_STRICT,0.85,0.1,WF_2021_2022,40.0,503,-0.15195803187017431,-0.07925892689682468,-0.49131398552906724,1.4945026135879624,31,0,0.625,0.011932298644995955,0.0,,,
H120,20,MONTHLY,,,WF_2019_2020,20.0,505,1.6265286693017864,0.619108090679257,-0.3415027754221841,4.320998340187737,24,0,0.75,0.01731828699837148,0.0,,,
H120,20,MONTHLY,,,WF_2019_2020,40.0,505,1.5813812230625626,0.6051598898549679,-0.34193536940342717,4.320998340187737,24,0,0.75,0.03463657399674296,0.0,,,
H120,20,MONTHLY,,,WF_2021_2022,20.0,503,-0.14355392329548944,-0.07469882525731764,-0.46162158788463004,3.098336766763587,24,0,0.5416666666666666,0.012368757092714955,0.0,,,
