issuer,origin_ticker,byma_ticker,ratio_a,ratio_b,ratio,source_url
CAJA_DE_VALORES,PANW,PANW,50,1,50:1,https://cajadevalores.com.ar/Servicios/Cedears
BANCO_COMAFI,PBI,PBI,1,1,1:1,https://www.comafi.com.ar/Programas-CEDEARs-2483.note.aspx
BANCO_COMAFI,PBR,PBR,1,1,1:1,https://www.comafi.com.ar/Programas-CEDEARs-2483.note.aspx
BANCO_COMAFI,PCAR,PCAR,3,1,3:1,https://www.comafi.com.ar/Programas-CEDEARs-2483.note.aspx
BANCO_COMAFI,PEP,PEP,18,1,18:1,https://www.comafi.com.ar/Programas-CEDEARs-2483.note.aspx
CAJA_DE_VALORES,PETR3,PETR3,1,1,1:1,https://cajadevalores.com.ar/Servicios/Cedears
BANCO_COMAFI,PFE,PFE,4,1,4:1,https://www.comafi.com.ar/Programas-CEDEARs-2483.note.aspx
BANCO_COMAFI,PG,PG,15,1,15:1,https://www.comafi.com.ar/Programas-CEDEARs-2483.note.aspx
BANCO_COMAFI,PHG,PHG,5,1,5:1,https://www.comafi.com.ar/Programas-CEDEARs-2483.note.aspx
BANCO_COMAFI,PINS,PINS,7,1,7:1,https://www.comafi.com.ar/Programas-CEDEARs-2483.note.aspx
BANCO_COMAFI,PKX,PKS,3,1,3:1,https://www.comafi.com.ar/Programas-CEDEARs-2483.note.aspx
BANCO_COMAFI,PLTR,PLTR,3,1,3:1,https://www.comafi.com.ar/Programas-CEDEARs-2483.note.aspx
BANCO_COMAFI,PM,PM,18,1,18:1,https://www.comafi.com.ar/Programas-CEDEARs-2483.note.aspx
CAJA_DE_VALORES,PRIO3,PRIO3,2,1,2:1,https://cajadevalores.com.ar/Servicios/Cedears
BANCO_COMAFI,PSO,PSO,1,1,1:1,https://www.comafi.com.ar/Programas-CEDEARs-2483.note.aspx
BANCO_COMAFI,PSX,PSX,6,1,6:1,https://www.comafi.com.ar/Programas-CEDEARs-2483.note.aspx
BANCO_COMAFI,PYPL,PYPL,8,1,8:1,https://www.comafi.com.ar/Programas-CEDEARs-2483.note.aspx
BANCO_COMAFI,QCOM,QCOM,11,1,11:1,https://www.comafi.com.ar/Programas-CEDEARs-2483.note.aspx
CAJA_DE_VALORES,QQQ,QQQ,20,1,20:1,https://cajadevalores.com.ar/Servicios/Cedears
BANCO_COMAFI,RACE,RACE,83,1,83:1,https://www.comafi.com.ar/Programas-CEDEARs-2483.note.aspx
CAJA_DE_VALORES,RBLX,RBLX,2,1,2:1,https://cajadevalores.com.ar/Servicios/Cedears
CAJA_DE_VALORES,RENT3,RENT3,2,1,2:1,https://cajadevalores.com.ar/Servicios/Cedears
BANCO_COMAFI,RIO,RIO,8,1,8:1,https://www.comafi.com.ar/Programas-CEDEARs-2483.note.aspx
BANCO_COMAFI,RIOT,RIOT,3,1,3:1,https://www.comafi.com.ar/Programas-CEDEARs-2483.note.aspx
BANCO_COMAFI,ROKU,ROKU,13,1,13:1,https://www.comafi.com.ar/Programas-CEDEARs-2483.note.aspx
BANCO_COMAFI,ROST,ROST,4,1,4:1,https://www.comafi.com.ar/Programas-CEDEARs-2483.note.aspx
CAJA_DE_VALORES,RSP,RSP,30,1,30:1,https://cajadevalores.com.ar/Servicios/Cedears
BANCO_COMAFI,RTX,RTX,5,1,5:1,https://www.comafi.com.ar/Programas-CEDEARs-2483.note.aspx
BANCO_COMAFI,SAN,SAN,1,4,1:4,https://www.comafi.com.ar/Programas-CEDEARs-2483.note.aspx
BANCO_COMAFI,SAP,SAP,6,1,6:1,https://www.comafi.com.ar/Programas-CEDEARs-2483.note.aspx
CAJA_DE_VALORES,SATL,SATL,1,1,1:1,https://cajadevalores.com.ar/Servicios/Cedears
BANCO_COMAFI,SBS,SBS,1,2,1:2,https://www.comafi.com.ar/Programas-CEDEARs-2483.note.aspx
CAJA_DE_VALORES,SBSP3,SBSP3,1,1,1:1,https://cajadevalores.com.ar/Servicios/Cedears
BANCO_COMAFI,SBUX,SBUX,12,1,12:1,https://www.comafi.com.ar/Programas-CEDEARs-2483.note.aspx
BANCO_COMAFI,SCCO,SCCO,2,1,2:1,https://www.comafi.com.ar/Programas-CEDEARs-2483.note.aspx
BANCO_COMAFI,SCHW,SCHW,13,1,13:1,https://www.comafi.com.ar/Programas-CEDEARs-2483.note.aspx
BANCO_COMAFI,SDA,SDA,2,1,2:1,https://www.comafi.com.ar/Programas-CEDEARs-2483.note.aspx
BANCO_COMAFI,SE,SE,32,1,32:1,https://www.comafi.com.ar/Programas-CEDEARs-2483.note.aspx
CAJA_DE_VALORES,SH,SH,8,1,8:1,https://cajadevalores.com.ar/Servicios/Cedears
BANCO_COMAFI,SHEL,SHEL,2,1,2:1,https://www.comafi.com.ar/Programas-CEDEARs-2483.note.aspx
BANCO_COMAFI,SHOP,SHOP,107,1,107:1,https://www.comafi.com.ar/Programas-CEDEARs-2483.note.aspx
BANCO_COMAFI,SHPWQ,SHPWQ,1,2,1:2,https://www.comafi.com.ar/Programas-CEDEARs-2483.note.aspx
CAJA_DE_VALORES,SICPQ,SI,10,1,10:1,https://cajadevalores.com.ar/Servicios/Cedears
BANCO_COMAFI,SID,SID,1,8,1:8,https://www.comafi.com.ar/Programas-CEDEARs-2483.note.aspx
BANCO_COMAFI,SIEGY,SIEGY,3,1,3:1,https://www.comafi.com.ar/Programas-CEDEARs-2483.note.aspx
BANCO_COMAFI,SLB,SLB,3,1,3:1,https://www.comafi.com.ar/Programas-CEDEARs-2483.note.aspx
CAJA_DE_VALORES,SMH,SMH,50,1,50:1,https://cajadevalores.com.ar/Servicios/Cedears
BANCO_COMAFI,SMSN,SMSN,14,1,14:1,https://www.comafi.com.ar/Programas-CEDEARs-2483.note.aspx
BANCO_COMAFI,SNA,SNA,6,1,6:1,https://www.comafi.com.ar/Programas-CEDEARs-2483.note.aspx
BANCO_COMAFI,SNAP,SNAP,1,1,1:1,https://www.comafi.com.ar/Programas-CEDEARs-2483.note.aspx
BANCO_COMAFI,SNOW,SNOW,30,1,30:1,https://www.comafi.com.ar/Programas-CEDEARs-2483.note.aspx
BANCO_COMAFI,SONY,SONY,8,1,8:1,https://www.comafi.com.ar/Programas-CEDEARs-2483.note.aspx
BANCO_COMAFI,SPCE,SPCE,1,2,1:2,https://www.comafi.com.ar/Programas-CEDEARs-2483.note.aspx
BANCO_COMAFI,SPGI,SPGI,45,1,45:1,https://www.comafi.com.ar/Programas-CEDEARs-2483.note.aspx
BANCO_COMAFI,SPOT,SPOT,28,1,28:1,https://www.comafi.com.ar/Programas-CEDEARs-2483.note.aspx
CAJA_DE_VALORES,SPXL,SPXL,25,1,25:1,https://cajadevalores.com.ar/Servicios/Cedears
CAJA_DE_VALORES,SPY,SPY,60,1,60:1,https://cajadevalores.com.ar/Servicios/Cedears
BANCO_COMAFI,STLA,STLA,5,1,5:1,https://www.comafi.com.ar/Programas-CEDEARs-2483.note.aspx
BANCO_COMAFI,STNE,STNE,3,1,3:1,https://www.comafi.com.ar/Programas-CEDEARs-2483.note.aspx
BANCO_COMAFI,SUZ,SUZ,1,1,1:1,https://www.comafi.com.ar/Programas-CEDEARs-2483.note.aspx
CAJA_DE_VALORES,SUZB3,SUZB3,1,1,1:1,https://cajadevalores.com.ar/Servicios/Cedears
BANCO_COMAFI,SWKS,SWKS,21,1,21:1,https://www.comafi.com.ar/Programas-CEDEARs-2483.note.aspx
BANCO_COMAFI,SYY,SYY,8,1,8:1,https://www.comafi.com.ar/Programas-CEDEARs-2483.note.aspx
BANCO_COMAFI,T,T,3,1,3:1,https://www.comafi.com.ar/Programas-CEDEARs-2483.note.aspx
BANCO_COMAFI,TCOM,TCOM,2,1,2:1,https://www.comafi.com.ar/Programas-CEDEARs-2483.note.aspx
BANCO_COMAFI,TEF,TEFO,8,1,8:1,https://www.comafi.com.ar/Programas-CEDEARs-2483.note.aspx
BANCO_COMAFI,TGT,TGT,24,1,24:1,https://www.comafi.com.ar/Programas-CEDEARs-2483.note.aspx
BANCO_COMAFI,TIIAY,TIIAY,1,1,1:1,https://www.comafi.com.ar/Programas-CEDEARs-2483.note.aspx
BANCO_COMAFI,TIMB,TSU,1,1,1:1,https://www.comafi.com.ar/Programas-CEDEARs-2483.note.aspx
CAJA_DE_VALORES,TIMS3,TIMS3,1,1,1:1,https://cajadevalores.com.ar/Servicios/Cedears
BANCO_COMAFI,TJX,TJX,22,1,22:1,https://www.comafi.com.ar/Programas-CEDEARs-2483.note.aspx
BANCO_COMAFI,TM,TM,15,1,15:1,https://www.comafi.com.ar/Programas-CEDEARs-2483.note.aspx
BANCO_COMAFI,TMO,TMO,22,1,22:1,https://www.comafi.com.ar/Programas-CEDEARs-2483.note.aspx
BANCO_COMAFI,TMUS,TMUS,33,1,33:1,https://www.comafi.com.ar/Programas-CEDEARs-2483.note.aspx
CAJA_DE_VALORES,TQQQ,TQQQ,25,1,25:1,https://cajadevalores.com.ar/Servicios/Cedears
BANCO_COMAFI,TRIP,TRIP,2,1,2:1,https://www.comafi.com.ar/Programas-CEDEARs-2483.note.aspx
BANCO_COMAFI,TRV,TRV,6,1,6:1,https://www.comafi.com.ar/Programas-CEDEARs-2483.note.aspx
BANCO_COMAFI,TS,TEN,1,1,1:1,https://www.comafi.com.ar/Programas-CEDEARs-2483.note.aspx
BANCO_COMAFI,TSLA,TSLA,15,1,15:1,https://www.comafi.com.ar/Programas-CEDEARs-2483.note.aspx
BANCO_COMAFI,TSM,TSM,9,1,9:1,https://www.comafi.com.ar/Programas-CEDEARs-2483.note.aspx
BANCO_COMAFI,TTE,TTE,3,1,3:1,https://www.comafi.com.ar/Programas-CEDEARs-2483.note.aspx
BANCO_COMAFI,TV,TV,3,1,3:1,https://www.comafi.com.ar/Programas-CEDEARs-2483.note.aspx
BANCO_COMAFI,TWLO,TWLO,36,1,36:1,https://www.comafi.com.ar/Programas-CEDEARs-2483.note.aspx
BANCO_COMAFI,TX,TXR,4,1,4:1,https://www.comafi.com.ar/Programas-CEDEARs-2483.note.aspx
BANCO_COMAFI,TXN,TXN,5,1,5:1,https://www.comafi.com.ar/Programas-CEDEARs-2483.note.aspx
CAJA_DE_VALORES,UAL,UAL,5,1,5:1,https://cajadevalores.com.ar/Servicios/Cedears
CAJA_DE_VALORES,UBER,UBER,2,1,2:1,https://cajadevalores.com.ar/Servicios/Cedears
BANCO_COMAFI,UGP,UGP,1,1,1:1,https://www.comafi.com.ar/Programas-CEDEARs-2483.note.aspx
BANCO_COMAFI,UL,UL,3,1,3:1,https://www.comafi.com.ar/Programas-CEDEARs-2483.note.aspx
BANCO_COMAFI,UNH,UNH,33,1,33:1,https://www.comafi.com.ar/Programas-CEDEARs-2483.note.aspx
BANCO_COMAFI,UNP,UNP,20,1,20:1,https://www.comafi.com.ar/Programas-CEDEARs-2483.note.aspx
CAJA_DE_VALORES,UPST,UPST,5,1,5:1,https://cajadevalores.com.ar/Servicios/Cedears
CAJA_DE_VALORES,URA,URA,5,1,5:1,https://cajadevalores.com.ar/Servicios/Cedears
BANCO_COMAFI,URBN,URBN,2,1,2:1,https://www.comafi.com.ar/Programas-CEDEARs-2483.note.aspx
BANCO_COMAFI,USB,USB,5,1,5:1,https://www.comafi.com.ar/Programas-CEDEARs-2483.note.aspx
BANCO_COMAFI,V,V,18,1,18:1,https://www.comafi.com.ar/Programas-CEDEARs-2483.note.aspx
BANCO_COMAFI,VALE,VALE,2,1,2:1,https://www.comafi.com.ar/Programas-CEDEARs-2483.note.aspx
CAJA_DE_VALORES,VALE3,VALE3,1,1,1:1,https://cajadevalores.com.ar/Servicios/Cedears
BANCO_COMAFI,VEA,VEA,10,1,10:1,https://www.comafi.com.ar/Programas-CEDEARs-2483.note.aspx
BANCO_COMAFI,VIST,VIST,3,1,3:1,https://www.comafi.com.ar/Programas-CEDEARs-2483.note.aspx
BANCO_COMAFI,VIV,VIV,1,1,1:1,https://www.comafi.com.ar/Programas-CEDEARs-2483.note.aspx
CAJA_DE_VALORES,VIVT3,VIVT3,1,1,1:1,https://cajadevalores.com.ar/Servicios/Cedears
BANCO_COMAFI,VOD,VOD,1,1,1:1,https://www.comafi.com.ar/Programas-CEDEARs-2483.note.aspx
BANCO_COMAFI,VRSN,VRSN,6,1,6:1,https://www.comafi.com.ar/Programas-CEDEARs-2483.note.aspx
CAJA_DE_VALORES,VXX,VXX,5,1,5:1,https://cajadevalores.com.ar/Servicios/Cedears
BANCO_COMAFI,VZ,VZ,4,1,4:1,https://www.comafi.com.ar/Programas-CEDEARs-2483.note.aspx
BANCO_COMAFI,WB,WBO,6,1,6:1,https://www.comafi.com.ar/Programas-CEDEARs-2483.note.aspx
BANCO_COMAFI,WBA,WBA,3,1,3:1,https://www.comafi.com.ar/Programas-CEDEARs-2483.note.aspx
CAJA_DE_VALORES,WEGE3,WEGE3,1,1,1:1,https://cajadevalores.com.ar/Servicios/Cedears
BANCO_COMAFI,WFC,WFC,5,1,5:1,https://www.comafi.com.ar/Programas-CEDEARs-2483.note.aspx
BANCO_COMAFI,WMT,WMT,18,1,18:1,https://www.comafi.com.ar/Programas-CEDEARs-2483.note.aspx
BANCO_COMAFI,X,X,3,1,3:1,https://www.comafi.com.ar/Programas-CEDEARs-2483.note.aspx
BANCO_COMAFI,XLB,XLB,18,1,18:1,https://www.comafi.com.ar/Programas-CEDEARs-2483.note.aspx
BANCO_COMAFI,XLC,XLC,19,1,19:1,https://www.comafi.com.ar/Programas-CEDEARs-2483.note.aspx
CAJA_DE_VALORES,XLE,XLE,2,1,2:1,https://cajadevalores.com.ar/Servicios/Cedears
CAJA_DE_VALORES,XLF,XLF,2,1,2:1,https://cajadevalores.com.ar/Servicios/Cedears
BANCO_COMAFI,XLI,XLI,28,1,28:1,https://www.comafi.com.ar/Programas-CEDEARs-2483.note.aspx
BANCO_COMAFI,XLK,XLK,46,1,46:1,https://www.comafi.com.ar/Programas-CEDEARs-2483.note.aspx
BANCO_COMAFI,XLP,XLP,16,1,16:1,https://www.comafi.com.ar/Programas-CEDEARs-2483.note.aspx
BANCO_COMAFI,XLRE,XLRE,9,1,9:1,https://www.comafi.com.ar/Programas-CEDEARs-2483.note.aspx
CAJA_DE_VALORES,XLU,XLU,15,1,15:1,https://cajadevalores.com.ar/Servicios/Cedears
BANCO_COMAFI,XLV,XLV,29,1,29:1,https://www.comafi.com.ar/Programas-CEDEARs-2483.note.aspx
BANCO_COMAFI,XLY,XLY,43,1,43:1,https://www.comafi.com.ar/Programas-CEDEARs-2483.note.aspx
CAJA_DE_VALORES,XME,XME,30,1,30:1,https://cajadevalores.com.ar/Servicios/Cedears
BANCO_COMAFI,XOM,XOM,10,1,10:1,https://www.comafi.com.ar/Programas-CEDEARs-2483.note.aspx
BANCO_COMAFI,XP,XP,4,1,4:1,https://www.comafi.com.ar/Programas-CEDEARs-2483.note.aspx
BANCO_COMAFI,XRX,XRX,1,1,1:1,https://www.comafi.com.ar/Programas-CEDEARs-2483.note.aspx
BANCO_COMAFI,XYZ,XYZ,20,1,20:1,https://www.comafi.com.ar/Programas-CEDEARs-2483.note.aspx
BANCO_COMAFI,YELP,YELP,2,1,2:1,https://www.comafi.com.ar/Programas-CEDEARs-2483.note.aspx
BANCO_COMAFI,YY,YY,5,1,5:1,https://www.comafi.com.ar/Programas-CEDEARs-2483.note.aspx
BANCO_COMAFI,YZCAY,YZCA,2,1,2:1,https://www.comafi.com.ar/Programas-CEDEARs-2483.note.aspx
BANCO_COMAFI,ZM,ZM,47,1,47:1,https://www.comafi.com.ar/Programas-CEDEARs-2483.note.aspx
