dimension,regime,months,strategy_ann_return,benchmark_ann_return,ann_active,hit_rate,strategy_vol,benchmark_vol
market_regime,BEAR,17,-0.03693875767681058,-0.12443646203032846,0.08749770435351786,0.5882352941176471,0.31956461392616475,0.23801226887919197
market_regime,BULL,124,0.29512771757958706,0.1800180590470857,0.11510965853250138,0.6048387096774194,0.16694991643150342,0.12984103864736737
vol_regime,HIGH_VOL,74,0.22863438035096054,0.1458472224898713,0.08278715786108928,0.6081081081081081,0.22298625381180975,0.1780779732593974
vol_regime,LOW_VOL,56,0.3105110825164359,0.1573024594497745,0.1532086230666614,0.5892857142857143,0.1538105087644636,0.10244040587291509
