asof,seal_id,ticker,action,currently_held,current_weight,phase3z_economic_target_weight,raw_model_target_weight,weight_delta,resize_band,entry_ok,expected_active_total,effective_horizon_sessions,positive_active_horizon_share,score_5d,score_10d,score_20d,score_60d,score_120d,score_252d,reason
2026-09-11,46bbbf853561e26625ee3ecbccb6037051556f2f3ca26dcb4e311c165c08d8e9,AVGO,EXIT,True,0.3328920839867218,0.0,0.0,-0.3328920839867218,0.005796402966030618,False,-0.00023705410969567387,36.02097654975962,0.7370637460508975,0.73224043715847,0.8469945355191257,0.819672131147541,0.9180327868852459,0.8360655737704918,0.6065573770491803,Existing position loses positive expected active alpha; exact Phase3Z rule exits.
2026-09-11,46bbbf853561e26625ee3ecbccb6037051556f2f3ca26dcb4e311c165c08d8e9,NVDA,EXIT,True,0.26723418121092396,0.0,0.0,-0.26723418121092396,0.006926641680913313,False,-0.00466352834776346,33.08636687564591,0.36943703279033546,0.6775956284153005,0.6939890710382514,0.7868852459016393,0.5683060109289617,0.7213114754098361,0.5081967213114754,Existing position loses positive expected active alpha; exact Phase3Z rule exits.
2026-09-11,46bbbf853561e26625ee3ecbccb6037051556f2f3ca26dcb4e311c165c08d8e9,GOOGL,REDUCE,True,0.3998737348023542,0.020753305832990565,0.013663455908540142,-0.37912042896936365,0.0070898499244504525,True,0.0038543709822177158,39.61605029979323,0.7926499720093061,0.5956284153005464,0.8633879781420765,0.8415300546448088,0.8579234972677595,0.9180327868852459,0.6502732240437158,Current weight is above desired weight by more than the sealed resize band.
2026-09-11,46bbbf853561e26625ee3ecbccb6037051556f2f3ca26dcb4e311c165c08d8e9,FDX,BUY,False,0.0,0.08934579808489145,0.08934579808489145,0.08934579808489145,0.01273507808994491,True,0.014031448798957142,40.967715516631195,0.8363172521018211,0.4918032786885246,0.9781420765027322,0.9453551912568307,0.8797814207650273,0.8907103825136612,0.8142076502732241,No current position; sealed Phase3Z entry gate is open.
2026-09-11,46bbbf853561e26625ee3ecbccb6037051556f2f3ca26dcb4e311c165c08d8e9,NKE,BUY,False,0.0,0.06344129289079982,0.06344129289079982,0.06344129289079982,0.009552984782922812,True,0.013281983449656339,37.14125031408989,0.966307051177737,0.8306010928961749,0.9453551912568307,0.9289617486338798,0.9672131147540983,0.912568306010929,0.819672131147541,No current position; sealed Phase3Z entry gate is open.
2026-09-11,46bbbf853561e26625ee3ecbccb6037051556f2f3ca26dcb4e311c165c08d8e9,CEPU,BUY,False,0.0,0.06143078214313742,0.06143078214313742,0.06143078214313742,0.007052059014420661,True,0.017422083966546063,35.69090166256359,1.0,0.912568306010929,0.9672131147540983,0.9836065573770492,0.9453551912568307,0.8415300546448088,0.912568306010929,No current position; sealed Phase3Z entry gate is open.
2026-09-11,46bbbf853561e26625ee3ecbccb6037051556f2f3ca26dcb4e311c165c08d8e9,CAAP,BUY,False,0.0,0.057499552780832824,0.057499552780832824,0.057499552780832824,0.011060294287067937,True,0.010397472488243503,39.557211665856485,0.7805605486289907,0.639344262295082,0.9344262295081968,0.912568306010929,0.9562841530054644,0.8579234972677595,0.8306010928961749,No current position; sealed Phase3Z entry gate is open.
2026-09-11,46bbbf853561e26625ee3ecbccb6037051556f2f3ca26dcb4e311c165c08d8e9,TTWO,BUY,False,0.0,0.05640757295772763,0.05640757295772763,0.05640757295772763,0.007879136451597312,True,0.014318211977733248,40.201782626088026,0.8030157793607738,0.6065573770491803,0.9562841530054644,0.9344262295081968,0.9781420765027322,0.9453551912568307,0.7759562841530054,No current position; sealed Phase3Z entry gate is open.
2026-09-11,46bbbf853561e26625ee3ecbccb6037051556f2f3ca26dcb4e311c165c08d8e9,ZTS,BUY,False,0.0,0.052242152427021446,0.052242152427021446,0.052242152427021446,0.009636712101245167,True,0.01084231880711082,35.49788375843546,0.9999999999999999,0.8961748633879781,0.9016393442622951,0.9726775956284153,0.9016393442622951,0.825136612021858,0.8688524590163934,No current position; sealed Phase3Z entry gate is open.
2026-09-11,46bbbf853561e26625ee3ecbccb6037051556f2f3ca26dcb4e311c165c08d8e9,NUE,BUY,False,0.0,0.04973543723614926,0.04973543723614926,0.04973543723614926,0.00652618186022871,True,0.015241817743156265,42.639798620701114,0.8620151718595894,0.5519125683060109,0.9617486338797814,0.9672131147540983,0.9344262295081968,0.9836065573770492,0.8907103825136612,No current position; sealed Phase3Z entry gate is open.
