end_month,window_months,strategy_cagr,spy_cagr,spread
2019-02,60,0.07664406823671066,0.03281894872096269,0.04382511951574797
2019-02,60,0.08031454944420213,0.031894874734332834,0.0484196747098693
2019-02,60,0.07486000796781034,0.030971627526427348,0.04388838044138299
2019-03,60,0.06558857224808667,0.02717662900478235,0.038411943243304325
2019-03,60,0.050748595612574166,0.0233955998431028,0.027352995769471367
2019-03,60,0.03176994084744744,0.01962848862028377,0.012141452227163674
2019-03,60,0.029369157545354074,0.01587524410450092,0.013493913440853156
2019-03,60,0.024401644815823964,0.013139647835947788,0.011261996979876177
2019-03,60,0.023700817189471035,0.010411418108698056,0.013289399080772979
2019-03,60,0.019804474678411843,0.007690535085785433,0.01211393959262641
2019-03,60,0.013571136830343944,0.004976978983661118,0.008594157846682826
2019-04,60,-0.021549093865830038,0.0067109906101283645,-0.028260084475958402
2019-04,60,-0.04273494128384614,0.00844799414226527,-0.05118293542611141
2019-04,60,-0.07128457037958602,0.010187994742377526,-0.08147256512196355
2019-04,60,-0.09722387503155117,0.011930997581679037,-0.1091548726132302
2019-04,60,-0.09018857469970876,0.018858515647480978,-0.10904709034718973
2019-04,60,-0.10031800206196517,0.025833458396059328,-0.1261514604580245
2019-04,60,-0.1085645501076381,0.03285615048922175,-0.14142070059685985
2019-04,60,-0.12139502879498976,0.039926918811358236,-0.161321947606348
2019-05,60,-0.08857113945646888,0.02509544100706873,-0.11366658046353761
2019-05,60,-0.06372335909557247,0.010475490310963398,-0.07419884940653587
2019-05,60,-0.03432865802438556,-0.003935950084728801,-0.03039270793965676
2019-05,60,-0.00022778764916053795,-0.018141853961950005,0.017914066312789467
2019-05,60,0.011499895345547628,-0.017019467232022745,0.028519362577570373
2019-05,60,0.0316215008369809,-0.015895797473608697,0.047517298310589595
2019-05,60,0.046453555403392244,-0.014770843220045293,0.06122439862343754
2019-05,60,0.06559194146161795,-0.013644603002994193,0.07923654446461215
2019-06,60,0.06861937394156725,0.014136557485521228,0.054482816456046024
2019-06,60,0.06899117123502552,0.042700187335930506,0.02629098389909501
2019-06,60,0.07262281800926584,0.07206832516330697,0.000554492845958876
2019-06,60,0.0681760321732372,0.10226363031061214,-0.03408759813737494
2019-06,60,0.0995010438970092,0.11309498882499924,-0.013593944927990043
2019-06,60,0.11454416946389112,0.12403278133942153,-0.009488611875530406
2019-06,60,0.13061537783292776,0.135078053724196,-0.004462675891268253
2019-06,60,0.1462941032601759,0.14623186212685124,6.224113332464754e-05
2019-07,60,0.1666114430748633,0.14545861977181418,0.02115282330304913
2019-07,60,0.18963288454685134,0.14468589904225215,0.04494698550459919
2019-07,60,0.2002862642090606,0.1439136995862793,0.056372564622781285
2019-07,60,0.21003713890845432,0.14314202105224672,0.06689511785620761
2019-07,60,0.19215724747251617,0.16790963705195794,0.02424761042055823
2019-07,60,0.1668803792497482,0.19321387474084872,-0.026333495491100534
2019-07,60,0.14687260951142056,0.2190663607057206,-0.07219375119430005
2019-07,60,0.1360024436008329,0.2454789734380669,-0.109476529837234
2019-08,60,0.11922080692474446,0.26437379503970626,-0.1451529881149618
2019-08,60,0.09649757245165103,0.2835552648232673,-0.1870576923716163
2019-08,60,0.08865719317762166,0.30302773145008866,-0.214370538272467
2019-08,60,0.06915247208051478,0.3227956095538633,-0.25364313747334855
2019-08,60,0.07119629685780993,0.2981836473533215,-0.22698735049551155
2019-08,60,0.06594846245749642,0.2740296158255042,-0.2080811533680078
2019-08,60,0.061804303233783386,0.250324994702938,-0.18852069146915462
2019-08,60,0.06033502873111729,0.2270614222464189,-0.1667263935153016
2019-09,60,0.059499704195494996,0.21297021654495008,-0.15347051234945508
2019-09,60,0.06159267358176712,0.1990408300275266,-0.13744815644575947
2019-09,60,0.058308579552411866,0.18527140441112522,-0.12696282485871335
2019-09,60,0.04451212834981999,0.17166010275268895,-0.12714797440286896
2019-09,60,0.04199803075534869,0.16870409186077406,-0.12670606110542537
2019-09,60,0.03226349049081856,0.1657555387634635,-0.13349204827264494
2019-09,60,0.026666650426771854,0.16281442464529983,-0.13614777421852797
2019-09,60,0.02449072401614516,0.1598807307382939,-0.13539000672214874
2019-10,60,0.022981883173744277,0.157554553800493,-0.1345726706267487
2019-10,60,0.02138923659953984,0.15523304208300548,-0.13384380548346564
2019-10,60,0.013163146635891465,0.15291618622958647,-0.139753039593695
2019-10,60,0.012589468450693309,0.15060397690275562,-0.1380145084520623
2019-10,60,0.013545157487762971,0.15150770277620484,-0.13796254528844187
2019-10,60,0.008654578506186672,0.1524121384685584,-0.14375755996237172
2019-10,60,0.0033378140854127825,0.15331728453733406,-0.14997947045192128
2019-10,60,0.0049707571295816155,0.15422314154048666,-0.14925238441090505
2019-11,60,0.009991719091438256,0.1582978263172825,-0.14830610722584425
2019-11,60,0.017672042845053415,0.16238689570952514,-0.14471485286447172
2019-11,60,0.0260517465408876,0.1664904004983594,-0.1404386539574718
2019-11,60,0.04010531737658485,0.17060839164420116,-0.13050307426761631
2019-11,60,0.08341989974155672,0.16955953675279956,-0.08613963701124283
2019-11,60,0.11445300798098379,0.1685116216262168,-0.05405861364523301
2019-11,60,0.14918044495534155,0.167464645422432,-0.01828420046709045
2019-11,60,0.1858151260637957,0.1664186073001781,0.019396518763617587
2019-12,60,0.21344152134519123,0.1637624170978309,0.04967910424736033
2019-12,60,0.2338318497148355,0.16111227562134145,0.07271957409349405
2019-12,60,0.2642017277166775,0.15846816909643802,0.10573355862023948
2019-12,60,0.2750287810723191,0.15583008378021734,0.11919869729210175
2019-12,60,0.25729246526915395,0.17789175300245197,0.07940071226670198
2019-12,60,0.22170802750938146,0.20037451980269716,0.021333507706684296
2019-12,60,0.19018748177118505,0.22328642179444502,-0.03309894002325997
2019-12,60,0.1598033250191806,0.24663565000748333,-0.08683232498830273
2020-01,60,0.1282910673542712,0.26307197268118876,-0.13478090532691755
2020-01,60,0.08903392072728122,0.2797250007756258,-0.19069108004834456
2020-01,60,0.07623840871102772,0.29659759145296527,-0.22035918274193755
2020-01,60,0.05268593212467776,0.3136926395457602,-0.26100670742108245
2020-01,60,0.02834733901587838,0.29603126655780265,-0.26768392754192427
2020-01,60,0.0084944918745129,0.27860733426672524,-0.27011284239221234
2020-01,60,-0.007541904137278621,0.26141765050368715,-0.26895955464096577
2020-01,60,-0.0018215153424051556,0.24445906601558232,-0.24628058135798747
2020-02,60,-0.0295989591194733,0.207740696508802,-0.2373396556282753
2020-02,60,-0.05537933059066402,0.17210572033817506,-0.22748505092883908
2020-02,60,-0.07314017038808296,0.137522171456826,-0.21066234184490895
2020-02,60,-0.0847173057985453,0.10395902699162773,-0.18867633279017304
2020-02,60,-0.10971842294440837,0.08264446825244343,-0.1923628911968518
2020-02,60,-0.11949082853279835,0.06174143784278807,-0.18123226637558643
2020-02,60,-0.11583410762576396,0.04124199022796482,-0.15707609785372878
2020-02,60,-0.11029290311988371,0.021138333280751542,-0.13143123640063525
2020-03,60,-0.08332887842602987,-0.008721730039776387,-0.07460714838625349
2020-03,60,-0.057201587958938815,-0.03770862725494273,-0.019492960703996087
2020-03,60,-0.030518998725947544,-0.06584789143342784,0.0353288927074803
2020-03,60,0.002262910949574204,-0.09316430900751316,0.09542721995708736
2020-03,60,0.037821687551117256,-0.1140492557348175,0.15187094328593476
2020-03,60,0.07022391881713852,-0.13445321014550393,0.20467712896264245
2020-03,60,0.10133351628402254,-0.15438724976884088,0.2557207660528634
2020-03,60,0.13968802298713445,-0.1738621970122367,0.31355021999937116
2020-04,60,0.13709732228169869,-0.15100997241170122,0.2881072946933999
2020-04,60,0.1516592365666829,-0.1275256206196672,0.2791848571863501
2020-04,60,0.16391685073397144,-0.10339165603929612,0.26730850677326756
2020-04,60,0.1858130434142229,-0.07859010939562128,0.26440315280984417
2020-04,60,0.18849033448249286,-0.05992496838252681,0.24841530286501967
2020-04,60,0.19473457062584276,-0.04088172475452567,0.23561629538036843
2020-04,60,0.20171956317401185,-0.02145271922914538,0.22317228240315723
2020-04,60,0.23530437959270212,-0.0016301373686580245,0.23693451696136014
2020-05,60,0.23753769631377053,0.0038306219262815855,0.23370707438748894
2020-05,60,0.2501911951673761,0.009321249803190268,0.24086994536418582
2020-05,60,0.2647167869303817,0.014841909633522388,0.2498748772968593
2020-05,60,0.27441611754826867,0.020392765682321068,0.2540233518659476
2020-05,60,0.2788767900488911,0.025442083457946962,0.25343470659094414
2020-05,60,0.2897619665425706,0.03051638730840267,0.2592455792341679
2020-05,60,0.30325705431915395,0.035615800874933434,0.2676412534442205
2020-05,60,0.3163213796975899,0.04074044841061064,0.27558093128697925
2020-06,60,0.3211632672483098,0.0398489512541651,0.2813143159941447
2020-06,60,0.34432256783981674,0.03895821775323127,0.30536435008658547
2020-06,60,0.368588935812987,0.03806824725366309,0.3305206885593239
2020-06,60,0.38192150659779567,0.037179039101874256,0.3447424674959214
2020-06,60,0.38904176841062243,0.033456184236499986,0.35558558417412245
2020-06,60,0.39894102530789155,0.029746692202253566,0.369194333105638
2020-06,60,0.40885194041428163,0.026050515034531374,0.38280142537975026
2020-06,60,0.4176259557248603,0.022367604940895625,0.39525835078396465
2020-07,60,0.42810013337399466,0.026807059697133484,0.4012930736768612
2020-07,60,0.43011314059427574,0.0312657920189332,0.39884734857534254
2020-07,60,0.43788758064324074,0.03574388561579389,0.40214369502744685
2020-07,60,0.4425434024850632,0.040241424560709005,0.4023019779243542
2020-07,60,0.4553773121878075,0.04620483597041658,0.40917247621739095
2020-07,60,0.4802080583707806,0.052202433939898985,0.42800562443088164
2020-07,60,0.505822820114948,0.05823441445108535,0.4475884056638626
2020-07,60,0.5529786629064499,0.06430097460941364,0.4886776882970363
2020-08,60,0.5335479618653634,0.07259800528966331,0.46094995657570004
2020-08,60,0.5367661375523904,0.08095971759639942,0.455806419955991
2020-08,60,0.5465455608356926,0.08938661577179796,0.45715894506389465
2020-08,60,0.5421804854043983,0.09787920798898431,0.44430127741541403
2020-08,60,0.5507756659758922,0.11288404572489097,0.43789162025100126
2020-08,60,0.5605747455098153,0.12809395625372666,0.4324807892560887
2020-08,60,0.5294718848688855,0.1435117423282528,0.3859601425406327
2020-08,60,0.5400295386816729,0.15914024500676582,0.3808892936749071
2020-09,60,0.5641914748911807,0.15041964562789079,0.4137718292632899
2020-09,60,0.57195176892752,0.14176465423204854,0.43018711469547144
2020-09,60,0.5808417357602238,0.13317477722846016,0.44766695853176364
2020-09,60,0.5657228774611476,0.12464952473979563,0.44107335272135195
2020-09,60,0.5945589566141158,0.1346610227238263,0.45989793389028955
2020-09,60,0.6312599847652731,0.14476164188710428,0.48649834287816884
2020-09,60,0.6509132992573385,0.15495217557589958,0.49596112368143896
2020-09,60,0.661343971927288,0.16523342419875875,0.49611054772852925
2020-10,60,0.766733426702285,0.17864627699039715,0.5880871497118878
2020-10,60,0.8705118126273672,0.19221352341362397,0.6782982892137432
2020-10,60,0.9228120680098786,0.20593694067376922,0.7168751273361094
2020-10,60,0.9920167334266445,0.2198183264333462,0.7721984069932983
2020-10,60,0.9941222912520253,0.24648658507672816,0.7476357061752972
2020-10,60,0.9849042596234656,0.2737378780979831,0.7111663815254825
2020-10,60,0.9763898541137741,0.30158495207686853,0.6748049020369056
2020-10,60,0.9558124000175647,0.330040832265037,0.6257715677525277
2020-11,60,0.9103989211154315,0.39450289238233016,0.5158960287331014
2020-11,60,0.8754595218191716,0.462089185300423,0.41337033651874866
2020-11,60,0.8319286725014463,0.5329511307936114,0.29897754170783486
2020-11,60,0.7973388324413908,0.6072474873812557,0.19009134506013514
2020-11,60,0.8053495461966198,0.6020205398132614,0.20332900638335838
2020-11,60,0.8030967159625491,0.5968105908600381,0.206286125102511
2020-11,60,0.8211518076173716,0.5916175852401993,0.22953422237717236
2020-11,60,0.8093017185600666,0.5864414678521406,0.22286025070792603
2020-12,60,0.7887268677377097,0.5602721308411944,0.2284547368965153
2020-12,60,0.7566847565886727,0.5345344732924089,0.22215028329626385
