date,nav,net_return,turnover,entry_exit_notional,resize_notional,cost_fraction,holdings,cash_weight,max_name_weight,requested,executed,blocked,deviation
2019-01-02,1.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0
2019-01-03,0.9983554132360445,-0.0016445867639555134,0.8222933819777344,0.8222933819777345,0.0,0.0016445867639554687,43,0.17770661802226562,0.047708256867716584,0.9734228856349436,0.8222933819777344,0.15112950365720923,0.15112950365720923
2019-01-04,1.0299755559234394,0.0316722304183259,0.19432930633693957,0.17036229830735833,0.16687413564431156,0.00067447286790334,45,0.12071268591203055,0.043390722111470895,0.4357495768643711,0.33723643395166997,0.09851314291270113,0.09851314291270113
2019-01-07,1.0463464937254856,0.01589449158079148,0.10362522818958433,0.04488328439215123,0.09808088112599474,0.00028592833103629193,43,0.18307635393876465,0.04495753209482459,0.3093781712695844,0.14296416551814597,0.16641400575143844,0.16641400575143844
2019-01-08,1.0549043486683587,0.008178796406535627,0.09181233481364255,0.07107386375695576,0.09699056118898863,0.0003361288498918888,42,0.1970903634924036,0.045115599275550804,0.3651547884383479,0.1680644249459444,0.19709036349240353,0.19709036349240353
2019-01-09,1.0661116595542246,0.01062400671683017,0.11753170858908212,0.0726972586888217,0.15500095622078675,0.00045539642981921695,43,0.20229487733584872,0.04810410396697489,0.4299930922454571,0.22769821490960848,0.20229487733584864,0.20229487733584864
2019-01-10,1.072046956132998,0.005567237282870563,0.1351064124240205,0.12050168457540629,0.12501257792000559,0.0004910285249908238,44,0.2257746687370884,0.04431971132479973,0.4712889312325004,0.2455142624954119,0.2257746687370885,0.2257746687370885
2019-01-11,1.0719245928721866,-0.00011413983325203603,0.07097643664479462,0.045625460685474,0.08515809319278408,0.0002615671077565162,44,0.23691069900473816,0.04485929501907189,0.36667942418286564,0.1307835538782581,0.23589587030460754,0.23589587030460754
2019-01-14,1.067086406226132,-0.004513551305965202,0.041389937255963086,0.014850823277254482,0.06704972713006466,0.00016380110081463828,45,0.23706654957573836,0.04489858879306053,0.30676483384629766,0.08190055040731914,0.2248642834389785,0.2248642834389785
2019-01-15,1.0737291790080774,0.00622514985027145,0.1458132883771214,0.07186664209578789,0.17142717206987698,0.0004865876283313297,44,0.18715250227573443,0.04195458047616925,0.43044631644139925,0.24329381416566484,0.18715250227573438,0.18715250227573438
2019-01-16,1.071087196196167,-0.002460567211511444,0.16727701748262308,0.15209311313985766,0.14393626741365403,0.0005920587611070233,43,0.14897840646902571,0.049060593772929255,0.4313284751436364,0.2960293805535117,0.13529909459012476,0.13529909459012476
2019-01-17,1.0788371252917448,0.007235572531443468,0.06661850372111944,0.06255839085035603,0.06086536397468933,0.0002468475096500907,41,0.1576849477620228,0.04887571849053367,0.24106776220810075,0.12342375482504535,0.1176440073830554,0.1176440073830554
2019-01-18,1.0897238368828248,0.01009115401746663,0.20135354719027782,0.2303097534573838,0.10116237279611623,0.0006629442525070001,43,0.08477116142417118,0.05438603092996892,0.4162432876776711,0.33147212625350003,0.08477116142417106,0.08477116142417106
2019-01-22,1.0724866423889272,-0.015817947548256717,0.16179958833398694,0.11737176812337273,0.19582382689901437,0.0006263911900447742,43,0.07567608349811294,0.05642233692933368,0.3730254601825595,0.3131955950223871,0.05982986516017245,0.05982986516017245
2019-01-23,1.072190495883449,-0.0002761307169464322,0.09707689194828169,0.046728812175308526,0.11170849443195163,0.0003168746132145203,40,0.11138947659728049,0.05386803865117224,0.258481764514885,0.15843730660726016,0.10004445790762487,0.10004445790762487
2019-01-24,1.0836423007794302,0.010680755835785982,0.15104714063996416,0.1664589112938434,0.1250721586858029,0.0005830621399592927,42,0.09958485372211623,0.0764978687751639,0.38387750763906764,0.29153106997964634,0.09234643765942133,0.09234643765942133
2019-01-25,1.0943918291423544,0.009919812428134556,0.140051373392771,0.09778995097605755,0.1803267755149695,0.0005562334529820542,46,0.09656582517900691,0.0670076083206357,0.37468255167003406,0.2781167264910271,0.09656582517900693,0.09656582517900693
2019-01-28,1.0861884762356435,-0.007495809716652979,0.2899841876512128,0.39139697312709665,0.12373721302392271,0.0010302683723020388,47,0.03236070171947247,0.059441027479268854,0.5430157749524149,0.5151341861510194,0.02788158880139563,0.02788158880139563
2019-01-29,1.0833674491640002,-0.0025971800781942056,0.21176870818919769,0.2099199972982677,0.18119783154856806,0.0007822356576936715,51,1.1102230246251565e-16,0.05049445951815849,0.3911178288468357,0.3911178288468357,0.0,0.0
