date,nav,net_return,turnover,cost_fraction,holdings,cash_weight,max_name_weight,requested,executed,blocked,deviation,blocked_names
2019-01-02,1.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0
2019-01-03,0.9982714397639335,-0.0017285602360664898,0.8642801180332295,0.001728560236066459,104,0.13571988196677054,0.053580201212715485,1.0,0.8642801180332295,0.13571988196677048,0.13571988196677048,15
2019-01-04,1.0306459768479175,0.03243059532148873,0.2024040302067482,0.0007215122523783162,107,0.08730988227317538,0.05733004797871685,0.44806600846233346,0.3607561261891581,0.08730988227317535,0.08730988227317535,14
2019-01-07,1.0478441451604505,0.01668678547131308,0.16466132352067694,0.0005442373476175838,107,0.14303410914209225,0.05639540166203464,0.4151527829508843,0.2721186738087919,0.14303410914209239,0.14303410914209239,15
2019-01-08,1.0561525317910188,0.007929029015375066,0.12496787364064181,0.0004643383121815434,104,0.1596096067299403,0.05470574789424816,0.39177876282071217,0.23216915609077168,0.15960960672994046,0.15960960672994046,14
2019-01-09,1.0668586675265077,0.01013692190590465,0.15743995975923164,0.0006236415749287363,102,0.15485022071212717,0.050177904624868576,0.46667100817649526,0.31182078746436814,0.15485022071212712,0.15485022071212712,14
2019-01-10,1.072708164727013,0.005482916696048612,0.17979408946527092,0.0006540113365453699,109,0.1864876087382995,0.053402630188550834,0.5134932770109845,0.32700566827268496,0.18648760873829956,0.18648760873829956,14
2019-01-11,1.0728490586324892,0.0001313441158641293,0.10359827584168306,0.0004129752438798474,113,0.18709504299678803,0.05302385332745684,0.3935826649367116,0.2064876219399237,0.18709504299678795,0.18709504299678795,14
2019-01-14,1.0666567610502258,-0.005771825526096341,0.10380281602377017,0.0003919039202619851,112,0.17645377114091598,0.05254077011886544,0.37240573127190857,0.19595196013099253,0.17645377114091604,0.17645377114091604,13
2019-01-15,1.0749140081583226,0.007741241052995118,0.17509605751090707,0.0006180104023069949,110,0.1338031666116296,0.05562702283438117,0.442808367765127,0.30900520115349744,0.13380316661162955,0.13380316661162955,11
2019-01-16,1.0718671448087556,-0.0028345182279160275,0.17474500481694413,0.0006548795484634023,109,0.11204540278282837,0.04818448578954719,0.43948517701452966,0.3274397742317012,0.11204540278282851,0.11204540278282851,11
2019-01-17,1.0802247932041646,0.00779728013484382,0.08739274595417765,0.00032186063830513725,111,0.09728755603088224,0.04946691192723453,0.25821787518345085,0.1609303191525686,0.09728755603088222,0.09728755603088222,10
2019-01-18,1.0903558808800977,0.009378684640150015,0.16687239209904026,0.0006425620522697139,112,0.08385791408886878,0.04966442242916568,0.40513894022372554,0.32128102613485693,0.08385791408886858,0.08385791408886858,9
2019-01-22,1.0739931281279025,-0.015006800109142127,0.18092562722228245,0.0006772297117371509,111,0.061841471024703276,0.05515241776619942,0.4004563268932788,0.3386148558685754,0.06184147102470339,0.06184147102470339,8
2019-01-23,1.0732201949060005,-0.0007196817201701178,0.16877659700609673,0.0006084206421184588,113,0.09519122948177328,0.05311086566095341,0.3994015505410027,0.3042103210592294,0.09519122948177329,0.09519122948177329,10
2019-01-24,1.0844485730693667,0.010462324709003212,0.16782447297857778,0.0006667850145970284,110,0.09188636614492118,0.054351056487276346,0.4252788734434355,0.33339250729851416,0.09188636614492138,0.09188636614492138,9
2019-01-25,1.0971281935106663,0.011692228434043495,0.160614722537295,0.0006219799277478168,107,0.10100741643695799,0.04988864700957106,0.4119973803108664,0.31098996387390837,0.10100741643695807,0.10100741643695807,9
2019-01-28,1.0862222501954866,-0.009940445774419548,0.28228244409814446,0.0009955195971259193,106,0.03511490209218748,0.043302488619075805,0.5328747006551472,0.49775979856295965,0.03511490209218752,0.03511490209218752,6
2019-01-29,1.083355416333042,-0.00263927005907727,0.2371964397458454,0.0008984452810803105,112,0.010005953794879563,0.04260753909094472,0.4592285943350349,0.44922264054015526,0.010005953794879587,0.010005953794879587,3
2019-01-30,1.1042119561801544,0.019251798193530956,0.11673532470839373,0.0004560542217187801,115,0.0043689440451695205,0.03708512976493863,0.2323960549045597,0.22802711085939006,0.004368944045169641,0.004368944045169641,2
2019-01-31,1.1187881210806447,0.01320051355983698,0.15602005266818972,0.0006238982267841468,114,0.004218340917544028,0.037350947592004545,0.31616745430961746,0.3119491133920734,0.004218340917544062,0.004218340917544062,2
2019-02-01,1.1240794930776068,0.004729556827838932,0.1614655331877522,0.0006369882815722894,109,0.008632735153399684,0.04925293365868809,0.3271268759395444,0.3184941407861447,0.008632735153399722,0.008632735153399722,4
2019-02-04,1.1312081645686862,0.006341785910142228,0.14504991308263057,0.0005753023854454512,107,0.006124764622685408,0.04932405915666639,0.29377595734541073,0.2876511927227256,0.0061247646226851435,0.0061247646226851435,3
2019-02-05,1.1373956417109672,0.005469795335715455,0.09670256173005512,0.00038556110316216965,109,0.0054645251580831555,0.04681536876203885,0.19824507673916802,0.1927805515810848,0.005464525158083211,0.005464525158083211,3
2019-02-06,1.1282445828708254,-0.008045625026640635,0.1221546923398443,0.0004844363562712065,108,0.0075973851357907796,0.05071322561329895,0.2498155632713941,0.24221817813560323,0.0075973851357908784,0.0075973851357908784,3
2019-02-07,1.1222295344271955,-0.005331333768361257,0.1464077522534339,0.0005743538995874389,111,0.013272274167464682,0.03826461968190873,0.3004492239611839,0.28717694979371944,0.013272274167464463,0.013272274167464463,5
2019-02-08,1.1262887834362587,0.0036171290137494427,0.16764034532578942,0.00066939716422068,107,0.013797695801898824,0.049311414649422736,0.3484962779122388,0.33469858211034,0.013797695801898791,0.013797695801898791,5
2019-02-11,1.1277363268122162,0.0012852328792098966,0.09025722403414561,0.00035107740767878655,114,0.008799403241282144,0.049885436382275786,0.1843381070806756,0.17553870383939327,0.00879940324128235,0.00879940324128235,2
2019-02-12,1.1409928927209552,0.011755022511522162,0.2041965039598454,0.000812228526253393,113,0.006411358956755486,0.06160170343486012,0.4125256220834519,0.40611426312669646,0.006411358956755457,0.006411358956755457,1
2019-02-13,1.143055477569124,0.0018077105136475868,0.10734264452141933,0.0004165763301095175,113,0.0,0.04805529063247393,0.20828816505475875,0.20828816505475875,0.0,0.0,0
2019-02-14,1.1483399715270033,0.004623129901899059,0.1273021015877777,0.0005015635750867928,111,0.0038224156321590153,0.06014861097147365,0.2546042031755555,0.25078178754339636,0.0038224156321591146,0.0038224156321591146,2
2019-02-15,1.1593910096287998,0.009623489886101844,0.2236900166840056,0.0008886420516882903,111,0.0007236093735677462,0.04856077578983428,0.4450446352177128,0.4443210258441451,0.0007236093735676945,0.0007236093735676945,1
2019-02-19,1.1615331417434853,0.001847635609466547,0.104170762990267,0.00041354462441020844,111,0.0022911899553317294,0.05563324287314991,0.20906350216043587,0.20677231220510423,0.0022911899553316566,0.0022911899553316566,2
2019-02-20,1.1636891348041214,0.0018561614672483184,0.13560240323413716,0.0005415564899257352,111,0.0018591450007927612,0.04476801400480523,0.27263738996366044,0.27077824496286756,0.0018591450007928707,0.0018591450007928707,2
2019-02-21,1.1596082742852412,-0.0035068304728712585,0.12888210298380598,0.0005080592608099079,112,0.005599315333869592,0.03975039744787121,0.25962894573882356,0.25402963040495397,0.005599315333869606,0.005599315333869606,3
2019-02-22,1.171586395332006,0.01032945462048196,0.10166258662002098,0.00040087695611594785,112,0.0026531519161091532,0.04292349840271358,0.20309162997408303,0.20043847805797393,0.0026531519161090925,0.0026531519161090925,3
2019-02-25,1.1715242159713102,-5.307279168109691e-05,0.09637526220154738,0.0003749592040368566,112,0.007923220241896622,0.04229138869659124,0.1954028222603248,0.18747960201842828,0.007923220241896487,0.007923220241896487,1
2019-02-26,1.169279960437791,-0.0019156714841429556,0.4538448126921242,0.0017458047852901858,105,0.04271180145555298,0.07532614230283559,0.9156141941006459,0.872902392645093,0.04271180145555302,0.04271180145555302,5
2019-02-27,1.168769612398627,-0.0004364635129578964,0.12359722746039367,0.00048711453253413953,105,0.04634682576832305,0.07402143446108385,0.28990409203539275,0.24355726626706975,0.04634682576832302,0.04634682576832302,5
2019-02-28,1.1633613747806664,-0.004627291435872927,0.3299816078051747,0.001237883074938086,106,0.005482966218394836,0.07607308684733533,0.6244245036874378,0.618941537469043,0.005482966218394825,0.005482966218394825,3
2019-03-01,1.1652192695677472,0.0015970057347238775,0.3035617442096356,0.0011801623828545092,107,0.022510060370462548,0.05941024704207161,0.6125912517977171,0.5900811914272546,0.022510060370462572,0.022510060370462572,4
2019-03-04,1.1587088971243797,-0.005587250926413656,0.14211712736546936,0.0005618983283751894,109,0.0193387264040229,0.07505479840887165,0.3002878905916177,0.2809491641875947,0.019338726404023045,0.019338726404023045,4
2019-03-05,1.1560112073401865,-0.0023281859584303177,0.15428281864090237,0.000615208123638092,107,0.01841035505630173,0.05107142898019449,0.32601441687534777,0.307604061819046,0.018410355056301793,0.018410355056301793,5
2019-03-06,1.1459193257476044,-0.008729916741726074,0.13123887736149256,0.0005187677957432137,104,0.021656713400531324,0.0543515058808631,0.281040611272138,0.2593838978716068,0.0216567134005312,0.0216567134005312,6
2019-03-07,1.1371284903997672,-0.007671426033505457,0.1073249222887889,0.0004197776039209178,111,0.017053931742374018,0.0528848739794527,0.22694273370283288,0.2098888019604589,0.017053931742373976,0.017053931742373976,5
2019-03-08,1.1331379657349914,-0.0035092996952110767,0.1240062708978509,0.00048714164320441905,107,0.021547373118129043,0.05317932424083233,0.26511819472033865,0.24357082160220953,0.021547373118129116,0.021547373118129116,5
2019-03-11,1.1521170222345212,0.016749113588493403,0.13963301018926202,0.0005451477468666767,106,0.014488718942383572,0.06184903519450763,0.2870625923757222,0.2725738734333384,0.014488718942383783,0.014488718942383783,3
2019-03-12,1.156243393568206,0.0035815557396086106,0.14389255921361535,0.0005640915571623245,104,0.020168208028766732,0.053266388286579376,0.3022139866099291,0.28204577858116225,0.02016820802876683,0.02016820802876683,4
2019-03-13,1.166675572744877,0.009022476785339295,0.1656680721057203,0.0006572558780917757,105,0.02268293597601123,0.052325025646728536,0.3513108750218991,0.32862793904588783,0.022682935976011308,0.022682935976011308,4
2019-03-14,1.1664822956811707,-0.00016566478995660994,0.0848540001586076,0.0003180127534038349,110,0.033381103319625516,0.05316634609324243,0.19238748002154296,0.15900637670191745,0.0333811033196255,0.0333811033196255,6
2019-03-15,1.1739776247110116,0.006425583189382245,0.11483233992363603,0.00045554167234811106,108,0.03125902663663516,0.04775752307308127,0.25902986281069074,0.22777083617405552,0.031259026636635184,0.031259026636635184,5
2019-03-18,1.1770711546724604,0.002635084260835141,0.12802034490513975,0.0005000628515438291,110,0.025152018515069763,0.06295913563441885,0.2751834442869842,0.2500314257719145,0.025152018515069728,0.025152018515069728,3
2019-03-19,1.1795345737003615,0.0020928378187863306,0.1373892923352058,0.0005362156292405311,108,0.03175680066618458,0.06433444043930246,0.2998646152864501,0.26810781462026556,0.031756800666184526,0.031756800666184526,5
2019-03-20,1.178323427254652,-0.0010268002928562892,0.19145097997726168,0.0007501853745672726,112,0.03957486677099353,0.06313577246118095,0.41466755405463007,0.3750926872836363,0.03957486677099377,0.03957486677099377,3
2019-03-21,1.1971023777662486,0.01593700853028901,0.12564309500787005,0.00047751050383099065,106,0.026404516582764104,0.06294787640230286,0.26515976849825945,0.23875525191549532,0.02640451658276411,0.02640451658276411,4
2019-03-22,1.1720861181961038,-0.02089734348103489,0.10120945059253672,0.00039991012254046547,106,0.02942113287443815,0.06566660635594569,0.22937619414467103,0.19995506127023274,0.029421132874438285,0.029421132874438285,4
2019-03-25,1.1729118644663876,0.0007045098968962993,0.1797889572177362,0.0007057591886117596,105,0.036077990500621326,0.08254183623297871,0.3889575848065012,0.3528795943058798,0.03607799050062145,0.03607799050062145,4
2019-03-26,1.1822942539717267,0.007999228066132291,0.162701547971874,0.0006444586437079283,106,0.032594844301886305,0.07983681305476555,0.3548241661558503,0.32222932185396413,0.032594844301886146,0.032594844301886146,5
2019-03-27,1.1700765373779978,-0.010333905077086758,0.1242858824721517,0.0004879483043715786,100,0.028321510034528097,0.08064976146084189,0.2722956622203172,0.2439741521857893,0.028321510034527906,0.028321510034527906,4
2019-03-28,1.1754977277671073,0.00463319297151088,0.08391403837855939,0.0003319509148990854,100,0.026328918871168616,0.07841803793585883,0.19230437632071148,0.1659754574495427,0.026328918871168783,0.026328918871168783,4
