year,annualized_turnover,entry_exit_share,resize_share
2019,25.781635002343513,0.5703720329437946,0.42962796705620543
2020,21.11961291967767,0.6152413845290009,0.38475861547099904
2021,10.478297480798625,0.27456418106328806,0.725435818936712
2022,12.22761055763071,0.4295449336010623,0.5704550663989377
2023,11.039224831739288,0.35178061140566824,0.6482193885943317
2024,11.116816351909698,0.5154655675227185,0.4845344324772814
