horizon_sessions,fold,expert,train_rows,test_rows,selected_features,economic_score,worst_cut_robust_excess,mean_rank_ic,positive_cut_share,winner_lift,loser_avoidance,residual_tail_spread,broad20_robust_excess
20,WF_2021_2022,HGB_RESIDUAL_RANK,261116,110678,36,-0.016096722781993058,-0.02391528767144293,0.05827203238550901,0.0,1.349813576553308,0.8494475990059946,0.0015715773081544254,0.0011609723058856381
20,WF_2021_2022,HGB_RESIDUAL_RETURN,261116,110678,36,-0.025511612293196855,-0.03156920668546228,0.019074207907136962,0.0,1.74265704801232,0.5950365950550778,-0.00831820505635322,-0.008088548956568322
20,WF_2021_2022,HGB_UPSIDE_TAIL,261116,110678,36,-0.02956933103506447,-0.030488658911098098,-0.06623476076837681,0.0,2.064771651507996,0.44409366548150553,-0.017269456571905147,-0.008111399906594274
20,WF_2021_2022,HGB_DOWNSIDE_AVOID,261116,110678,36,-0.006748674615457018,-0.01158976602086874,0.08775788721313962,0.0,0.321262448459973,3.2882239665869735,0.003806185165529394,0.001965933284972255
20,WF_2023_2024,RIDGE_RESIDUAL_RANK,226494,103922,36,-0.001200336843472006,-0.003811882710360477,0.09522743288292407,0.3333333333333333,1.1111070884759549,1.5097926877363737,0.008198876888860694,-0.008235850855109052
20,WF_2023_2024,HGB_RESIDUAL_RANK,226494,103922,36,-0.0034378093853337445,-0.005132017206144217,0.1013404307398049,0.0,1.277039747728552,1.2215912000542861,0.007964870669094716,-0.007847390414943702
20,WF_2023_2024,HGB_RESIDUAL_RETURN,226494,103922,36,-0.009327573275592728,-0.012240317848587336,0.08171828567062911,0.0,1.5013629411460263,0.9316784117416254,0.003454727503836935,-0.00768113203955518
20,WF_2023_2024,HGB_UPSIDE_TAIL,226494,103922,36,-0.02140116001108043,-0.027768279765142838,-0.06789930327010799,0.0,1.943520649809426,0.501833485168001,-0.01914041961892543,-0.01963365454980849
20,WF_2023_2024,HGB_DOWNSIDE_AVOID,226494,103922,36,-0.011355642043318832,-0.013977691430794753,0.09142790112316639,0.0,0.30711293287082914,2.5398550850049544,0.002659216922482346,-0.014876570774086594
60,WF_2017_2018,RIDGE_RESIDUAL_RANK,130731,135386,36,0.017305080180076815,0.001981414792950966,0.09196892867348937,1.0,0.8780834106314191,1.37967736693602,0.036408569047800064,0.026223674634882094
60,WF_2017_2018,HGB_RESIDUAL_RANK,130731,135386,36,0.017883942974952317,0.009893886494434623,0.07541065675045587,1.0,1.122631070595544,1.3125543351149516,0.018222952059644606,0.008571883244892926
60,WF_2017_2018,HGB_RESIDUAL_RETURN,130731,135386,36,0.022941664488267427,0.013752969558434495,0.06600872216712272,1.0,1.7789288748266745,0.821456790926577,0.02082793231233665,0.011160307153940762
60,WF_2017_2018,HGB_UPSIDE_TAIL,130731,135386,36,0.05073115681535321,0.0267635857013535,-0.050634625147038904,1.0,2.388272468655489,0.5476010449555144,0.10453558611798909,0.050917334469040294
60,WF_2017_2018,HGB_DOWNSIDE_AVOID,130731,135386,36,-0.02553400228523046,-0.029297859242886335,0.07718748515342169,0.0,0.18662847734104268,4.073038564571958,-0.0015265008164860666,-0.011587668544193961
60,WF_2019_2020,RIDGE_RESIDUAL_RANK,284653,102000,36,0.013183310973415486,-0.0019314955366318283,0.12590617559380468,0.6666666666666666,1.238250494259651,1.5385693386162758,0.03132260814762394,-0.004920393517465848
60,WF_2019_2020,HGB_RESIDUAL_RANK,284653,102000,36,0.010382711562101637,-0.005537876797491948,0.07323154795303309,0.6666666666666666,1.3834888980976252,0.9763302848617136,0.016383073665442584,-0.01088105384658103
60,WF_2019_2020,HGB_RESIDUAL_RETURN,284653,102000,36,-0.008897915154593346,-0.014236055101403139,0.04828336089807664,0.3333333333333333,2.028525512253917,0.6344470588235295,0.00883506915765495,-0.015879235156567018
60,WF_2019_2020,HGB_UPSIDE_TAIL,284653,102000,36,0.019842172812536973,0.00018326876154115736,-0.04450491686163565,1.0,2.0258895304578957,0.5434267128027682,0.021065891278488628,-0.005955602787224863
60,WF_2019_2020,HGB_DOWNSIDE_AVOID,284653,102000,36,-0.06750723636319132,-0.07431015027558395,0.06165657462946664,0.0,0.18996338220270978,2.66096113579875,-0.01636104279294499,-0.05180014382221834
60,WF_2021_2022,RIDGE_RESIDUAL_RANK,251909,101828,36,-0.023654211075186924,-0.03224871734136463,0.02792079723549199,0.0,1.2777089069642305,0.840668308511254,0.001382983803748511,-0.005266673893312837
60,WF_2021_2022,HGB_RESIDUAL_RANK,251909,101828,36,-0.04210077014839476,-0.05206992812418439,0.05885088798736315,0.0,1.077951822806278,0.7790109530471001,-0.014214641925223837,-0.012460238297469816
60,WF_2021_2022,HGB_RESIDUAL_RETURN,251909,101828,36,-0.06221548856529252,-0.08524188878069382,0.01181996842856694,0.0,1.3614780067724042,0.5897472998547101,-0.030304697238180637,-0.017014072548256827
60,WF_2021_2022,HGB_UPSIDE_TAIL,251909,101828,36,-0.057441920057053265,-0.05828470214043846,-0.09624326828316895,0.0,1.769108960719913,0.4413883581676831,-0.05177965188229167,-0.03575019624205139
60,WF_2021_2022,HGB_DOWNSIDE_AVOID,251909,101828,36,-0.018146071131581225,-0.03092578335551704,0.10545345419045297,0.0,0.3000958960160945,3.63267954841061,0.008787538016630066,0.0077756146506454335
60,WF_2023_2024,RIDGE_RESIDUAL_RANK,217644,95501,36,0.00045630997132771754,-0.006012747083991809,0.12183232669481096,0.6666666666666666,1.4025477286163774,1.632334529652234,0.0317340712992869,-0.019077330388435718
60,WF_2023_2024,HGB_RESIDUAL_RANK,217644,95501,36,-0.0030604577616401927,-0.01050543756783035,0.14294915519206994,0.3333333333333333,1.360680632239769,1.5311144136062949,0.029530246979075848,-0.017671195470842362
60,WF_2023_2024,HGB_RESIDUAL_RETURN,217644,95501,36,-0.010071671740476306,-0.01203386755514484,0.1298509018243993,0.0,1.717547787068954,1.049295192541377,0.022063548473354698,-0.015032855335417431
60,WF_2023_2024,HGB_UPSIDE_TAIL,217644,95501,36,-0.040447667849057525,-0.05430623212506838,-0.055784539439734604,0.0,2.0106174617052117,0.5425979869080444,-0.03336864401681099,-0.03877311241282829
60,WF_2023_2024,HGB_DOWNSIDE_AVOID,217644,95501,36,-0.0524065331115651,-0.05720055065662122,0.1246415953452836,0.0,0.3269953984784079,4.167609065175583,0.0027717196206365397,-0.03696837720438374
120,WF_2017_2018,RIDGE_RESIDUAL_RANK,112696,120944,36,-0.013347648831169975,-0.02434735678221583,0.05669893979049827,0.0,0.8045413337171693,1.885541061358976,0.027821876122863916,0.0036743354571713866
120,WF_2017_2018,HGB_RESIDUAL_RANK,112696,120944,36,0.03757533454292897,0.032994425852650625,0.056774880303986204,1.0,0.906121285660696,1.82519325031387,0.06918942696739638,0.03274599690918136
120,WF_2017_2018,HGB_RESIDUAL_RETURN,112696,120944,36,0.07596300505798205,0.029256801415446128,0.03866575899246668,1.0,1.3301282353421757,0.9852587535874252,0.16425127829840672,0.09151604728700043
120,WF_2017_2018,HGB_UPSIDE_TAIL,112696,120944,36,0.13727108548589892,0.08048547455088749,-0.0010075623055061198,1.0,2.098910685650064,0.5434227704388095,0.1884886435395925,0.10179296162049974
120,WF_2017_2018,HGB_DOWNSIDE_AVOID,112696,120944,36,-0.028885098752947053,-0.03882642519894887,0.01917727349593821,0.0,0.2159007947792276,4.6924731272565205,2.2749990248795644e-05,-0.02765158345544138
120,WF_2019_2020,RIDGE_RESIDUAL_RANK,270211,88542,36,-0.04148884116493228,-0.04481074302063424,0.12814234452406478,0.0,1.3353543969334678,1.6913713603157217,0.04049471001601806,-0.03422677106186957
120,WF_2019_2020,HGB_RESIDUAL_RANK,270211,88542,36,-0.024724171261389538,-0.06275350705202655,0.033217387611008065,0.3333333333333333,1.9215556269088743,0.6952637587633379,0.013657642151740167,-0.058111458020273676
120,WF_2019_2020,HGB_RESIDUAL_RETURN,270211,88542,36,-0.036184717405763296,-0.061848601410271854,-0.015825690457715303,0.3333333333333333,2.079738846356736,0.5826317796460326,0.028153459339768826,-0.05533636301855135
