year,strategy_return,turnover,median_holdings,median_max_name_weight,spy_return,excess_vs_spy,qqq_return,excess_vs_qqq,uew_return,excess_vs_uew
2019,0.4012174805706077,25.781635002343513,48.0,0.07028373770340204,0.31223856996919896,0.08897891060140872,0.3896155009655482,0.011601979605059487,0.6480818979251621,-0.24686441735455444
2020,0.7618514158758629,21.203420907454166,47.0,0.0645677939764775,0.1833162601700431,0.5785351557058198,0.4840609133574185,0.2777905025184444,0.6066119955134897,0.15523942036237326
2021,0.40614113132671426,10.478297480798625,45.0,0.0741314307588596,0.2872875190623225,0.11885361226439173,0.2741974570365544,0.13194367429015985,0.3969833800959901,0.009157751230724154
2022,-0.2596205870267859,12.179088293513129,44.0,0.0691762609860514,-0.18175356948676824,-0.07786701754001768,-0.3257699947091315,0.06614940768234556,0.1159860102599597,-0.3756065972867456
2023,0.6842230264402467,10.951611936249293,42.0,0.06938501323567084,0.2617579670693284,0.42246505937091827,0.5485555636120383,0.1356674628282084,0.34547084881902257,0.3387521776212241
2024,0.23216776424667862,11.116816351909698,39.0,0.0776446296662458,0.24886468043811139,-0.016696916191432765,0.2557827421122518,-0.023614977865573206,0.38054572178098467,-0.14837795753430605
