date,nav,net_return,turnover,cost_fraction,holdings,cash_weight,max_name_weight,rebalance_scheduled,requested_trade_notional,executed_trade_notional,blocked_requested_notional,target_deviation_notional,blocked_trade_names,partial_execution,full_skip,expected_incremental_return
2021-02-04,1.0154208346438847,0.005706042564388003,0.0,0.0,115,1.103046388592475e-16,0.12106208407548269,0,0.0,0.0,0.0,0.0,0,0,0,-0.0009283280946488914
2021-02-05,1.0197955801121423,0.004308307766593966,0.0,0.0,115,1.0983145116517629e-16,0.12030730659480823,1,0.0,0.0,0.0,0.0,0,0,0,0.0006703288018102156
2021-02-08,1.0228378270521337,0.0029831929058339313,0.24495146809448332,0.0004899029361889667,112,0.0,0.1324057513857988,1,0.48990293618896663,0.48990293618896663,0.0,0.0,0,0,0,0.0014994351564340041
2021-02-09,1.0243341933610033,0.0014629555822962548,0.06282651021380412,0.00012565302042760824,111,0.0,0.12800723120978588,1,0.12565302042760823,0.12565302042760823,0.0,0.0,0,0,0,0.0017534694131448457
2021-02-10,1.023624242612044,-0.000693085082544953,0.07950306385962749,0.000159006127719255,115,1.1102230246251565e-16,0.1244164150835517,1,0.15900612771925499,0.15900612771925499,0.0,0.0,0,0,0,0.0006262407696989808
2021-02-11,1.0227715009664358,-0.0008330612055771347,0.06264437016043703,0.00012528874032087406,114,1.1102230246251565e-16,0.1344466722083227,1,0.12528874032087406,0.12528874032087406,0.0,0.0,0,0,0,0.0011719676812628013
2021-02-12,1.0240362704873516,0.0012366100538787617,0.07988853078681385,0.0001597770615736277,117,2.220446049250313e-16,0.12730247762158547,1,0.1597770615736277,0.1597770615736277,0.0,0.0,0,0,0,0.001003380375564633
2021-02-16,1.0215555177718332,-0.002422524266975201,0.06461597451864805,0.0001292319490372961,114,1.1102230246251565e-16,0.1353406453494929,1,0.1292319490372961,0.1292319490372961,0.0,0.0,0,0,0,0.0007333208819060107
2021-02-17,1.0210871078833885,-0.00045852612050523156,0.07554199167113139,0.00015108398334226278,120,0.0,0.13321014691876853,1,0.15108398334226278,0.15108398334226278,0.0,0.0,0,0,0,0.0006229525677106405
2021-02-18,1.0187787692516685,-0.0022606676882885868,0.06662655212871874,0.00013325310425743746,122,0.0,0.13665191185283998,0,0.13325310425743747,0.13325310425743747,0.0,0.0,0,0,0,-5.298884655733663e-05
2021-02-19,1.0176700540615362,-0.001088278656362962,0.0,0.0,122,0.0,0.13663952974379778,1,0.0,0.0,0.0,0.0,0,0,0,0.001957317096259102
2021-02-22,1.0116092456869425,-0.005955573076366849,0.08920074329845282,0.00017840148659690563,120,0.0,0.13133325146346417,0,0.17840148659690563,0.17840148659690563,0.0,0.0,0,0,0,-0.0002721388581613811
2021-02-23,1.0097948793210347,-0.0017935446652385112,0.0,0.0,120,0.0,0.13146618916704908,0,0.0,0.0,0.0,0.0,0,0,0,-0.0008291620074150252
2021-02-24,1.0114510945646777,0.0016401501706531096,0.0,0.0,120,0.0,0.13125091795157243,0,0.0,0.0,0.0,0.0,0,0,0,-0.0011917690404628263
2021-02-25,1.0000630177743286,-0.011259147230692879,0.0,0.0,120,0.0,0.13232938953549356,0,0.0,0.0,0.0,0.0,0,0,0,-0.0008859567303237864
2021-02-26,0.9979906235480263,-0.0020722636368600833,0.0,0.0,120,0.0,0.13260418035654206,0,0.0,0.0,0.0,0.0,0,0,0,-0.0009872157379888277
2021-03-01,1.0071384018751202,0.009166196666830384,0.0,0.0,120,0.0,0.1322261571621467,1,0.0,0.0,0.0,0.0,0,0,0,0.000562512396791833
2021-03-02,1.0059298177754268,-0.0012000178897391134,0.15000350211432675,0.00030000700422865354,122,0.0,0.12106301674735764,1,0.3000070042286535,0.3000070042286535,0.0,0.0,0,0,0,0.0009947063019895709
2021-03-03,1.000756913730243,-0.005142410488063076,0.059858588352934956,0.00011971717670586991,114,0.0,0.11966555887426415,1,0.11971717670586991,0.11971717670586991,0.0,0.0,0,0,0,0.00026733375196382234
2021-03-04,0.9928267603165364,-0.007924155511599307,0.05041586023580124,0.00010083172047160249,116,1.1102230246251565e-16,0.11846156878006386,1,0.10083172047160248,0.10083172047160248,0.0,0.0,0,0,0,0.0005387796537407672
2021-03-05,0.9984373128319795,0.005651089132261422,0.06467265740203466,0.00012934531480406934,120,0.0,0.125039240571031,1,0.12934531480406933,0.12934531480406933,0.0,0.0,0,0,0,0.0013249463925702827
2021-03-08,0.9935162385353389,-0.004928776432325366,0.07560592957825779,0.0001512118591565156,116,1.1102230246251565e-16,0.12762155162099106,0,0.15121185915651558,0.15121185915651558,0.0,0.0,0,0,0,-0.0002761906769285308
2021-03-09,1.003720304744653,0.01027065871047772,0.0,0.0,116,1.0989362257063464e-16,0.1273121888087465,0,0.0,0.0,0.0,0.0,0,0,0,-0.0005163584847133525
2021-03-10,1.0040841823527122,0.00036252889010923717,0.0,0.0,116,1.098537973953906e-16,0.12692035777449612,0,0.0,0.0,0.0,0.0,0,0,0,6.047172274090869e-05
2021-03-11,1.0111221178915046,0.007009308245750301,0.0,0.0,116,1.0908915786166885e-16,0.12628213266292543,0,0.0,0.0,0.0,0.0,0,0,0,-4.0001247906714246e-05
2021-03-12,1.0104718796793322,-0.0006430857367935028,0.0,0.0,116,1.091593566869918e-16,0.12601988704673148,1,0.0,0.0,0.0,0.0,0,0,0,0.00042587366960578847
2021-03-15,1.0159505437077871,0.005421886683470767,0.09853634502872653,0.00019707269005745306,112,0.0,0.12764590301050258,1,0.19707269005745306,0.19707269005745306,0.0,0.0,0,0,0,0.0005804890830958927
2021-03-16,1.0154075735364392,-0.0005344454754326877,0.08068235676969857,0.00016136471353939713,116,0.0,0.12332074604676214,1,0.16136471353939713,0.16136471353939713,0.0,0.0,0,0,0,0.0009682834016522592
2021-03-17,1.016274692602258,0.0008539615898262021,0.0499827939148331,9.99655878296662e-05,116,0.0,0.1225896731133715,1,0.0999655878296662,0.0999655878296662,0.0,0.0,0,0,0,0.00024017343054582072
2021-03-18,1.008276904842811,-0.007869710637945504,0.03814880643112535,7.62976128622507e-05,116,0.0,0.12501058552547628,0,0.0762976128622507,0.0762976128622507,0.0,0.0,0,0,0,2.7140784952310573e-05
2021-03-19,1.0109725045867113,0.0026734716732605968,0.0,0.0,116,0.0,0.12477536047080634,1,0.0,0.0,0.0,0.0,0,0,0,0.001164735157720991
2021-03-22,1.0146952975421635,0.003682387936924325,0.07476132379977808,0.00014952264759955617,116,0.0,0.12807446142166604,1,0.14952264759955616,0.14952264759955616,0.0,0.0,0,0,0,-0.00020950860637585964
2021-03-23,1.0109368311387306,-0.0037040345141411413,0.03804631253025064,7.609262506050129e-05,115,0.0,0.13845248220088507,0,0.07609262506050128,0.07609262506050128,0.0,0.0,0,0,0,-0.00025923503309636383
2021-03-24,1.009865532356339,-0.0010597089248245428,0.0,0.0,115,0.0,0.13876272894098185,0,0.0,0.0,0.0,0.0,0,0,0,-0.00030832461803295474
2021-03-25,1.0120105393193066,0.0021240520586562894,0.0,0.0,115,0.0,0.13846861439551578,0,0.0,0.0,0.0,0.0,0,0,0,-0.00029381914077508735
2021-03-26,1.0186389165420147,0.006549711653365264,0.0,0.0,115,0.0,0.1375135947167043,1,0.0,0.0,0.0,0.0,0,0,0,0.0005281501880317201
2021-03-29,1.0188165541298901,0.0001743871994195345,0.10260690458814814,0.0002052138091762963,120,0.0,0.1633635743382779,0,0.20521380917629628,0.20521380917629628,0.0,0.0,0,0,0,-0.00015055334897431618
2021-03-30,1.0186801341617302,-0.0001339004235914043,0.0,0.0,120,0.0,0.16377019864470982,0,0.0,0.0,0.0,0.0,0,0,0,-6.340643702919439e-05
2021-03-31,1.0203310867667288,0.0016206781202787734,0.0,0.0,120,0.0,0.16312108494614347,0,0.0,0.0,0.0,0.0,0,0,0,3.594546330971453e-05
2021-04-01,1.0254505560340892,0.00501745887561178,0.0,0.0,120,0.0,0.1627526133050781,0,0.0,0.0,0.0,0.0,0,0,0,-0.0008305717250787148
2021-04-05,1.0297994734492388,0.004240982063502985,0.0,0.0,119,0.003706019669060773,0.1621921614830447,0,0.0,0.0,0.0,0.0,0,0,0,-0.0007630034756326165
