feature,family,horizon_sessions,development_coverage,validation_coverage,direction_from_development,development_mean_ic,development_hac_t,development_p,development_rich_dates,validation_aligned_ic,validation_aligned_hac_t,validation_rich_dates,development_fdr_q,development_candidate,development_top10_return,development_top10_excess_spy,development_top10_excess_qqq,development_top10_excess_uew,development_top10_dates,validation_top10_return,validation_top10_excess_spy,validation_top10_excess_qqq,validation_top10_excess_uew,validation_top10_dates,validation_confirmation,dev_score,dev_rank,recommended_for_phase2
cash_assets,QUALITY_BALANCE_SHEET,5,0.5641989693116217,0.7439838635875503,1,0.02889440156118763,3.721063474419128,0.00019838556127638185,2008,0.02892809453004792,1.9090604521439727,496,0.001190313367658291,True,0.0051662246321240776,0.002932197632708662,0.002223507172078207,0.0009111992646163315,2008.0,0.007708657378624658,0.0029048408742821264,0.0005305588920419265,0.0032945801896975494,496.0,True,0.0020223013564677336,24.0,True
debt_assets,QUALITY_BALANCE_SHEET,5,0.4547095736183054,0.6700626593330656,-1,-0.00229750347258194,-0.42696212432138486,0.6694069151562165,2008,0.020635188145894316,1.9253887122139313,496,0.7347149068787743,False,,,,,,,,,,,False,-9.0,75.0,False
equity_assets,QUALITY_BALANCE_SHEET,5,0.5656662556250697,0.7418454154099003,1,0.007727816032091437,1.3120588783027303,0.18950026932840514,2008,0.004307051899078051,0.2958879192364613,496,0.29405214206131836,False,,,,,,,,,,,False,-9.0,76.0,False
current_ratio,QUALITY_BALANCE_SHEET,5,0.5141620511038638,0.6742181590669268,1,0.01750890626595286,2.42034699329324,0.01550570314800348,2008,0.001223263806265287,0.06980617377747982,496,0.03488783208300783,True,0.004967487186805615,0.002750293027301048,0.002066596097176557,0.0007190944711737533,2008.0,0.009081141511351887,0.004277325007009354,0.0019030430247691547,0.004667064322424778,496.0,True,0.0018453278652171194,25.0,True
ocf_assets,QUALITY_BALANCE_SHEET,5,0.5635380295307894,0.7439838635875503,1,0.009141053164157335,1.4234157364193114,0.15461567331885417,2008,0.011762663732788028,0.9298191073024793,496,0.24848947497672993,False,,,,,,,,,,,False,-9.0,77.0,False
opinc_assets,QUALITY_BALANCE_SHEET,5,0.4723793265590153,0.6235584151204161,1,1.6814456149984994e-05,0.0031326962850943435,0.9975004740887414,2008,-0.003054913039969631,-0.36400310042109174,496,0.9975004740887414,False,,,,,,,,,,,False,-9.0,78.0,False
netinc_assets,QUALITY_BALANCE_SHEET,5,0.5698094038512017,0.7439838635875503,1,0.007570246158489043,1.1739458805808756,0.24041670357316036,2008,-0.005381244333557148,-0.49614026138581224,496,0.3547131692063022,False,,,,,,,,,,,False,-9.0,79.0,False
revenue_assets,QUALITY_BALANCE_SHEET,5,0.3446309973203613,0.7158385238170833,1,0.0138915635362991,1.6474851232861434,0.0994583715515791,2008,-0.009899221339395954,-0.9528898855793302,496,0.18267864162534939,False,,,,,,,,,,,False,-9.0,80.0,False
capex_assets,QUALITY_BALANCE_SHEET,5,0.452192337253021,0.6169469683528346,-1,-0.0008146578493533514,-0.16212992886988498,0.8712035381559826,2008,0.02525300975513722,2.502463967008557,496,0.8910036185686185,False,,,,,,,,,,,False,-9.0,81.0,False
debt_equity,QUALITY_BALANCE_SHEET,5,0.4462514328230249,0.6679242111554157,-1,-0.010763516185851989,-2.3543614034053917,0.018554561547632575,2008,-0.0007374715722287682,-0.07826801749459274,496,0.04072952534846175,False,,,,,,,,,,,False,-9.0,82.0,False
earnings_yield,VALUATION,5,0.5444935218459481,0.6917553017639863,1,0.0013078278178607512,0.24288683567253608,0.8080930638671484,2008,-0.004063510576278773,-0.3892529520860344,496,0.845678787767946,False,,,,,,,,,,,False,-9.0,83.0,False
operating_income_yield,VALUATION,5,0.4470634445537618,0.571329853296852,1,0.0023223340429552775,0.3830995696238853,0.7016459387236544,2008,-0.0007535508947295684,-0.06087352864526119,496,0.7537971628996043,False,,,,,,,,,,,False,-9.0,84.0,False
sales_yield,VALUATION,5,0.32974096825789495,0.668241710011486,1,0.0017820344701103374,0.2128105004567783,0.8314747731661285,2008,-0.002029115193472683,-0.15390046009109315,496,0.8601463170684088,False,,,,,,,,,,,False,-9.0,85.0,False
