feature,abs_train_ic,train_ic,selected,horizon_sessions,fold
rel_mom_spy_252,0.06049925166481445,0.06049925166481445,False,252,WF_2019_2020
mom_120d,0.059888317168307795,0.059888317168307795,True,252,WF_2019_2020
mom_120d_x_breadth,0.059888317168307795,0.059888317168307795,False,252,WF_2019_2020
rel_mom_qqq_120,0.059888317168307795,0.059888317168307795,False,252,WF_2019_2020
rel_mom_spy_120,0.059888317168307795,0.059888317168307795,False,252,WF_2019_2020
fundamental_freshness_mean_days,0.058761134091735716,-0.058761134091735716,True,252,WF_2019_2020
mom_skip_252_20,0.05733645613762385,0.05733645613762385,False,252,WF_2019_2020
mom_skip_120_20,0.053560476625106705,0.053560476625106705,True,252,WF_2019_2020
mom_60d,0.05198324121230202,0.05198324121230202,True,252,WF_2019_2020
mom_60d_x_breadth,0.05198324121230202,0.05198324121230202,False,252,WF_2019_2020
rel_mom_qqq_60,0.05198324121230202,0.05198324121230202,False,252,WF_2019_2020
rel_mom_spy_60,0.05198324121230202,0.05198324121230202,False,252,WF_2019_2020
mom_skip_60_5,0.05068844506387636,0.05068844506387636,False,252,WF_2019_2020
trend_sma_60,0.049820411922527855,0.049820411922527855,True,252,WF_2019_2020
beta_qqq_120,0.049525134752151784,0.049525134752151784,True,252,WF_2019_2020
age_cash,0.041594398831036626,-0.041594398831036626,True,252,WF_2019_2020
chg_eps_diluted_252d,0.03862900481487107,0.03862900481487107,True,252,WF_2019_2020
beta_spy_120,0.03760000780001459,0.03760000780001459,True,252,WF_2019_2020
equity_assets,0.037209459802150804,0.037209459802150804,False,252,WF_2019_2020
ix_cash_assets__macro_hyg_ret20_z252,0.0352648697159302,0.0352648697159302,False,252,WF_2019_2020
mom_20d,0.03140435303766838,0.03140435303766838,False,252,WF_2019_2020
mom_20d_x_breadth,0.03140435303766838,0.03140435303766838,False,252,WF_2019_2020
rel_mom_qqq_20,0.03140435303766838,0.03140435303766838,False,252,WF_2019_2020
rel_mom_spy_20,0.03140435303766838,0.03140435303766838,False,252,WF_2019_2020
ix_rel_mom_qqq_20__macro_qqq_ret20_z252,0.030854456585248262,0.030854456585248262,False,252,WF_2019_2020
trend_sma_20,0.028736088732086218,0.028736088732086218,False,252,WF_2019_2020
mom_skip_20_5,0.02588088665085774,0.02588088665085774,False,252,WF_2019_2020
ix_downside_vol_60__macro_idx_vix_level_z252,0.02390471704424594,0.02390471704424594,False,252,WF_2019_2020
chg_cash_252d,0.022633429155727105,-0.022633429155727105,False,252,WF_2019_2020
mom_10d,0.021766503440696118,0.021766503440696118,False,252,WF_2019_2020
rel_mom_qqq_10,0.021766503440696118,0.021766503440696118,False,252,WF_2019_2020
rel_mom_spy_10,0.021766503440696118,0.021766503440696118,False,252,WF_2019_2020
dist_low_20,0.019048334716474633,-0.019048334716474633,False,252,WF_2019_2020
beta_qqq_60,0.018191772769414475,0.018191772769414475,False,252,WF_2019_2020
age_eps_diluted,0.01703065922396252,-0.01703065922396252,False,252,WF_2019_2020
macro_idx_vix_ret120_z252,0.015397885680472742,0.015397885680472742,False,252,WF_2019_2020
