fold,benchmark_variant,days,total_return,cagr,mean_eligible_names,mean_observed_returns,mean_missing_share,p95_missing_share
WF_2019_2020,LEGACY_SKIPNA_UEW,505,1.647828146795208,0.6256468036644802,220.25148514851486,220.25148514851486,0.0,0.0
WF_2019_2020,ZERO_FILL_MISSING_UEW,505,1.6478281467952085,0.6256468036644804,220.25148514851486,220.25148514851486,0.0,0.0
WF_2021_2022,LEGACY_SKIPNA_UEW,503,0.5590139087527957,0.24915604700336336,229.35785288270378,229.32405566600397,0.00014677272784461957,0.0
WF_2021_2022,ZERO_FILL_MISSING_UEW,503,0.5591508363577002,0.2492110113102275,229.35785288270378,229.32405566600397,0.00014677272784461957,0.0
WF_2023_2024,LEGACY_SKIPNA_UEW,502,0.8574840241181325,0.36457764088728317,215.898406374502,215.86454183266932,0.00015517954018038867,0.0
WF_2023_2024,ZERO_FILL_MISSING_UEW,502,0.8568208415783778,0.36433304920389187,215.898406374502,215.86454183266932,0.00015517954018038867,0.0
