fold,economic_score_20eq,worst_cut_20eq,positive_cut_share,median_effective_horizon,median_max_horizon_weight,rows
WF_2019_2020,-0.006485813983135528,-0.01282084308093824,0.0,75.26800216076333,0.2709911491098347,111207
WF_2021_2022,-0.013273702649868227,-0.016650853092954065,0.0,26.468524306642486,0.3799357213870357,110678
WF_2023_2024,-0.029953773580857056,-0.033342253772102974,0.0,25.926313456097848,0.3435214579610357,103922
