horizon_sessions,scheme,fold,expert_weights,economic_score,worst_cut_robust_excess,mean_rank_ic,positive_cut_share,winner_lift
20,ADAPTIVE_T150,WF_2017_2018,"{""HGB_ABS_RETURN_DECAY"": 0.2, ""HGB_BENCH_EXCESS_DECAY"": 0.2, ""HGB_RANK_DECAY"": 0.2, ""HGB_WINNER_DECAY"": 0.2, ""RIDGE_RANK_DECAY"": 0.2}",0.008312116088560884,0.005987336527223713,0.06841748277118753,1.0,1.6252362170346972
20,ADAPTIVE_T150,WF_2019_2020,"{""HGB_ABS_RETURN_DECAY"": 0.4631901229436073, ""HGB_BENCH_EXCESS_DECAY"": 0.24692647564370057, ""HGB_RANK_DECAY"": 0.12598152741032678, ""HGB_WINNER_DECAY"": 0.08035664440397086, ""RIDGE_RANK_DECAY"": 0.0835452295983946}",0.019270744419159366,0.009957478299531943,0.09005314988305126,1.0,1.7435521171905073
20,ADAPTIVE_T150,WF_2021_2022,"{""HGB_ABS_RETURN_DECAY"": 0.3401558530794152, ""HGB_BENCH_EXCESS_DECAY"": 0.22197059575363615, ""HGB_RANK_DECAY"": 0.03948188782130314, ""HGB_WINNER_DECAY"": 0.3480010259343459, ""RIDGE_RANK_DECAY"": 0.05039063741129963}",-0.013631454606878432,-0.017178643160275748,-0.00413010743505989,0.0,1.7272959895513034
20,ADAPTIVE_T150,WF_2023_2024,"{""HGB_ABS_RETURN_DECAY"": 0.36089800947898926, ""HGB_BENCH_EXCESS_DECAY"": 0.24879686547950478, ""HGB_RANK_DECAY"": 0.07894329952841471, ""HGB_WINNER_DECAY"": 0.1586937518469898, ""RIDGE_RANK_DECAY"": 0.1526680736661015}",0.0004339509074940369,-0.0039246868913571315,0.08612316092810096,0.6666666666666666,1.4515174310008205
20,ADAPTIVE_T250,WF_2017_2018,"{""HGB_ABS_RETURN_DECAY"": 0.2, ""HGB_BENCH_EXCESS_DECAY"": 0.2, ""HGB_RANK_DECAY"": 0.2, ""HGB_WINNER_DECAY"": 0.2, ""RIDGE_RANK_DECAY"": 0.2}",0.008312116088560884,0.005987336527223713,0.06841748277118753,1.0,1.6252362170346972
20,ADAPTIVE_T250,WF_2019_2020,"{""HGB_ABS_RETURN_DECAY"": 0.35076471692455397, ""HGB_BENCH_EXCESS_DECAY"": 0.240492159638103, ""HGB_RANK_DECAY"": 0.1605995963387667, ""HGB_WINNER_DECAY"": 0.12262341402462472, ""RIDGE_RANK_DECAY"": 0.12552011307395167}",0.021571851963258476,0.01008083485786261,0.09296261201055966,1.0,1.7273051872117826
20,ADAPTIVE_T250,WF_2021_2022,"{""HGB_ABS_RETURN_DECAY"": 0.30100583540723985, ""HGB_BENCH_EXCESS_DECAY"": 0.23299436339262664, ""HGB_RANK_DECAY"": 0.06513306157871303, ""HGB_WINNER_DECAY"": 0.3051521685944045, ""RIDGE_RANK_DECAY"": 0.09571457102701598}",-0.014589758043178492,-0.019173995629542865,0.0013226063516442667,0.0,1.6830499839076245
20,ADAPTIVE_T250,WF_2023_2024,"{""HGB_ABS_RETURN_DECAY"": 0.29331351506749526, ""HGB_BENCH_EXCESS_DECAY"": 0.2346433903854215, ""HGB_RANK_DECAY"": 0.11783940664793159, ""HGB_WINNER_DECAY"": 0.17915844288101623, ""RIDGE_RANK_DECAY"": 0.17504524501813545}",0.0004518933485681091,-0.004066153444009931,0.08556967336395475,0.6666666666666666,1.4652455277631233
60,EQUAL,WF_2017_2018,"{""HGB_ABS_RETURN_DECAY"": 0.2, ""HGB_BENCH_EXCESS_DECAY"": 0.2, ""HGB_RANK_DECAY"": 0.2, ""HGB_WINNER_DECAY"": 0.2, ""RIDGE_RANK_DECAY"": 0.2}",0.01857469583006471,0.011883639256676203,0.0994229748333521,1.0,1.6928524565296712
60,EQUAL,WF_2019_2020,"{""HGB_ABS_RETURN_DECAY"": 0.2, ""HGB_BENCH_EXCESS_DECAY"": 0.2, ""HGB_RANK_DECAY"": 0.2, ""HGB_WINNER_DECAY"": 0.2, ""RIDGE_RANK_DECAY"": 0.2}",0.022803727600820334,0.0019163527917794173,0.10756615900490198,1.0,2.0287534148145108
60,EQUAL,WF_2021_2022,"{""HGB_ABS_RETURN_DECAY"": 0.2, ""HGB_BENCH_EXCESS_DECAY"": 0.2, ""HGB_RANK_DECAY"": 0.2, ""HGB_WINNER_DECAY"": 0.2, ""RIDGE_RANK_DECAY"": 0.2}",-0.025255839628605736,-0.04258829982341713,0.003037662725852268,0.0,1.3676708894968301
60,EQUAL,WF_2023_2024,"{""HGB_ABS_RETURN_DECAY"": 0.2, ""HGB_BENCH_EXCESS_DECAY"": 0.2, ""HGB_RANK_DECAY"": 0.2, ""HGB_WINNER_DECAY"": 0.2, ""RIDGE_RANK_DECAY"": 0.2}",-0.004544717167423272,-0.00955710962231437,0.1047557080517896,0.3333333333333333,1.4982343102915527
60,ADAPTIVE_T075,WF_2017_2018,"{""HGB_ABS_RETURN_DECAY"": 0.2, ""HGB_BENCH_EXCESS_DECAY"": 0.2, ""HGB_RANK_DECAY"": 0.2, ""HGB_WINNER_DECAY"": 0.2, ""RIDGE_RANK_DECAY"": 0.2}",0.01857469583006471,0.011883639256676203,0.0994229748333521,1.0,1.6928524565296712
60,ADAPTIVE_T075,WF_2019_2020,"{""HGB_ABS_RETURN_DECAY"": 0.034653509445180496, ""HGB_BENCH_EXCESS_DECAY"": 0.034653509445180496, ""HGB_RANK_DECAY"": 0.034653509445180496, ""HGB_WINNER_DECAY"": 0.861385962219278, ""RIDGE_RANK_DECAY"": 0.034653509445180496}",0.011659547193558245,0.0007908345370231057,0.011661182771824602,1.0,2.2513185186824174
