test,status,blocking,value,rule
FINAL_HOLDOUT_NOT_LOADED,PASS,True,2024-12-31,all loaded research dates < 2025-01-01
ROTATION_SOURCES_READY,PASS,True,"[{'symbol': 'XLB', 'rows': 3020, 'last_date': '2024-12-31'}, {'symbol': 'XLE', 'rows': 3020, 'last_date': '2024-12-31'}, {'symbol': 'XLF', 'rows': 3020, 'last_date': '2024-12-31'}, {'symbol': 'XLI', 'rows': 3020, 'last_date': '2024-12-31'}, {'symbol': 'XLK', 'rows': 3020, 'last_date': '2024-12-31'}, {'symbol': 'XLP', 'rows': 3020, 'last_date': '2024-12-31'}, {'symbol': 'XLU', 'rows': 3020, 'last_date': '2024-12-31'}, {'symbol': 'XLV', 'rows': 3020, 'last_date': '2024-12-31'}, {'symbol': 'XLY', 'rows': 3020, 'last_date': '2024-12-31'}, {'symbol': 'IEF', 'rows': 3020, 'last_date': '2024-12-31'}, {'symbol': 'SHY', 'rows': 3020, 'last_date': '2024-12-31'}, {'symbol': 'TIP', 'rows': 3020, 'last_date': '2024-12-31'}, {'symbol': 'GLD', 'rows': 3020, 'last_date': '2024-12-31'}, {'symbol': 'DBC', 'rows': 3020, 'last_date': '2024-12-31'}]",all sector/rates/commodity sources have adequate pre-2025 history
PIT_EARNINGS_EVENTS_READY,PASS,True,"[{'metric': 'sec_rows', 'value': 25953}, {'metric': 'sec_tickers', 'value': 152}, {'metric': 'event_rows', 'value': 5813}, {'metric': 'event_tickers', 'value': 150}]",SEC filing event surface has material historical breadth
ALL_SIX_HORIZONS_RETAINED,PASS,True,"[5, 10, 20, 60, 120, 252]","[5, 10, 20, 60, 120, 252]"
PRE2025_NEWINFO_ALPHA,PASS,True,"{'positive_horizons': 5, 'median_economic_score': 0.0030955728877453724}",>=4/6 positive and median >0
2021_2022_NEWINFO_RECOVERY,FAIL,True,"{'positive_horizons': 0, 'median_economic_score': -0.008066491444565815}",>=3/6 positive and median >0
2023_2024_NEWINFO_CONFIRMATION,PASS,True,"{'positive_horizons': 6, 'median_economic_score': 0.0090353585495431}",>=3/6 positive and median >0
NEW_INFORMATION_INCREMENTAL_2021_2022,PASS,True,"{'improved_horizons': 4, 'median_incremental_score': 0.0028893098749911052}",new event/sector information improves >=4/6 horizons and median improvement >0
