uncertainty_z,entry_hurdle_bps,rebalance_extra_edge_bps,selection_cagr_20bps,selection_robust_excess_cagr_20bps,selection_cagr_40bps,selection_robust_excess_cagr_40bps
1.0,50.0,50.0,0.035170379035939,-0.21560798438547968,-0.024088351308984568,-0.27486671473040325
