year,strategy_return,spy_return,excess_vs_spy,qqq_return,excess_vs_qqq,uew_return,excess_vs_uew
2019,0.3476828163578456,0.31223856996919896,0.03544424638864663,0.3896155009655482,-0.04193268460770261,0.6480818979251621,-0.30039908156731654
2020,0.7072963575090283,0.1833162601700431,0.5239800973389852,0.4840609133574185,0.22323544415160979,0.6066119955134897,0.10068436199553865
2021,0.35028509852109146,0.2872875190623225,0.06299757945876894,0.2741974570365544,0.07608764148453706,0.3969833800959901,-0.04669828157489864
2022,-0.2685038043716147,-0.18175356948676824,-0.08675023488484646,-0.3257699947091315,0.05726619033751679,0.1159860102599597,-0.3844898146315744
2023,0.6265355965403645,0.2617579670693284,0.3647776294710361,0.5485555636120383,0.07798003292832623,0.34547084881902257,0.28106474772134193
2024,0.15566737420948584,0.24886468043811139,-0.09319730622862554,0.2557827421122518,-0.10011536790276598,0.38054572178098467,-0.22487834757149883
