horizon_sessions,fold,expert,economic_score,worst_cut_robust_excess,positive_cut_share,winner_lift,mean_rank_ic
20,WF_2021_2022,HGB_NEWINFO_RANK,-0.003068879811828474,-0.005318370171500114,0.0,1.2302714490050337,0.030680394608478528
20,WF_2021_2022,HGB_NEWINFO_RETURN,-0.005371898471366168,-0.008299643017135828,0.0,1.512873039124245,0.043660072726662544
20,WF_2021_2022,HGB_NEWINFO_WINNER,0.0032208896416805895,0.0007651958119265181,1.0,1.8957711648868494,-0.016705439919416788
20,WF_2021_2022,HGB_NEWINFO_AVOID,-0.005439677280629288,-0.0085421016155113,0.0,0.3360700016300057,0.05988657995672771
20,WF_2021_2022,META_BLEND,-0.008779708476765987,-0.014057181240651632,0.0,1.4184248347694695,0.02805805456883549
20,WF_2023_2024,BASE_OOF,-3.3758061479431115e-05,-0.003567970221500735,0.6666666666666666,1.4348816828362494,0.08427384024837498
20,WF_2023_2024,RIDGE_NEWINFO,0.001871208105277842,-0.0032828356360940494,0.6666666666666666,1.3316253859433758,0.092285245287523
20,WF_2023_2024,HGB_NEWINFO_RANK,-0.00013276696389162424,-0.0030834369850473806,0.6666666666666666,1.1760402893039434,0.10274977324058474
20,WF_2023_2024,HGB_NEWINFO_RETURN,0.0015571299029406443,-0.0015467528732219457,0.6666666666666666,1.5820950137132817,0.0940132508580771
20,WF_2023_2024,HGB_NEWINFO_WINNER,0.002347484683695618,0.00159107513194895,1.0,1.8816644628863097,-0.007408615148204754
20,WF_2023_2024,HGB_NEWINFO_AVOID,-0.013402401042270718,-0.014724617296774621,0.0,0.2534883985515026,0.04802454790623513
20,WF_2023_2024,META_BLEND,0.005118006027425524,0.00033701238735419953,1.0,1.7599420049272245,0.07253837869584352
60,WF_2019_2020,BASE_OOF,0.022803727600820334,0.0019163527917794173,1.0,2.0287534148145108,0.10756615900490198
60,WF_2019_2020,RIDGE_NEWINFO,0.02194823999824037,0.0022336943469244237,1.0,1.8374322617441,0.12037917207364347
60,WF_2019_2020,HGB_NEWINFO_RANK,0.022455874551779678,0.0071949528530495105,1.0,1.559961430298905,0.12974035424133734
60,WF_2019_2020,HGB_NEWINFO_RETURN,0.016148420519503073,0.001486539584246634,1.0,1.965495722411113,0.07404567729301173
60,WF_2019_2020,HGB_NEWINFO_WINNER,0.020072692884904413,0.00993720754502298,1.0,2.0677725237674283,0.058273938012757924
60,WF_2019_2020,HGB_NEWINFO_AVOID,-0.049716238484688875,-0.05817099057308493,0.0,0.3544945070637606,0.05267655965695275
60,WF_2019_2020,META_BLEND,0.03277038584564156,0.009890859902817656,1.0,1.9409975459730724,0.12593018925481736
60,WF_2021_2022,BASE_OOF,-0.025255839628605736,-0.04258829982341713,0.0,1.3676708894968301,0.003037662725852268
60,WF_2021_2022,RIDGE_NEWINFO,-0.028161284237693138,-0.036221686301994585,0.0,0.9578350558422493,0.012668358187283606
60,WF_2021_2022,HGB_NEWINFO_RANK,-0.0020057994128860005,-0.005537338130068218,0.3333333333333333,1.2731300886194963,0.0072943583830835275
60,WF_2021_2022,HGB_NEWINFO_RETURN,-0.005386257893286891,-0.010516412996419835,0.3333333333333333,1.3595374736954766,0.025698410173695965
