horizon_sessions,architecture,pre2021_economic_score,pre2021_worst_cut_robust_excess,pre2021_skill,skill_z
5,HGB_ROBUST_EXCESS,0.0085164293959321,0.0020999163080734,0.00530817285200275,0.5047469340569419
10,HGB_ROBUST_EXCESS,0.0070771517375722,0.0027727732669564,0.0049249625022643,0.4959486296521121
20,HGB_ROBUST_EXCESS,0.01264737691912255,0.0077041150836417,0.010175746001382126,0.6165038067777494
60,RIDGE_RANK,0.013064777647278451,0.0014575795641625,0.007261178605720476,0.5495869002460614
120,HGB_ROBUST_EXCESS,0.021650068496796397,-0.0525774358949041,-0.015463683699053852,0.027836231842372335
252,HGB_ROBUST_EXCESS,-0.0382844454759578,-0.1862414040178409,-0.11226292474689935,-2.1946225025752373
