horizon_sessions,bin,score_center,raw_mean_return,hac_se_return,raw_mean_robust_excess,hac_se_robust_excess,dates,expected_return,expected_robust_excess
20,14,0.725,0.02698436083581504,0.012450612430951594,-0.0142834490730802,0.004295757899562346,484,0.02680473227094211,-0.014463077637953129
20,15,0.775,0.026625103706069176,0.013456983749517402,-0.01464270620282606,0.004214577211589245,484,0.02680473227094211,-0.014463077637953129
20,16,0.825,0.03651069996781292,0.01649330347618441,-0.004757109941082316,0.006389210035032029,484,0.03248771597380652,-0.008799403772884082
20,17,0.875,0.03222479981921519,0.017040337421929,-0.009100859974869048,0.0071369994214038526,485,0.03248771597380652,-0.008799403772884082
20,18,0.925,0.028728191349586887,0.015917196586305648,-0.012539618559308354,0.006751255945862023,484,0.03248771597380652,-0.008799403772884082
20,19,0.975,0.052504320517753715,0.025441006268402493,0.01123651060885848,0.01825993606076357,484,0.052504320517753715,0.01123651060885848
60,0,0.025,0.11321973762302186,0.051087148557061056,0.009944677777379209,0.03486017710005707,469,0.043779554059793974,-0.05266961382752311
60,1,0.075,0.07202784290482386,0.03503217014977192,-0.02858981510038809,0.022366300138368454,465,0.043779554059793974,-0.05266961382752311
60,2,0.125,0.037484457815557745,0.0276208273463092,-0.054774643336081966,0.011323304424116783,445,0.043779554059793974,-0.05266961382752311
60,3,0.175,0.027707894077990708,0.02383990998463673,-0.07171653144023539,0.010234371872640884,461,0.043779554059793974,-0.05266961382752311
60,4,0.225,0.022552248498770872,0.027864652664696715,-0.0782222346737168,0.012887513032294119,463,0.043779554059793974,-0.05266961382752311
60,5,0.275,0.03604230154525824,0.02785762743376025,-0.059412899633866256,0.015115450284055398,452,0.043779554059793974,-0.05266961382752311
60,6,0.325,0.031281876281715006,0.028259042999757678,-0.06666115491140671,0.01522418745701195,458,0.043779554059793974,-0.05266961382752311
60,7,0.375,0.030822720523275032,0.02893052928830577,-0.06117900247002747,0.014335549893918928,445,0.043779554059793974,-0.05266961382752311
60,8,0.425,0.027993514052334707,0.02756601581023283,-0.06376218069098902,0.015183039284319366,444,0.043779554059793974,-0.05266961382752311
60,9,0.475,0.03786904366505783,0.026971361015623533,-0.05456896345550776,0.016920496080340394,446,0.043779554059793974,-0.05266961382752311
60,10,0.525,0.04145989121260937,0.02756801868127146,-0.05062690767367923,0.015242530946168897,445,0.043779554059793974,-0.05062690767367923
60,11,0.575,0.04706840405472493,0.02652010810671388,-0.04468729068859879,0.012556417499738187,444,0.04706840405472493,-0.04468729068859879
60,12,0.625,0.05340104593925608,0.032026936028235864,-0.03835464880406764,0.013471032201516268,444,0.05340104593925608,-0.03835464880406764
60,13,0.675,0.05700094693070874,0.031804674381895874,-0.037323295373486616,0.013594864467946383,450,0.0559458593614156,-0.038153498709068055
60,14,0.725,0.0584695692643945,0.03005561745171739,-0.03738097669245059,0.012895290127227517,452,0.0559458593614156,-0.038153498709068055
60,15,0.775,0.052315508165172074,0.03320891689099945,-0.03977770422035512,0.014924230575414223,445,0.0559458593614156,-0.038153498709068055
60,16,0.825,0.0719387039020996,0.03373339606935583,-0.019816990841224125,0.012998534403311293,444,0.0719387039020996,-0.019816990841224125
60,17,0.875,0.08801216719198773,0.036091478606144374,-0.003743527551335985,0.012820299899753407,444,0.08801216719198773,-0.003743527551335985
60,18,0.925,0.09413751283959207,0.04030780404493124,0.00238181809626835,0.01516104382408227,444,0.09413751283959207,0.00238181809626835
60,19,0.975,0.12269753266860405,0.04702149604664468,0.030941837925280345,0.024129693734604385,444,0.12269753266860405,0.030941837925280345
120,0,0.025,0.0885728272525907,0.0560675035758781,-0.1299706721642135,0.05435585540142261,479,0.06133416692054408,-0.14308358751817826
120,1,0.075,0.04848145738032083,0.02979021454483346,-0.15726211224628012,0.022905550450176653,443,0.06133416692054408,-0.14308358751817826
120,2,0.125,0.05475285836237102,0.03309660416577294,-0.13194427633430778,0.03003647226047049,406,0.06133416692054408,-0.13194427633430778
120,3,0.175,0.07171348802760592,0.0428693037652496,-0.10680813289383027,0.028832141596216627,392,0.06133416692054408,-0.12100595469620647
120,4,0.225,0.06370004553428325,0.039284199102897696,-0.11408390190328373,0.0275917941363726,391,0.06133416692054408,-0.12100595469620647
120,5,0.275,0.04801208770684404,0.04008680975141756,-0.12911300632190562,0.030016852607669654,391,0.06133416692054408,-0.12100595469620647
120,6,0.325,0.05002688555979301,0.040591823395096066,-0.13013863513752455,0.028841574878923457,395,0.06133416692054408,-0.12100595469620647
120,7,0.375,0.0648661380477606,0.035945511692858506,-0.12463411690153471,0.028727288059531328,412,0.0648661380477606,-0.12100595469620647
120,8,0.425,0.06898844160437882,0.03549180495612593,-0.10473133808391877,0.024937006800070882,387,0.06898844160437882,-0.10473133808391877
120,9,0.475,0.08058765941643956,0.046588707080309426,-0.10043077898818462,0.02728787133733046,395,0.08058765941643956,-0.10043077898818462
120,10,0.525,0.08356721128457854,0.04547169916174287,-0.09223020996510033,0.026157566009938057,388,0.08356721128457854,-0.09223020996510033
120,11,0.575,0.08894459846791329,0.04364515406294777,-0.09045382214193214,0.024549629413682977,395,0.08894459846791329,-0.09045382214193214
120,12,0.625,0.09509335304344459,0.04425132366375073,-0.08318952711899052,0.030651390614683412,392,0.0928789728819862,-0.08768077048509089
120,13,0.675,0.1022804800295752,0.04275358445797633,-0.07033886729682441,0.0263457923731886,384,0.0928789728819862,-0.08768077048509089
120,14,0.725,0.09690048070162202,0.04660050535106831,-0.07647970207649932,0.02649119671953283,385,0.0928789728819862,-0.08768077048509089
120,15,0.775,0.08711039861955351,0.04854724946926735,-0.09222532707841587,0.019644359747373843,399,0.0928789728819862,-0.08768077048509089
120,16,0.825,0.10556704572561008,0.04783100337556921,-0.07944662311469441,0.02225563181871748,405,0.0928789728819862,-0.08768077048509089
120,17,0.875,0.07157247132072976,0.03868020772424976,-0.1183408989565494,0.029781199338534476,416,0.0928789728819862,-0.08768077048509089
120,18,0.925,0.10652967954578092,0.038269911117400746,-0.09117542717800614,0.02993036005213578,429,0.10652967954578092,-0.08768077048509089
120,19,0.975,0.23452302512160617,0.051226409419311655,0.058344788199721095,0.02549105445970662,389,0.23452302512160617,0.058344788199721095
