profile,months,cagr,spy_cagr,cagr_spread_vs_spy,ann_return,ann_vol,spy_vol,max_drawdown,spy_max_drawdown,monthly_hit_rate_vs_spy,tracking_error,information_ratio
AGGRESSIVE,151,0.27909356989822265,0.13828509610056416,0.14080847379765848,0.27094203697903396,0.21312916010971966,0.1449159480023751,-0.18734415710898544,-0.2392718238921987,0.5827814569536424,0.16383872306084665,0.7951743430294209
CONTROLLED,148,0.18261805828010758,0.13842361214981014,0.04419444613029744,0.17804538510273948,0.13639188535284041,0.14627145948919246,-0.14199386737361475,-0.2392718238921987,0.5405405405405406,0.10677995231903299,0.34712056560028953
CORE,151,0.24841884567827588,0.13828509610056416,0.11013374957771171,0.24221781800188552,0.19314944911952409,0.1449159480023751,-0.20468786476133982,-0.2392718238921987,0.5894039735099338,0.13536647889530404,0.7502310086242678
