profile,month,return_1m,description
CORE,2020-07,0.0985347672246364,100% final optimizer; default production research profile
CORE,2020-08,0.0707447880176612,100% final optimizer; default production research profile
CORE,2020-09,-0.0580580977337961,100% final optimizer; default production research profile
CORE,2020-10,-0.0345543569595397,100% final optimizer; default production research profile
CORE,2020-11,0.1336739525125152,100% final optimizer; default production research profile
CORE,2020-12,0.07453016954851,100% final optimizer; default production research profile
CORE,2021-01,0.0070580708299207,100% final optimizer; default production research profile
CORE,2021-02,0.0135491715443367,100% final optimizer; default production research profile
CORE,2021-03,0.0085506090041769,100% final optimizer; default production research profile
CORE,2021-04,0.0216141314856393,100% final optimizer; default production research profile
CORE,2021-05,0.0511173622905038,100% final optimizer; default production research profile
CORE,2021-06,0.0824224280346998,100% final optimizer; default production research profile
CORE,2021-07,0.0254396987237928,100% final optimizer; default production research profile
CORE,2021-08,0.0403303658489819,100% final optimizer; default production research profile
CORE,2021-09,-0.0496405189819415,100% final optimizer; default production research profile
CORE,2021-10,0.0706945595117541,100% final optimizer; default production research profile
CORE,2021-11,0.0378953496848197,100% final optimizer; default production research profile
CORE,2021-12,0.0134882245877207,100% final optimizer; default production research profile
CORE,2022-01,-0.1151686021708687,100% final optimizer; default production research profile
CORE,2022-02,0.0314294504865949,100% final optimizer; default production research profile
CORE,2022-03,0.0650375648577676,100% final optimizer; default production research profile
CORE,2022-04,-0.0405717321196184,100% final optimizer; default production research profile
CORE,2022-05,0.0436905819855711,100% final optimizer; default production research profile
CORE,2022-06,-0.1828752672558496,100% final optimizer; default production research profile
CORE,2022-07,0.1411518864242694,100% final optimizer; default production research profile
CORE,2022-08,0.0244987210058284,100% final optimizer; default production research profile
CORE,2022-09,-0.0982032709041555,100% final optimizer; default production research profile
CORE,2022-10,0.1901626552419456,100% final optimizer; default production research profile
CORE,2022-11,0.0412706531875793,100% final optimizer; default production research profile
CORE,2022-12,-0.0555237909372651,100% final optimizer; default production research profile
CORE,2023-01,0.0779094038983753,100% final optimizer; default production research profile
CORE,2023-02,-0.0166607103336319,100% final optimizer; default production research profile
CORE,2023-03,-0.0089707739550442,100% final optimizer; default production research profile
CORE,2023-04,-0.0397153014447143,100% final optimizer; default production research profile
CORE,2023-05,0.0055615690000162,100% final optimizer; default production research profile
CORE,2023-06,0.0942243908353341,100% final optimizer; default production research profile
CORE,2023-07,0.0576338470235714,100% final optimizer; default production research profile
CORE,2023-08,-0.0013855070134603,100% final optimizer; default production research profile
CORE,2023-09,-0.0121293042965666,100% final optimizer; default production research profile
CORE,2023-10,-0.027530810859064,100% final optimizer; default production research profile
CORE,2023-11,0.0897055301482152,100% final optimizer; default production research profile
CORE,2023-12,0.0629925689944021,100% final optimizer; default production research profile
CORE,2024-01,0.0710736354043212,100% final optimizer; default production research profile
CORE,2024-02,0.0411748261131128,100% final optimizer; default production research profile
CORE,2024-03,0.0459977242954595,100% final optimizer; default production research profile
CORE,2024-04,0.006505051657334,100% final optimizer; default production research profile
CORE,2024-05,0.0238392185773958,100% final optimizer; default production research profile
CORE,2024-06,0.0205665180463693,100% final optimizer; default production research profile
CORE,2024-07,-0.0084052707792593,100% final optimizer; default production research profile
CORE,2024-08,0.0450533255160994,100% final optimizer; default production research profile
CORE,2024-09,0.0129047274767883,100% final optimizer; default production research profile
CORE,2024-10,-0.0030317623928919,100% final optimizer; default production research profile
CORE,2024-11,0.1026776837733342,100% final optimizer; default production research profile
CORE,2024-12,-0.0462383048313867,100% final optimizer; default production research profile
CORE,2025-01,0.0768664843182405,100% final optimizer; default production research profile
CORE,2025-02,0.0155747484022124,100% final optimizer; default production research profile
CORE,2025-03,-0.0144852808314521,100% final optimizer; default production research profile
CORE,2025-04,0.022694224345919,100% final optimizer; default production research profile
CORE,2025-05,0.0193918599505481,100% final optimizer; default production research profile
CORE,2025-06,0.0426946468585817,100% final optimizer; default production research profile
CORE,2025-07,0.0010067800250105,100% final optimizer; default production research profile
CORE,2025-08,0.0699697033144976,100% final optimizer; default production research profile
CORE,2025-09,0.0581302944982751,100% final optimizer; default production research profile
CORE,2025-10,-0.011158926078285,100% final optimizer; default production research profile
CORE,2025-11,0.0208525219533314,100% final optimizer; default production research profile
CORE,2025-12,-0.0083524358567671,100% final optimizer; default production research profile
CORE,2026-01,0.1002361641685531,100% final optimizer; default production research profile
CORE,2026-02,0.0645791003034323,100% final optimizer; default production research profile
CORE,2026-03,0.010985213665312,100% final optimizer; default production research profile
CORE,2026-04,0.0380959520534075,100% final optimizer; default production research profile
CORE,2026-05,-0.0303570166921482,100% final optimizer; default production research profile
CORE,2026-06,0.089228758457902,100% final optimizer; default production research profile
CORE,2026-07,-0.0098554249905571,100% final optimizer; default production research profile
CORE,2026-08,-0.0076423350118167,100% final optimizer; default production research profile
CORE,2026-09,0.0255723275730719,100% final optimizer; default production research profile
AGGRESSIVE,2014-02,0.0547824025134386,70% final optimizer + 30% conviction sleeve
AGGRESSIVE,2014-03,-0.0695283381831918,70% final optimizer + 30% conviction sleeve
AGGRESSIVE,2014-04,0.010240127921946991,70% final optimizer + 30% conviction sleeve
AGGRESSIVE,2014-05,0.04784578812749076,70% final optimizer + 30% conviction sleeve
AGGRESSIVE,2014-06,0.042798128299430166,70% final optimizer + 30% conviction sleeve
AGGRESSIVE,2014-07,-0.00912040340577774,70% final optimizer + 30% conviction sleeve
AGGRESSIVE,2014-08,0.13270332646553265,70% final optimizer + 30% conviction sleeve
AGGRESSIVE,2014-09,-0.1242071579943694,70% final optimizer + 30% conviction sleeve
AGGRESSIVE,2014-10,0.01347768705289373,70% final optimizer + 30% conviction sleeve
AGGRESSIVE,2014-11,0.010855699746337278,70% final optimizer + 30% conviction sleeve
AGGRESSIVE,2014-12,-1.6478682973860084e-05,70% final optimizer + 30% conviction sleeve
AGGRESSIVE,2015-01,0.027233396125949466,70% final optimizer + 30% conviction sleeve
AGGRESSIVE,2015-02,0.07213585461637652,70% final optimizer + 30% conviction sleeve
AGGRESSIVE,2015-03,-0.03538354131071173,70% final optimizer + 30% conviction sleeve
AGGRESSIVE,2015-04,0.08253912371306901,70% final optimizer + 30% conviction sleeve
AGGRESSIVE,2015-05,0.0402441066493189,70% final optimizer + 30% conviction sleeve
AGGRESSIVE,2015-06,0.02823238239837398,70% final optimizer + 30% conviction sleeve
AGGRESSIVE,2015-07,0.01834105021286839,70% final optimizer + 30% conviction sleeve
AGGRESSIVE,2015-08,-0.026013702073185114,70% final optimizer + 30% conviction sleeve
AGGRESSIVE,2015-09,-0.058186720176563456,70% final optimizer + 30% conviction sleeve
AGGRESSIVE,2015-10,0.05312118287578598,70% final optimizer + 30% conviction sleeve
AGGRESSIVE,2015-11,0.04470280366435571,70% final optimizer + 30% conviction sleeve
AGGRESSIVE,2015-12,-0.04712674872311707,70% final optimizer + 30% conviction sleeve
AGGRESSIVE,2016-01,-0.10781553195726834,70% final optimizer + 30% conviction sleeve
AGGRESSIVE,2016-02,0.021587397546643676,70% final optimizer + 30% conviction sleeve
AGGRESSIVE,2016-03,0.08832021569607917,70% final optimizer + 30% conviction sleeve
AGGRESSIVE,2016-04,0.1302996340902753,70% final optimizer + 30% conviction sleeve
AGGRESSIVE,2016-05,-0.09753347663157107,70% final optimizer + 30% conviction sleeve
AGGRESSIVE,2016-06,0.03566732408016378,70% final optimizer + 30% conviction sleeve
AGGRESSIVE,2016-07,0.09368252906951567,70% final optimizer + 30% conviction sleeve
AGGRESSIVE,2016-08,0.00965768581622083,70% final optimizer + 30% conviction sleeve
AGGRESSIVE,2016-09,0.020141650642180767,70% final optimizer + 30% conviction sleeve
AGGRESSIVE,2016-10,0.13538537336644366,70% final optimizer + 30% conviction sleeve
AGGRESSIVE,2016-11,-0.003971381838914937,70% final optimizer + 30% conviction sleeve
AGGRESSIVE,2016-12,-0.01326689338580819,70% final optimizer + 30% conviction sleeve
AGGRESSIVE,2017-01,0.04623677103951053,70% final optimizer + 30% conviction sleeve
AGGRESSIVE,2017-02,0.019401572538702477,70% final optimizer + 30% conviction sleeve
AGGRESSIVE,2017-03,0.017914526080072705,70% final optimizer + 30% conviction sleeve
AGGRESSIVE,2017-04,0.02375696945742615,70% final optimizer + 30% conviction sleeve
AGGRESSIVE,2017-05,0.05957857411663175,70% final optimizer + 30% conviction sleeve
AGGRESSIVE,2017-06,-0.03794932927880337,70% final optimizer + 30% conviction sleeve
AGGRESSIVE,2017-07,0.1214435236474728,70% final optimizer + 30% conviction sleeve
AGGRESSIVE,2017-08,-0.0070319340773403955,70% final optimizer + 30% conviction sleeve
AGGRESSIVE,2017-09,0.01304453687982222,70% final optimizer + 30% conviction sleeve
AGGRESSIVE,2017-10,0.0526980637944319,70% final optimizer + 30% conviction sleeve
AGGRESSIVE,2017-11,-0.01973777247029987,70% final optimizer + 30% conviction sleeve
AGGRESSIVE,2017-12,0.007763171540088559,70% final optimizer + 30% conviction sleeve
AGGRESSIVE,2018-01,0.2209931651196591,70% final optimizer + 30% conviction sleeve
AGGRESSIVE,2018-02,0.02372389401074141,70% final optimizer + 30% conviction sleeve
AGGRESSIVE,2018-03,-0.010837124576773598,70% final optimizer + 30% conviction sleeve
AGGRESSIVE,2018-04,0.016385448633399708,70% final optimizer + 30% conviction sleeve
AGGRESSIVE,2018-05,-0.00612144313545623,70% final optimizer + 30% conviction sleeve
AGGRESSIVE,2018-06,0.05234130111509423,70% final optimizer + 30% conviction sleeve
AGGRESSIVE,2018-07,-0.034362930160731796,70% final optimizer + 30% conviction sleeve
AGGRESSIVE,2018-08,0.07247976501070923,70% final optimizer + 30% conviction sleeve
AGGRESSIVE,2018-09,0.01767170392699359,70% final optimizer + 30% conviction sleeve
