sample,benchmark,n,alpha_ann,beta,r2
PRE2025_OOF,SPY,1510,0.007575662177310745,1.1002256212459027,0.8906545404562762
PRE2025_OOF,QQQ,1510,-0.005724701098058167,0.8844659505494199,0.8660400941199604
PRE2025_OOF,BYMA_UEW,1510,-0.024357577300078995,1.005784802603843,0.8874447551525028
HOLDOUT_POSTHOC,SPY,420,0.01582145244565119,1.0237610642963997,0.7985147781241295
HOLDOUT_POSTHOC,QQQ,420,0.04538976702600613,0.6989624500280321,0.6367189411759392
HOLDOUT_POSTHOC,BYMA_UEW,420,-0.08642225946267247,1.1200178197673736,0.9025738723032934
