signal_date,price_date,ticker,target_weight,vehicle,byma_ticker,ratio,unit_usd,q_star,quantity,actual_weight,weight_error
2026-09-04,2026-09-04,MA,0.07550698720414468,CEDEAR_BANCO_COMAFI,MA,33:1,17.55181884765625,4.301946587958739,4,0.070207275390625,-0.005299711813519681
2026-09-04,2026-09-04,FDX,0.07490070734554821,CEDEAR_BANCO_COMAFI,FDX,10:1,32.25199890136719,2.3223586102247173,2,0.06450399780273437,-0.01039670954281384
2026-09-04,2026-09-04,SBUX,0.05153308178604853,CEDEAR_BANCO_COMAFI,SBUX,12:1,8.705833435058594,5.919373736065706,6,0.052235000610351565,0.0007019188243030314
2026-09-04,2026-09-04,HON,0.048542733846347115,CEDEAR_BANCO_COMAFI,HON,8:1,26.201250076293945,1.8526877040216883,2,0.05240250015258789,0.0038597663062407764
2026-09-04,2026-09-04,NKE,0.04795046983986557,CEDEAR_BANCO_COMAFI,NKE,12:1,3.2000001271565752,14.984521229526615,15,0.04800000190734863,4.953206748305877e-05
2026-09-04,2026-09-04,MELI,0.0427833300976064,CEDEAR_BANCO_COMAFI,MELI,120:1,16.48633321126302,2.595078575045297,3,0.04945899963378906,0.006675669536182663
2026-09-04,2026-09-04,UNH,0.03610658795019659,CEDEAR_BANCO_COMAFI,UNH,33:1,12.0345458984375,3.0002451488331165,3,0.0361036376953125,-2.950254884087622e-06
2026-09-04,2026-09-04,KMB,0.03560801578242284,CEDEAR_BANCO_COMAFI,KMB,6:1,17.49333318074544,2.0355192126344375,2,0.034986666361490885,-0.0006213494209319562
2026-09-04,2026-09-04,CAAP,0.03526690857375307,CEDEAR_BANCO_COMAFI,CAAP,1:4,97.63999938964844,0.36119324860925783,0,0.0,-0.03526690857375307
2026-09-04,2026-09-04,MMM,0.035195627759337655,CEDEAR_BANCO_COMAFI,MMM,10:1,16.855999755859376,2.0880178137818954,2,0.03371199951171875,-0.0014836282476189053
2026-09-04,2026-09-04,YPF,0.03468988417123596,LOCAL_BYMA_SHARE,YPFD,1 ADR:10 LOCAL,5.261999893188476,6.592528482591025,7,0.03683399925231934,0.002144115081083378
2026-09-04,2026-09-04,BA,0.029993096799269217,CEDEAR_BANCO_COMAFI,BA,24:1,8.84375,3.391445574475671,3,0.02653125,-0.003461846799269218
2026-09-04,2026-09-04,VIST,0.02576833135018182,CEDEAR_BANCO_COMAFI,VIST,3:1,24.57666778564453,1.0484875970546892,1,0.024576667785644532,-0.0011916635645372875
2026-09-04,2026-09-04,CEPU,0.025688349308855968,LOCAL_BYMA_SHARE,CEPU,1 ADR:10 LOCAL,1.4039999961853027,18.29654514148985,18,0.025271999931335446,-0.0004163493775205217
2026-09-04,2026-09-04,RIO,0.02524634107477956,CEDEAR_BANCO_COMAFI,RIO,8:1,12.9087495803833,1.95575418963468,2,0.025817499160766602,0.0005711580859870426
2026-09-04,2026-09-04,NUE,0.025142472372688074,CEDEAR_BANCO_COMAFI,NUE,16:1,16.316875457763672,1.5408876802283324,2,0.032633750915527344,0.007491278542839271
2026-09-04,2026-09-04,SONY,0.024923040920921964,CEDEAR_BANCO_COMAFI,SONY,8:1,3.069999933242798,8.118254548167402,8,0.024559999465942384,-0.00036304145497957976
2026-09-04,2026-09-04,ADI,0.02378216133922496,CEDEAR_BANCO_COMAFI,ADI,15:1,24.15,0.9847685854751537,1,0.024149999999999998,0.00036783866077503766
2026-09-04,2026-09-04,SLB,0.023495274875973037,CEDEAR_BANCO_COMAFI,SLB,3:1,19.169999440511067,1.2256273115126737,1,0.019169999440511065,-0.004325275435461972
2026-09-04,2026-09-04,ISRG,0.02169162062765036,CEDEAR_BANCO_COMAFI,ISRG,90:1,4.074444580078125,5.323822720208515,5,0.020372222900390625,-0.001319397727259735
2026-09-04,2026-09-04,FCX,0.02030277936419068,CEDEAR_BANCO_COMAFI,FCX,3:1,24.243334452311196,0.8374582054349026,1,0.024243334452311197,0.003940555088120516
2026-09-04,2026-09-04,QCOM,0.019809576888415576,CEDEAR_BANCO_COMAFI,QCOM,11:1,15.34000049937855,1.2913674213516548,1,0.01534000049937855,-0.004469576389037026
2026-09-04,2026-09-04,NEM,0.015884023889174204,CEDEAR_BANCO_COMAFI,NEM,3:1,42.69666544596354,0.3720202438121745,0,0.0,-0.015884023889174204
2026-09-04,2026-09-04,ABNB,0.015563720469640533,CEDEAR_CAJA_DE_VALORES,ABNB,15:1,12.12933349609375,1.2831472128829524,1,0.01212933349609375,-0.0034343869735467825
2026-09-04,2026-09-04,GE,0.013843420584225474,CEDEAR_BANCO_COMAFI,GE,8:1,42.13999938964844,0.32851022270365926,0,0.0,-0.013843420584225474
2026-09-04,2026-09-04,DOW,0.013049523743659636,CEDEAR_BANCO_COMAFI,DOW,6:1,4.9066667556762695,2.6595496277719115,3,0.01472000026702881,0.0016704765233691733
2026-09-04,2026-09-04,ADBE,0.012545662747742083,CEDEAR_BANCO_COMAFI,ADBE,44:1,6.0570456764914775,2.0712511375692837,2,0.012114091352982956,-0.0004315713947591268
2026-09-04,2026-09-04,LAR,0.011931256119311805,CEDEAR_BANCO_COMAFI,LAR,1:1,6.789999961853027,1.7571805870902686,2,0.013579999923706055,0.0016487438043942503
2026-09-04,2026-09-04,OXY,0.011399921866925553,CEDEAR_CAJA_DE_VALORES,OXY,5:1,12.00800018310547,0.9493605673794504,1,0.01200800018310547,0.0006080783161799171
2026-09-04,2026-09-04,SHOP,0.010605346998634154,CEDEAR_BANCO_COMAFI,SHOP,107:1,1.3559812741858936,7.821160365950783,8,0.010847850193487149,0.00024250319485299467
2026-09-04,2026-09-04,SID,0.008383677506257004,CEDEAR_BANCO_COMAFI,SID,1:8,9.760000228881836,0.8589833309068978,1,0.009760000228881837,0.0013763227226248325
2026-09-04,2026-09-04,CRM,0.008140225925136918,CEDEAR_BANCO_COMAFI,CRM,18:1,14.401667277018229,0.565228023155823,1,0.014401667277018228,0.00626144135188131
