decision_id,asof,period_start,period_end,universe_rows,full_alpha_available,candidate_count,selected_count,gross_return_1m_reconstructed,turnover_reconstructed,transaction_cost_return_reconstructed,net_return_1m_reconstructed,net_return_1m_persisted,gross_return_1m_persisted,turnover_persisted,transaction_cost_return_persisted,replay_error,gross_replay_error,turnover_replay_error,cost_replay_error,weights_sum,month,spy_return_1m,alpha_engine_return_1m,active_return_1m,period_start_reuse_count,forward_interval_reused,alpha_engine_nav_start,alpha_engine_nav,spy_nav_start,spy_nav,active_nav
53,2018-05-31,2018-05-31,2018-06-29,169,28,8,8,0.03306248631654499,0.2397613172663211,2.397613172663211e-05,0.033038510184818355,0.0325502136394854,0.032574185884369,0.2397224488361001,2.3972244883610016e-05,0.0004882965453329585,0.0004883004321759865,3.8868430220995176e-05,3.8868430220939014e-09,0.9999999999999999,2018-06,0.0057508947476234695,0.0325502136394854,0.026799318891861927,1,False,255.87215087971427,264.2008440552436,158.22821960898656,159.1381734460617,166.0197791228211
54,2018-06-29,2018-06-29,2018-07-31,169,28,8,8,-0.00453354018485959,0.1897357689031907,1.897357689031907e-05,-0.004552513761749909,-0.0044602211603819,-0.0044409388600177,0.1928230036421286,1.928230036421286e-05,-9.22926013680091e-05,-9.260132484189068e-05,-0.003087234738937905,-3.087234738937909e-07,0.9999999999999999,2018-07,0.0370469381837808,-0.0044602211603819,-0.0415071593441627,1,False,264.2008440552436,263.0224498599976,159.1381734460617,165.03375552039773,159.3749406178233
55,2018-07-31,2018-07-31,2018-08-31,169,28,8,8,0.05489353844496834,0.18720310569667756,1.8720310569667758e-05,0.05487481813439867,0.0549034887786711,0.0549222256871061,0.1873690843508431,1.873690843508432e-05,-2.8670644272428547e-05,-2.8687242137760693e-05,-0.00016597865416553836,-1.659786541656166e-08,1.0,2018-08,0.03191950764815554,0.0549034887786711,0.022983981130515557,1,False,263.0224498599976,277.46329998442457,165.03375552039773,170.3015517419349,162.92470452933767
56,2018-08-31,2018-08-31,2018-09-28,169,28,8,8,0.01691624344710091,0.22236585768103795,2.2236585768103797e-05,0.016894006861332807,0.0169083256031595,0.0169305243836464,0.2219878048691531,2.2198780486915315e-05,-1.4318741826693099e-05,-1.4280936545492395e-05,0.00037805281188485473,3.7805281188482486e-08,1.0,2018-09,0.005945388622419889,0.0169083256031595,0.01096293698073961,1,False,277.46329998442457,282.1547398034883,170.3015517419349,171.31406065004185,164.70028130374564
57,2018-09-28,2018-09-28,2018-10-31,169,28,8,8,-0.05984134123465472,0.06894184611866991,6.894184611866991e-06,-0.059848235419266586,-0.0597563743662967,-0.0597495232242015,0.0685114209518919,6.851142095189199e-06,-9.186105296988406e-05,-9.181801045321514e-05,0.00043042516677800624,4.3042516677792285e-08,1.0,2018-10,-0.06910442393564453,-0.0597563743662967,0.00934804956934783,1,False,282.1547398034883,265.29419554256606,171.31406065004185,159.47550117674464,166.35420085530498
58,2018-10-31,2018-10-31,2018-11-30,169,30,8,8,0.007023099813958577,0.3170894383088091,3.170894383088091e-05,0.0069913908701276966,0.0070338385989776,0.0070655566323164,0.3171803333878841,3.171803333878841e-05,-4.244772884990332e-05,-4.245681835782309e-05,-9.089507907500405e-05,-9.08950790750072e-09,0.9999999999999999,2018-11,0.018549837918407475,0.0070338385989776,-0.011515999319429874,1,False,265.29419554256606,267.1602320952581,159.47550117674464,162.43374587553006,164.4733553703662
59,2018-11-30,2018-11-30,2018-12-31,169,31,8,8,-0.08415181080189646,0.2703087400587521,2.703087400587521e-05,-0.08417884167590234,-0.0841582814979285,-0.0841312838666049,0.2699763132360388,2.6997631323603884e-05,-2.0560177973832916e-05,-2.0526935291559356e-05,0.00033242682271328317,3.3242682271327086e-08,1.0,2018-12,-0.08804866842491355,-0.0841582814979285,0.00389038692698504,1,False,267.1602320952581,244.67648607753347,162.43374587553006,148.13167084391884,165.1749991636431
60,2018-12-31,2018-12-31,2019-01-31,169,31,8,8,0.054977217618505984,0.36829142093327016,3.6829142093327016e-05,0.05494038847641266,0.0549233090229918,0.0549601058669509,0.3679684395919323,3.679684395919323e-05,1.707945342085959e-05,1.7111751555082266e-05,0.00032298134133784684,3.2298134133783665e-08,1.0,2019-01,0.08006562879531653,0.0549233090229918,-0.025142319772324735,1,False,244.67648607753347,258.1149283330296,148.13167084391884,159.99192621453807,161.32997110548902
61,2019-01-31,2019-01-31,2019-02-28,169,33,8,8,0.04271939067726374,0.212052101137152,2.1205210113715202e-05,0.04269818546715003,0.0427109872041124,0.0427321903800099,0.2120317589755567,2.120317589755568e-05,-1.2801736962372856e-05,-1.2799702746160713e-05,2.0342161595299224e-05,2.0342161595223167e-09,1.0,2019-02,0.03241594832556993,0.0427109872041124,0.010295038878542467,1,False,258.1149283330296,269.139271734252,159.99192621453807,165.17821622721692,162.93872029955068
62,2019-02-28,2019-02-28,2019-03-29,169,80,16,16,0.03228416567807459,0.3792089298107516,3.792089298107516e-05,0.03224624478509352,0.0322494195876876,0.032287330597174,0.3791100948638335,3.791100948638336e-05,-3.1748025940830926e-06,-3.164919099407637e-06,9.883494691809158e-05,9.88349469179992e-09,1.0,2019-03,0.018100130216103683,0.0322494195876876,0.014149289371583919,1,False,269.139271734252,277.8188570359346,165.17821622721692,168.1679634497933,165.20320002500222
63,2019-03-29,2019-03-29,2019-04-30,170,88,18,18,0.009954631447720488,0.20953842408882298,2.09538424088823e-05,0.009933677605311605,0.0099295701758354,0.0099505295175639,0.2095934172855192,2.0959341728551927e-05,4.107429476204322e-06,4.101930156588315e-06,-5.499319669621805e-05,-5.499319669626933e-09,1.0,2019-04,0.04085277645134067,0.0099295701758354,-0.030923206275505266,1,False,277.8188570359346,280.57747887304333,168.1679634497933,175.03809166688492,160.29509702780035
64,2019-04-30,2019-04-30,2019-05-31,170,91,19,19,-0.11057859436065576,0.1142391395645591,1.142391395645591e-05,-0.11059001827461222,-0.1106042049907784,-0.1105927749085243,0.1143008225415566,1.143008225415567e-05,1.4186716166181279e-05,1.4180547868544724e-05,-6.168297699750414e-05,-6.168297699759036e-09,1.0,2019-05,-0.06377159500810115,-0.1106042049907784,-0.046832609982677256,1,False,280.57747887304333,249.54442988397346,175.03809166688492,163.87563337411345,152.27671420453692
65,2019-05-31,2019-05-31,2019-06-28,171,92,19,19,0.09617873920415777,0.20402722223432465,2.0402722223432466e-05,0.09615833648193434,0.0961616415526122,0.0961820574433259,0.204158907137067,2.0415890713706707e-05,-3.3050706778614547e-06,-3.318239168131898e-06,-0.00013168490274234612,-1.3168490274241296e-08,1.0,2019-06,0.06958679426601244,0.0961616415526122,0.026574847286599756,1,False,249.54442988397346,273.5410319019271,163.87563337411345,175.27921335893038,156.06016632547284
66,2019-06-28,2019-06-28,2019-07-31,172,95,19,19,0.002946344219374038,0.162290062752601,1.62290062752601e-05,0.002930115213098778,0.0028704724176538,0.0028867045555893,0.1623213793548529,1.6232137935485296e-05,5.964279544497762e-05,5.96396637847379e-05,-3.131660225191846e-05,-3.131660225195662e-09,1.0,2019-07,0.01511892653441338,0.0028704724176538,-0.01224845411675958,1,False,273.5410319019271,274.3262238890982,175.27921335893038,177.92924690871382,154.1771398773135
67,2019-07-31,2019-07-31,2019-08-30,173,97,20,20,-0.00013642002286728982,0.2844461156809335,2.8444611568093348e-05,-0.00016486463443538316,-0.0001041784129142,-7.577903620709289e-05,0.2839937670718119,2.839937670718119e-05,-6.068622152118316e-05,-6.064098666019693e-05,0.0004523486091215778,4.52348609121586e-08,1.0,2019-08,-0.016742896260931617,-0.0001041784129142,0.016638717848017417,1,False,274.3262238890982,274.2976450184727,177.92924690871382,174.95019598593555,156.78613188894272
68,2019-08-30,2019-08-30,2019-09-30,174,100,20,20,-0.007217795512818217,0.06622633444504986,6.622633444504986e-06,-0.007224418146262721,-0.0071578376882222,-0.0071511723483969,0.0666533982530644,6.665339825306442e-06,-6.658045804052142e-05,-6.662316442131687e-05,-0.00042706380801454946,-4.2706380801455257e-08,1.0,2019-09,0.019457956111362806,-0.0071578376882222,-0.026615793799585008,1,False,274.2976450184727,272.33426699716887,174.95019598593555,178.3543692211042,152.69279254917421
69,2019-09-30,2019-09-30,2019-10-31,175,102,21,21,-0.00048621882794640324,0.18727224647378965,1.8727224647378965e-05,-0.0005049460525937822,-0.0002498942070255,-0.0002311321706686,0.187620363568383,1.87620363568383e-05,-0.00025505184556828223,-0.0002550866572778032,-0.00034811709459334206,-3.4811709459335046e-08,0.9999999999999998,2019-10,0.022104678770767716,-0.0002498942070255,-0.022354572977793218,1,False,272.33426699716887,272.26621224147175,178.3543692211042,182.2968352600996,149.35323032514776
70,2019-10-31,2019-10-31,2019-11-29,175,104,21,21,-0.001473602526863009,0.19665921725853264,1.9665921725853265e-05,-0.0014932684485888623,-0.0014720294086685,-0.0014526745838828,0.1935482478574634,1.9354824785746348e-05,-2.123903992036231e-05,-2.092794298020912e-05,0.0031109694010692246,3.110969401069165e-07,1.0,2019-11,0.036198149968216686,-0.0014720294086685,-0.03767017937688519,1,False,272.26621224147175,271.8654283700655,182.2968352600996,188.895643441576,143.9236095744852
71,2019-11-29,2019-11-29,2019-12-31,175,107,22,22,0.04303775262562788,0.4095604097840966,4.095604097840966e-05,0.04299679658464947,0.0428420583778591,0.0428828032885027,0.4074491064360228,4.074491064360229e-05,0.00015473820679037104,0.00015494933712518338,0.002111303348073801,2.1113033480737455e-07,1.0,2019-12,0.02905538268203367,0.0428420583778591,0.01378667569582543,1,False,271.8654283700655,283.5127029232175,188.895643441576,194.38407864873997,145.8518130157854
72,2019-12-31,2019-12-31,2020-01-31,175,109,22,22,-0.05619693643874411,0.11965132372740522,1.1965132372740522e-05,-0.056208901571116854,-0.0561911523415857,-0.0561790293677364,0.1212297384921694,1.2122973849216942e-05,-1.774922953115543e-05,-1.790707100771116e-05,-0.0015784147647641827,-1.5784147647642014e-07,1.0,2020-01,-0.0004038059700871566,-0.0561911523415857,-0.05578734637149854,1,False,283.5127029232175,267.58179744248423,194.38407864873997,194.30558519729172,137.71184043463813
73,2020-01-31,2020-01-31,2020-02-28,175,110,22,22,-0.02916451304775783,0.2467977763649574,2.467977763649574e-05,-0.029189192825394325,-0.0293723594588995,-0.0293477439743341,0.2461548456536988,2.461548456536988e-05,0.0001831666335051739,0.00018323092657627008,0.0006429307112585936,6.429307112586097e-08,1.0000000000000002,2020-02,-0.07916576739663461,-0.0293723594588995,0.04979340793773511,1,False,267.58179744248423,259.72228870334516,194.30558519729172,178.92323443569595,145.1585030432076
74,2020-02-28,2020-02-28,2020-03-31,175,127,26,26,-0.0642471409792473,0.30978837285258726,3.0978837285258725e-05,-0.06427811981653256,-0.0645019024973664,-0.0644709370453491,0.3096545201730975,3.096545201730975e-05,0.00022378268083383945,0.00022379606610180292,0.00013385267948973212,1.338526794897397e-08,1.0,2020-03,-0.12487124092725288,-0.0645019024973664,0.06036933842988648,1,False,259.72228870334516,242.96970696100914,178.92323443569595,156.58086812099282,155.1720270022147
75,2020-03-31,2020-03-31,2020-04-30,175,128,26,26,0.18612893982441947,0.12888970328425045,1.2888970328425046e-05,0.18611605085409105,0.1861860568450139,0.18619888195031,0.1282510529616009,1.2825105296160097e-05,-7.000599092285564e-05,-6.99421258905375e-05,0.0006386503226495643,6.386503226494908e-08,1.0,2020-04,0.12698350796282853,0.1861860568450139,0.059202548882185374,1,False,242.96970696100914,288.207278632868,156.58086812099282,176.46405603486153,163.3235034424976
76,2020-04-30,2020-04-30,2020-05-29,175,128,26,26,0.04502272770099383,0.007852807692700442,7.852807692700442e-07,0.04502194242022456,0.0451517710814845,0.0451525916375797,0.00820556095222,8.205560952220026e-07,-0.00012982866125994114,-0.00012986393658587225,-0.0003527532595195577,-3.527532595195838e-08,1.0,2020-05,0.04764514534844744,0.0451517710814845,-0.0024933742669629375,1,False,288.207278632868,301.2203477017169,176.46405603486153,184.87171163341907,162.93479680601692
77,2020-05-29,2020-05-29,2020-06-30,175,129,26,26,0.06734010039911248,0.007269645600160794,7.269645600160795e-07,0.06733937343455246,0.0674746729223512,0.0674753799936936,0.0070707134247903,7.070713424790378e-07,-0.00013529948779873735,-0.0001352795945811225,0.00019893217537049392,1.989321753704173e-08,1.0,2020-06,0.017734503281771286,0.0674746729223512,0.04974016964057991,1,False,301.2203477017169,321.54509214044714,184.87171163341907,188.15031961008862,170.89797817340826
78,2020-06-30,2020-06-30,2020-07-31,175,130,26,26,0.09857406987528555,0.023837479290907165,2.3837479290907166e-06,0.09857168612735646,0.0985347672246364,0.0985371500559255,0.0238283128904781,2.382831289047819e-06,3.691890272006226e-05,3.69198193600484e-05,9.16640042906633e-06,9.166400428976381e-10,1.0,2020-07,0.05889194129451303,0.0985347672246364,0.039642825930123374,1,False,321.54509214044714,353.22846294673036,188.15031961008862,199.23085718710982,177.29606143037975
79,2020-07-31,2020-07-31,2020-08-31,175,130,26,26,0.07055641573059875,8.568819800849198e-08,8.568819800849198e-12,0.07055641572202992,0.0707447880176612,0.0707447880256413,7.980149914965305e-08,7.980149914965304e-12,-0.00018837229563127555,-0.00018837229504255204,5.886698858838927e-09,5.88669885883894e-13,0.9999999999999999,2020-08,0.06979699655909855,0.0707447880176612,0.0009477914585626496,1,False,353.22846294673036,378.21753567970114,199.23085718710982,213.13657264066478,177.45313767306973
80,2020-08-31,2020-08-31,2020-09-30,175,130,26,26,-0.05803568675139441,0.17132966579520967,1.7132966579520966e-05,-0.05805281971797393,-0.0580580977337961,-0.0580409477214822,0.1715001231395776,1.7150012313957762e-05,5.278015822174353e-06,5.260970087794803e-06,-0.0001704573443679358,-1.7045734436796356e-08,1.0,2020-09,-0.037443750368799544,-0.0580580977337961,-0.02061434736499656,1,False,378.21753567970114,356.2589450285735,213.13657264066478,205.15594002024622,173.6527565292116
81,2020-09-30,2020-09-30,2020-10-30,176,131,27,27,-0.03451003924142628,0.1317351745260948,1.317351745260948e-05,-0.03452321275887889,-0.0345543569595397,-0.0345411825812185,0.1317437832122763,1.3174378321227637e-05,3.1144200660811194e-05,3.1143339792219504e-05,-8.608686181521552e-06,-8.608686181563809e-10,1.0,2020-10,-0.024933510015754612,-0.0345543569595397,-0.009620846943785087,1,False,356.2589450285735,343.9486462720272,205.15594002024622,200.04068233495985,171.93934866513771
82,2020-10-30,2020-10-30,2020-11-30,176,131,27,27,0.13365383655033453,0.12412884328214248,1.2412884328214248e-05,0.13364142366600631,0.1336739525125152,0.1336863731833178,0.1242067080268745,1.2420670802687458e-05,-3.252884650889465e-05,-3.253663298327658e-05,-7.786474473202298e-05,-7.786474473210216e-09,1.0,2020-11,0.10877693481526807,0.1336739525125152,0.024897017697247142,1,False,343.9486462720272,389.92562128053805,200.04068233495985,221.80049459771152,175.8001586009814
83,2020-11-30,2020-11-30,2020-12-31,176,131,27,27,0.07458441964230503,0.12715687302270204,1.2715687302270204e-05,0.07457170395500276,0.07453016954851,0.0745428334349917,0.1266388648165492,1.2663886481654924e-05,4.153440649276585e-05,4.1586207313329404e-05,0.0005180082061528313,5.180082061528059e-08,1.0,2020-12,0.037048459338504314,0.07453016954851,0.03748171021000568,1,False,389.92562128053805,418.9868439458847,221.80049459771152,230.01786120307497,182.15404740937723
84,2020-12-31,2020-12-31,2021-01-29,177,132,27,27,0.007101881756989432,0.1086575073122394,1.0865750731223941e-05,0.007091016006258208,0.0070580708299207,0.0070689682878783,0.1089745795764086,1.0897457957640864e-05,3.2945176337507466e-05,3.291346911113175e-05,-0.000317072264169202,-3.170722641692212e-08,1.0,2021-01,-0.0101907155028923,0.0070580708299207,0.017248786332813,1,False,418.9868439458847,421.94408276725966,230.01786120307497,227.67381461897065,185.3283318827925
85,2021-01-29,2021-01-29,2021-02-26,177,132,27,27,0.013567615378599764,0.031112764555315246,3.1112764555315246e-06,0.013564504102144232,0.0135491715443367,0.0135522968728104,0.0312532847364604,3.1253284736460454e-06,1.533255780753265e-05,1.5318505789363793e-05,-0.00014052018114515258,-1.4052018114520772e-08,0.9999999999999999,2021-02,0.027805799989466973,0.0135491715443367,-0.014256628445130273,1,False,421.94408276725966,427.6610755267911,227.67381461897065,234.00446717110472,182.75765445711946
86,2021-02-26,2021-02-26,2021-03-31,177,132,27,27,0.00857325678548219,0.14685112160910468,1.4685112160910468e-05,0.008558571673321278,0.0085506090041769,0.0085652402728377,0.1463126866085236,1.4631268660852364e-05,7.962669144377307e-06,8.016512644488938e-06,0.0005384350005810945,5.384350005810482e-08,1.0,2021-03,0.04539908725544817,0.0085506090041769,-0.036848478251271265,1,False,427.6610755267911,431.31783816992646,234.00446717110472,244.62805639437036,176.31576873365225
87,2021-03-31,2021-03-31,2021-04-30,177,132,27,27,0.021644692313078372,0.14782490178426452,1.4782490178426452e-05,0.021629909822899945,0.0216141314856393,0.0216289373104466,0.1480582480726455,1.4805824807264556e-05,1.5778337260644038e-05,1.5755002631772513e-05,-0.00023334628838098115,-2.3334628838103623e-08,1.0,2021-04,0.05291041501975635,0.0216141314856393,-0.03129628353411705,1,False,431.31783816992646,440.64039863623293,244.62805639437036,257.57142838367287,171.07503009994744
88,2021-04-30,2021-04-30,2021-05-28,178,132,27,27,0.05118053618494323,0.51420659840811,5.1420659840811004e-05,0.05112911552510242,0.0511173622905038,0.0511687960490576,0.5143375855386728,5.143375855386728e-05,1.1753234598621543e-05,1.1740135885632275e-05,-0.00013098713056280964,-1.3098713056278373e-08,1.0,2021-05,0.006566213532724019,0.0511173622905038,0.04455114875777978,1,False,440.64039863623293,463.1647735331533,257.57142838367287,259.2626973823688,178.64690069549934
89,2021-05-28,2021-05-28,2021-06-30,178,132,27,27,0.08240198566159951,0.050713443205685035,5.071344320568504e-06,0.08239691431727894,0.0824224280346998,0.0824274981886095,0.0507015390968957,5.070153909689571e-06,-2.5513717420863613e-05,-2.551252700999651e-05,1.190410878933873e-05,1.1904108789328742e-09,1.0,2021-06,0.02242737354966251,0.0824224280346998,0.059995054485037294,1,False,463.1647735331533,501.33993874789775,259.2626973823688,265.0772787440563,189.12972893160088
90,2021-06-30,2021-06-30,2021-07-30,178,132,27,27,0.0254454675202699,0.02036446698356902,2.036446698356902e-06,0.025443431073571544,0.0254396987237928,0.0254417377026209,0.0203897882811629,2.038978828116296e-06,3.73234977874351e-06,3.729817648998046e-06,-2.5321297593881853e-05,-2.5321297593942108e-09,1.0,2021-07,0.024412658786326702,0.0254396987237928,0.0010270399374660982,1,False,501.33993874789775,514.093875747849,265.0772787440563,271.5485199020429,189.3193437155543
91,2021-07-30,2021-07-30,2021-08-31,178,132,27,27,0.04033202822506675,0.09213089258138715,9.213089258138715e-06,0.04032281513580861,0.0403303658489819,0.0403395782431674,0.0921239418547779,9.212394185477798e-06,-7.550713173286316e-06,-7.550018100647982e-06,6.950726609250557e-06,6.950726609166911e-10,1.0,2021-08,0.02975963901175005,0.0403303658489819,0.010570726837231849,1,False,514.093875747849,534.8274698374809,271.5485199020429,279.6297058285027,191.26275166397784
92,2021-08-31,2021-08-31,2021-09-30,178,132,27,27,-0.04963378595609703,0.12701699697122104,1.2701699697122105e-05,-0.04964648765579415,-0.0496405189819415,-0.0496278093597413,0.1270962220021818,1.270962220021818e-05,-5.96867385264932e-06,-5.9765963557265045e-06,-7.922503096075006e-05,-7.92250309607509e-09,1.0,2021-09,-0.04660527022518435,-0.0496405189819415,-0.0030352487567571543,1,False,534.8274698374809,508.27835666894964,279.6297058285027,266.59748782537656,190.65384329573126
93,2021-09-30,2021-09-30,2021-10-29,178,133,27,27,0.07068340009553589,0.12191855576432915,1.2191855576432917e-05,0.07067120823995945,0.0706945595117541,0.0707067514930567,0.1219198130267576,1.2191981302675768e-05,-2.3351271794647133e-05,-2.3351397520812722e-05,-1.2572624284445943e-06,-1.2572624285085352e-10,1.0,2021-10,0.07016338337527506,0.0706945595117541,0.0005311761364790446,1,False,508.27835666894964,544.2108712030192,266.59748782537656,285.3028695705537,190.7484744272574
94,2021-10-29,2021-10-29,2021-11-30,178,133,27,27,0.0379502178518707,0.09337434748801068,9.337434748801069e-06,0.0379408804171219,0.0378953496848197,0.0379046897384597,0.0934005364003309,9.340053640033091e-06,4.5530732302200005e-05,4.552811341099888e-05,-2.6188912320215807e-05,-2.618891232022448e-09,1.0,2021-11,-0.00803484610957872,0.0378953496848197,0.04593019579439842,1,False,544.2108712030192,564.833932469538,285.3028695705537,283.01050491893307,199.5805536021823
95,2021-11-30,2021-11-30,2021-12-31,178,134,27,27,0.013524479001708408,0.04452220418142322,4.452220418142322e-06,0.013520026781290266,0.0134882245877207,0.0134926773669553,0.0445277923460784,4.452779234607846e-06,3.1802193569565804e-05,3.1801634753109154e-05,-5.588164655179195e-06,-5.588164655235303e-10,0.9999999999999999,2021-12,0.046247935580096655,0.0134882245877207,-0.03275971099237596,1,False,564.833932469538,572.4525394054526,283.01050491893307,296.0991565189145,193.3313644440878
96,2021-12-31,2021-12-31,2022-01-31,178,134,27,27,-0.11518557343300083,0.09851089160940912,9.851089160940913e-06,-0.11519542452216178,-0.1151686021708687,-0.1151587580170574,0.0984415381125945,9.844153811259455e-06,-2.6822351293073754e-05,-2.6815415943431953e-05,6.935349681462533e-05,6.935349681457591e-09,1.0,2022-01,-0.052741381529686104,-0.1151686021708687,-0.0624272206411826,1,False,572.4525394054526,506.52398063296255,296.0991565189145,280.4824779343322,180.59024020443522
97,2022-01-31,2022-01-31,2022-02-28,178,134,27,27,0.03140611695286126,0.2789070931726457,2.7890709317264574e-05,0.03137822624354399,0.0314294504865949,0.031457313316709,0.2786283011409625,2.786283011409625e-05,-5.122424305090828e-05,-5.119636384774001e-05,0.0002787920316832393,2.7879203168326017e-08,1.0,2022-02,-0.02951676733848574,0.0314294504865949,0.06094621782508064,1,False,506.52398063296255,522.4437510025392,280.4824779343322,272.2035418906226,191.9312832499691
98,2022-02-28,2022-02-28,2022-03-31,178,136,28,28,0.0650417207067886,0.4172906223892617,4.172906223892617e-05,0.06499999164454967,0.0650375648577676,0.0650792310686178,0.4166621085012846,4.166621085012847e-05,-3.75732132179285e-05,-3.751036182919609e-05,0.000628513887977078,6.285138879769933e-08,0.9999999999999999,2022-03,0.03759015524585707,0.0650375648577676,0.027447409611910528,1,False,522.4437510025392,556.4222203429023,272.2035418906226,282.4357152887633,197.00844837346943
99,2022-03-31,2022-03-31,2022-04-29,178,137,28,28,-0.040543593727298814,0.11537511785917925,1.1537511785917925e-05,-0.04055513123908473,-0.0405717321196184,-0.0405602019044907,0.1153021512772054,1.1530215127720549e-05,1.6600880533665374e-05,1.6608177191887452e-05,7.296658197385175e-05,7.296658197376748e-09,1.0,2022-04,-0.08776903262193148,-0.0405717321196184,0.04719730050231308,1,False,556.4222203429023,533.8472070737467,282.4357152887633,257.64660577998524,207.20133512242745
100,2022-04-29,2022-04-29,2022-05-31,178,137,28,28,0.043986565949576485,0.15045936471280755,1.5045936471280756e-05,0.043971520013105204,0.0436905819855711,0.0437056236779104,0.1504169233929004,1.5041692339290048e-05,0.0002809380275341014,0.00028094227166608476,4.244131990716049e-05,4.244131990707516e-09,1.0,2022-05,0.002257056086274245,0.0436905819855711,0.04143352589929686,1,False,533.8472070737467,557.1713022421704,257.64660577998524,258.22812861966884,215.76708363278266
101,2022-05-31,2022-05-31,2022-06-30,178,137,28,28,-0.18293684256732873,0.12123212186830645,1.2123212186830646e-05,-0.18294896577951555,-0.1828752672558496,-0.1828630071615498,0.1226009429980637,1.2260094299806371e-05,-7.369852366595486e-05,-7.383540577893255e-05,-0.0013688211297572528,-1.3688211297572587e-07,1.0000000000000002,2022-06,-0.0824601194798662,-0.1828752672558496,-0.1004151477759834,1,False,557.1713022421704,455.2784514373438,258.22812861966884,236.93460628062869,192.15363200177924
102,2022-06-30,2022-06-30,2022-07-29,178,137,28,28,0.14126234697894324,0.057764227498672494,5.77642274986725e-06,0.14125657055619337,0.1411518864242694,0.1411576205750597,0.0573415079031557,5.734150790315578e-06,0.00010468413192396553,0.00010472640388353716,0.0004227195955167906,4.2271959551671744e-08,1.0,2022-07,0.09208723184878687,0.1411518864242694,0.049064654575482536,1,False,455.2784514373438,519.541863706045,236.93460628062869,258.75325830219396,200.7865976703103
103,2022-07-29,2022-07-29,2022-08-31,178,137,28,28,0.02460283807945021,0.036501567821278974,3.6501567821278977e-06,0.024599187922668082,0.0244987210058284,0.0245024066293297,0.0368562350132695,3.6856235013269568e-06,0.00010046691683968101,0.00010043145012050836,-0.00035466719199052366,-3.546671919905909e-08,1.0000000000000002,2022-08,-0.04080185087231036,0.0244987210058284,0.06530057187813876,1,False,519.541863706045,532.2699748758275,258.75325830219396,248.19564644422343,214.45580633721698
104,2022-08-31,2022-08-31,2022-09-30,178,137,28,28,-0.09831525897793124,0.008774909134509777,8.774909134509777e-07,-0.09831613646884468,-0.0982032709041555,-0.0982023785582622,0.0089234589334749,8.92345893347497e-07,-0.00011286556468918796,-0.00011288041966904527,-0.00014854979896512278,-1.4854979896519272e-08,1.0,2022-09,-0.09244592114023042,-0.0982032709041555,-0.005757349763925071,1,False,532.2699748758275,479.9993223389486,248.19564644422343,225.25097128569223,213.09533965567314
105,2022-09-30,2022-09-30,2022-10-31,178,137,28,28,0.18995982935985573,0.062308856055387836,6.230885605538784e-06,0.1899535984742502,0.1901626552419456,0.1901689024226239,0.0624718067828719,6.247180678287197e-06,-0.0002090567676953925,-0.0002090730627681836,-0.00016295072748406109,-1.629507274841298e-08,1.0,2022-10,0.08127554063287801,0.1901626552419456,0.10888711460906758,1,False,479.9993223389486,571.2772679892576,225.25097128569223,243.55836575501775,234.55456609684867
106,2022-10-31,2022-10-31,2022-11-30,178,137,28,28,0.041264297016511506,0.021757376629766196,2.17573766297662e-06,0.041262121278848526,0.0412706531875793,0.0412728144936473,0.0216130606798443,2.1613060679844374e-06,-8.53190873077031e-06,-8.517477135795704e-06,0.0001443159499218971,1.4431594992182488e-08,1.0,2022-11,0.05559159019349047,0.0412706531875793,-0.014320937005911173,1,False,571.2772679892576,594.85425399039,243.55836575501775,257.09816261226695,231.37242520379166
107,2022-11-30,2022-11-30,2022-12-30,178,137,28,28,-0.05555257317570543,0.14188537719788472,1.4188537719788472e-05,-0.05556676171342522,-0.0555237909372651,-0.0555096266573044,0.1416427996076652,1.4164279960766524e-05,-4.297077616011863e-05,-4.2946518401032474e-05,0.00024257759021950598,2.4257759021948004e-08,1.0,2022-12,-0.05762831673553204,-0.0555237909372651,0.0021045257982669346,1,False,594.85425399039,561.8256907536849,257.09816261226695,242.2820282651239,231.8891313469158
108,2022-12-30,2022-12-30,2023-01-31,178,137,28,28,0.07817032959397867,0.12608016611227185,1.2608016611227187e-05,0.07815772157736744,0.0779094038983753,0.0779218361222065,0.1243222383120738,1.2432223831207384e-05,0.0002483176789921382,0.0002484934717721654,0.001757927800198053,1.757927800198025e-07,0.9999999999999998,2023-01,0.06288739154288647,0.0779094038983753,0.015022012355488834,1,False,561.8256907536849,605.5971954150973,242.2820282651239,257.5185130404374,235.1664694957298
109,2023-01-31,2023-01-31,2023-02-28,178,137,28,28,-0.016719343306001687,0.10724934896181434,1.0724934896181435e-05,-0.01673006824089787,-0.0166607103336319,-0.0166499791188649,0.1073121476694917,1.073121476694917e-05,-6.935790726596974e-05,-6.936418713678755e-05,-6.279870767735007e-05,-6.2798707677348665e-09,1.0,2023-02,-0.02514265353436773,-0.0166607103336319,0.008481943200735833,1,False,605.5971954150973,595.5075159634265,257.5185130404374,251.04381428837615,237.21258285191684
