decision_id,asof,period_start,period_end,universe_rows,full_alpha_available,candidate_count,selected_count,gross_return_1m_reconstructed,turnover_reconstructed,transaction_cost_return_reconstructed,net_return_1m_reconstructed,net_return_1m_persisted,gross_return_1m_persisted,turnover_persisted,transaction_cost_return_persisted,replay_error,gross_replay_error,turnover_replay_error,cost_replay_error,weights_sum,month,spy_return_1m,alpha_engine_return_1m,active_return_1m,period_start_reuse_count,forward_interval_reused,alpha_engine_nav_start,alpha_engine_nav,spy_nav_start,spy_nav,active_nav
11,2014-11-28,2014-11-28,2014-12-31,164,26,8,8,-0.009603714406608975,0.06991054711726225,6.9910547117262245e-06,-0.009610705461320701,-0.009968436860571,-0.0099612559887393,0.0718087183165877,7.180871831658775e-06,0.0003577313992502995,0.00035754158213032426,-0.001898171199325449,-1.8981711993255047e-07,1.0,2014-12,-0.002536372103080331,-0.009968436860571,-0.0074320647574906695,1,False,110.2999516807887,109.20043357673472,112.77528438964008,112.48924430439725,97.07633316589543
12,2014-12-31,2014-12-31,2015-01-30,164,26,8,8,0.02403712610652116,0.16301472670056383,1.6301472670056383e-05,0.024020824633851103,0.0236858743917115,0.0237020560200675,0.161816283559912,1.6181628355991205e-05,0.00033495024213960403,0.00033507008645366,0.001198443140651817,1.198443140651789e-07,1.0,2015-01,-0.029628954571632615,0.0236858743917115,0.053314828963344114,1,False,109.20043357673472,111.78694132995369,112.48924430439725,109.15630559510498,102.40997138965712
13,2015-01-30,2015-01-30,2015-02-27,164,26,8,8,0.0725761541980004,0.11764543888752997,1.1764543888752998e-05,0.07256438965411165,0.0724352389496441,0.072447148987145,0.1191003750087774,1.1910037500877743e-05,0.00012915070446754828,0.00012900521085540406,-0.0014549361212474327,-1.4549361212474576e-07,1.0,2015-02,0.056204134020860996,0.0724352389496441,0.016231104928783102,1,False,111.78694132995369,119.88425513663873,109.15630559510498,115.29134122399432,103.98374575565137
14,2015-02-27,2015-02-27,2015-03-31,164,26,8,8,-0.022804962349769357,0.05371110558805625,5.371110558805625e-06,-0.022810333460328163,-0.0227504210238967,-0.0227450019891492,0.0541903474743201,5.419034747432013e-06,-5.991243643146266e-05,-5.996036062015653e-05,-0.00047924188626384534,-4.7924188626387713e-08,1.0,2015-03,-0.015705232449699347,-0.0227504210238967,-0.007045188574197354,1,False,119.88425513663873,117.15683785814394,115.29134122399432,113.4806639106339,103.23947166048046
15,2015-03-31,2015-03-31,2015-04-30,164,26,8,8,0.07188451892497735,0.0073098471418154495,7.30984714181545e-07,0.07188378794026318,0.0719577489412305,0.0719584888941326,0.0073995290209893,7.399529020989372e-07,-7.396100096732083e-05,-7.396996915524923e-05,-8.968187917385035e-05,-8.96818791739221e-09,1.0,2015-04,0.009833776998542598,0.0719577489412305,0.0621239719426879,1,False,117.15683785814394,125.58718018348871,113.4806639106339,114.59660745317763,109.59066151657383
16,2015-04-30,2015-04-30,2015-05-29,164,26,8,8,0.030944481966550294,0.27057987447303494,2.7057987447303495e-05,0.03091742397910299,0.0309525116039314,0.030979689361026,0.2717775709464333,2.717775709464333e-05,-3.508762482841085e-05,-3.520739447570448e-05,-0.0011976964733983464,-1.197696473398345e-07,1.0,2015-05,0.012856128431951053,0.0309525116039314,0.018096383171980347,1,False,125.58718018348871,129.47441883542317,114.59660745317763,116.06987615646156,111.54868353688286
17,2015-05-29,2015-05-29,2015-06-30,165,26,8,8,0.019610631971789128,0.20856030166702477,2.0856030166702478e-05,0.019589775941622426,0.0192606717765137,0.0192813499863124,0.2067820979875055,2.067820979875056e-05,0.0003291041651087255,0.0003292819854767287,0.0017782036795192802,1.778203679519169e-07,1.0,2015-06,-0.020312111034906488,0.0192606717765137,0.03957278281142019,1,False,129.47441883542317,131.96818312006712,116.06987615646156,113.71225194416367,116.05449796638246
18,2015-06-30,2015-06-30,2015-07-31,165,26,8,8,0.023686787613860567,0.19390763232142838,1.939076323214284e-05,0.023667396850628426,0.0241570290863272,0.0241758920940121,0.1886300768486424,1.886300768486425e-05,-0.0004896322356987733,-0.0004891044801515337,0.005277555472785994,5.277555472785909e-07,1.0,2015-07,0.02258928959607065,0.0241570290863272,0.0015677394902565492,1,False,131.96818312006712,135.15614235816832,113.71225194416367,116.28093093395172,116.23242200816043
19,2015-07-31,2015-07-31,2015-08-31,165,26,8,8,-0.039556683084581046,0.1350621019652009,1.3506210196520092e-05,-0.03957018929477757,-0.0392788963537662,-0.0392655973781106,0.132989756555444,1.3298975655544408e-05,-0.00029129294101137154,-0.00029108570647044807,0.0020723454097568983,2.0723454097568438e-07,1.0,2015-08,-0.06095049567619015,-0.0392788963537662,0.021671599322423955,1,False,135.15614235816832,129.84735825090695,116.28093093395172,109.19355055583853,118.91486043812326
20,2015-08-31,2015-08-31,2015-09-30,165,26,8,8,-0.051288610547571,0.12139208707283818,1.2139208707283818e-05,-0.05130074975627828,-0.0509315602725471,-0.0509199046292885,0.1165564325863886,1.165564325863886e-05,-0.000369189483731186,-0.00036870591828250254,0.00483565448644957,4.835654486449588e-07,1.0,2015-09,-0.025515826391608654,-0.0509315602725471,-0.025415733880938443,1,False,129.84735825090695,123.23402969791987,109.19355055583853,106.4073868767724,115.81341607480122
