decision_id,asof,period_start,period_end,universe_rows,full_alpha_available,candidate_count,selected_count,gross_return_1m_reconstructed,turnover_reconstructed,transaction_cost_return_reconstructed,net_return_1m_reconstructed,net_return_1m_persisted,gross_return_1m_persisted,turnover_persisted,transaction_cost_return_persisted,replay_error,gross_replay_error,turnover_replay_error,cost_replay_error,weights_sum
19,2015-07-31,2015-07-31,2015-08-31,165,26,8,8,-0.039556683084581046,0.1350621019652009,1.3506210196520092e-05,-0.03957018929477757,-0.0392788963537662,-0.0392655973781106,0.132989756555444,1.3298975655544408e-05,-0.00029129294101137154,-0.00029108570647044807,0.0020723454097568983,2.0723454097568438e-07,1.0
20,2015-08-31,2015-08-31,2015-09-30,165,26,8,8,-0.051288610547571,0.12139208707283818,1.2139208707283818e-05,-0.05130074975627828,-0.0509315602725471,-0.0509199046292885,0.1165564325863886,1.165564325863886e-05,-0.000369189483731186,-0.00036870591828250254,0.00483565448644957,4.835654486449588e-07,1.0
21,2015-09-30,2015-09-30,2015-10-30,165,26,8,8,0.05638281192286257,0.02877837205104191,2.8778372051041914e-06,0.05637993408565747,0.0562431767268884,0.0562457972912486,0.0262056436013153,2.6205643601315318e-06,0.0001367573587690643,0.00013701463161396726,0.00257272844972661,2.572728449726596e-07,1.0
22,2015-10-30,2015-10-30,2015-11-30,165,26,8,8,0.013813737600449225,0.20636870946253894,2.0636870946253896e-05,0.013793100729502971,0.013761915028412,0.0137825207233646,0.2060569495264134,2.0605694952641346e-05,3.118570109097128e-05,3.1216877084624256e-05,0.000311759936125533,3.117599361254994e-08,1.0
23,2015-11-30,2015-11-30,2015-12-31,165,26,8,8,-0.0373998671266643,0.10783373016335086,1.0783373016335087e-05,-0.037410650499680634,-0.0374479700901103,-0.0374371721066949,0.1079798341532764,1.0797983415327648e-05,3.731959042966443e-05,3.730498003060023e-05,-0.00014610398992553897,-1.4610398992561318e-08,1.0
24,2015-12-31,2015-12-31,2016-01-29,166,26,8,8,-0.0797071228380862,0.23759936600933415,2.3759936600933418e-05,-0.07973088277468714,-0.0795858260550498,-0.0795614883679092,0.2433768714062771,2.433768714062771e-05,-0.00014505671963734035,-0.00014563447017700015,-0.005777505396942939,-5.777505396942926e-07,1.0
25,2016-01-29,2016-01-29,2016-02-29,166,26,8,8,0.015515097242503592,0.40859703746845394,4.0859703746845395e-05,0.015474237538756746,0.0154742662334622,0.0155150969837607,0.4083075029855019,4.083075029855019e-05,-2.8694705453760627e-08,2.5874289169558473e-10,0.0002895344829520474,2.895344829520344e-08,1.0
26,2016-02-29,2016-02-29,2016-03-31,166,26,8,8,0.09377232913069318,0.13192429343906786,1.3192429343906786e-05,0.09375913670134928,0.0938957915433437,0.0939089743251645,0.1318278182077387,1.3182781820773875e-05,-0.00013665484199441857,-0.00013664519447131873,9.64752313291628e-05,9.647523132910903e-09,1.0
27,2016-03-31,2016-03-31,2016-04-29,166,26,8,8,0.057352858694096565,0.2273446540704405,2.273446540704405e-05,0.05733012422868952,0.0573579245446973,0.0573806373612124,0.2271281651503346,2.2712816515033465e-05,-2.7800316007776937e-05,-2.7778667115833933e-05,0.00021648892010589504,2.1648892010584354e-08,1.0
28,2016-04-29,2016-04-29,2016-05-31,166,26,8,8,-0.049676674289963946,0.20424008391161436,2.0424008391161436e-05,-0.04969709829835511,-0.0496750252111514,-0.0496545990708483,0.2042614030302211,2.0426140303022117e-05,-2.2073087203706987e-05,-2.207521911564564e-05,-2.1319118606755172e-05,-2.1319118606809545e-09,1.0
29,2016-05-31,2016-05-31,2016-06-30,166,27,8,8,0.022748396771307577,0.30069503339701215,3.0069503339701217e-05,0.022718327267967877,0.0227179136144013,0.0227479500326565,0.3003641825516149,3.003641825516149e-05,4.136535665770491e-07,4.467386510789706e-07,0.00033085084539724585,3.3085084539726266e-08,1.0
30,2016-06-30,2016-06-30,2016-07-29,166,27,8,8,0.06821306714510533,0.19387741906683292,1.9387741906683294e-05,0.06819367940319865,0.068194818982419,0.0682142072920865,0.193883096674749,1.938830966747491e-05,-1.1395792203494626e-06,-1.1401469811739284e-06,-5.677607916088068e-06,-5.677607916145314e-10,1.0
31,2016-07-29,2016-07-29,2016-08-31,166,27,8,8,0.001049688287214313,0.17188964930356265,1.7188964930356265e-05,0.0010324993222839568,0.0010808558581483,0.0010980452464803,0.1718938833200088,1.7189388332000888e-05,-4.835653586434318e-05,-4.835695926598679e-05,-4.234016446141853e-06,-4.234016446230974e-10,1.0
