decision_id,asof,period_start,period_end,universe_rows,full_alpha_available,candidate_count,selected_count,gross_return_1m_reconstructed,turnover_reconstructed,transaction_cost_return_reconstructed,net_return_1m_reconstructed,net_return_1m_persisted,gross_return_1m_persisted,turnover_persisted,transaction_cost_return_persisted,replay_error,gross_replay_error,turnover_replay_error,cost_replay_error,weights_sum
32,2016-08-31,2016-08-31,2016-09-30,166,27,8,8,0.020664756877473815,0.30004179035798206,3.0004179035798207e-05,0.02063475269843802,0.0207013514686503,0.0207312808216498,0.2992935299957551,2.992935299957551e-05,-6.659877021228042e-05,-6.652394417598628e-05,0.0007482603622269712,7.482603622269566e-08,1.0
33,2016-09-30,2016-09-30,2016-10-31,166,27,8,8,0.08667130079052068,0.071019123599904,7.101912359990401e-06,0.0866641988781607,0.0866570507744845,0.0866641063160154,0.0705554153093463,7.055541530934637e-06,7.14810367619112e-06,7.194474505284321e-06,0.00046370829055771,4.637082905576447e-08,1.0
34,2016-10-31,2016-10-31,2016-11-30,166,27,8,8,0.01987039654854408,0.24772350985201502,2.4772350985201504e-05,0.019845624197558878,0.019844903777949,0.0198696749767058,0.2477119875685,2.477119875685e-05,7.204196098772875e-07,7.21571838280255e-07,1.1522283515030818e-05,1.1522283515051363e-09,1.0
35,2016-11-30,2016-11-30,2016-12-30,166,27,8,8,-0.0029365585943919676,0.1434320249498587,1.4343202494985872e-05,-0.0029509017968869537,-0.002951123782181,-0.0029367807742182,0.1434300796283032,1.434300796283032e-05,2.219852940463403e-07,2.22179826232273e-07,1.9453215555076397e-06,1.9453215555133318e-10,1.0
36,2016-12-30,2016-12-30,2017-01-31,166,27,8,8,0.03638873076829898,0.20447294532912577,2.0447294532912578e-05,0.03636828347376607,0.0363516771710471,0.0363721284951008,0.2045132405371366,2.0451324053713667e-05,1.660630271897029e-05,1.6602273198183803e-05,-4.029520801082653e-05,-4.029520801088844e-09,1.0
37,2017-01-31,2017-01-31,2017-02-28,166,27,8,8,0.0224900083015327,0.23463178691418435,2.3463178691418435e-05,0.022466545122841283,0.0224667255265626,0.0224901822472705,0.2345672070785285,2.345672070785285e-05,-1.8040372131572502e-07,-1.739457377997189e-07,6.457983565585912e-05,6.45798356558466e-09,1.0
38,2017-02-28,2017-02-28,2017-03-31,166,27,8,8,0.009254847638907326,0.2220960390715231,2.220960390715231e-05,0.009232638035000174,0.0092403117692322,0.0092625208124112,0.2220904317900515,2.220904317900515e-05,-7.67373423202558e-06,-7.67317350387417e-06,5.607281471586845e-06,5.607281471587333e-10,0.9999999999999998
39,2017-03-31,2017-03-31,2017-04-28,166,27,8,8,0.022562025244194844,0.11806840484372674,1.1806840484372675e-05,0.02255021840371047,0.022554676016541,0.0225664729487252,0.1179693218424409,1.1796932184244094e-05,-4.4576128305287566e-06,-4.4477045303553675e-06,9.908300128584624e-05,9.908300128581019e-09,1.0
40,2017-04-28,2017-04-28,2017-05-31,166,27,8,8,0.053536071533381996,0.1384680330699368,1.384680330699368e-05,0.053522224730075,0.0535236834645146,0.0535375286108509,0.13845146336319,1.3845146336319004e-05,-1.458734439602205e-06,-1.4570774689026678e-06,1.6569706746794033e-05,1.6569706746768798e-09,1.0
41,2017-05-31,2017-05-31,2017-06-30,166,27,8,8,-0.027521571990601006,0.10042841559454685,1.0042841559454686e-05,-0.02753161483216046,-0.0275257609118565,-0.027515713706237,0.1004720561947493,1.0047205619474932e-05,-5.853920303961618e-06,-5.8582843640055116e-06,-4.364060020245475e-05,-4.3640600202457595e-09,1.0
42,2017-06-30,2017-06-30,2017-07-31,166,27,8,8,0.10511613998536237,0.005563934772166884,5.563934772166884e-07,0.10511558359188515,0.105113849624651,0.105114406056007,0.0055643135590327,5.5643135590327e-07,1.7339672341437629e-06,1.7339293553741975e-06,-3.7878686581609144e-07,-3.787868658158475e-11,1.0
43,2017-07-31,2017-07-31,2017-08-31,166,27,8,8,-4.12266809597427e-05,0.034790356550254024,3.4790356550254024e-06,-4.47057166147681e-05,-4.1582761168379455e-05,-3.810452072942026e-05,0.0347824043895918,3.478240438959189e-06,-3.1229554463886475e-06,-3.1221602303224336e-06,7.95216066222515e-06,7.952160662134829e-10,1.0
44,2017-08-31,2017-08-31,2017-09-29,166,27,8,8,0.013213854032143688,0.10971571208956671,1.0971571208956671e-05,0.01320288246093473,0.0132069093183681,0.0132178821140093,0.1097279564121024,1.097279564121025e-05,-4.026857433369821e-06,-4.0280818656129175e-06,-1.2244322535687191e-05,-1.2244322535794202e-09,1.0
45,2017-09-29,2017-09-29,2017-10-31,166,27,8,8,0.04485161005176564,0.1473859587669369,1.473859587669369e-05,0.044836871455888945,0.0448112684341735,0.044826005717985,0.1473728381144479,1.4737283811444794e-05,2.5603021715447927e-05,2.560433378064053e-05,1.3120652488984863e-05,1.3120652488950494e-09,1.0
46,2017-10-31,2017-10-31,2017-11-30,167,27,8,8,-0.0012408121127575533,0.20441144714932158,2.044114471493216e-05,-0.0012612532574724855,-0.0012501669749789,-0.0012297048076113,0.204621673675873,2.0462167367587303e-05,-1.1086282493585594e-05,-1.1107305146253318e-05,-0.00021022652655142138,-2.10226526551443e-08,1.0
47,2017-11-30,2017-11-30,2017-12-29,167,27,8,8,0.01704927797698106,0.19910594924460362,1.9910594924460363e-05,0.0170293673820566,0.0170211857841143,0.0170410920038692,0.1990621975488812,1.9906219754888127e-05,8.181597942299307e-06,8.185973111859285e-06,4.375169572243265e-05,4.375169572236337e-09,1.0
48,2017-12-29,2017-12-29,2018-01-31,167,27,8,8,0.1836154779352844,0.16311574274581359,1.631157427458136e-05,0.1835991663610098,0.1836001997816182,0.1836165053418582,0.1630556024003816,1.6305560240038166e-05,-1.0334206083928432e-06,-1.0274065737891913e-06,6.0140345431974884e-05,6.014034543194084e-09,1.0
49,2018-01-31,2018-01-31,2018-02-28,167,27,8,8,0.009138847149668743,0.05225072858862157,5.225072858862157e-06,0.00913362207680988,0.0091309179322025,0.0091361471714186,0.0522923921608751,5.229239216087514e-06,2.7041446073808317e-06,2.699978250142454e-06,-4.1663572253526626e-05,-4.16635722535707e-09,1.0
50,2018-02-28,2018-02-28,2018-03-29,169,28,8,8,-0.01792311047835193,0.09629944464086226,9.629944464086227e-06,-0.017932740422816017,-0.017936835506401,-0.0179272101067049,0.096253996961065,9.62539969610651e-06,4.095083584981785e-06,4.099628352970813e-06,4.544767979726416e-05,4.544767979718111e-09,0.9999999999999999
51,2018-03-29,2018-03-29,2018-04-30,169,28,8,8,0.014434092529994173,0.0020081748310747643,2.0081748310747643e-07,0.014433891712511065,0.0144440036762264,0.0144442111579703,0.0020748174398821,2.074817439882113e-07,-1.0111963715335112e-05,-1.0118627976127628e-05,-6.664260880733571e-05,-6.664260880734856e-09,1.0
52,2018-04-30,2018-04-30,2018-05-31,169,28,8,8,0.0035650567218443708,0.15498823134351775,1.5498823134351776e-05,0.003549557898710019,0.003545530924282,0.0035610240663523,0.1549314207032583,1.549314207032584e-05,4.026974428018599e-06,4.032655492070946e-06,5.681064025944704e-05,5.681064025936708e-09,1.0
53,2018-05-31,2018-05-31,2018-06-29,169,28,8,8,0.03306248631654499,0.2397613172663211,2.397613172663211e-05,0.033038510184818355,0.0325502136394854,0.032574185884369,0.2397224488361001,2.3972244883610016e-05,0.0004882965453329585,0.0004883004321759865,3.8868430220995176e-05,3.8868430220939014e-09,0.9999999999999999
54,2018-06-29,2018-06-29,2018-07-31,169,28,8,8,-0.00453354018485959,0.1897357689031907,1.897357689031907e-05,-0.004552513761749909,-0.0044602211603819,-0.0044409388600177,0.1928230036421286,1.928230036421286e-05,-9.22926013680091e-05,-9.260132484189068e-05,-0.003087234738937905,-3.087234738937909e-07,0.9999999999999999
55,2018-07-31,2018-07-31,2018-08-31,169,28,8,8,0.05489353844496834,0.18720310569667756,1.8720310569667758e-05,0.05487481813439867,0.0549034887786711,0.0549222256871061,0.1873690843508431,1.873690843508432e-05,-2.8670644272428547e-05,-2.8687242137760693e-05,-0.00016597865416553836,-1.659786541656166e-08,1.0
56,2018-08-31,2018-08-31,2018-09-28,169,28,8,8,0.01691624344710091,0.22236585768103795,2.2236585768103797e-05,0.016894006861332807,0.0169083256031595,0.0169305243836464,0.2219878048691531,2.2198780486915315e-05,-1.4318741826693099e-05,-1.4280936545492395e-05,0.00037805281188485473,3.7805281188482486e-08,1.0
57,2018-09-28,2018-09-28,2018-10-31,169,28,8,8,-0.05984134123465472,0.06894184611866991,6.894184611866991e-06,-0.059848235419266586,-0.0597563743662967,-0.0597495232242015,0.0685114209518919,6.851142095189199e-06,-9.186105296988406e-05,-9.181801045321514e-05,0.00043042516677800624,4.3042516677792285e-08,1.0
58,2018-10-31,2018-10-31,2018-11-30,169,30,8,8,0.007023099813958577,0.3170894383088091,3.170894383088091e-05,0.0069913908701276966,0.0070338385989776,0.0070655566323164,0.3171803333878841,3.171803333878841e-05,-4.244772884990332e-05,-4.245681835782309e-05,-9.089507907500405e-05,-9.08950790750072e-09,0.9999999999999999
59,2018-11-30,2018-11-30,2018-12-31,169,31,8,8,-0.08415181080189646,0.2703087400587521,2.703087400587521e-05,-0.08417884167590234,-0.0841582814979285,-0.0841312838666049,0.2699763132360388,2.6997631323603884e-05,-2.0560177973832916e-05,-2.0526935291559356e-05,0.00033242682271328317,3.3242682271327086e-08,1.0
60,2018-12-31,2018-12-31,2019-01-31,169,31,8,8,0.054977217618505984,0.36829142093327016,3.6829142093327016e-05,0.05494038847641266,0.0549233090229918,0.0549601058669509,0.3679684395919323,3.679684395919323e-05,1.707945342085959e-05,1.7111751555082266e-05,0.00032298134133784684,3.2298134133783665e-08,1.0
61,2019-01-31,2019-01-31,2019-02-28,169,33,8,8,0.04271939067726374,0.212052101137152,2.1205210113715202e-05,0.04269818546715003,0.0427109872041124,0.0427321903800099,0.2120317589755567,2.120317589755568e-05,-1.2801736962372856e-05,-1.2799702746160713e-05,2.0342161595299224e-05,2.0342161595223167e-09,1.0
62,2019-02-28,2019-02-28,2019-03-29,169,80,16,16,0.03228416567807459,0.3792089298107516,3.792089298107516e-05,0.03224624478509352,0.0322494195876876,0.032287330597174,0.3791100948638335,3.791100948638336e-05,-3.1748025940830926e-06,-3.164919099407637e-06,9.883494691809158e-05,9.88349469179992e-09,1.0
