decision_id,asof,period_start,period_end,gross_return_1m_reconstructed,gross_return_1m_persisted,gross_replay_error,turnover_reconstructed,turnover_persisted,turnover_replay_error,transaction_cost_return_reconstructed,transaction_cost_return_persisted,cost_replay_error,net_return_1m_reconstructed,net_return_1m_persisted,replay_error
23,2015-11-30,2015-11-30,2015-12-31,-0.0373998671266643,-0.0374371721066949,3.730498003060023e-05,0.10783373016335086,0.1079798341532764,-0.00014610398992553897,1.0783373016335087e-05,1.0797983415327648e-05,-1.4610398992561318e-08,-0.037410650499680634,-0.0374479700901103,3.731959042966443e-05
24,2015-12-31,2015-12-31,2016-01-29,-0.0797071228380862,-0.0795614883679092,-0.00014563447017700015,0.23759936600933415,0.2433768714062771,-0.005777505396942939,2.3759936600933418e-05,2.433768714062771e-05,-5.777505396942926e-07,-0.07973088277468714,-0.0795858260550498,-0.00014505671963734035
25,2016-01-29,2016-01-29,2016-02-29,0.015515097242503592,0.0155150969837607,2.5874289169558473e-10,0.40859703746845394,0.4083075029855019,0.0002895344829520474,4.0859703746845395e-05,4.083075029855019e-05,2.895344829520344e-08,0.015474237538756746,0.0154742662334622,-2.8694705453760627e-08
26,2016-02-29,2016-02-29,2016-03-31,0.09377232913069318,0.0939089743251645,-0.00013664519447131873,0.13192429343906786,0.1318278182077387,9.64752313291628e-05,1.3192429343906786e-05,1.3182781820773875e-05,9.647523132910903e-09,0.09375913670134928,0.0938957915433437,-0.00013665484199441857
27,2016-03-31,2016-03-31,2016-04-29,0.057352858694096565,0.0573806373612124,-2.7778667115833933e-05,0.2273446540704405,0.2271281651503346,0.00021648892010589504,2.273446540704405e-05,2.2712816515033465e-05,2.1648892010584354e-08,0.05733012422868952,0.0573579245446973,-2.7800316007776937e-05
28,2016-04-29,2016-04-29,2016-05-31,-0.049676674289963946,-0.0496545990708483,-2.207521911564564e-05,0.20424008391161436,0.2042614030302211,-2.1319118606755172e-05,2.0424008391161436e-05,2.0426140303022117e-05,-2.1319118606809545e-09,-0.04969709829835511,-0.0496750252111514,-2.2073087203706987e-05
29,2016-05-31,2016-05-31,2016-06-30,0.022748396771307577,0.0227479500326565,4.467386510789706e-07,0.30069503339701215,0.3003641825516149,0.00033085084539724585,3.0069503339701217e-05,3.003641825516149e-05,3.3085084539726266e-08,0.022718327267967877,0.0227179136144013,4.136535665770491e-07
30,2016-06-30,2016-06-30,2016-07-29,0.06821306714510533,0.0682142072920865,-1.1401469811739284e-06,0.19387741906683292,0.193883096674749,-5.677607916088068e-06,1.9387741906683294e-05,1.938830966747491e-05,-5.677607916145314e-10,0.06819367940319865,0.068194818982419,-1.1395792203494626e-06
31,2016-07-29,2016-07-29,2016-08-31,0.001049688287214313,0.0010980452464803,-4.835695926598679e-05,0.17188964930356265,0.1718938833200088,-4.234016446141853e-06,1.7188964930356265e-05,1.7189388332000888e-05,-4.234016446230974e-10,0.0010324993222839568,0.0010808558581483,-4.835653586434318e-05
32,2016-08-31,2016-08-31,2016-09-30,0.020664756877473815,0.0207312808216498,-6.652394417598628e-05,0.30004179035798206,0.2992935299957551,0.0007482603622269712,3.0004179035798207e-05,2.992935299957551e-05,7.482603622269566e-08,0.02063475269843802,0.0207013514686503,-6.659877021228042e-05
33,2016-09-30,2016-09-30,2016-10-31,0.08667130079052068,0.0866641063160154,7.194474505284321e-06,0.071019123599904,0.0705554153093463,0.00046370829055771,7.101912359990401e-06,7.055541530934637e-06,4.637082905576447e-08,0.0866641988781607,0.0866570507744845,7.14810367619112e-06
34,2016-10-31,2016-10-31,2016-11-30,0.01987039654854408,0.0198696749767058,7.21571838280255e-07,0.24772350985201502,0.2477119875685,1.1522283515030818e-05,2.4772350985201504e-05,2.477119875685e-05,1.1522283515051363e-09,0.019845624197558878,0.019844903777949,7.204196098772875e-07
35,2016-11-30,2016-11-30,2016-12-30,-0.0029365585943919676,-0.0029367807742182,2.22179826232273e-07,0.1434320249498587,0.1434300796283032,1.9453215555076397e-06,1.4343202494985872e-05,1.434300796283032e-05,1.9453215555133318e-10,-0.0029509017968869537,-0.002951123782181,2.219852940463403e-07
36,2016-12-30,2016-12-30,2017-01-31,0.03638873076829898,0.0363721284951008,1.6602273198183803e-05,0.20447294532912577,0.2045132405371366,-4.029520801082653e-05,2.0447294532912578e-05,2.0451324053713667e-05,-4.029520801088844e-09,0.03636828347376607,0.0363516771710471,1.660630271897029e-05
37,2017-01-31,2017-01-31,2017-02-28,0.0224900083015327,0.0224901822472705,-1.739457377997189e-07,0.23463178691418435,0.2345672070785285,6.457983565585912e-05,2.3463178691418435e-05,2.345672070785285e-05,6.45798356558466e-09,0.022466545122841283,0.0224667255265626,-1.8040372131572502e-07
38,2017-02-28,2017-02-28,2017-03-31,0.009254847638907326,0.0092625208124112,-7.67317350387417e-06,0.2220960390715231,0.2220904317900515,5.607281471586845e-06,2.220960390715231e-05,2.220904317900515e-05,5.607281471587333e-10,0.009232638035000174,0.0092403117692322,-7.67373423202558e-06
39,2017-03-31,2017-03-31,2017-04-28,0.022562025244194844,0.0225664729487252,-4.4477045303553675e-06,0.11806840484372674,0.1179693218424409,9.908300128584624e-05,1.1806840484372675e-05,1.1796932184244094e-05,9.908300128581019e-09,0.02255021840371047,0.022554676016541,-4.4576128305287566e-06
40,2017-04-28,2017-04-28,2017-05-31,0.053536071533381996,0.0535375286108509,-1.4570774689026678e-06,0.1384680330699368,0.13845146336319,1.6569706746794033e-05,1.384680330699368e-05,1.3845146336319004e-05,1.6569706746768798e-09,0.053522224730075,0.0535236834645146,-1.458734439602205e-06
41,2017-05-31,2017-05-31,2017-06-30,-0.027521571990601006,-0.027515713706237,-5.8582843640055116e-06,0.10042841559454685,0.1004720561947493,-4.364060020245475e-05,1.0042841559454686e-05,1.0047205619474932e-05,-4.3640600202457595e-09,-0.02753161483216046,-0.0275257609118565,-5.853920303961618e-06
42,2017-06-30,2017-06-30,2017-07-31,0.10511613998536237,0.105114406056007,1.7339293553741975e-06,0.005563934772166884,0.0055643135590327,-3.7878686581609144e-07,5.563934772166884e-07,5.5643135590327e-07,-3.787868658158475e-11,0.10511558359188515,0.105113849624651,1.7339672341437629e-06
43,2017-07-31,2017-07-31,2017-08-31,-4.12266809597427e-05,-3.810452072942026e-05,-3.1221602303224336e-06,0.034790356550254024,0.0347824043895918,7.95216066222515e-06,3.4790356550254024e-06,3.478240438959189e-06,7.952160662134829e-10,-4.47057166147681e-05,-4.1582761168379455e-05,-3.1229554463886475e-06
44,2017-08-31,2017-08-31,2017-09-29,0.013213854032143688,0.0132178821140093,-4.0280818656129175e-06,0.10971571208956671,0.1097279564121024,-1.2244322535687191e-05,1.0971571208956671e-05,1.097279564121025e-05,-1.2244322535794202e-09,0.01320288246093473,0.0132069093183681,-4.026857433369821e-06
45,2017-09-29,2017-09-29,2017-10-31,0.04485161005176564,0.044826005717985,2.560433378064053e-05,0.1473859587669369,0.1473728381144479,1.3120652488984863e-05,1.473859587669369e-05,1.4737283811444794e-05,1.3120652488950494e-09,0.044836871455888945,0.0448112684341735,2.5603021715447927e-05
46,2017-10-31,2017-10-31,2017-11-30,-0.0012408121127575533,-0.0012297048076113,-1.1107305146253318e-05,0.20441144714932158,0.204621673675873,-0.00021022652655142138,2.044114471493216e-05,2.0462167367587303e-05,-2.10226526551443e-08,-0.0012612532574724855,-0.0012501669749789,-1.1086282493585594e-05
47,2017-11-30,2017-11-30,2017-12-29,0.01704927797698106,0.0170410920038692,8.185973111859285e-06,0.19910594924460362,0.1990621975488812,4.375169572243265e-05,1.9910594924460363e-05,1.9906219754888127e-05,4.375169572236337e-09,0.0170293673820566,0.0170211857841143,8.181597942299307e-06
48,2017-12-29,2017-12-29,2018-01-31,0.1836154779352844,0.1836165053418582,-1.0274065737891913e-06,0.16311574274581359,0.1630556024003816,6.0140345431974884e-05,1.631157427458136e-05,1.6305560240038166e-05,6.014034543194084e-09,0.1835991663610098,0.1836001997816182,-1.0334206083928432e-06
49,2018-01-31,2018-01-31,2018-02-28,0.009138847149668743,0.0091361471714186,2.699978250142454e-06,0.05225072858862157,0.0522923921608751,-4.1663572253526626e-05,5.225072858862157e-06,5.229239216087514e-06,-4.16635722535707e-09,0.00913362207680988,0.0091309179322025,2.7041446073808317e-06
50,2018-02-28,2018-02-28,2018-03-29,-0.01792311047835193,-0.0179272101067049,4.099628352970813e-06,0.09629944464086226,0.096253996961065,4.544767979726416e-05,9.629944464086227e-06,9.62539969610651e-06,4.544767979718111e-09,-0.017932740422816017,-0.017936835506401,4.095083584981785e-06
51,2018-03-29,2018-03-29,2018-04-30,0.014434092529994173,0.0144442111579703,-1.0118627976127628e-05,0.0020081748310747643,0.0020748174398821,-6.664260880733571e-05,2.0081748310747643e-07,2.074817439882113e-07,-6.664260880734856e-09,0.014433891712511065,0.0144440036762264,-1.0111963715335112e-05
52,2018-04-30,2018-04-30,2018-05-31,0.0035650567218443708,0.0035610240663523,4.032655492070946e-06,0.15498823134351775,0.1549314207032583,5.681064025944704e-05,1.5498823134351776e-05,1.549314207032584e-05,5.681064025936708e-09,0.003549557898710019,0.003545530924282,4.026974428018599e-06
53,2018-05-31,2018-05-31,2018-06-29,0.03306248631654499,0.032574185884369,0.0004883004321759865,0.2397613172663211,0.2397224488361001,3.8868430220995176e-05,2.397613172663211e-05,2.3972244883610016e-05,3.8868430220939014e-09,0.033038510184818355,0.0325502136394854,0.0004882965453329585
54,2018-06-29,2018-06-29,2018-07-31,-0.00453354018485959,-0.0044409388600177,-9.260132484189068e-05,0.1897357689031907,0.1928230036421286,-0.003087234738937905,1.897357689031907e-05,1.928230036421286e-05,-3.087234738937909e-07,-0.004552513761749909,-0.0044602211603819,-9.22926013680091e-05
55,2018-07-31,2018-07-31,2018-08-31,0.05489353844496834,0.0549222256871061,-2.8687242137760693e-05,0.18720310569667756,0.1873690843508431,-0.00016597865416553836,1.8720310569667758e-05,1.873690843508432e-05,-1.659786541656166e-08,0.05487481813439867,0.0549034887786711,-2.8670644272428547e-05
56,2018-08-31,2018-08-31,2018-09-28,0.01691624344710091,0.0169305243836464,-1.4280936545492395e-05,0.22236585768103795,0.2219878048691531,0.00037805281188485473,2.2236585768103797e-05,2.2198780486915315e-05,3.7805281188482486e-08,0.016894006861332807,0.0169083256031595,-1.4318741826693099e-05
57,2018-09-28,2018-09-28,2018-10-31,-0.05984134123465472,-0.0597495232242015,-9.181801045321514e-05,0.06894184611866991,0.0685114209518919,0.00043042516677800624,6.894184611866991e-06,6.851142095189199e-06,4.3042516677792285e-08,-0.059848235419266586,-0.0597563743662967,-9.186105296988406e-05
58,2018-10-31,2018-10-31,2018-11-30,0.007023099813958577,0.0070655566323164,-4.245681835782309e-05,0.3170894383088091,0.3171803333878841,-9.089507907500405e-05,3.170894383088091e-05,3.171803333878841e-05,-9.08950790750072e-09,0.0069913908701276966,0.0070338385989776,-4.244772884990332e-05
59,2018-11-30,2018-11-30,2018-12-31,-0.08415181080189646,-0.0841312838666049,-2.0526935291559356e-05,0.2703087400587521,0.2699763132360388,0.00033242682271328317,2.703087400587521e-05,2.6997631323603884e-05,3.3242682271327086e-08,-0.08417884167590234,-0.0841582814979285,-2.0560177973832916e-05
60,2018-12-31,2018-12-31,2019-01-31,0.054977217618505984,0.0549601058669509,1.7111751555082266e-05,0.36829142093327016,0.3679684395919323,0.00032298134133784684,3.6829142093327016e-05,3.679684395919323e-05,3.2298134133783665e-08,0.05494038847641266,0.0549233090229918,1.707945342085959e-05
61,2019-01-31,2019-01-31,2019-02-28,0.04271939067726374,0.0427321903800099,-1.2799702746160713e-05,0.212052101137152,0.2120317589755567,2.0342161595299224e-05,2.1205210113715202e-05,2.120317589755568e-05,2.0342161595223167e-09,0.04269818546715003,0.0427109872041124,-1.2801736962372856e-05
62,2019-02-28,2019-02-28,2019-03-29,0.03228416567807459,0.032287330597174,-3.164919099407637e-06,0.3792089298107516,0.3791100948638335,9.883494691809158e-05,3.792089298107516e-05,3.791100948638336e-05,9.88349469179992e-09,0.03224624478509352,0.0322494195876876,-3.1748025940830926e-06
63,2019-03-29,2019-03-29,2019-04-30,0.009954631447720488,0.0099505295175639,4.101930156588315e-06,0.20953842408882298,0.2095934172855192,-5.499319669621805e-05,2.09538424088823e-05,2.0959341728551927e-05,-5.499319669626933e-09,0.009933677605311605,0.0099295701758354,4.107429476204322e-06
64,2019-04-30,2019-04-30,2019-05-31,-0.11057859436065576,-0.1105927749085243,1.4180547868544724e-05,0.1142391395645591,0.1143008225415566,-6.168297699750414e-05,1.142391395645591e-05,1.143008225415567e-05,-6.168297699759036e-09,-0.11059001827461222,-0.1106042049907784,1.4186716166181279e-05
65,2019-05-31,2019-05-31,2019-06-28,0.09617873920415777,0.0961820574433259,-3.318239168131898e-06,0.20402722223432465,0.204158907137067,-0.00013168490274234612,2.0402722223432466e-05,2.0415890713706707e-05,-1.3168490274241296e-08,0.09615833648193434,0.0961616415526122,-3.3050706778614547e-06
66,2019-06-28,2019-06-28,2019-07-31,0.002946344219374038,0.0028867045555893,5.96396637847379e-05,0.162290062752601,0.1623213793548529,-3.131660225191846e-05,1.62290062752601e-05,1.6232137935485296e-05,-3.131660225195662e-09,0.002930115213098778,0.0028704724176538,5.964279544497762e-05
67,2019-07-31,2019-07-31,2019-08-30,-0.00013642002286728982,-7.577903620709289e-05,-6.064098666019693e-05,0.2844461156809335,0.2839937670718119,0.0004523486091215778,2.8444611568093348e-05,2.839937670718119e-05,4.52348609121586e-08,-0.00016486463443538316,-0.0001041784129142,-6.068622152118316e-05
68,2019-08-30,2019-08-30,2019-09-30,-0.007217795512818217,-0.0071511723483969,-6.662316442131687e-05,0.06622633444504986,0.0666533982530644,-0.00042706380801454946,6.622633444504986e-06,6.665339825306442e-06,-4.2706380801455257e-08,-0.007224418146262721,-0.0071578376882222,-6.658045804052142e-05
69,2019-09-30,2019-09-30,2019-10-31,-0.00048621882794640324,-0.0002311321706686,-0.0002550866572778032,0.18727224647378965,0.187620363568383,-0.00034811709459334206,1.8727224647378965e-05,1.87620363568383e-05,-3.4811709459335046e-08,-0.0005049460525937822,-0.0002498942070255,-0.00025505184556828223
70,2019-10-31,2019-10-31,2019-11-29,-0.001473602526863009,-0.0014526745838828,-2.092794298020912e-05,0.19665921725853264,0.1935482478574634,0.0031109694010692246,1.9665921725853265e-05,1.9354824785746348e-05,3.110969401069165e-07,-0.0014932684485888623,-0.0014720294086685,-2.123903992036231e-05
71,2019-11-29,2019-11-29,2019-12-31,0.04303775262562788,0.0428828032885027,0.00015494933712518338,0.4095604097840966,0.4074491064360228,0.002111303348073801,4.095604097840966e-05,4.074491064360229e-05,2.1113033480737455e-07,0.04299679658464947,0.0428420583778591,0.00015473820679037104
72,2019-12-31,2019-12-31,2020-01-31,-0.05619693643874411,-0.0561790293677364,-1.790707100771116e-05,0.11965132372740522,0.1212297384921694,-0.0015784147647641827,1.1965132372740522e-05,1.2122973849216942e-05,-1.5784147647642014e-07,-0.056208901571116854,-0.0561911523415857,-1.774922953115543e-05
73,2020-01-31,2020-01-31,2020-02-28,-0.02916451304775783,-0.0293477439743341,0.00018323092657627008,0.2467977763649574,0.2461548456536988,0.0006429307112585936,2.467977763649574e-05,2.461548456536988e-05,6.429307112586097e-08,-0.029189192825394325,-0.0293723594588995,0.0001831666335051739
74,2020-02-28,2020-02-28,2020-03-31,-0.0642471409792473,-0.0644709370453491,0.00022379606610180292,0.30978837285258726,0.3096545201730975,0.00013385267948973212,3.0978837285258725e-05,3.096545201730975e-05,1.338526794897397e-08,-0.06427811981653256,-0.0645019024973664,0.00022378268083383945
75,2020-03-31,2020-03-31,2020-04-30,0.18612893982441947,0.18619888195031,-6.99421258905375e-05,0.12888970328425045,0.1282510529616009,0.0006386503226495643,1.2888970328425046e-05,1.2825105296160097e-05,6.386503226494908e-08,0.18611605085409105,0.1861860568450139,-7.000599092285564e-05
76,2020-04-30,2020-04-30,2020-05-29,0.04502272770099383,0.0451525916375797,-0.00012986393658587225,0.007852807692700442,0.00820556095222,-0.0003527532595195577,7.852807692700442e-07,8.205560952220026e-07,-3.527532595195838e-08,0.04502194242022456,0.0451517710814845,-0.00012982866125994114
77,2020-05-29,2020-05-29,2020-06-30,0.06734010039911248,0.0674753799936936,-0.0001352795945811225,0.007269645600160794,0.0070707134247903,0.00019893217537049392,7.269645600160795e-07,7.070713424790378e-07,1.989321753704173e-08,0.06733937343455246,0.0674746729223512,-0.00013529948779873735
78,2020-06-30,2020-06-30,2020-07-31,0.09857406987528555,0.0985371500559255,3.69198193600484e-05,0.023837479290907165,0.0238283128904781,9.16640042906633e-06,2.3837479290907166e-06,2.382831289047819e-06,9.166400428976381e-10,0.09857168612735646,0.0985347672246364,3.691890272006226e-05
79,2020-07-31,2020-07-31,2020-08-31,0.07055641573059875,0.0707447880256413,-0.00018837229504255204,8.568819800849198e-08,7.980149914965305e-08,5.886698858838927e-09,8.568819800849198e-12,7.980149914965304e-12,5.88669885883894e-13,0.07055641572202992,0.0707447880176612,-0.00018837229563127555
80,2020-08-31,2020-08-31,2020-09-30,-0.05803568675139441,-0.0580409477214822,5.260970087794803e-06,0.17132966579520967,0.1715001231395776,-0.0001704573443679358,1.7132966579520966e-05,1.7150012313957762e-05,-1.7045734436796356e-08,-0.05805281971797393,-0.0580580977337961,5.278015822174353e-06
81,2020-09-30,2020-09-30,2020-10-30,-0.03451003924142628,-0.0345411825812185,3.1143339792219504e-05,0.1317351745260948,0.1317437832122763,-8.608686181521552e-06,1.317351745260948e-05,1.3174378321227637e-05,-8.608686181563809e-10,-0.03452321275887889,-0.0345543569595397,3.1144200660811194e-05
82,2020-10-30,2020-10-30,2020-11-30,0.13365383655033453,0.1336863731833178,-3.253663298327658e-05,0.12412884328214248,0.1242067080268745,-7.786474473202298e-05,1.2412884328214248e-05,1.2420670802687458e-05,-7.786474473210216e-09,0.13364142366600631,0.1336739525125152,-3.252884650889465e-05
83,2020-11-30,2020-11-30,2020-12-31,0.07458441964230503,0.0745428334349917,4.1586207313329404e-05,0.12715687302270204,0.1266388648165492,0.0005180082061528313,1.2715687302270204e-05,1.2663886481654924e-05,5.180082061528059e-08,0.07457170395500276,0.07453016954851,4.153440649276585e-05
84,2020-12-31,2020-12-31,2021-01-29,0.007101881756989432,0.0070689682878783,3.291346911113175e-05,0.1086575073122394,0.1089745795764086,-0.000317072264169202,1.0865750731223941e-05,1.0897457957640864e-05,-3.170722641692212e-08,0.007091016006258208,0.0070580708299207,3.2945176337507466e-05
85,2021-01-29,2021-01-29,2021-02-26,0.013567615378599764,0.0135522968728104,1.5318505789363793e-05,0.031112764555315246,0.0312532847364604,-0.00014052018114515258,3.1112764555315246e-06,3.1253284736460454e-06,-1.4052018114520772e-08,0.013564504102144232,0.0135491715443367,1.533255780753265e-05
86,2021-02-26,2021-02-26,2021-03-31,0.00857325678548219,0.0085652402728377,8.016512644488938e-06,0.14685112160910468,0.1463126866085236,0.0005384350005810945,1.4685112160910468e-05,1.4631268660852364e-05,5.384350005810482e-08,0.008558571673321278,0.0085506090041769,7.962669144377307e-06
87,2021-03-31,2021-03-31,2021-04-30,0.021644692313078372,0.0216289373104466,1.5755002631772513e-05,0.14782490178426452,0.1480582480726455,-0.00023334628838098115,1.4782490178426452e-05,1.4805824807264556e-05,-2.3334628838103623e-08,0.021629909822899945,0.0216141314856393,1.5778337260644038e-05
88,2021-04-30,2021-04-30,2021-05-28,0.05118053618494323,0.0511687960490576,1.1740135885632275e-05,0.51420659840811,0.5143375855386728,-0.00013098713056280964,5.1420659840811004e-05,5.143375855386728e-05,-1.3098713056278373e-08,0.05112911552510242,0.0511173622905038,1.1753234598621543e-05
89,2021-05-28,2021-05-28,2021-06-30,0.08240198566159951,0.0824274981886095,-2.551252700999651e-05,0.050713443205685035,0.0507015390968957,1.190410878933873e-05,5.071344320568504e-06,5.070153909689571e-06,1.1904108789328742e-09,0.08239691431727894,0.0824224280346998,-2.5513717420863613e-05
90,2021-06-30,2021-06-30,2021-07-30,0.0254454675202699,0.0254417377026209,3.729817648998046e-06,0.02036446698356902,0.0203897882811629,-2.5321297593881853e-05,2.036446698356902e-06,2.038978828116296e-06,-2.5321297593942108e-09,0.025443431073571544,0.0254396987237928,3.73234977874351e-06
91,2021-07-30,2021-07-30,2021-08-31,0.04033202822506675,0.0403395782431674,-7.550018100647982e-06,0.09213089258138715,0.0921239418547779,6.950726609250557e-06,9.213089258138715e-06,9.212394185477798e-06,6.950726609166911e-10,0.04032281513580861,0.0403303658489819,-7.550713173286316e-06
92,2021-08-31,2021-08-31,2021-09-30,-0.04963378595609703,-0.0496278093597413,-5.9765963557265045e-06,0.12701699697122104,0.1270962220021818,-7.922503096075006e-05,1.2701699697122105e-05,1.270962220021818e-05,-7.92250309607509e-09,-0.04964648765579415,-0.0496405189819415,-5.96867385264932e-06
93,2021-09-30,2021-09-30,2021-10-29,0.07068340009553589,0.0707067514930567,-2.3351397520812722e-05,0.12191855576432915,0.1219198130267576,-1.2572624284445943e-06,1.2191855576432917e-05,1.2191981302675768e-05,-1.2572624285085352e-10,0.07067120823995945,0.0706945595117541,-2.3351271794647133e-05
