month,return_for_profile,return_1m,_merge
2023-03,-0.0089707739550442,-0.0089707739550442,both
2023-04,-0.0397153014447143,-0.0397153014447143,both
2023-05,0.0055615690000162,0.0055615690000162,both
2023-06,0.0942243908353341,0.0942243908353341,both
2023-07,0.0576338470235714,0.0576338470235714,both
2023-08,-0.0013855070134603,-0.0013855070134603,both
2023-09,-0.0121293042965666,-0.0121293042965666,both
2023-10,-0.027530810859064,-0.027530810859064,both
2023-11,0.0897055301482152,0.0897055301482152,both
2023-12,0.0629925689944021,0.0629925689944021,both
2024-01,0.0710736354043212,0.0710736354043212,both
2024-02,0.0411748261131128,0.0411748261131128,both
2024-03,0.0459977242954595,0.0459977242954595,both
2024-04,0.006505051657334,0.006505051657334,both
2024-05,0.0238392185773958,0.0238392185773958,both
2024-06,0.0205665180463693,0.0205665180463693,both
2024-07,-0.0084052707792593,-0.0084052707792593,both
2024-08,0.0450533255160994,0.0450533255160994,both
2024-09,0.0129047274767883,0.0129047274767883,both
2024-10,-0.0030317623928919,-0.0030317623928919,both
2024-11,0.1026776837733342,0.1026776837733342,both
2024-12,-0.0462383048313867,-0.0462383048313867,both
2025-01,0.0768664843182405,0.0768664843182405,both
2025-02,0.0155747484022124,0.0155747484022124,both
2025-03,-0.0144852808314521,-0.0144852808314521,both
2025-04,0.022694224345919,0.022694224345919,both
2025-05,0.0193918599505481,0.0193918599505481,both
2025-06,0.0426946468585817,0.0426946468585817,both
2025-07,0.0010067800250105,0.0010067800250105,both
2025-08,0.0699697033144976,0.0699697033144976,both
2025-09,0.0581302944982751,0.0581302944982751,both
2025-10,-0.011158926078285,-0.011158926078285,both
2025-11,0.0208525219533314,0.0208525219533314,both
2025-12,-0.0083524358567671,-0.0083524358567671,both
2026-01,0.1002361641685531,0.1002361641685531,both
2026-02,0.0645791003034323,0.0645791003034323,both
2026-03,0.010985213665312,0.010985213665312,both
2026-04,0.0380959520534075,0.0380959520534075,both
2026-05,-0.0303570166921482,-0.0303570166921482,both
2026-06,0.089228758457902,0.089228758457902,both
2026-07,-0.0098554249905571,-0.0098554249905571,both
2026-08,-0.0076423350118167,-0.0076423350118167,both
2026-09,0.0255723275730719,0.0255723275730719,both
