decision_id,asof,period_start,period_end,month,alpha_engine_return_1m,spy_return_1m,active_return_1m,alpha_engine_nav,spy_nav,active_nav,turnover,transaction_cost_return,number_of_positions,period_start_reuse_count,forward_interval_reused
128,2024-08-30,2024-08-30,2024-09-30,2024-09,0.0129047274767883,0.02100466682931046,-0.00809993935252216,943.7160521520445,372.50039959475384,253.34631940763575,0.3009913665813034,3.009913665813034e-05,28,1,False
129,2024-09-30,2024-09-30,2024-10-31,2024-10,-0.0030317623928919,-0.008923755891704688,0.005891993498812788,940.8549293155615,369.17629695920783,254.85247483792858,0.05979075433465232,5.979075433465232e-06,28,1,False
130,2024-10-31,2024-10-31,2024-11-29,2024-11,0.1026776837733342,0.059633760639242306,0.04304392313409189,1037.4597342244076,391.19166788575507,265.2049671281319,0.11594648708399996,1.1594648708399997e-05,28,1,False
131,2024-11-29,2024-11-29,2024-12-31,2024-12,-0.0462383048313867,-0.024060271317689175,-0.02217803351369753,989.4893547830501,381.77949021920443,259.17823773480336,0.0407081600353072,4.07081600353072e-06,28,1,False
132,2024-12-31,2024-12-31,2025-01-31,2025-01,0.0768664843182405,0.026856557731721686,0.050009926586518816,1065.5479227555472,392.03277313906375,271.8007257973738,0.042310881255354954,4.231088125535496e-06,28,1,False
133,2025-01-31,2025-01-31,2025-02-28,2025-02,0.0155747484022124,-0.012694940179009073,0.028269688581221475,1082.143563562965,387.0559405358523,279.58324630409027,0.07837241261163232,7.837241261163231e-06,29,1,False
134,2025-02-28,2025-02-28,2025-03-31,2025-03,-0.0144852808314521,-0.05571920643497963,0.04123392560352753,1066.4684101448072,365.4894906832499,291.7918127142698,0.10693996346099222,1.0693996346099223e-05,29,1,False
135,2025-03-31,2025-03-31,2025-04-30,2025-04,0.022694224345919,-0.008670166230189347,0.03136439057610835,1090.671083502469,362.3206360436389,301.02372732948766,0.03253789357059968,3.2537893570599677e-06,29,1,False
136,2025-04-30,2025-04-30,2025-05-30,2025-05,0.0193918599505481,0.06284493303163585,-0.043453073081087756,1111.8212244058614,385.0906521517811,288.7167523265778,0.0732852940988111,7.3285294098811104e-06,29,1,False
137,2025-05-30,2025-05-30,2025-06-30,2025-06,0.0426946468585817,0.051386124993305415,-0.008691478134723714,1159.2900389517454,404.878968537006,286.3300218188009,0.16459249343299162,1.6459249343299164e-05,29,1,False
138,2025-06-30,2025-06-30,2025-07-31,2025-07,0.0010067800250105,0.023031648578059727,-0.022024868553049227,1160.4571890061557,414.2039986569976,280.165617127982,0.058039190502253264,5.803919050225327e-06,29,1,False
139,2025-07-31,2025-07-31,2025-08-29,2025-08,0.0699697033144976,0.02051948204102305,0.04945022127347455,1241.6540342300923,422.70325016875984,293.74130284883665,0.11626823571109364,1.1626823571109364e-05,29,1,False
140,2025-08-29,2025-08-29,2025-09-30,2025-09,0.0581302944982751,0.03562033510828466,0.02250995938999044,1313.8317489048588,437.7600815911321,300.1259831936841,0.11838605655194505,1.1838605655194505e-05,29,1,False
141,2025-09-30,2025-09-30,2025-10-31,2025-10,-0.011158926078285,0.02383739357630099,-0.034996319654585994,1299.1707975395257,448.19514094801355,289.8672205128206,0.02174239708467271,2.174239708467271e-06,29,1,False
142,2025-10-31,2025-10-31,2025-11-28,2025-11,0.0208525219533314,0.0019500049129079766,0.018902517040423422,1326.2617851163457,449.0691236748037,295.33577687624916,0.06881520142772904,6.8815201427729045e-06,29,1,False
143,2025-11-28,2025-11-28,2025-12-31,2025-12,-0.0083524358567671,0.0007975029584423865,-0.009149938815209487,1315.1842686268799,449.42725762947947,292.6356259662281,0.004343962060174594,4.3439620601745944e-07,29,1,False
144,2025-12-31,2025-12-31,2026-01-30,2026-01,0.1002361641685531,0.014737818820090842,0.08549834534846226,1447.0132948888624,456.05083512523305,317.29210505480336,0.12136696472402897,1.2136696472402898e-05,29,1,False
145,2026-01-30,2026-01-30,2026-02-27,2026-02,0.0645791003034323,-0.008642046247570145,0.07322114655100244,1540.4601115998905,452.1096227168378,340.7271232898975,0.13285812394277868,1.3285812394277869e-05,29,1,False
146,2026-02-27,2026-02-27,2026-03-31,2026-03,0.010985213665312,-0.04937956664344334,0.06036478030875534,1557.3823950687056,429.7846454717497,362.3634328209323,0.09605144570732282,9.605144570732283e-06,29,1,False
147,2026-03-31,2026-03-31,2026-04-30,2026-04,0.0380959520534075,0.10505268686597247,-0.06695673481256496,1616.7123601200637,474.9346772522964,340.4073102165223,0.08834760713765594,8.834760713765594e-06,29,1,False
148,2026-04-30,2026-04-30,2026-05-29,2026-05,-0.0303570166921482,0.05262575303750272,-0.08298276972965092,1567.6337960174967,499.92847228632183,313.57161732522263,0.22897759274328883,2.2897759274328883e-05,29,1,False
149,2026-05-29,2026-05-29,2026-06-30,2026-06,0.089228758457902,-0.010292566443839024,0.09952132490174102,1707.5118133527858,494.78292526814795,345.1032212616065,0.16094174127091057,1.6094174127091058e-05,29,1,False
150,2026-06-30,2026-06-30,2026-07-31,2026-07,-0.0098554249905571,0.00034817917005858234,-0.010203604160615682,1690.6835587557973,494.95519837642695,341.5831502127161,0.14711481859651038,1.4711481859651039e-05,29,1,False
151,2026-07-31,2026-07-31,2026-08-31,2026-08,-0.0076423350118167,0.0267994025821654,-0.0344417375939821,1677.7627886008152,508.2197019978523,330.1254913977942,0.16248746145449972,1.6248746145449972e-05,29,1,False
153,2026-09-02,2026-08-31,2026-09-02,2026-09,0.0255723275730719,0.0040936245334834975,0.021478703039588404,1720.667088220826,510.3001626383504,337.18725060259527,0.06338274184165696,6.338274184165696e-06,29,1,False
