decision_id,asof,period_start,period_end,month,alpha_engine_return_1m,spy_return_1m,active_return_1m,alpha_engine_nav,spy_nav,active_nav,turnover,transaction_cost_return,number_of_positions,period_start_reuse_count,forward_interval_reused
111,2023-03-31,2023-03-31,2023-04-28,2023-04,-0.0397153014447143,0.01597491903384407,-0.05569022047855837,566.7267577665001,264.51106232960353,214.25446360360905,0.07519035067078653,7.519035067078653e-06,28,1,False
112,2023-04-28,2023-04-28,2023-05-31,2023-05,0.0055615690000162,0.004616277344481334,0.000945291655534866,569.8786477339739,265.7321187540004,214.45606590806398,0.196561935770871,1.9656193577087102e-05,28,1,False
113,2023-05-31,2023-05-31,2023-06-30,2023-06,0.0942243908353341,0.06479963464098937,0.02942475619434473,623.5751161667716,282.9514629616356,220.3823615682524,0.18840198119606527,1.8840198119606528e-05,28,1,False
114,2023-06-30,2023-06-30,2023-07-31,2023-07,0.0576338470235714,0.03273326059608905,0.024900586427482344,659.5141490196331,292.2133869348035,225.69607639734147,0.07520846717627845,7.520846717627845e-06,28,1,False
115,2023-07-31,2023-07-31,2023-08-31,2023-08,-0.0013855070134603,-0.016251875457252485,0.014866368443792185,658.6003875406901,287.46437136339716,229.10678788367917,0.04103652254614586,4.103652254614586e-06,28,1,False
116,2023-08-31,2023-08-31,2023-09-29,2023-09,-0.0121293042965666,-0.04743453935938391,0.03530523506281731,650.6120230303725,273.82863132553956,237.5982452532132,0.06052043919305705,6.052043919305706e-06,28,1,False
117,2023-09-29,2023-09-29,2023-10-31,2023-10,-0.027530810859064,-0.021708515210485224,-0.005822295648578776,632.7001464816904,267.88421831734274,236.18418078372088,0.1683769287601242,1.683769287601242e-05,28,1,False
118,2023-10-31,2023-10-31,2023-11-30,2023-11,0.0897055301482152,0.09134362128098727,-0.0016380911327720793,689.4568485466839,292.35373290247543,235.82967171370984,0.1004303595785166,1.0043035957851661e-05,28,1,False
119,2023-11-30,2023-11-30,2023-12-29,2023-12,0.0629925689944021,0.0456554681421284,0.017337100852273704,732.887506647424,305.7012794412367,239.73975770955286,0.0353437190558197,3.53437190558197e-06,28,1,False
120,2023-12-29,2023-12-29,2024-01-31,2024-01,0.0710736354043212,0.01592651991011773,0.055147115494203466,784.9764860872649,310.570036954806,252.75345097167062,0.09664937225109271,9.664937225109273e-06,28,1,False
121,2024-01-31,2024-01-31,2024-02-29,2024-02,0.0411748261131128,0.05218682546529996,-0.011011999352187156,817.2977564047903,326.7777012681182,250.10817850579244,0.0036831890038209556,3.683189003820956e-07,28,1,False
122,2024-02-29,2024-02-29,2024-03-28,2024-03,0.0459977242954595,0.03270202015514401,0.013295704140315494,854.8915932711955,337.46399224123985,253.3282403238052,0.4089987892407547,4.089987892407548e-05,28,1,False
123,2024-03-28,2024-03-28,2024-04-30,2024-04,0.006505051657334,-0.04031974376591507,0.04682479542324907,860.4527072468451,323.8575305438503,265.68865198283225,0.10487320004033993,1.0487320004033993e-05,28,1,False
124,2024-04-30,2024-04-30,2024-05-31,2024-05,0.0238392185773958,0.05057941302055524,-0.02674019444315944,880.9652274104146,340.2380543410448,258.92613015220235,0.03815101424192939,3.815101424192939e-06,28,1,False
125,2024-05-31,2024-05-31,2024-06-28,2024-06,0.0205665180463693,0.03528058052643468,-0.01471406248006538,899.0836146581747,352.24185041538146,255.24610820603223,0.10511633093262251,1.0511633093262252e-05,28,1,False
126,2024-06-28,2024-06-28,2024-07-31,2024-07,-0.0084052707792593,0.012108998784083003,-0.020514269563342305,891.5265734237774,356.50714655376447,250.07256713978026,0.03196511979737836,3.1965119797378357e-06,28,1,False
127,2024-07-31,2024-07-31,2024-08-30,2024-08,0.0450533255160994,0.023365508999098505,0.021687816517000892,931.6928103424916,364.8371174948094,255.37226495485262,0.24023939248628243,2.4023939248628245e-05,28,1,False
