dimension,regime,months,strategy_ann_return,benchmark_ann_return,ann_active,hit_rate,strategy_vol,benchmark_vol
market_regime,BEAR,17,-0.0369387576768105,-0.1244364620303284,0.0874977043535178,0.5882352941176471,0.3195646139261647,0.2380122688791919
market_regime,BULL,124,0.295127717579587,0.1800180590470857,0.1151096585325013,0.6048387096774194,0.1669499164315034,0.1298410386473673
vol_regime,HIGH_VOL,74,0.2286343803509605,0.1458472224898713,0.0827871578610892,0.6081081081081081,0.2229862538118097,0.1780779732593974
vol_regime,LOW_VOL,56,0.3105110825164359,0.1573024594497745,0.1532086230666614,0.5892857142857143,0.1538105087644636,0.102440405872915
