scenario,type,months,cagr,ann_vol,max_drawdown,avg_turnover_monthly,avg_holdings,spy_cagr,cagr_spread_vs_spy
RG_ONLY,FACTOR_ABLATION,151,0.23392775025178203,0.22347974493889836,-0.25895622861229783,0.041672700463712194,20.185430463576157,0.13889613673171453,0.09220740308031372
SY_ONLY,FACTOR_ABLATION,151,0.21325713525580658,0.2049358374613489,-0.2742428997304811,0.02413742411594628,19.403973509933774,0.13889613673171453,0.07030656983613559
TREND_ONLY,FACTOR_ABLATION,151,0.28873895391356985,0.2218794456878914,-0.22660682755096884,0.3390280158757471,34.77483443708609,0.13889613673171453,0.12980434778635241
RG_SY_EQUAL,FACTOR_ABLATION,151,0.2290869020231714,0.21363299736636412,-0.24675635655040928,0.04495092222346713,19.198675496688743,0.13889613673171453,0.08857238719031701
RG_TREND_EQUAL_DIAG,FACTOR_ABLATION,151,0.26334401975452004,0.2236729005213092,-0.25719182073186464,0.2094364001496353,20.185430463576157,0.13889613673171453,0.12279411342064828
SY_TREND_EQUAL_DIAG,FACTOR_ABLATION,151,0.2774914445145158,0.19729279284271828,-0.20467725083223365,0.20834592824274764,19.403973509933774,0.13889613673171453,0.1373572403254797
FULL_ALPHA_EQUAL,FACTOR_ABLATION,151,0.25136237208202505,0.19336107005073497,-0.20476566719661304,0.1529299627225012,19.198675496688743,0.13889613673171453,0.10900241979199765
