one_way_cost_bps,months,strategy_cagr,spy_cagr,cagr_spread,max_drawdown
0.0,150,0.24796603707491394,0.13889613673171453,0.10906990034319941,-0.20459346088463448
0.5,150,0.24774378285499932,0.13889613673171453,0.10884764612328479,-0.20468786476133982
1.0,150,0.2475215631011911,0.13889613673171453,0.10862542636947659,-0.2047822597884672
2.0,150,0.2470772269733701,0.13889613673171453,0.10818109024165556,-0.20497102329651895
5.0,150,0.24574504529496366,0.13889613673171453,0.10684890856324913,-0.20553710149662152
10.0,150,0.24352749596027645,0.13889613673171453,0.10463135922856193,-0.2064798577203255
20.0,150,0.23910270613762186,0.13889613673171453,0.10020656940590733,-0.20836271953270769
50.0,150,0.2259104755964667,0.13889613673171453,0.08701433886475218,-0.21399014536778327
100.0,150,0.20419502087041375,0.13889613673171453,0.06529888413869922,-0.22329895886485707
