period,strategy_cagr,byma_uew_cagr,excess,positive_strategy,beats_byma_uew
WF_2019_2020,0.43369458386736714,0.3316077461361524,0.10208683773121474,True,True
WF_2021_2022,-0.013365521678987857,0.07999759526805295,-0.0933631169470408,False,False
WF_2023_2024,0.010659392724122974,0.2764819763906359,-0.2658225836665129,True,False
