sample,entry_signal_date,current_new_positions,candidate_positive_positions,positive_fraction,observations,current_effective_n,candidate_effective_n,gross_entry_weight,minimum_variance,current_variance,candidate_variance,risk_ratio,current_alpha_daily,candidate_alpha_daily,alpha_uplift_daily
PRE2025_OOF,2019-10-16,5,4,0.8,120,4.229989283458755,3.1893272778948627,0.0483411078314597,2.572499335027887e-07,3.3230465988854454e-07,3.32304659888838e-07,1.000000000000883,7.290615286784721e-06,7.863409259483022e-06,5.727939726983012e-07
PRE2025_OOF,2019-10-21,5,4,0.8,120,1.6919646505494057,1.714522051806699,0.22345821573887828,3.6365125095135063e-06,6.626657773724167e-06,6.626657773725129e-06,1.0000000000001452,3.916995615864611e-05,3.9587877388987234e-05,4.179212303411222e-07
PRE2025_OOF,2019-10-22,6,6,1.0,120,4.266462076552961,3.5797399427979233,0.0968713024808304,5.07458004671945e-07,5.477270887645303e-07,5.477270887647192e-07,1.0000000000003448,1.3343076281615008e-05,1.3812135269303512e-05,4.6905898768850467e-07
PRE2025_OOF,2019-10-24,8,6,0.75,120,6.776192222960648,3.8210585703569726,0.15007941679184922,1.378706846206122e-06,2.030984156986825e-06,2.0309841569881476e-06,1.0000000000006513,2.6099619549811504e-05,2.8088586826421514e-05,1.9889672766100105e-06
PRE2025_OOF,2019-10-25,7,3,0.42857142857142855,120,5.614307827974321,2.5207153162202847,0.07780517067841089,6.639759762995139e-07,7.396318515398623e-07,7.396318515399195e-07,1.0000000000000773,1.0925652622984989e-05,1.310490034043858e-05,2.179247717453591e-06
PRE2025_OOF,2019-10-28,5,5,1.0,120,3.2513989273164565,3.2999410707240076,0.0813298289664985,1.2350643935885932e-06,1.4760869955109748e-06,1.4760869955123203e-06,1.0000000000009115,2.0490451494163896e-05,2.0656473712094884e-05,1.6602221793098767e-07
PRE2025_OOF,2019-10-30,5,5,1.0,120,1.9139575036699106,1.805219144281697,0.1147332219854075,1.0082160534145528e-06,1.141924927707221e-06,1.1419249277081116e-06,1.00000000000078,3.2346736264122036e-05,3.258052368996276e-05,2.3378742584072743e-07
PRE2025_OOF,2019-10-31,6,4,0.6666666666666666,120,5.2357224360273165,2.9386881012847437,0.0552711483969563,3.657557790903503e-07,4.387984784594621e-07,4.3879847845978724e-07,1.000000000000741,7.051899295376422e-06,8.030338103139144e-06,9.784388077627215e-07
PRE2025_OOF,2019-11-01,6,6,1.0,120,2.966781703260913,3.396280982453344,0.07662201129809204,5.668029498786846e-07,6.648123650827158e-07,6.648123650831986e-07,1.0000000000007263,1.2857861052785593e-05,1.3527785057240498e-05,6.699240044549045e-07
PRE2025_OOF,2019-11-06,13,4,0.3076923076923077,120,5.416466880854357,3.3290979944920465,0.347189962862747,3.118461945220509e-06,4.401131796682903e-06,4.4011317966832005e-06,1.0000000000000675,6.064550120259168e-05,7.058520144811579e-05,9.93970024552411e-06
PRE2025_OOF,2019-11-08,6,5,0.8333333333333334,120,5.1835747131250365,3.7694695023024702,0.0866965006117407,5.726175646156393e-07,6.668706972200476e-07,6.668706972204945e-07,1.00000000000067,1.3171897483177656e-05,1.4009909660147566e-05,8.380121769699099e-07
PRE2025_OOF,2019-11-25,7,4,0.5714285714285714,120,5.371311519816598,2.5317278752586,0.1523500163482171,1.3614425424315376e-06,1.5528747989129512e-06,1.5528747989132517e-06,1.0000000000001934,2.3018998378546507e-05,2.5360309505369434e-05,2.341311126822927e-06
PRE2025_OOF,2019-12-05,5,5,1.0,120,4.035429737404825,3.728132471644864,0.06669924589397261,2.3167366101764523e-07,3.014773684719836e-07,3.014773684723382e-07,1.0000000000011762,1.0054082366379793e-05,1.0243274477243099e-05,1.891921108633055e-07
PRE2025_OOF,2019-12-09,5,4,0.8,120,3.8785732995529956,2.7392556363364675,0.0401393494853307,1.7040273039208363e-07,1.7907744428518152e-07,1.7907744428534857e-07,1.0000000000009328,4.264504928134198e-06,4.552782750625197e-06,2.8827782249099924e-07
PRE2025_OOF,2020-01-15,5,4,0.8,120,2.6043115483768267,2.448839108643333,0.1134111127151558,7.970488412063179e-07,8.527689790562758e-07,8.527689790563139e-07,1.0000000000000446,1.6836389616602134e-05,1.7444992956046804e-05,6.086033394446702e-07
PRE2025_OOF,2020-01-22,5,3,0.6,120,3.142984731610815,1.9708940827173778,0.09922986467201969,5.911746190415206e-07,6.94483046766233e-07,6.944830467686741e-07,1.000000000003515,1.9378359698707126e-05,2.119664349283422e-05,1.8182837941270925e-06
PRE2025_OOF,2020-01-24,6,5,0.8333333333333334,120,3.3413471408239555,3.934265315881428,0.0641429760173485,6.491347166662764e-07,8.081277698305059e-07,8.081277698305996e-07,1.000000000000116,1.6844720983108542e-05,1.7685622409089784e-05,8.409014259812413e-07
PRE2025_OOF,2020-01-27,6,5,0.8333333333333334,120,3.2130204897749213,2.982987533669164,0.0888706776759586,6.002402688024779e-07,6.968253753629639e-07,6.968253753630659e-07,1.0000000000001465,2.236550195132839e-05,2.3615690807243775e-05,1.2501888559153862e-06
PRE2025_OOF,2020-01-28,10,4,0.4,120,6.14541331169523,2.1565592334628256,0.1525563819574285,8.189615952459064e-07,1.2359335503246428e-06,1.2359335503251546e-06,1.0000000000004141,2.5875406797482576e-05,3.3928697681655976e-05,8.0532908841734e-06
PRE2025_OOF,2020-01-31,10,5,0.5,120,6.959038656670213,2.7003140029193156,0.12109904047510191,1.050329939125092e-06,1.2051542762604487e-06,1.2051542762615274e-06,1.000000000000895,2.2976706459493815e-05,3.065925290142366e-05,7.682546441929844e-06
PRE2025_OOF,2020-02-04,6,4,0.6666666666666666,120,5.101901713576813,2.6510572769199885,0.09515144329976662,5.304301468777894e-07,7.160641313555023e-07,7.160641313555238e-07,1.00000000000003,1.2402141201133218e-05,1.3651835183497836e-05,1.2496939823646177e-06
PRE2025_OOF,2020-02-24,11,5,0.45454545454545453,120,6.324097231358868,2.5113663188498005,0.23190291352242856,2.491359277214701e-06,3.284266794903973e-06,3.284266794905959e-06,1.0000000000006046,6.062374104617581e-05,7.140646910849212e-05,1.0782728062316313e-05
PRE2025_OOF,2020-02-25,8,8,1.0,120,5.375352136419576,5.074291198934159,0.059219649384915904,5.321116195572728e-07,5.695344745753239e-07,5.695344745756311e-07,1.0000000000005396,8.377938297543185e-06,8.558484491753564e-06,1.8054619421037913e-07
