sample,entry_signal_date,current_new_positions,candidate_positive_positions,positive_fraction,observations,current_effective_n,candidate_effective_n,gross_entry_weight,minimum_variance,current_variance,candidate_variance,risk_ratio,current_alpha_daily,candidate_alpha_daily,alpha_uplift_daily
PRE2025_OOF,2020-02-27,17,7,0.4117647058823529,120,14.22864277877365,3.4221376612916417,0.241962340685856,3.263099742664366e-06,6.7152874102356375e-06,6.715287410237995e-06,1.000000000000351,4.6703203671370076e-05,5.8032824041407216e-05,1.132962037003714e-05
PRE2025_OOF,2020-02-28,10,4,0.4,120,6.582696978548477,2.4231637866253304,0.1394956446784664,1.5934849465015275e-06,1.952324803732599e-06,1.9523248037327523e-06,1.0000000000000786,2.6790563429775437e-05,3.261853376606217e-05,5.827970336286734e-06
PRE2025_OOF,2020-03-05,5,4,0.8,120,4.472315361775718,2.8662151067176995,0.04452662971532741,5.030793024337624e-07,5.354184186580953e-07,5.354184186614904e-07,1.0000000000063411,7.2393009548768216e-06,8.002810805943016e-06,7.635098510661946e-07
PRE2025_OOF,2020-03-06,6,6,1.0,120,4.804535469549605,3.8327465612347513,0.059445446203542,6.907484837160488e-07,8.040365309396726e-07,8.040365309399755e-07,1.0000000000003768,1.1050714323369528e-05,1.1374266871087049e-05,3.235525477175213e-07
PRE2025_OOF,2020-03-10,5,4,0.8,120,3.336542856011168,3.26491010604698,0.0662567048708532,1.0835690529873347e-06,1.1933393916532514e-06,1.1933393916535888e-06,1.0000000000002827,1.3500748916872913e-05,1.3798043897423183e-05,2.9729498055026955e-07
PRE2025_OOF,2020-03-17,5,4,0.8,120,3.6100060740601645,2.7633512943644463,0.0556540026125419,1.9064144300363332e-06,1.9555570324240767e-06,1.9555570324245477e-06,1.000000000000241,1.0181445097413297e-05,1.0677525875666102e-05,4.960807782528052e-07
PRE2025_OOF,2020-03-20,5,3,0.6,120,4.636956570992868,2.959412984104351,0.0918723622210546,3.235132389044793e-06,4.822960909280875e-06,4.822960909282412e-06,1.0000000000003186,2.1302553832658733e-05,2.2952056379014792e-05,1.6495025463560585e-06
PRE2025_OOF,2020-03-23,6,3,0.5,120,4.89110723704213,2.341725414217576,0.0814492444971473,3.2443270080757613e-06,4.1366905563165334e-06,4.136690556319909e-06,1.000000000000816,1.4733306436678117e-05,1.7515655677989914e-05,2.782349241311797e-06
PRE2025_OOF,2020-03-24,6,4,0.6666666666666666,120,5.531720911877657,2.995858854447967,0.0966114373834979,4.272803207148254e-06,5.488684503309015e-06,5.488684503312378e-06,1.0000000000006126,1.6819819458601e-05,1.8975234465668317e-05,2.155415007067315e-06
PRE2025_OOF,2020-03-25,7,3,0.42857142857142855,120,5.279239992276325,2.7213134613145553,0.11006109469688999,5.9607342051500195e-06,8.69797507295361e-06,8.697975072955829e-06,1.0000000000002551,2.5128484931048483e-05,2.7538360470106106e-05,2.4098755390576227e-06
PRE2025_OOF,2020-03-26,5,3,0.6,120,3.749658463599185,2.8010380798536225,0.07028005314734401,2.300215229694449e-06,2.650350273798626e-06,2.6503502737986432e-06,1.0000000000000067,1.1751710047596223e-05,1.2877367141801521e-05,1.1256570942052976e-06
PRE2025_OOF,2020-03-31,6,5,0.8333333333333334,120,5.77593919408335,4.584291488824808,0.0630911246441592,3.6411414850313552e-06,4.033291363333236e-06,4.033291363333469e-06,1.0000000000000577,1.1493299262900051e-05,1.1820463410807524e-05,3.2716414790747265e-07
PRE2025_OOF,2020-04-09,6,2,0.3333333333333333,120,3.944235434651755,1.9445580126036777,0.0559756869955255,2.893879169045735e-06,3.1899435342348063e-06,3.1899435342374436e-06,1.0000000000008267,8.421986452738246e-06,9.514028477476107e-06,1.0920420247378604e-06
PRE2025_OOF,2020-04-20,6,5,0.8333333333333334,120,5.27208686183593,2.489883121222247,0.0549761810465584,3.2811917799556954e-06,3.563143797428323e-06,3.563143797430583e-06,1.0000000000006342,7.844029395731151e-06,8.774162895754758e-06,9.301335000236066e-07
PRE2025_OOF,2020-04-22,5,4,0.8,120,3.8088139317146648,2.474116966320523,0.0708742882858507,3.7394101316395727e-06,5.4055289679868e-06,5.405528967987434e-06,1.0000000000001172,1.749503895981325e-05,1.8907885068704734e-05,1.412846108891483e-06
PRE2025_OOF,2020-04-30,5,2,0.4,120,3.515454663006571,1.0285582842034413,0.0706275903891653,2.4976352181736228e-06,3.3863329585524438e-06,3.38633295855245e-06,1.0000000000000018,9.922814106216923e-06,1.1417732827574978e-05,1.4949187213580547e-06
PRE2025_OOF,2020-05-13,5,3,0.6,120,4.575805541141087,2.7576404876316882,0.0482146223331792,2.6297406248082515e-06,2.898173145319031e-06,2.8981731453206506e-06,1.0000000000005589,7.942164092423134e-06,8.688309713265903e-06,7.461456208427692e-07
PRE2025_OOF,2020-05-21,6,4,0.6666666666666666,120,4.150855181269182,3.4933938554188773,0.0593219242956521,3.2249753970512307e-06,3.594401037605617e-06,3.5944010376061725e-06,1.0000000000001545,1.0085750973080045e-05,1.0457281859474615e-05,3.7153088639457016e-07
PRE2025_OOF,2020-05-26,5,2,0.4,120,4.348021635500147,1.9202021603621073,0.065814151470522,2.8745846767472934e-06,3.773991548280148e-06,3.77399154828034e-06,1.0000000000000508,1.0578422780976135e-05,1.3242498121710922e-05,2.664075340734787e-06
PRE2025_OOF,2020-05-29,5,5,1.0,120,3.352493891855289,2.9044896360901507,0.0808299231155842,2.6391668439333187e-06,2.777801386178219e-06,2.7778013861809737e-06,1.0000000000009917,1.2219617420819e-05,1.244071503497055e-05,2.2109761415155062e-07
PRE2025_OOF,2020-06-02,6,4,0.6666666666666666,120,5.39958294407679,3.202374795970132,0.1651833044708784,1.1759407486602222e-05,1.3583470360491358e-05,1.3583470360494682e-05,1.0000000000002447,3.901364240516784e-05,4.3425180919948055e-05,4.411538514780215e-06
PRE2025_OOF,2020-06-03,6,6,1.0,120,4.40909048822641,2.9847044958710405,0.0821930633793916,2.8611091236518297e-06,2.9305114300944843e-06,2.9305114300965587e-06,1.0000000000007079,1.6602954549123017e-05,1.8583739913965978e-05,1.980785364842961e-06
PRE2025_OOF,2020-06-09,8,4,0.5,120,4.3400977649784815,1.9410630276563952,0.06700251762570439,2.8096083090241978e-06,3.223715200134138e-06,3.2237152001355158e-06,1.0000000000004274,1.0117842140665904e-05,1.1959104226360017e-05,1.841262085694113e-06
PRE2025_OOF,2020-06-10,10,3,0.3,120,7.161863242796303,2.1348993105483123,0.08402195801589389,4.645134489626227e-06,6.383089084917734e-06,6.383089084922425e-06,1.000000000000735,1.4358426630044976e-05,2.0768758193934924e-05,6.410331563889948e-06
PRE2025_OOF,2020-06-16,5,2,0.4,120,3.2959003568925374,1.8245988238177098,0.0471107133715851,2.137391292903793e-06,2.2517997374023152e-06,2.2517997374023377e-06,1.00000000000001,7.240772308425593e-06,7.968274682266969e-06,7.275023738413759e-07
PRE2025_OOF,2020-06-23,5,3,0.6,120,4.039279598425326,2.3806784630060314,0.039372513559561104,1.4375082734161825e-06,1.8104387694261056e-06,1.8104387694261137e-06,1.0000000000000044,5.978603158165046e-06,6.539330909195036e-06,5.6072775102999e-07
PRE2025_OOF,2020-07-28,8,4,0.5,120,5.810678507689479,3.924149472429067,0.0723782368582078,6.864240393584343e-06,9.32391098286157e-06,9.323910982870565e-06,1.0000000000009648,1.66769025845399e-05,1.88554369637928e-05,2.1785343792529027e-06
PRE2025_OOF,2020-08-03,8,4,0.5,120,3.0952731522704267,3.387698461820934,0.38563697593016577,9.644545866924418e-05,0.00020427040443373603,0.0002042704044337872,1.0000000000002505,9.865418326892718e-05,0.00013410781869660146,3.545363542767428e-05
PRE2025_OOF,2020-08-06,10,5,0.5,120,9.067605298372454,3.341636391790602,0.14773075738891328,1.416076342795983e-05,2.0492855294791317e-05,2.049285529479214e-05,1.0000000000000402,3.064060710134191e-05,3.781014857805326e-05,7.169541476711354e-06
PRE2025_OOF,2020-08-20,5,3,0.6,120,3.8228196223130055,1.587178032061203,0.0798357958860666,5.989507989270615e-06,6.690786933895541e-06,6.690786933895539e-06,0.9999999999999997,1.662219429806149e-05,2.0720984980957584e-05,4.0987906828960934e-06
PRE2025_OOF,2020-09-04,5,3,0.6,120,2.7810992512980945,2.4096664974185686,0.0783939441436832,2.6735217736059335e-06,3.890028014552244e-06,3.890028014553285e-06,1.0000000000002676,2.843464862325832e-05,2.878696156678043e-05,3.523129435221086e-07
PRE2025_OOF,2020-09-08,5,2,0.4,120,2.8646855304776753,1.6023251203008315,0.0863912216352687,4.844476859745318e-06,1.3369851328185507e-05,1.3369851328185553e-05,1.0000000000000033,2.0937783916642963e-05,2.8877306702656068e-05,7.939522786013105e-06
PRE2025_OOF,2020-10-23,9,7,0.7777777777777778,120,4.237551044538721,5.906280476530537,0.12734273372138238,7.607674338294682e-06,9.36868450355809e-06,9.36868450356227e-06,1.000000000000446,4.5873558576195754e-05,4.953852132882491e-05,3.664962752629156e-06
PRE2025_OOF,2020-10-27,5,4,0.8,120,4.469841478858682,3.207098911496817,0.0511392979368071,1.0752181644873761e-06,1.1778494446293128e-06,1.1778494446300773e-06,1.000000000000649,1.3593139792226496e-05,1.4540490027231262e-05,9.473502350047667e-07
PRE2025_OOF,2020-11-05,5,4,0.8,120,1.8629894244405443,2.060855412305162,0.3242213487585084,4.538847426699731e-06,4.820603268590647e-06,4.820603268591168e-06,1.0000000000001081,9.300879432525813e-05,9.410071001884299e-05,1.0919156935848616e-06
PRE2025_OOF,2020-11-06,9,4,0.4444444444444444,120,5.7205697748576805,2.584470775812999,0.16655050472120528,3.9612023546992275e-06,4.819746842200476e-06,4.81974684220103e-06,1.000000000000115,5.636762616452455e-05,6.536882008820061e-05,9.001193923676058e-06
PRE2025_OOF,2020-11-09,7,3,0.42857142857142855,120,4.11257263562743,2.2657896561458117,0.1242790455067607,3.0036468378178e-06,3.5532505260363807e-06,3.5532505260374056e-06,1.0000000000002884,4.5580003656008e-05,5.139494418402731e-05,5.814940528019313e-06
PRE2025_OOF,2021-01-04,17,8,0.47058823529411764,64,10.771774107360203,5.402050554285936,0.2392974980096229,8.224492193776668e-06,1.2163723060742748e-05,1.2163723060744037e-05,1.000000000000106,0.00011664636942651883,0.00015056822446450684,3.3921855037988006e-05
PRE2025_OOF,2021-11-02,7,4,0.5714285714285714,94,4.85547544292835,3.0498243314876095,0.048236506878664105,1.825270984426716e-07,2.883116912947166e-07,2.883116912947328e-07,1.0000000000000562,7.1372641239060345e-06,7.77504227933002e-06,6.377781554239854e-07
PRE2025_OOF,2021-11-05,5,5,1.0,120,4.627008094666322,3.6991719425620144,0.0450486682588887,1.6857994764293373e-07,2.290439416264803e-07,2.2904394162664143e-07,1.0000000000007034,6.761237461155688e-06,7.034694159725339e-06,2.734566985696511e-07
PRE2025_OOF,2021-11-10,5,5,1.0,120,4.211100132582217,4.143473393152155,0.0276708444008259,7.802304723312592e-08,8.567919631571862e-08,8.567919631573091e-08,1.0000000000001434,2.8479565594558636e-06,2.8545813402067906e-06,6.624780750927071e-09
PRE2025_OOF,2022-02-09,5,4,0.8,114,2.5641388162541663,2.493691805736493,0.074313535107383,1.1969374588136214e-06,1.570143421511045e-06,1.5701434215126035e-06,1.0000000000009925,3.198383726340423e-05,3.25182208290256e-05,5.34383565621368e-07
PRE2025_OOF,2022-06-28,5,5,1.0,96,3.454700945791648,2.3860015765258615,0.0353521802163735,9.407092305804634e-07,1.0332997202989096e-06,1.033299720299878e-06,1.0000000000009373,4.5032358518913e-06,4.6375416763866545e-06,1.343058244953547e-07
PRE2025_OOF,2022-08-08,5,3,0.6,120,4.012894530525675,2.7922212099744668,0.052506641004069196,7.445591494480577e-07,8.798293071279898e-07,8.79829307128842e-07,1.0000000000009686,7.354777264269873e-06,8.015048634986853e-06,6.602713707169799e-07
PRE2025_OOF,2022-11-10,6,6,1.0,120,4.185311538420261,4.3959606586923305,0.0866740370145237,2.481018494103044e-06,2.675242136353248e-06,2.6752421363548375e-06,1.0000000000005942,1.7581824099992552e-05,1.8181098021615202e-05,5.992739216226506e-07
PRE2025_OOF,2022-12-01,5,5,1.0,120,3.353586063025504,3.8057614794068737,0.0535468980714052,3.1692504827040504e-06,3.3451988449053946e-06,3.345198844906422e-06,1.000000000000307,2.6592083329062054e-05,3.176566211721623e-05,5.1735787881541765e-06
PRE2025_OOF,2023-01-03,41,7,0.17073170731707318,120,26.976288071896025,3.6667038368325926,0.9705045229314498,0.00014669575920370922,0.00030138428866318187,0.0003013842886632942,1.0000000000003726,0.0003957895960442281,0.0005702652268393162,0.00017447563079508815
PRE2025_OOF,2024-07-26,6,6,1.0,120,4.85649248387727,5.048261985391863,0.13044883804697638,1.2111742754239935e-06,1.376674981997342e-06,1.3766749819973898e-06,1.0000000000000349,2.047376617873446e-05,2.1107744622278946e-05,6.339784435444872e-07
PRE2025_OOF,2024-08-08,5,5,1.0,120,4.021576520236795,4.133847891640866,0.0846582217742963,8.110140315491227e-07,8.912350067123337e-07,8.9123500671236e-07,1.0000000000000295,1.20482666998055e-05,1.2412834557661189e-05,3.645678578556884e-07
PRE2025_OOF,2024-11-29,5,5,1.0,120,2.762256480425803,2.9139525292756048,0.1083027732149897,1.3595805745823374e-05,1.5379484009084117e-05,1.537948400908781e-05,1.00000000000024,2.141536914682347e-05,2.2904499993607474e-05,1.489130846784002e-06
