window_sessions,observations,current_names,candidate_positive_names,current_effective_n,candidate_effective_n,minimum_variance,current_variance,candidate_variance,risk_ratio,current_alpha_daily,candidate_alpha_daily,alpha_uplift_daily,valid_solver_starts
60,60,31,14,22.014156407840073,10.717440452679986,3.816895309240676e-05,8.525899594651993e-05,8.525899594654223e-05,1.0000000000002616,0.00034851273891097216,0.0004633719047459423,0.00011485916583497014,5
120,120,31,14,22.014156407840073,10.49927380264466,4.800503045154209e-05,0.00010820333364709143,0.00010820333364715096,1.00000000000055,0.00034851273891097216,0.0004624275646705827,0.00011391482575961055,5
252,252,31,11,22.014156407840073,8.135984266001628,5.9891153249760456e-05,0.00014240164785056777,0.00014240164785060428,1.0000000000002565,0.00034851273891097216,0.0004817027983852789,0.00013319005947430676,5
