signal_date,ticker,fold,expected_active_per_session,uncertainty_per_session,positive_active_horizon_share,effective_horizon_sessions,horizon_weight_5d,horizon_weight_10d,horizon_weight_20d,horizon_weight_60d,horizon_weight_120d,horizon_weight_252d,score_5d,score_10d,score_20d,score_60d,score_120d,score_252d,expected_active_total,model_target_weight,entry_ok,resize_band,seal_id,shadow_only,real_orders_sent,model_intent,input_fingerprint
2026-09-08 00:00:00,AAPL,LIVE_SHADOW,-0.00029771509432931806,0.0043087919183797865,0.0,34.558177160357516,0.3915425684662701,0.13545535231367395,0.2541053963999522,0.08697797148378154,0.09316962635522479,0.03874908498109728,0.20218579234972678,0.453551912568306,0.5628415300546448,0.41530054644808745,0.40437158469945356,0.366120218579235,-0.010288490973145123,0.0,False,0.011687198174958585,46bbbf853561e26625ee3ecbccb6037051556f2f3ca26dcb4e311c165c08d8e9,True,False,NO_ENTRY,b49b00b975bbafbd4682105d9f785a17f82e18cc6930b77231bbf4c2b753a919
2026-09-08 00:00:00,ABBV,LIVE_SHADOW,-0.0004448486813542257,0.0031617226395576708,0.0,39.797437141038266,0.21819587570313453,0.18584037723656774,0.3462002920225162,0.106706990934288,0.09491363833659879,0.04814282576689467,0.3224043715846995,0.18032786885245902,0.15300546448087432,0.17486338797814208,0.2568306010928962,0.08196721311475409,-0.01770383743346856,0.0,False,0.011517940950858131,46bbbf853561e26625ee3ecbccb6037051556f2f3ca26dcb4e311c165c08d8e9,True,False,NO_ENTRY,b49b00b975bbafbd4682105d9f785a17f82e18cc6930b77231bbf4c2b753a919
2026-09-08 00:00:00,ABNB,LIVE_SHADOW,-0.00031945244083165673,0.0029578721349563875,0.0,44.18453154221179,0.19030791926637314,0.22000208788832637,0.2969540268546008,0.10504508815379462,0.14020390889562967,0.047486968941275444,0.5136612021857924,0.273224043715847,0.3879781420765027,0.34972677595628415,0.23497267759562843,0.28415300546448086,-0.014114856448162884,0.0,False,0.00391209290935069,46bbbf853561e26625ee3ecbccb6037051556f2f3ca26dcb4e311c165c08d8e9,True,False,NO_ENTRY,b49b00b975bbafbd4682105d9f785a17f82e18cc6930b77231bbf4c2b753a919
2026-09-08 00:00:00,ACN,LIVE_SHADOW,5.618851488727968e-05,0.0035202549432326547,0.49964573931906353,35.78084899608814,0.2756701653923983,0.10482535532470455,0.381632781861744,0.09710608534958431,0.11801295745731953,0.02275265461424928,0.7759562841530054,0.4371584699453552,0.8907103825136612,0.7595628415300546,0.8469945355191257,0.5573770491803278,0.0020104727664962047,0.0,False,0.003106925424964356,46bbbf853561e26625ee3ecbccb6037051556f2f3ca26dcb4e311c165c08d8e9,True,False,NO_ENTRY,b49b00b975bbafbd4682105d9f785a17f82e18cc6930b77231bbf4c2b753a919
2026-09-08 00:00:00,ADBE,LIVE_SHADOW,-0.00040256507881442907,0.0035138303263681074,0.0,31.952515886701473,0.2559148418104612,0.23585996784044275,0.31651850042707946,0.08248046654898865,0.07946866888060021,0.02975755449242781,0.6830601092896175,0.12568306010928962,0.2786885245901639,0.366120218579235,0.6065573770491803,0.6065573770491803,-0.012862967076249275,0.0,False,0.005061016658783258,46bbbf853561e26625ee3ecbccb6037051556f2f3ca26dcb4e311c165c08d8e9,True,False,NO_ENTRY,b49b00b975bbafbd4682105d9f785a17f82e18cc6930b77231bbf4c2b753a919
2026-09-08 00:00:00,ADI,LIVE_SHADOW,-0.0002011929806668791,0.0032063736874083297,0.0,36.104247114433065,0.20039286846958806,0.2555568379961722,0.3174103076147174,0.07890051112308269,0.11943840966862679,0.028301065127813003,0.48633879781420764,0.7759562841530054,0.6174863387978142,0.5355191256830601,0.6666666666666666,0.5136612021857924,-0.007263921091686357,0.0,False,0.00730919779207762,46bbbf853561e26625ee3ecbccb6037051556f2f3ca26dcb4e311c165c08d8e9,True,False,NO_ENTRY,b49b00b975bbafbd4682105d9f785a17f82e18cc6930b77231bbf4c2b753a919
2026-09-08 00:00:00,ADSK,LIVE_SHADOW,0.00026128606586079507,0.0035164114213291154,0.8449180306312554,39.884615822680175,0.2914480505656771,0.15508196936874466,0.28890074310676694,0.10427469441062184,0.1178194346420609,0.0424751079061285,0.9344262295081968,0.819672131147541,0.8469945355191257,0.9234972677595629,0.9836065573770492,0.9562841530054644,0.01042129435667732,0.025239536149417197,True,0.004843839025282932,46bbbf853561e26625ee3ecbccb6037051556f2f3ca26dcb4e311c165c08d8e9,True,False,ELIGIBLE_ENTRY,b49b00b975bbafbd4682105d9f785a17f82e18cc6930b77231bbf4c2b753a919
2026-09-08 00:00:00,AMAT,LIVE_SHADOW,0.00019792480337388333,0.0036824303571302112,0.884375855579883,32.92109004170216,0.29741283791521467,0.1793360369193026,0.3187935586522352,0.0888334220931305,0.0848673894664318,0.03075675495368534,0.9234972677595629,0.8852459016393442,0.8852459016393442,0.8032786885245902,0.7595628415300546,0.7431693989071039,0.0065159002733578076,0.006300525157666084,True,0.0019338924456617764,46bbbf853561e26625ee3ecbccb6037051556f2f3ca26dcb4e311c165c08d8e9,True,False,ELIGIBLE_ENTRY,b49b00b975bbafbd4682105d9f785a17f82e18cc6930b77231bbf4c2b753a919
2026-09-08 00:00:00,AMD,LIVE_SHADOW,0.00044532800688768415,0.0036307734361451897,0.9999999999999998,35.39476722364835,0.2935058957849183,0.176371809228504,0.3135242513203775,0.08188823416761117,0.09823584407325693,0.03647396542533203,0.9781420765027322,0.9344262295081968,0.9344262295081968,0.8087431693989071,0.8961748633879781,0.8907103825136612,0.01576228114196085,0.017528289690759744,True,0.00222408032605098,46bbbf853561e26625ee3ecbccb6037051556f2f3ca26dcb4e311c165c08d8e9,True,False,ELIGIBLE_ENTRY,b49b00b975bbafbd4682105d9f785a17f82e18cc6930b77231bbf4c2b753a919
2026-09-08 00:00:00,AMGN,LIVE_SHADOW,-0.00035223859949417945,0.0036722075652052674,0.0,30.647943026936655,0.2829977035917245,0.20314821589192605,0.3391701032061359,0.07058622011351953,0.07613437677607594,0.027963380420618134,0.34972677595628415,0.3005464480874317,0.32786885245901637,0.47540983606557374,0.4644808743169399,0.46994535519125685,-0.01079538852918557,0.0,False,0.01212681650939839,46bbbf853561e26625ee3ecbccb6037051556f2f3ca26dcb4e311c165c08d8e9,True,False,NO_ENTRY,b49b00b975bbafbd4682105d9f785a17f82e18cc6930b77231bbf4c2b753a919
