signal_date,ticker,fold,expected_active_per_session,uncertainty_per_session,positive_active_horizon_share,effective_horizon_sessions,horizon_weight_5d,horizon_weight_10d,horizon_weight_20d,horizon_weight_60d,horizon_weight_120d,horizon_weight_252d,score_5d,score_10d,score_20d,score_60d,score_120d,score_252d,expected_active_total,model_target_weight,entry_ok,resize_band,seal_id,shadow_only,real_orders_sent,model_intent
2026-09-11,FDX,LIVE_SHADOW,0.00034250015218107425,0.0028761227729410693,0.8363172521018211,40.967715516631195,0.12508146587987765,0.22550708477016634,0.3828183380513289,0.11092786672912452,0.1170639625512012,0.03860128201830139,0.4918032786885246,0.9781420765027322,0.9453551912568307,0.8797814207650273,0.8907103825136612,0.8142076502732241,0.014031448798957142,0.08934579808489145,True,0.01273507808994491,46bbbf853561e26625ee3ecbccb6037051556f2f3ca26dcb4e311c165c08d8e9,True,False,ELIGIBLE_ENTRY
2026-09-11,NKE,LIVE_SHADOW,0.0003576073324763031,0.003285386259878028,0.966307051177737,37.14125031408989,0.2431483789518831,0.18616672309025536,0.3231339803497854,0.10920696293459388,0.10465100585121925,0.033692948822262966,0.8306010928961749,0.9453551912568307,0.9289617486338798,0.9672131147540983,0.912568306010929,0.819672131147541,0.013281983449656339,0.06344129289079982,True,0.009552984782922812,46bbbf853561e26625ee3ecbccb6037051556f2f3ca26dcb4e311c165c08d8e9,True,False,ELIGIBLE_ENTRY
2026-09-11,CEPU,LIVE_SHADOW,0.00048813796107651143,0.0034360944103208027,1.0,35.69090166256359,0.26247940469203956,0.1816413080661055,0.33027186021299226,0.10015666469588133,0.0883813457233461,0.03706941660963524,0.912568306010929,0.9672131147540983,0.9836065573770492,0.9453551912568307,0.8415300546448088,0.912568306010929,0.017422083966546063,0.06143078214313742,True,0.007052059014420661,46bbbf853561e26625ee3ecbccb6037051556f2f3ca26dcb4e311c165c08d8e9,True,False,ELIGIBLE_ENTRY
2026-09-11,CAAP,LIVE_SHADOW,0.0002628464457017835,0.0029914923543469724,0.7805605486289907,39.557211665856485,0.18126458322402608,0.20370779423699337,0.3505529518563204,0.11955485511801621,0.10674494741766076,0.03817486814698312,0.639344262295082,0.9344262295081968,0.912568306010929,0.9562841530054644,0.8579234972677595,0.8306010928961749,0.010397472488243503,0.057499552780832824,True,0.011060294287067937,46bbbf853561e26625ee3ecbccb6037051556f2f3ca26dcb4e311c165c08d8e9,True,False,ELIGIBLE_ENTRY
2026-09-11,TTWO,LIVE_SHADOW,0.00035615863383236574,0.0029104023790423247,0.8030157793607738,40.201782626088026,0.16302259030252342,0.20644275625152475,0.35562214819226823,0.12104394477786717,0.11990693013911373,0.03396163033670286,0.6065573770491803,0.9562841530054644,0.9344262295081968,0.9781420765027322,0.9453551912568307,0.7759562841530054,0.014318211977733248,0.05640757295772763,True,0.007879136451597312,46bbbf853561e26625ee3ecbccb6037051556f2f3ca26dcb4e311c165c08d8e9,True,False,ELIGIBLE_ENTRY
2026-09-11,ZTS,LIVE_SHADOW,0.00030543563894944387,0.003462147056164537,0.9999999999999999,35.49788375843546,0.26643287804778487,0.17176982689489936,0.3386305535069788,0.09769079233388625,0.08943921752629372,0.03603673169015693,0.8961748633879781,0.9016393442622951,0.9726775956284153,0.9016393442622951,0.825136612021858,0.8688524590163934,0.01084231880711082,0.052242152427021446,True,0.009636712101245167,46bbbf853561e26625ee3ecbccb6037051556f2f3ca26dcb4e311c165c08d8e9,True,False,ELIGIBLE_ENTRY
2026-09-11,NUE,LIVE_SHADOW,0.00035745519998203144,0.0028361135175734163,0.8620151718595894,42.639798620701114,0.13798482814041046,0.20795942606339626,0.3725136230517544,0.1137327045608539,0.12645399922412592,0.04135541895945899,0.5519125683060109,0.9617486338797814,0.9672131147540983,0.9344262295081968,0.9836065573770492,0.8907103825136612,0.015241817743156265,0.04973543723614926,True,0.00652618186022871,46bbbf853561e26625ee3ecbccb6037051556f2f3ca26dcb4e311c165c08d8e9,True,False,ELIGIBLE_ENTRY
2026-09-11,MPWR,LIVE_SHADOW,0.0008101987830122277,0.0034646777086389017,1.0,36.08826521839135,0.27103603912626295,0.1784736070137444,0.3172604752664083,0.09780568128685645,0.10145529660009409,0.033968900706633914,0.9781420765027322,1.0,1.0,0.9726775956284153,0.9726775956284153,0.8961748633879781,0.029238668560963178,0.046097224872026096,True,0.003153168536105706,46bbbf853561e26625ee3ecbccb6037051556f2f3ca26dcb4e311c165c08d8e9,True,False,ELIGIBLE_ENTRY
2026-09-11,VIST,LIVE_SHADOW,0.00045100202841340595,0.0034396358951496726,1.0000000000000002,36.81572090522146,0.2656659786285931,0.1862421081780708,0.3164907850033344,0.09348312185296058,0.0993906869536435,0.038727319383397796,0.9289617486338798,0.994535519125683,0.9617486338797814,0.907103825136612,0.9234972677595629,0.9508196721311475,0.016603964805756714,0.044342205540363375,True,0.0053411587002388265,46bbbf853561e26625ee3ecbccb6037051556f2f3ca26dcb4e311c165c08d8e9,True,False,ELIGIBLE_ENTRY
2026-09-11,STLD,LIVE_SHADOW,0.0003926562335014481,0.0032578213985911004,1.0000000000000002,38.58295101976738,0.23845823289627827,0.18906038335922642,0.32356293119192786,0.10111704759465068,0.10821348111529504,0.03958792384262189,0.8415300546448088,0.9836065573770492,0.9562841530054644,0.9398907103825137,0.9617486338797814,0.9453551912568307,0.015149836224792716,0.04354105257132993,True,0.005748055876680037,46bbbf853561e26625ee3ecbccb6037051556f2f3ca26dcb4e311c165c08d8e9,True,False,ELIGIBLE_ENTRY
2026-09-11,OXY,LIVE_SHADOW,0.00023139945323065532,0.0028938853424497236,0.7280110206892199,41.21042582775872,0.13836478616804437,0.2028767447412861,0.3950614833148822,0.09736159898295602,0.13007279263305155,0.03626259415977955,0.5245901639344263,0.8797814207650273,0.9398907103825137,0.7814207650273224,0.9344262295081968,0.7595628415300546,0.009536070003945844,0.042238860394308714,True,0.008858756359135593,46bbbf853561e26625ee3ecbccb6037051556f2f3ca26dcb4e311c165c08d8e9,True,False,ELIGIBLE_ENTRY
