signal_date,execution_date,interval_end,status,gross_return,turnover,cost_return,net_return_approx,weighted_price_coverage
2014-01-31,2014-02-03,2014-02-10,OK,0.02148580151167375,0.5,0.006,0.015356886702603711,1.0
2014-02-07,2014-02-10,2014-02-18,OK,0.024084281014392424,0.2141769453327244,0.002570123343992693,0.021452258097541366,1.0
2014-02-14,2014-02-18,2014-02-24,OK,0.029050111932763627,0.9279873886983339,0.011135848664380006,0.01759076561821704,1.0
2014-02-21,2014-02-24,2014-03-03,OK,-0.044995860180807284,0.5369560509187284,0.006443472611024742,-0.051149403199147514,1.0
2014-02-28,2014-03-03,2014-03-10,OK,-0.018399965518914443,0.43648246968149895,0.0052377896361779875,-0.023541380006391388,1.0
2014-03-07,2014-03-10,2014-03-17,OK,-0.0379244767841596,0.40974826804504993,0.004916979216540599,-0.042654982136554165,1.0
2014-03-14,2014-03-17,2014-03-24,OK,-0.012822670123690589,0.9775208484325834,0.011730250181191,-0.02440250717633974,1.0000000000000002
2014-03-21,2014-03-24,2014-03-31,OK,0.04670103473105927,0.5932585760439079,0.007119102912526895,0.039249462346160335,1.0
2014-03-28,2014-03-31,2014-04-07,OK,0.004757746143789637,0.9279423226812166,0.011135307872174599,-0.006430540696473863,1.0
2014-04-04,2014-04-07,2014-04-14,OK,-0.004790062362670378,0.8904910366328923,0.010685892439594709,-0.015424768711078674,1.0000000000000002
2014-04-11,2014-04-14,2014-04-21,OK,0.013875500929130289,0.17720467165015144,0.0021264560598018172,0.011719539226294984,1.0
2014-04-17,2014-04-21,2014-04-28,OK,-0.016034706599926944,0.004919216138738143,5.903059366485772e-05,-0.01609279065534186,1.0000000000000002
2014-04-25,2014-04-28,2014-05-05,OK,0.03412495647858595,0.09549479463801228,0.0011459375356561473,0.03293991387439821,1.0
2014-05-02,2014-05-05,2014-05-12,OK,0.012887755617600246,0.1310801470246727,0.0015729617642960723,0.01129452190648994,1.0
2014-05-09,2014-05-12,2014-05-19,OK,-0.005586598659393868,0.3074443585745408,0.0036893323028944895,-0.009255320143390922,1.0
2014-05-16,2014-05-19,2014-05-27,OK,0.004112035779782454,0.14336021434730303,0.0017203225721676364,0.002384639179645154,1.0
2014-05-23,2014-05-27,2014-06-02,OK,7.447441325528215e-05,0.1226486436936548,0.0014717837243238576,-0.001397418921297966,1.0
2014-05-30,2014-06-02,2014-06-09,OK,0.035981391817867144,0.06904187888594836,0.0008285025466313803,0.03512307859648334,1.0
2014-06-06,2014-06-09,2014-06-16,OK,-0.0007857394676166647,0.4073014344482749,0.004887617213379299,-0.005669516287248766,1.0
2014-06-13,2014-06-16,2014-06-23,OK,0.01514604567715556,0.26461296665225376,0.003175355599827045,0.011922595996372243,1.0
2014-06-20,2014-06-23,2014-06-30,OK,-0.015438141851348536,0.23714597055669673,0.002845751646680361,-0.01823996038043363,1.0
2014-06-27,2014-06-30,2014-07-07,OK,0.014303130222982243,0.18393246594108598,0.002207189591293032,0.012064370911538225,1.0
2014-07-03,2014-07-07,2014-07-14,OK,0.018447262110918974,0.14695211635028152,0.0017634253962033784,0.016651306344218852,1.0
2014-07-11,2014-07-14,2014-07-21,OK,0.019677136748988154,0.10296393580484942,0.001235567229658193,0.018417257093989337,1.0
2014-07-18,2014-07-21,2014-07-28,OK,-0.018043714373038887,3.207206809852092e-08,3.848648171822511e-10,-0.018043714750959228,1.0
2014-07-25,2014-07-28,2014-08-04,OK,-0.02672639804855207,0.04460206484155665,0.0005352247780986798,-0.027247318196185755,1.0
2014-08-01,2014-08-04,2014-08-11,OK,0.013642637657594214,0.1463430558233254,0.0017561166698799049,0.011862562924302544,1.0
2014-08-08,2014-08-11,2014-08-18,OK,0.021167900397288143,0.11294618033932287,0.0013553541640718744,0.019783856231268215,1.0
2014-08-15,2014-08-18,2014-08-25,OK,0.03769241210628265,0.08510695320028466,0.001021283438403416,0.03663263403164163,1.0
2014-08-22,2014-08-25,2014-09-02,OK,0.041915797570442274,0.04642609346740824,0.0005571131216088989,0.04133533260800415,1.0
2014-08-29,2014-09-02,2014-09-08,OK,-0.022209400467199325,0.06575240067253188,0.0007890288080703826,-0.022980905418491182,1.0
2014-09-05,2014-09-08,2014-09-15,OK,-0.041864435584684855,0.066591054203286,0.000799092650439432,-0.04263007467233382,1.0
2014-09-12,2014-09-15,2014-09-22,OK,-0.005812222774887838,0.11842391265733822,0.0014210869518880586,-0.0072250500528289185,1.0
2014-09-19,2014-09-22,2014-09-29,OK,-0.026948048757973193,0.0966690154887493,0.0011600281858649916,-0.02807681644772486,1.0
2014-09-26,2014-09-29,2014-10-06,OK,0.015546298061242782,0.0828538550550996,0.0009942462606611952,0.014536594951866988,1.0
2014-10-03,2014-10-06,2014-10-13,OK,-0.023152812124337174,0.22897693903770902,0.002747723268452508,-0.02583691787218556,1.0
2014-10-10,2014-10-13,2014-10-20,OK,-0.06920597339244182,0.12597039342911237,0.0015116447211493485,-0.07061300326924058,1.0
2014-10-17,2014-10-20,2014-10-27,OK,-0.0067574569123785184,0.2511064596605972,0.0030132775159271664,-0.009750372335326718,1.0
2014-10-24,2014-10-27,2014-11-03,OK,0.030331493010152984,0.20596577218123185,0.0024715892661747825,0.027784936751427347,0.9999999999999998
2014-10-31,2014-11-03,2014-11-10,OK,-0.002272508046436169,0.15746359236614782,0.001889563108393774,-0.004157777107461791,1.0
2014-11-07,2014-11-10,2014-11-17,OK,-0.005683449509383782,0.18106653004210374,0.002172798360505245,-0.007843898880113054,1.0
2014-11-14,2014-11-17,2014-11-24,OK,0.010399084519455735,0.051540584047335525,0.0006184870085680263,0.009774165812211466,1.0
2014-11-21,2014-11-24,2014-12-01,OK,0.0022132032028399284,0.1607952010964765,0.001929542413157718,0.00027939032023338584,1.0
2014-11-28,2014-12-01,2014-12-08,OK,0.005358052119918207,0.0050398692241338285,6.047843068960594e-05,0.005297249642644886,1.0
2014-12-05,2014-12-08,2014-12-15,OK,-0.02538906233518179,0.18923826758750636,0.0022708592110500764,-0.027602266560168065,1.0
2014-12-12,2014-12-15,2014-12-22,OK,0.03320042190892508,0.10315321097704262,0.0012378385317245114,0.03192148661569205,1.0
2014-12-19,2014-12-22,2014-12-29,OK,0.005303796014635758,0.08592630131062291,0.001031115615727475,0.004267211572015039,1.0
