date,segment,v13_ideal_nav,byma_model_nav,personal_portfolio_nav,v13_ideal_index_100,byma_model_index_100,v13_ideal_value_usd,byma_model_value_usd
2020-09-10,PRE2025,2.0449111464,1.9913697428,,204.4911146410,199.1369742846,2044.9111464103,1991.3697428461
2020-09-11,PRE2025,2.0447239604,1.9950420856,,204.4723960444,199.5042085631,2044.7239604443,1995.0420856306
2020-09-14,PRE2025,2.0701938335,2.0186833094,,207.0193833486,201.8683309379,2070.1938334864,2018.6833093790
2020-09-15,PRE2025,2.0888348297,2.0300225548,,208.8834829743,203.0022554761,2088.8348297435,2030.0225547607
2020-09-16,PRE2025,2.0682913550,2.0170523652,,206.8291354974,201.7052365247,2068.2913549741,2017.0523652471
2020-09-17,PRE2025,2.0591193174,2.0037351424,,205.9119317400,200.3735142430,2059.1193174002,2003.7351424296
2020-09-18,PRE2025,2.0445110075,1.9879223135,,204.4511007519,198.7922313494,2044.5110075188,1987.9223134941
2020-09-21,PRE2025,2.0371803755,1.9643814074,,203.7180375522,196.4381407426,2037.1803755222,1964.3814074259
2020-09-22,PRE2025,2.0582676768,1.9909175647,,205.8267676799,199.0917564717,2058.2676767986,1990.9175647166
2020-09-23,PRE2025,2.0131350401,1.9482915537,,201.3135040124,194.8291553702,2013.1350401241,1948.2915537017
2020-09-24,PRE2025,2.0224796020,1.9551090027,,202.2479602041,195.5109002681,2022.4796020414,1955.1090026811
2020-09-25,PRE2025,2.0526161039,1.9786284073,,205.2616103876,197.8628407301,2052.6161038764,1978.6284073015
2020-09-28,PRE2025,2.0899776674,2.0163368282,,208.9977667449,201.6336828150,2089.9776674495,2016.3368281504
2020-09-29,PRE2025,2.0880153278,2.0106571695,,208.8015327758,201.0657169525,2088.0153277576,2010.6571695246
2020-09-30,PRE2025,2.1000527686,2.0304203086,,210.0052768574,203.0420308619,2100.0527685742,2030.4203086186
2020-10-01,PRE2025,2.1263990807,2.0565020549,,212.6399080664,205.6502054893,2126.3990806639,2056.5020548933
2020-10-02,PRE2025,2.0907638818,2.0244654766,,209.0763881802,202.4465476634,2090.7638818017,2024.4654766337
2020-10-05,PRE2025,2.1294048271,2.0554419752,,212.9404827061,205.5441975245,2129.4048270608,2055.4419752451
2020-10-06,PRE2025,2.1079388003,2.0278606181,,210.7938800311,202.7860618114,2107.9388003112,2027.8606181137
2020-10-07,PRE2025,2.1448475580,2.0638628475,,214.4847558019,206.3862847475,2144.8475580192,2063.8628474752
2020-10-08,PRE2025,2.1657775814,2.0788084104,,216.5777581447,207.8808410422,2165.7775814470,2078.8084104218
2020-10-09,PRE2025,2.1947841358,2.1029760859,,219.4784135756,210.2976085856,2194.7841357560,2102.9760858563
2020-10-12,PRE2025,2.2244075540,2.1315993941,,222.4407554047,213.1599394068,2224.4075540472,2131.5993940679
2020-10-13,PRE2025,2.2316814469,2.1372285944,,223.1681446852,213.7228594444,2231.6814468520,2137.2285944438
2020-10-14,PRE2025,2.2199881534,2.1214873962,,221.9988153414,212.1487396241,2219.9881534142,2121.4873962408
2020-10-15,PRE2025,2.2163718929,2.1132925265,,221.6371892860,211.3292526520,2216.3718928599,2113.2925265197
2020-10-16,PRE2025,2.2075208876,2.0972681033,,220.7520887553,209.7268103281,2207.5208875527,2097.2681032807
2020-10-19,PRE2025,2.1877752910,2.0786004115,,218.7775290985,207.8600411503,2187.7752909854,2078.6004115032
2020-10-20,PRE2025,2.1910018598,2.0864326832,,219.1001859765,208.6432683154,2191.0018597649,2086.4326831544
2020-10-21,PRE2025,2.1793379619,2.0795893515,,217.9337961891,207.9589351453,2179.3379618908,2079.5893514530
2020-10-22,PRE2025,2.1764277950,2.0853837047,,217.6427795013,208.5383704674,2176.4277950126,2085.3837046742
2020-10-23,PRE2025,2.1898909493,2.0932438043,,218.9890949251,209.3243804297,2189.8909492511,2093.2438042970
2020-10-26,PRE2025,2.1524650763,2.0553726227,,215.2465076347,205.5372622690,2152.4650763470,2055.3726226905
2020-10-27,PRE2025,2.1496561227,2.0419245217,,214.9656122657,204.1924521679,2149.6561226569,2041.9245216789
2020-10-28,PRE2025,2.0988101189,1.9930136942,,209.8810118853,199.3013694247,2098.8101188528,1993.0136942467
2020-10-29,PRE2025,2.1198725046,2.0092026095,,211.9872504617,200.9202609528,2119.8725046174,2009.2026095279
2020-10-30,PRE2025,2.0816621418,1.9765767256,,208.1662141802,197.6576725624,2081.6621418024,1976.5767256244
2020-11-02,PRE2025,2.0924310317,1.9874002618,,209.2431031676,198.7400261817,2092.4310316762,1987.4002618167
2020-11-03,PRE2025,2.1370366357,2.0257579273,,213.7036635708,202.5757927277,2137.0366357079,2025.7579272771
2020-11-04,PRE2025,2.1958246176,2.0608790759,,219.5824617636,206.0879075916,2195.8246176364,2060.8790759155
2020-11-05,PRE2025,2.2460024246,2.1098811633,,224.6002424578,210.9881163326,2246.0024245784,2109.8811633259
2020-11-06,PRE2025,2.2651132811,2.1324686780,,226.5113281102,213.2468677962,2265.1132811025,2132.4686779622
2020-11-09,PRE2025,2.2321257312,2.1206117524,,223.2125731226,212.0611752421,2232.1257312262,2120.6117524211
2020-11-10,PRE2025,2.1984341111,2.0735340237,,219.8434111105,207.3534023680,2198.4341111053,2073.5340236799
2020-11-11,PRE2025,2.2394597111,2.1141943717,,223.9459711120,211.4194371660,2239.4597111197,2114.1943716596
2020-11-12,PRE2025,2.2285668208,2.0975288733,,222.8566820773,209.7528873343,2228.5668207729,2097.5288733434
2020-11-13,PRE2025,2.2439178853,2.1202761493,,224.3917885269,212.0276149313,2243.9178852693,2120.2761493127
2020-11-16,PRE2025,2.2606001450,2.1525124343,,226.0600144982,215.2512434339,2260.6001449820,2152.5124343393
2020-11-17,PRE2025,2.2691022673,2.1627486549,,226.9102267339,216.2748654914,2269.1022673388,2162.7486549135
2020-11-18,PRE2025,2.2533495932,2.1532010138,,225.3349593218,215.3201013825,2253.3495932179,2153.2010138247
2020-11-19,PRE2025,2.2820890669,2.1734754305,,228.2089066896,217.3475430453,2282.0890668962,2173.4754304535
2020-11-20,PRE2025,2.2785868607,2.1648449146,,227.8586860747,216.4844914613,2278.5868607469,2164.8449146132
2020-11-23,PRE2025,2.2930174452,2.1822468996,,229.3017445236,218.2246899553,2293.0174452361,2182.2468995532
2020-11-24,PRE2025,2.2985571000,2.2011968955,,229.8557099987,220.1196895454,2298.5570999875,2201.1968954539
2020-11-25,PRE2025,2.3069072273,2.2039990690,,230.6907227291,220.3999069007,2306.9072272914,2203.9990690065
2020-11-27,PRE2025,2.3289508633,2.2141472740,,232.8950863317,221.4147274032,2328.9508633166,2214.1472740322
2020-11-30,PRE2025,2.3455877472,2.2276107331,,234.5587747163,222.7610733052,2345.5877471632,2227.6107330519
2020-12-01,PRE2025,2.3575198874,2.2467020251,,235.7519887354,224.6702025088,2357.5198873545,2246.7020250881
2020-12-02,PRE2025,2.3453653346,2.2453163401,,234.5365334576,224.5316340073,2345.3653345755,2245.3163400728
2020-12-03,PRE2025,2.3467296700,2.2395820090,,234.6729669972,223.9582008988,2346.7296699718,2239.5820089876
2020-12-04,PRE2025,2.3720540420,2.2664881236,,237.2054042025,226.6488123629,2372.0540420249,2266.4881236287
2020-12-07,PRE2025,2.3835633027,2.2740057555,,238.3563302712,227.4005755524,2383.5633027124,2274.0057555242
2020-12-08,PRE2025,2.3822537382,2.2717832300,,238.2253738184,227.1783230014,2382.2537381843,2271.7832300137
2020-12-09,PRE2025,2.3508298265,2.2402529893,,235.0829826452,224.0252989330,2350.8298264522,2240.2529893299
2020-12-10,PRE2025,2.3596931621,2.2439663936,,235.9693162061,224.3966393589,2359.6931620610,2243.9663935888
2020-12-11,PRE2025,2.3692388101,2.2439972498,,236.9238810110,224.3997249779,2369.2388101101,2243.9972497794
2020-12-14,PRE2025,2.3821010324,2.2516919123,,238.2101032352,225.1691912311,2382.1010323523,2251.6919123114
2020-12-15,PRE2025,2.4027550576,2.2663619133,,240.2755057640,226.6361913294,2402.7550576402,2266.3619132944
2020-12-16,PRE2025,2.4184803087,2.2732248705,,241.8480308744,227.3224870530,2418.4803087443,2273.2248705299
2020-12-17,PRE2025,2.4338973587,2.2831149703,,243.3897358725,228.3114970265,2433.8973587249,2283.1149702651
2020-12-18,PRE2025,2.4526784334,2.2913008802,,245.2678433376,229.1300880215,2452.6784333763,2291.3008802150
2020-12-21,PRE2025,2.4435128923,2.2819432615,,244.3512892294,228.1943261451,2443.5128922936,2281.9432614514
2020-12-22,PRE2025,2.4522277783,2.2823503442,,245.2227778323,228.2350344199,2452.2277783231,2282.3503441985
2020-12-23,PRE2025,2.4386919735,2.2740476693,,243.8691973491,227.4047669290,2438.6919734911,2274.0476692900
2020-12-24,PRE2025,2.4502183682,2.2832961604,,245.0218368199,228.3296160389,2450.2183681993,2283.2961603890
2020-12-28,PRE2025,2.4497976946,2.2875466582,,244.9797694649,228.7546658159,2449.7976946487,2287.5466581591
2020-12-29,PRE2025,2.4475543329,2.2910191756,,244.7554332924,229.1019175573,2447.5543329245,2291.0191755728
2020-12-30,PRE2025,2.4593719478,2.3029678014,,245.9371947757,230.2967801361,2459.3719477567,2302.9678013608
2020-12-31,PRE2025,2.4687370021,2.3062108255,,246.8737002093,230.6210825483,2468.7370020933,2306.2108254832
2021-01-04,PRE2025,2.4544832300,2.3064300605,,245.4483230047,230.6430060486,2454.4832300471,2306.4300604860
2021-01-05,PRE2025,2.4621991154,2.3140293497,,246.2199115383,231.4029349729,2462.1991153829,2314.0293497295
2021-01-06,PRE2025,2.4232132304,2.2804365596,,242.3213230415,228.0436559562,2423.2132304146,2280.4365595625
2021-01-07,PRE2025,2.4995923633,2.3473572273,,249.9592363293,234.7357227312,2499.5923632931,2347.3572273120
2021-01-08,PRE2025,2.5300636027,2.3716658168,,253.0063602738,237.1665816796,2530.0636027375,2371.6658167957
2021-01-11,PRE2025,2.5217689631,2.3599128192,,252.1768963127,235.9912819186,2521.7689631269,2359.9128191861
2021-01-12,PRE2025,2.5276536727,2.3679610435,,252.7653672712,236.7961043517,2527.6536727116,2367.9610435165
2021-01-13,PRE2025,2.5257440254,2.3708577502,,252.5744025353,237.0857750243,2525.7440253534,2370.8577502430
2021-01-14,PRE2025,2.5247578253,2.3651089438,,252.4757825281,236.5108943823,2524.7578252806,2365.1089438228
2021-01-15,PRE2025,2.4949506392,2.3264366537,,249.4950639250,232.6436653717,2494.9506392497,2326.4366537173
2021-01-19,PRE2025,2.5417397121,2.3622558405,,254.1739712083,236.2255840517,2541.7397120832,2362.2558405168
2021-01-20,PRE2025,2.5970157475,2.4404825759,,259.7015747526,244.0482575906,2597.0157475262,2440.4825759061
2021-01-21,PRE2025,2.5910458213,2.4335914672,,259.1045821322,243.3591467233,2591.0458213221,2433.5914672325
2021-01-22,PRE2025,2.5736293321,2.4123323559,,257.3629332124,241.2332355885,2573.6293321236,2412.3323558854
2021-01-25,PRE2025,2.5658392642,2.4129155314,,256.5839264190,241.2915531405,2565.8392641896,2412.9155314046
2021-01-26,PRE2025,2.5306025397,2.3901282695,,253.0602539664,239.0128269476,2530.6025396644,2390.1282694756
2021-01-27,PRE2025,2.4274580532,2.2789371824,,242.7458053154,227.8937182400,2427.4580531536,2278.9371823996
2021-01-28,PRE2025,2.4951945724,2.3270970999,,249.5194572406,232.7097099903,2495.1945724065,2327.0970999035
2021-01-29,PRE2025,2.4473813246,2.2648457982,,244.7381324645,226.4845798165,2447.3813246453,2264.8457981646
2021-02-01,PRE2025,2.5167418813,2.3301767697,,251.6741881265,233.0176769724,2516.7418812646,2330.1767697243
2021-02-02,PRE2025,2.5718340169,2.4012644444,,257.1834016876,240.1264444392,2571.8340168760,2401.2644443915
2021-02-03,PRE2025,2.5422118019,2.3716673909,,254.2211801894,237.1667390906,2542.2118018944,2371.6673909060
2021-02-04,PRE2025,2.5779487820,2.4015364815,,257.7948781999,240.1536481451,2577.9487819987,2401.5364814506
2021-02-05,PRE2025,2.5852788997,2.4031006514,,258.5278899664,240.3100651358,2585.2788996638,2403.1006513579
2021-02-08,PRE2025,2.6219962390,2.4514780198,,262.1996238985,245.1478019798,2621.9962389846,2451.4780197976
2021-02-09,PRE2025,2.6274900401,2.4556407070,,262.7490040074,245.5640706950,2627.4900400743,2455.6407069503
2021-02-10,PRE2025,2.6261732217,2.4677137437,,262.6173221734,246.7713743692,2626.1732217340,2467.7137436923
2021-02-11,PRE2025,2.6692030429,2.5046626988,,266.9203042857,250.4662698815,2669.2030428566,2504.6626988154
2021-02-12,PRE2025,2.6916551623,2.5135029162,,269.1655162264,251.3502916157,2691.6551622641,2513.5029161566
2021-02-16,PRE2025,2.6928936436,2.5209962386,,269.2893643594,252.0996238630,2692.8936435944,2520.9962386304
2021-02-17,PRE2025,2.6648694162,2.5009735898,,266.4869416196,250.0973589825,2664.8694161957,2500.9735898246
2021-02-18,PRE2025,2.6385789179,2.4890553758,,263.8578917950,248.9055375771,2638.5789179497,2489.0553757707
2021-02-19,PRE2025,2.6612194836,2.5099241584,,266.1219483588,250.9924158357,2661.2194835881,2509.9241583570
2021-02-22,PRE2025,2.5812704663,2.4467262775,,258.1270466341,244.6726277464,2581.2704663411,2446.7262774636
2021-02-23,PRE2025,2.5643361198,2.4401195855,,256.4336119832,244.0119585497,2564.3361198318,2440.1195854973
2021-02-24,PRE2025,2.6185081166,2.4927519960,,261.8508116574,249.2751996044,2618.5081165742,2492.7519960436
2021-02-25,PRE2025,2.5104240681,2.3675787577,,251.0424068101,236.7578757738,2510.4240681005,2367.5787577382
2021-02-26,PRE2025,2.5283091206,2.3835830755,,252.8309120594,238.3583075475,2528.3091205939,2383.5830754747
2021-03-01,PRE2025,2.6035271228,2.4505664462,,260.3527122824,245.0566446152,2603.5271228242,2450.5664461517
2021-03-02,PRE2025,2.5572498928,2.4054534106,,255.7249892846,240.5453410631,2557.2498928457,2405.4534106308
2021-03-03,PRE2025,2.4709149499,2.3264197070,,247.0914949851,232.6419707038,2470.9149498511,2326.4197070382
2021-03-04,PRE2025,2.3869814702,2.2573151161,,238.6981470250,225.7315116085,2386.9814702497,2257.3151160847
2021-03-05,PRE2025,2.4048146991,2.2781638434,,240.4814699090,227.8163843422,2404.8146990896,2278.1638434225
2021-03-08,PRE2025,2.3258328262,2.2055662996,,232.5832826222,220.5566299609,2325.8328262224,2205.5662996088
2021-03-09,PRE2025,2.4292919857,2.3013678921,,242.9291985683,230.1367892090,2429.2919856831,2301.3678920900
2021-03-10,PRE2025,2.4118348943,2.2906347157,,241.1834894312,229.0634715738,2411.8348943118,2290.6347157376
2021-03-11,PRE2025,2.4912097856,2.3614111175,,249.1209785603,236.1411117478,2491.2097856029,2361.4111174780
2021-03-12,PRE2025,2.4702427546,2.3471149002,,247.0242754556,234.7114900247,2470.2427545564,2347.1149002470
2021-03-15,PRE2025,2.5071534693,2.3717004208,,250.7153469317,237.1700420804,2507.1534693175,2371.7004208037
2021-03-16,PRE2025,2.5076888994,2.3719640848,,250.7688899426,237.1964084808,2507.6888994263,2371.9640848080
2021-03-17,PRE2025,2.5108682956,2.3849408856,,251.0868295630,238.4940885564,2510.8682956301,2384.9408855643
2021-03-18,PRE2025,2.4177159924,2.2874450361,,241.7715992399,228.7445036146,2417.7159923992,2287.4450361458
2021-03-19,PRE2025,2.4330106635,2.2919078158,,243.3010663469,229.1907815788,2433.0106634686,2291.9078157883
2021-03-22,PRE2025,2.4681140442,2.3176535485,,246.8114044159,231.7653548453,2468.1140441590,2317.6535484526
2021-03-23,PRE2025,2.4451546834,2.2970559957,,244.5154683362,229.7055995742,2445.1546833624,2297.0559957419
2021-03-24,PRE2025,2.4103157819,2.2622904247,,241.0315781935,226.2290424726,2410.3157819354,2262.2904247260
2021-03-25,PRE2025,2.4089802784,2.2580161081,,240.8980278368,225.8016108051,2408.9802783679,2258.0161080510
2021-03-26,PRE2025,2.4879352151,2.3108859379,,248.7935215072,231.0885937880,2487.9352150725,2310.8859378797
2021-03-29,PRE2025,2.4718580416,2.2987259316,,247.1858041590,229.8725931630,2471.8580415899,2298.7259316301
2021-03-30,PRE2025,2.4609432400,2.2934753080,,246.0943240019,229.3475308024,2460.9432400194,2293.4753080244
2021-03-31,PRE2025,2.5077389912,2.3389789413,,250.7738991228,233.8978941324,2507.7389912285,2338.9789413244
2021-04-01,PRE2025,2.5722766875,2.3955503034,,257.2276687470,239.5550303369,2572.2766874701,2395.5503033685
2021-04-05,PRE2025,2.6135403679,2.4309646221,,261.3540367894,243.0964622137,2613.5403678942,2430.9646221369
2021-04-06,PRE2025,2.6165934521,2.4401887011,,261.6593452125,244.0188701088,2616.5934521249,2440.1887010881
2021-04-07,PRE2025,2.6090527966,2.4396227649,,260.9052796574,243.9622764851,2609.0527965743,2439.6227648510
2021-04-08,PRE2025,2.6452739160,2.4769405627,,264.5273915959,247.6940562742,2645.2739159594,2476.9405627423
2021-04-09,PRE2025,2.6593519509,2.4910096580,,265.9351950872,249.1009658026,2659.3519508722,2491.0096580264
2021-04-12,PRE2025,2.6515773070,2.4801185635,,265.1577306977,248.0118563501,2651.5773069766,2480.1185635006
2021-04-13,PRE2025,2.6778812515,2.5082283457,,267.7881251534,250.8228345740,2677.8812515336,2508.2283457398
2021-04-14,PRE2025,2.6565382298,2.4860659205,,265.6538229821,248.6065920455,2656.5382298209,2486.0659204547
2021-04-15,PRE2025,2.7025157860,2.5275614659,,270.2515786047,252.7561465892,2702.5157860471,2527.5614658915
2021-04-16,PRE2025,2.6971869549,2.5292141007,,269.7186954944,252.9214100718,2697.1869549443,2529.2141007183
2021-04-19,PRE2025,2.6634814699,2.4983611421,,266.3481469946,249.8361142129,2663.4814699458,2498.3611421289
2021-04-20,PRE2025,2.6326018676,2.4615566328,,263.2601867592,246.1556632796,2632.6018675919,2461.5566327961
2021-04-21,PRE2025,2.6599165221,2.4926288428,,265.9916522140,249.2628842819,2659.9165221399,2492.6288428192
2021-04-22,PRE2025,2.6360145814,2.4607041329,,263.6014581368,246.0704132897,2636.0145813679,2460.7041328972
2021-04-23,PRE2025,2.6671798815,2.4971410289,,266.7179881461,249.7141028850,2667.1798814614,2497.1410288504
2021-04-26,PRE2025,2.7018680054,2.5375197000,,270.1868005434,253.7519700016,2701.8680054339,2537.5197000161
2021-04-27,PRE2025,2.6807763177,2.5306741060,,268.0776317678,253.0674106037,2680.7763176777,2530.6741060373
2021-04-28,PRE2025,2.6779252397,2.5458348127,,267.7925239699,254.5834812728,2677.9252396991,2545.8348127282
2021-04-29,PRE2025,2.6634009779,2.5415012159,,266.3400977888,254.1501215895,2663.4009778879,2541.5012158946
2021-04-30,PRE2025,2.6439001376,2.5103642632,,264.3900137595,251.0364263232,2643.9001375952,2510.3642632320
2021-05-03,PRE2025,2.6146724647,2.4835984994,,261.4672464699,248.3598499417,2614.6724646988,2483.5984994170
2021-05-04,PRE2025,2.5771111403,2.4509133974,,257.7111140251,245.0913397385,2577.1111402508,2450.9133973851
2021-05-05,PRE2025,2.5763345828,2.4365427667,,257.6334582817,243.6542766695,2576.3345828173,2436.5427666955
2021-05-06,PRE2025,2.5715781662,2.4215295725,,257.1578166185,242.1529572516,2571.5781661852,2421.5295725156
2021-05-07,PRE2025,2.6046535213,2.4552681823,,260.4653521295,245.5268182336,2604.6535212945,2455.2681823358
2021-05-10,PRE2025,2.5372380370,2.3821834314,,253.7238037000,238.2183431390,2537.2380369997,2382.1834313899
2021-05-11,PRE2025,2.5565451779,2.4006782251,,255.6545177945,240.0678225145,2556.5451779448,2400.6782251450
2021-05-12,PRE2025,2.4755781944,2.3203704322,,247.5578194386,232.0370432213,2475.5781943859,2320.3704322129
2021-05-13,PRE2025,2.4676840184,2.3057001061,,246.7684018421,230.5700106069,2467.6840184215,2305.7001060689
2021-05-14,PRE2025,2.5396483868,2.3710546238,,253.9648386795,237.1054623848,2539.6483867948,2371.0546238481
2021-05-17,PRE2025,2.5259578149,2.3583271928,,252.5957814940,235.8327192780,2525.9578149404,2358.3271927805
2021-05-18,PRE2025,2.5279544377,2.3635280932,,252.7954437657,236.3528093181,2527.9544376574,2363.5280931812
2021-05-19,PRE2025,2.5626383816,2.3720520991,,256.2638381566,237.2052099115,2562.6383815664,2372.0520991152
2021-05-20,PRE2025,2.6280604177,2.4275209858,,262.8060417661,242.7520985814,2628.0604176613,2427.5209858137
2021-05-21,PRE2025,2.6254221862,2.4375897170,,262.5422186171,243.7589716969,2625.4221861709,2437.5897169688
2021-05-24,PRE2025,2.6632002322,2.4737839103,,266.3200232220,247.3783910281,2663.2002322199,2473.7839102814
2021-05-25,PRE2025,2.6672916371,2.4731636089,,266.7291637085,247.3163608882,2667.2916370851,2473.1636088822
2021-05-26,PRE2025,2.6803948218,2.4809123841,,268.0394821820,248.0912384065,2680.3948218204,2480.9123840650
2021-05-27,PRE2025,2.6867028326,2.4897391522,,268.6702832615,248.9739152212,2686.7028326152,2489.7391522118
2021-05-28,PRE2025,2.6920234785,2.5001097015,,269.2023478540,250.0109701528,2692.0234785398,2500.1097015278
2021-06-01,PRE2025,2.6845020388,2.5039136774,,268.4502038827,250.3913677405,2684.5020388270,2503.9136774047
2021-06-02,PRE2025,2.6778252385,2.5060118329,,267.7825238529,250.6011832874,2677.8252385285,2506.0118328741
2021-06-03,PRE2025,2.6409235903,2.4650687602,,264.0923590320,246.5068760194,2640.9235903197,2465.0687601936
2021-06-04,PRE2025,2.6960379700,2.5041775541,,269.6037970008,250.4177554074,2696.0379700083,2504.1775540742
2021-06-07,PRE2025,2.6874185206,2.4956560714,,268.7418520634,249.5656071356,2687.4185206336,2495.6560713561
2021-06-08,PRE2025,2.6865494912,2.4825564234,,268.6549491244,248.2556423393,2686.5494912443,2482.5564233930
2021-06-09,PRE2025,2.6798422495,2.4688968052,,267.9842249487,246.8896805246,2679.8422494871,2468.8968052460
2021-06-10,PRE2025,2.7258339411,2.4968956502,,272.5833941061,249.6895650185,2725.8339410609,2496.8956501847
2021-06-11,PRE2025,2.7321135990,2.5072981951,,273.2113599021,250.7298195078,2732.1135990213,2507.2981950783
2021-06-14,PRE2025,2.7650573225,2.5397547196,,276.5057322498,253.9754719617,2765.0573224979,2539.7547196173
2021-06-15,PRE2025,2.7299963017,2.5165005189,,272.9996301672,251.6500518885,2729.9963016717,2516.5005188845
2021-06-16,PRE2025,2.7243374222,2.5140838146,,272.4337422156,251.4083814648,2724.3374221563,2514.0838146483
2021-06-17,PRE2025,2.7618497779,2.5491809475,,276.1849777942,254.9180947485,2761.8497779425,2549.1809474850
2021-06-18,PRE2025,2.7438438973,2.5286557772,,274.3843897260,252.8655777250,2743.8438972598,2528.6557772498
2021-06-21,PRE2025,2.7617035173,2.5413709602,,276.1703517283,254.1370960163,2761.7035172831,2541.3709601629
2021-06-22,PRE2025,2.7887912811,2.5651854234,,278.8791281069,256.5185423352,2788.7912810693,2565.1854233525
2021-06-23,PRE2025,2.7927106241,2.5802152694,,279.2710624131,258.0215269374,2792.7106241311,2580.2152693736
2021-06-24,PRE2025,2.8236201089,2.6041671522,,282.3620108894,260.4167152236,2823.6201088940,2604.1671522365
2021-06-25,PRE2025,2.8276358478,2.6122281883,,282.7635847750,261.2228188292,2827.6358477504,2612.2281882921
2021-06-28,PRE2025,2.8598194049,2.6337858934,,285.9819404856,263.3785893387,2859.8194048564,2633.7858933866
2021-06-29,PRE2025,2.8651873778,2.6367539440,,286.5187377810,263.6753944044,2865.1873778105,2636.7539440441
2021-06-30,PRE2025,2.8489394415,2.6313062805,,284.8939441498,263.1306280478,2848.9394414980,2631.3062804784
2021-07-01,PRE2025,2.8433024366,2.6224444612,,284.3302436557,262.2444461194,2843.3024365566,2622.4444611942
2021-07-02,PRE2025,2.8588341676,2.6335560981,,285.8834167594,263.3556098104,2858.8341675940,2633.5560981043
2021-07-06,PRE2025,2.8652115022,2.6355063099,,286.5211502215,263.5506309937,2865.2115022146,2635.5063099367
2021-07-07,PRE2025,2.8433616684,2.6010493635,,284.3361668361,260.1049363481,2843.3616683615,2601.0493634808
2021-07-08,PRE2025,2.8142459301,2.5733768950,,281.4245930109,257.3376894994,2814.2459301093,2573.3768949942
2021-07-09,PRE2025,2.8519707444,2.6106188040,,285.1970744396,261.0618803984,2851.9707443963,2610.6188039840
2021-07-12,PRE2025,2.8608285062,2.6235913791,,286.0828506242,262.3591379078,2860.8285062422,2623.5913790782
2021-07-13,PRE2025,2.8584197947,2.6244380732,,285.8419794730,262.4438073223,2858.4197947300,2624.4380732235
2021-07-14,PRE2025,2.8406704618,2.6070306272,,284.0670461785,260.7030627152,2840.6704617854,2607.0306271523
2021-07-15,PRE2025,2.8121230472,2.5899083449,,281.2123047206,258.9908344942,2812.1230472059,2589.9083449422
2021-07-16,PRE2025,2.7867263560,2.5501106486,,278.6726356027,255.0110648608,2786.7263560266,2550.1106486079
2021-07-19,PRE2025,2.7653709820,2.5248688830,,276.5370981984,252.4868883046,2765.3709819838,2524.8688830456
2021-07-20,PRE2025,2.8141776488,2.5728119784,,281.4177648759,257.2811978432,2814.1776487592,2572.8119784321
2021-07-21,PRE2025,2.8540515832,2.6038275833,,285.4051583160,260.3827583333,2854.0515831596,2603.8275833333
2021-07-22,PRE2025,2.8706457598,2.6157280439,,287.0645759760,261.5728043928,2870.6457597604,2615.7280439284
2021-07-23,PRE2025,2.9078095477,2.6407350656,,290.7809547704,264.0735065571,2907.8095477037,2640.7350655714
2021-07-26,PRE2025,2.9007418299,2.6399723341,,290.0741829929,263.9972334088,2900.7418299285,2639.9723340881
2021-07-27,PRE2025,2.8699557603,2.6164474769,,286.9955760277,261.6447476896,2869.9557602775,2616.4474768962
2021-07-28,PRE2025,2.9039303824,2.6431387113,,290.3930382365,264.3138711283,2903.9303823654,2643.1387112833
2021-07-29,PRE2025,2.9187550503,2.6488871541,,291.8755050262,264.8887154124,2918.7550502620,2648.8871541241
2021-07-30,PRE2025,2.9262786248,2.6387838872,,292.6278624761,263.8783887188,2926.2786247607,2638.7838871879
2021-08-02,PRE2025,2.9404188165,2.6429203837,,294.0418816517,264.2920383671,2940.4188165169,2642.9203836714
2021-08-03,PRE2025,2.9409642069,2.6367650361,,294.0964206915,263.6765036142,2940.9642069154,2636.7650361424
2021-08-04,PRE2025,2.9602845525,2.6498598923,,296.0284552510,264.9859892348,2960.2845525101,2649.8598923476
2021-08-05,PRE2025,3.0074277445,2.6956806313,,300.7427744544,269.5680631331,3007.4277445436,2695.6806313309
2021-08-06,PRE2025,2.9904992900,2.6723551124,,299.0499289994,267.2355112357,2990.4992899941,2672.3551123571
2021-08-09,PRE2025,2.9898364017,2.6732765084,,298.9836401679,267.3276508430,2989.8364016794,2673.2765084296
2021-08-10,PRE2025,2.9482306264,2.6358991815,,294.8230626413,263.5899181501,2948.2306264134,2635.8991815014
2021-08-11,PRE2025,2.9296175840,2.6136887079,,292.9617583965,261.3688707885,2929.6175839646,2613.6887078847
2021-08-12,PRE2025,2.9390588913,2.6117980758,,293.9058891252,261.1798075791,2939.0588912517,2611.7980757910
2021-08-13,PRE2025,2.9521969718,2.6261965500,,295.2196971838,262.6196549953,2952.1969718378,2626.1965499531
2021-08-16,PRE2025,2.9346909856,2.6139618077,,293.4690985612,261.3961807651,2934.6909856125,2613.9618076507
2021-08-17,PRE2025,2.9083942413,2.5842320281,,290.8394241315,258.4232028115,2908.3942413150,2584.2320281152
2021-08-18,PRE2025,2.8975431165,2.5760932689,,289.7543116453,257.6093268925,2897.5431164534,2576.0932689247
2021-08-19,PRE2025,2.9362093028,2.5860442129,,293.6209302805,258.6044212941,2936.2093028052,2586.0442129409
2021-08-20,PRE2025,2.9517023205,2.5940773872,,295.1702320517,259.4077387168,2951.7023205173,2594.0773871675
2021-08-23,PRE2025,3.0110859725,2.6493774163,,301.1085972489,264.9377416256,3011.0859724892,2649.3774162562
