sample,signal_date,ticker,expected_active_per_session,uncertainty_per_session,positive_active_horizon_share,effective_horizon_sessions,expected_active_total,model_target_weight,entry_ok,resize_band,ret_20d,ret_60d,ret_120d,ret_252d,dd_60d,dd_252d,range_position_252d,fwd_return_20d,benchmark_mix_20d,active_20d,fwd_return_60d,benchmark_mix_60d,active_60d,ret_20d_pctile,ret_60d_pctile,ret_120d_pctile,ret_252d_pctile,dd_60d_pctile,dd_252d_pctile,range_position_252d_pctile,reversal_signature_score,reversal_signature_pctile,prev_entry_ok,entry_gate_episode_start,anatomy_class
FINAL_HOLDOUT,2025-08-11,ADSK,0.00019415418546872,0.0029101679041162462,0.6396886492144794,40.9363276250294,0.007947959346118244,0.01770240779130467,True,0.004454579350597827,-0.03371241924056967,-0.036949357488004986,-0.037340216492518175,0.22380352648141533,-0.10118110331076113,-0.11407848585236113,0.5868094536389037,0.14254095994736682,,,0.05705850085370301,,,0.4375,0.26570048309178745,0.4106280193236715,0.5970873786407767,0.34615384615384615,0.5384615384615384,0.4807692307692308,0.5693921869193608,0.6105769230769231,False,True,MIXED_OTHER
FINAL_HOLDOUT,2025-10-29,ADSK,0.00019529240357306078,0.003142564412026813,0.7614656504122476,36.85397080288654,0.007197300539307117,0.019035075699861417,True,0.005289504195608849,-0.05906953335161447,-0.007085646885932162,0.025757860578858205,0.03859592258965394,-0.09091471953180041,-0.09091471953180041,0.6621942257072131,0.014474277988769435,,,-0.09758311412648157,,,0.22439024390243903,0.38235294117647056,0.3891625615763547,0.4187192118226601,0.36585365853658536,0.5756097560975609,0.5365853658536586,0.5702654232424678,0.6097560975609756,False,True,MIXED_OTHER
FINAL_HOLDOUT,2025-11-04,ADSK,0.00013810531261901772,0.003128164962100338,0.6922625245969664,35.14609345585046,0.004853862224057441,0.013288286442123369,True,0.005475345540819831,-0.04242661124244296,0.05705850085370301,0.018000868419924876,0.06011274944465095,-0.07934766215410449,-0.07934766215410449,0.7051731711836378,0.02120589374940418,,,-0.15053506691633078,,,0.33170731707317075,0.6029411764705882,0.43349753694581283,0.45320197044334976,0.4854368932038835,0.6504854368932039,0.616504854368932,0.44959030379852627,0.4368932038834951,False,True,POSITIVE_MOMENTUM
FINAL_HOLDOUT,2025-11-24,ADSK,0.0002001194830387089,0.003082624223899169,0.633119263000289,34.74660952160307,0.006953473534811087,0.019165876861388827,True,0.005512605107487341,-0.07552703973456243,-0.07896410911852014,-0.028522522006492967,-0.05843941803659869,-0.11303895919549922,-0.11303895919549922,0.5799886604398555,0.026668898761345483,,,-0.24567881736885522,,,0.33658536585365856,0.31527093596059114,0.3415841584158416,0.3415841584158416,0.4585365853658537,0.5951219512195122,0.4975609756097561,0.5638651928391205,0.5902439024390244,False,True,MIXED_OTHER
FINAL_HOLDOUT,2026-01-08,ADSK,6.432468762945338e-05,0.0030160295829699093,0.7654278683823319,40.25379064746612,0.00258931250929967,0.006031091766483306,True,0.004658450260308311,-0.08036579693344759,-0.10192555938570846,-0.06884830586497859,-0.05445975406490666,-0.11785160064712485,-0.15364613562153684,0.4291072768192048,-0.13081204147910408,,,-0.1504808080085861,,,0.0975609756097561,0.18536585365853658,0.24630541871921183,0.22772277227722773,0.25365853658536586,0.36097560975609755,0.28292682926829266,0.7682926829268293,0.8341463414634146,False,True,DEEP_REVERSAL_BROKEN_1Y
FINAL_HOLDOUT,2026-01-13,ADSK,4.944077707305749e-05,0.003013161760889471,0.7596372526568698,41.185810127515865,0.0020362584570877856,0.00461057498447195,True,0.0045284771866002695,-0.09074723974035659,-0.09735842081359447,-0.1008372815326074,-0.05028771407204591,-0.13682899264348536,-0.17185349060140986,0.36145541935900255,-0.1405609424623624,,,-0.19280939656770568,,,0.07804878048780488,0.16585365853658537,0.22660098522167488,0.21782178217821782,0.1941747572815534,0.2961165048543689,0.23300970873786409,0.8067428368458442,0.8640776699029126,False,True,DEEP_REVERSAL_BROKEN_1Y
FINAL_HOLDOUT,2025-02-26,AIFU,7.498060343502674e-05,0.0038949420651672208,0.6959992216285624,35.80440438805274,0.0026846358466479136,0.006815386322462308,True,0.0050773264694145585,-0.1428571428571429,-0.7293233082706767,-0.712,-0.9310344827586207,-0.7333333333333334,-0.9359430604982206,0.011278195488721804,-0.2777777777777778,,,-0.5305555661519368,,,0.09523809523809523,0.009523809523809525,0.023923444976076555,0.01951219512195122,0.01904761904761905,0.023809523809523808,0.047619047619047616,0.9559523809523809,0.9809523809523809,False,True,DEEP_REVERSAL_BROKEN_1Y
FINAL_HOLDOUT,2025-04-09,AIM,0.00020874276387376856,0.0038493354983360475,0.7982083246342165,35.50031959190579,0.007410434830016511,0.019200745239363718,True,0.005182083286554167,-0.7500000204841302,-0.8500000122904781,-0.8846153984330813,-0.9387755158348712,-0.8695652252906666,-0.9508196781426147,0.0,2.3333336064550907,,,2.0333334999376054,,,0.004761904761904762,0.014285714285714285,0.02857142857142857,0.02912621359223301,0.014285714285714285,0.03333333333333333,0.011904761904761904,0.9839285714285715,1.0,False,True,DEEP_REVERSAL_BROKEN_1Y
FINAL_HOLDOUT,2025-07-02,AIM,0.00017162233646884561,0.004310090552369562,0.5960875933474211,37.995014244948734,0.006520793118885174,0.018639375856985833,True,0.0057169045289915624,0.14624985888995723,0.018888770414756006,-0.6013043638850257,-0.7521621939073247,-0.16636372501759322,-0.7816666852389442,0.15820511502579282,-0.6815702862595931,,,-0.7077426263828464,,,0.8942307692307693,0.16346153846153846,0.03365384615384615,0.043478260869565216,0.06220095693779904,0.04784688995215311,0.11004784688995216,0.6961032388663968,0.7703349282296651,False,True,DEEP_REVERSAL_BROKEN_1Y
FINAL_HOLDOUT,2025-01-10,AMAT,8.672612539626695e-05,0.0033870824347649177,0.6707754766764922,36.748553566291015,0.0031870596647215876,0.007794037681790903,True,0.004891052256137644,0.02069334091649866,-0.1955974401958942,-0.18014176821250372,0.14540399131334203,-0.1955974401958942,-0.32390718173831134,0.21856376706734879,0.06996803358667436,,,-0.2469731833355845,,,0.8767772511848341,0.17535545023696683,0.19047619047619047,0.5825242718446602,0.22748815165876776,0.20853080568720378,0.3127962085308057,0.6066350710900474,0.6706161137440758,False,True,SHORT_PULLBACK_POSITIVE_1Y
FINAL_HOLDOUT,2025-02-06,AMAT,6.13799153190553e-05,0.0034803190333665794,0.5453825035205329,34.159701462859616,0.0020967195831145327,0.005283475212587294,True,0.005039753770734621,0.028005836930387717,-0.05595411118456006,-0.08951534830885766,0.0767867691566515,-0.06500943286967453,-0.27998970223849606,0.23105550075420636,-0.1463973732067837,,,-0.15226413526685478,,,0.44761904761904764,0.3380952380952381,0.215311004784689,0.4097560975609756,0.5190476190476191,0.21428571428571427,0.2619047619047619,0.6845238095238095,0.7523809523809524,False,True,MIXED_OTHER
FINAL_HOLDOUT,2025-04-17,AMAT,0.00010256133380082948,0.0032448843206374137,0.5464087372962618,37.333620513031605,0.003828985915430529,0.009677710384114595,True,0.00505497309097646,-0.1095996718306953,-0.295296285771967,-0.24411261621393943,-0.338277923967225,-0.295296285771967,-0.45732721916943164,0.08318052247452348,0.204495867352964,,,0.42124205722168107,,,0.3904761904761905,0.1619047619047619,0.22857142857142856,0.18446601941747573,0.23809523809523808,0.18095238095238095,0.2,0.7666666666666666,0.8333333333333334,False,True,DEEP_REVERSAL_BROKEN_1Y
FINAL_HOLDOUT,2025-11-10,AMAT,0.00025245558420755387,0.00371917919016969,0.8768243765625596,31.875859180516855,0.008047238651535102,0.023976259088139523,True,0.005958878598329076,0.0710770940586678,0.45742918943167665,0.4265620484225141,0.2666699846071263,-0.024118910105770497,-0.024118910105770497,0.9493291840723401,0.13860657787225095,,,0.37460525136672684,,,0.7864077669902912,0.9509803921568627,0.8817733990147784,0.7438423645320197,0.7427184466019418,0.8155339805825242,0.8252427184466019,0.15545878545592998,0.10194174757281553,False,True,POSITIVE_MOMENTUM
FINAL_HOLDOUT,2026-01-23,AMAT,0.00012343330735937907,0.003552656898828308,0.6049431706609493,34.44217250800286,0.004251311265305073,0.010918503692533992,True,0.005136534594227357,0.23882717709385792,0.39632522325982555,0.7997538772455282,0.6654242449748846,-0.014158582075748494,-0.014158582075748494,0.9769684725527013,0.16017076952687925,,,0.2247093309915018,,,0.9658536585365853,0.9707317073170731,0.9458128078817734,0.9257425742574258,0.7439613526570048,0.8357487922705314,0.8599033816425121,0.09194061505832449,0.05314009661835749,False,True,POSITIVE_MOMENTUM
FINAL_HOLDOUT,2026-01-29,AMAT,0.00016083089278376225,0.003579068472846651,0.8687157601586096,34.48817601593641,0.00554676413912659,0.014097061678077,True,0.005082985800184669,0.31299772808800674,0.46722047822294455,0.8727236830387524,0.9945435668626468,0.0,0.0,1.0,0.09206160188111423,,,0.1875693172795838,,,0.975609756097561,0.9560975609756097,0.9605911330049262,0.9405940594059405,0.9033816425120773,0.9227053140096618,0.9227053140096618,0.05572051372687642,0.024154589371980676,False,True,POSITIVE_MOMENTUM
FINAL_HOLDOUT,2026-02-10,AMAT,8.169193658245112e-05,0.003556240545068039,0.8318733709783119,36.50788252486095,0.0029823996239805167,0.007385221475752645,True,0.0049525364852989195,0.07105202928900312,0.4290081903472722,1.0383434565909306,0.8464670617315266,-0.03594651346140332,-0.03594651346140332,0.9430253660737732,0.06818559595200369,,,0.24943669766062704,,,0.6019417475728155,0.9707317073170731,0.9802955665024631,0.9356435643564357,0.5314009661835749,0.6570048309178744,0.748792270531401,0.255382360915209,0.24154589371980675,False,True,POSITIVE_MOMENTUM
FINAL_HOLDOUT,2026-02-13,AMAT,0.00017094757870070857,0.003534033261703141,0.8539546317371125,35.761482093106444,0.006113338774565294,0.01552313416987575,True,0.005078447225748442,0.1122917906850538,0.5548322815627118,1.1884776808511281,0.9816615297061331,0.0,0.0,1.0,-0.023381328488024877,,,0.21647110315218887,,,0.7669902912621359,0.9707317073170731,0.9852216748768473,0.9554455445544554,0.9347826086956522,0.9589371980676329,0.9589371980676329,0.08610090132138129,0.03864734299516908,False,True,POSITIVE_MOMENTUM
FINAL_HOLDOUT,2026-02-24,AMAT,0.00016345758178537366,0.0033022986020149504,0.622835043868785,36.14956987062954,0.0059089212736345076,0.014619216855110216,True,0.004948184678086973,0.18450303046978433,0.5606753558767748,1.406188064195801,1.2171820264907862,0.0,0.0,1.0,-0.010425220603553664,,,0.12944195673769787,,,0.9414634146341463,0.9754901960784313,0.9901477832512315,0.9651741293532339,0.926829268292683,0.9414634146341463,0.9414634146341463,0.050029890004782446,0.00975609756097561,False,True,POSITIVE_MOMENTUM
FINAL_HOLDOUT,2026-03-25,AMAT,0.00023365234442069652,0.0035685616301989196,1.0,37.785218866616454,0.008828604972634067,0.02132003477411381,True,0.004829762989781351,-0.06484371018675406,0.4119917740381702,0.7016877081730828,1.4049308815558104,-0.06484371018675406,-0.06484371018675406,0.9048398901589565,0.09359942040287228,,,0.7354629066617064,,,0.45098039215686275,0.9408866995073891,0.9653465346534653,0.98,0.7892156862745098,0.8284313725490197,0.8676470588235294,0.22801361924079977,0.18137254901960784,False,True,POSITIVE_MOMENTUM
FINAL_HOLDOUT,2026-03-30,AMAT,7.683026618501477e-05,0.0035071704933342194,0.7357815306785321,38.79257580345141,0.002980443924981535,0.007070962105080856,True,0.00474490531146273,-0.1318179393678589,0.2588933355086429,0.4477117780724762,1.20754748130642,-0.18187112826469587,-0.18187112826469587,0.7330986075173977,0.17946886057476497,,,1.0699134022507955,,,0.22058823529411764,0.9064039408866995,0.9257425742574258,0.98,0.4215686274509804,0.5196078431372549,0.7647058823529411,0.3971735245822467,0.30392156862745096,False,True,POSITIVE_MOMENTUM
FINAL_HOLDOUT,2026-04-14,AMAT,0.00017189869599233446,0.0034238451172256745,0.9148961645246785,35.90486183849008,0.006171998929821377,0.015989891364286836,True,0.005181430374858992,0.14287365340571712,0.2414864276772759,0.739840965693221,1.8875820437030622,-0.009637244072078444,-0.009637244072078444,0.9854789933417265,0.08987967284770138,,,0.5247422301019822,,,0.8817733990147784,0.9113300492610837,0.9605911330049262,0.97,0.8768472906403941,0.9113300492610837,0.916256157635468,0.09482758620689655,0.054187192118226604,False,True,POSITIVE_MOMENTUM
FINAL_HOLDOUT,2026-04-24,AMAT,0.00010086961046957699,0.003521125760725229,0.8257363458641884,35.52898468987881,0.0035837948460476403,0.009800245543761577,True,0.0054692000880405866,0.23184176865967698,0.23997070421387479,0.7990910342092001,1.9305671178151078,0.0,0.0,1.0,0.03754372976248166,,,0.3298690092966705,,,0.8817733990147784,0.896551724137931,0.9753694581280788,0.95,0.9532019704433498,0.9605911330049262,0.9605911330049262,0.07512315270935957,0.04926108374384237,False,True,POSITIVE_MOMENTUM
FINAL_HOLDOUT,2026-05-05,AMAT,0.0001631628887344948,0.003853210245436991,0.6488348571954388,35.44285947693163,0.00578295933726693,0.016247213123606306,True,0.005618996149222402,0.1594931050308257,0.27540950416405563,0.7531846020669442,1.6724375557952826,-0.014914748921099674,-0.014914748921099674,0.9765605742214383,0.22046773084267635,,,0.23728438627014437,,,0.8275862068965517,0.8768472906403941,0.9458128078817734,0.955,0.803921568627451,0.8627450980392157,0.8725490196078431,0.14006809620399882,0.10294117647058823,False,True,POSITIVE_MOMENTUM
FINAL_HOLDOUT,2026-06-03,AMAT,0.00010769866617536503,0.003572043693456012,0.5703652406398645,32.14376647166411,0.003461840774850644,0.010770795323430343,True,0.00622258273787594,0.22046773084267635,0.47929584530718006,0.8792313996916272,2.2075000741131445,0.0,0.0,1.0,0.20422545479258614,,,-0.07709388097136705,,,0.8939393939393939,0.8838383838383839,0.9595959595959596,0.9540816326530612,0.9646464646464646,0.9671717171717171,0.9671717171717171,0.07196969696969699,0.050505050505050504,False,True,POSITIVE_MOMENTUM
FINAL_HOLDOUT,2026-07-29,AMAT,0.0002789821836276913,0.0036310696542296798,0.9684953148019655,34.4397369713789,0.009608073023838617,0.0248946241478054,True,0.005182022261079673,-0.3963347268680186,0.12314333847932146,0.47022041290809646,1.3106726332648768,-0.3963347268680186,-0.3963347268680186,0.4950156187740997,0.10040789379096093,,,,,,0.03608247422680412,0.7564766839378239,0.9326424870466321,0.9739583333333334,0.09137055837563451,0.16751269035532995,0.4365482233502538,0.6508449820324471,0.7106598984771574,False,True,POSITIVE_MOMENTUM
FINAL_HOLDOUT,2026-07-31,AMAT,7.864947581714819e-05,0.003866600477697824,0.6283145797828787,33.475863716178736,0.002632859133803748,0.00724402520612153,True,0.005502782213536758,-0.15814861981469863,0.23728438627014437,0.5780442656027327,1.7002174302670539,-0.2978284673707272,-0.2978284673707272,0.620525999588352,-0.0896376375788458,,,,,,0.08247422680412371,0.9430051813471503,0.9430051813471503,0.9791666666666666,0.12690355329949238,0.23857868020304568,0.5076142131979695,0.5570819246119276,0.6091370558375635,False,True,POSITIVE_MOMENTUM
FINAL_HOLDOUT,2026-08-05,AMAT,0.0001293007706320996,0.0036369518857587717,0.8900083482193033,34.96575998099208,0.004521099711279305,0.01159028895410364,True,0.005127198997707579,-0.06355835995119674,0.22842206418293354,0.5757657238203051,1.9436553168188015,-0.26107888808050783,-0.26107888808050783,0.6673499650400684,-0.17840508721884418,,,,,,0.16494845360824742,0.8808290155440415,0.9430051813471503,0.9791666666666666,0.13636363636363635,0.26262626262626265,0.5202020202020202,0.5428485620048571,0.5808080808080808,False,True,POSITIVE_MOMENTUM
FINAL_HOLDOUT,2026-08-21,AMAT,5.465900122779201e-05,0.003822207919146559,0.6531810636114204,39.02325627673577,0.0021329722127425427,0.00487434742158105,True,0.0045704743760479555,-0.08093900383237806,0.09949016416078815,0.3258615348946421,2.0843805496570056,-0.3183313348227864,-0.3183313348227864,0.594402556115576,,,,,,,0.09743589743589744,0.6288659793814433,0.8814432989690721,0.9792746113989638,0.09137055837563451,0.18274111675126903,0.45685279187817257,0.6585260536383044,0.7258883248730964,False,True,POSITIVE_MOMENTUM
FINAL_HOLDOUT,2026-09-01,AMAT,7.779512443520529e-05,0.003781660200888565,0.6143092285884776,34.397091693721414,0.0026759260285222236,0.007253997751173024,True,0.0054216728518306865,-0.19080445495858822,-0.023592266610989676,0.26149298450350633,1.763709298347,-0.3882123428090255,-0.3882123428090255,0.5053646414815538,,,,,,,0.041025641025641026,0.29896907216494845,0.8298969072164949,0.9740932642487047,0.06153846153846154,0.1282051282051282,0.39487179487179486,0.7842320909331219,0.8769230769230769,False,True,MIXED_OTHER
FINAL_HOLDOUT,2025-01-02,AMD,0.00015356051182630867,0.003687604952337911,0.8132339050920817,32.86947226118352,0.005047452983887996,0.013455401351511366,True,0.005331560846415977,-0.1503732857908514,-0.2944376417375224,-0.3357744791145483,-0.1295281017496297,-0.3019097504455116,-0.42932162708438604,0.018918917358487733,-0.05272320944342357,,,-0.14797313172959825,,,0.09004739336492891,0.05714285714285714,0.09523809523809523,0.18932038834951456,0.0947867298578199,0.10900473933649289,0.06635071090047394,0.9193635748138117,0.966824644549763,False,True,DEEP_REVERSAL_BROKEN_1Y
FINAL_HOLDOUT,2025-01-27,AMD,0.00014259357083600124,0.003618125715143777,0.8302000631749696,35.64916499265003,0.005083341733623737,0.013135677454742199,True,0.005168126851616657,-0.08931822549309998,-0.28082789236447014,-0.1319999838775059,-0.3549273292547944,-0.3082105134662829,-0.4559087923193532,0.0,-0.09607862661083144,,,-0.2140683617883895,,,0.07582938388625593,0.05687203791469194,0.1619047619047619,0.06796116504854369,0.07109004739336493,0.0995260663507109,0.011848341232227487,0.9389810426540285,0.966824644549763,False,True,DEEP_REVERSAL_BROKEN_1Y
FINAL_HOLDOUT,2025-01-29,AMD,0.00023465390132164067,0.0035530704362463717,0.8376359003751648,34.17540201896367,0.008019391412985301,0.02136987398864186,True,0.00532955005888326,-0.06262484075718888,-0.21029613960867266,-0.09855580675606423,-0.3379407702447329,-0.21672678722963057,-0.44483869919872954,0.032712684760283516,-0.15202383101713324,,,-0.1763953746689405,,,0.1,0.09047619047619047,0.21052631578947367,0.08292682926829269,0.12857142857142856,0.1,0.08571428571428572,0.905952380952381,0.9619047619047619,False,True,DEEP_REVERSAL_BROKEN_1Y
FINAL_HOLDOUT,2025-02-27,AMD,0.00011487490871254762,0.003573634435188558,0.8503503146642263,33.10552947818523,0.0038029946766870827,0.010830567693173568,True,0.0056958100728179,-0.15202383101713324,-0.26959778241330556,-0.2936039924367877,-0.4346343659912695,-0.3089103525247472,-0.5292364469789937,0.0,0.07175157508160512,,,0.10853175751697752,,,0.09523809523809523,0.07142857142857142,0.09569377990430622,0.08292682926829269,0.10476190476190476,0.09047619047619047,0.02142857142857143,0.9303571428571429,0.9547619047619048,False,True,DEEP_REVERSAL_BROKEN_1Y
FINAL_HOLDOUT,2025-03-06,AMD,0.00010184994472037222,0.0035801729817316304,0.8562221678774669,32.829453439692195,0.003343678018032684,0.00932485759230826,True,0.005577604985897964,-0.11748954031894154,-0.30072157578299796,-0.3403843716033387,-0.5186501841627946,-0.30072157578299796,-0.5323588031473327,0.005479408827455463,-0.051087460802393125,,,0.15963580195125715,,,0.24761904761904763,0.07142857142857142,0.09569377990430622,0.07804878048780488,0.11428571428571428,0.1,0.06666666666666667,0.8785714285714286,0.9380952380952381,False,True,DEEP_REVERSAL_BROKEN_1Y
FINAL_HOLDOUT,2025-07-30,AMD,0.0001662852962584127,0.003340414439676777,0.6619123600738492,34.87707746054674,0.005799545158154622,0.014814213962010452,True,0.005108750275417889,0.3188596995214743,0.8169027222883487,0.6026246860392845,0.2823057894343872,0.0,0.0,1.0,-0.06896546155011996,,,0.30906363257793634,,,0.9856459330143541,0.9903846153846154,0.9951923076923077,0.7053140096618358,0.9521531100478469,0.9617224880382775,0.9617224880382775,0.025131118881118852,0.004784688995215311,False,True,POSITIVE_MOMENTUM
FINAL_HOLDOUT,2025-10-21,AMD,0.00019698983867139907,0.004203151155492538,0.5776789213064375,33.930292890747964,0.00668392292262176,0.017588564830018864,True,0.00526294663587167,0.4793661144103858,0.3706667842897915,1.4450950437618473,0.5233919921875001,-0.01051712173667041,-0.01051712173667041,0.9844163917272832,-0.03251693287761037,,,-0.026047124228198104,,,0.9902912621359223,0.9414634146341463,0.9803921568627451,0.8823529411764706,0.8883495145631068,0.912621359223301,0.9466019417475728,0.05225550556476438,0.014563106796116505,False,True,POSITIVE_MOMENTUM
FINAL_HOLDOUT,2025-10-29,AMD,0.0002074959239545417,0.004241286286588435,0.612566177302295,32.43213797028767,0.0067295364339660145,0.02022454815253358,True,0.006010680929061962,0.6116699922287256,0.5164361785009604,1.599114990207818,0.6919285271776494,0.0,0.0,1.0,-0.18949791406056526,,,-0.04653269934474891,,,0.9902439024390244,0.9509803921568627,0.9852216748768473,0.9211822660098522,0.9243902439024391,0.948780487804878,0.948780487804878,0.04030368244858923,0.00975609756097561,False,True,POSITIVE_MOMENTUM
